IdC,type_aliment,nom,allergene
94,Épice,Poivre long #704,"Céleri, Fruits à coque, Gluten"
95,Herbe,Romarin #810,Aucun
96,Épice,Safran #243,Œufs
97,Champignon,Truffe noire #112,"Sésame, Lupin, Fruits à coque"
98,Herbe,Thym sauvage #474,Lactose
99,Champignon,Truffe noire #774,"Poisson, Gluten, Fruits à coque"
100,Poisson,Carpe dorée #679,"Lactose, Lupin"
101,Épice,Safran #749,"Lactose, Poisson, Soja"
102,Céréale,Épeautre #157,Poisson
103,Légume,Navet confit #237,Aucun
104,Champignon,Truffe noire #238,"Sulfites, Moutarde"
105,Céréale,Épeautre #486,Aucun
106,Poisson,Brochet en gelée #281,Gluten
107,Épice,Poivre long #303,"Moutarde, Œufs, Sulfites"
108,Épice,Épices orientales #607,"Arachides, Crustacés, Œufs"
109,Produit laitier,Fromage affiné #418,"Crustacés, Moutarde"
110,Viande,Agneau rôti #428,Mollusques
111,Viande,Canard fumé #592,"Moutarde, Poisson"
112,Légumineuse,Lentilles du Puy #79,"Sésame, Moutarde, Lactose"
113,Fruit,Verjus #968,Aucun
114,Viande,Mouton braisé #729,"Lactose, Sésame, Gluten"
115,Fruit,Pomme sauvage #261,Lupin
116,Viande,Venaison #273,Aucun
117,Poisson,Brochet en gelée #532,"Lupin, Sulfites"
118,Légume,Navet confit #872,Aucun
119,Viande,Canard fumé #39,Sulfites
120,Viande,Agneau rôti #477,Moutarde
121,Viande,Agneau rôti #779,Fruits à coque
122,Fruit,Pomme sauvage #415,Lactose
123,Légumineuse,Lentilles du Puy #814,Aucun
124,Légume,Navet confit #814,"Œufs, Crustacés"
125,Poisson,Brochet en gelée #893,"Céleri, Crustacés, Sésame"
126,Herbe,Thym sauvage #885,"Céleri, Mollusques"
127,Légume,Chou frisé #719,Aucun
128,Herbe,Romarin #801,"Œufs, Poisson, Arachides"
129,Herbe,Thym sauvage #851,Aucun
130,Céréale,Épeautre #512,Aucun
131,Épice,Épices orientales #108,"Gluten, Arachides, Mollusques"
132,Légume,Chou frisé #750,Poisson
133,Herbe,Romarin #216,Mollusques
134,Épice,Safran #176,Céleri
135,Épice,Safran #786,"Crustacés, Fruits à coque"
136,Épice,Poivre long #683,"Lupin, Moutarde"
137,Légume,Chou frisé #521,Céleri
138,Poisson,Carpe dorée #993,"Sulfites, Poisson, Crustacés"
139,Champignon,Truffe noire #839,"Lactose, Gluten"
140,Légume,Chou frisé #182,Gluten
141,Légumineuse,Lentilles du Puy #505,Arachides
142,Poisson,Brochet en gelée #609,"Soja, Moutarde, Fruits à coque"
143,Viande,Venaison #569,Aucun
144,Épice,Poivre long #623,Aucun
145,Fruit,Pomme sauvage #712,Aucun
146,Fruit,Pomme sauvage #475,Soja
147,Viande,Mouton braisé #723,Aucun
148,Épice,Épices orientales #823,"Arachides, Sulfites, Céleri"
149,Épice,Safran #671,"Poisson, Œufs, Crustacés"
150,Céréale,Épeautre #694,"Sulfites, Arachides, Moutarde"
151,Viande,Venaison #140,Lupin
152,Herbe,Thym sauvage #205,Moutarde
153,Produit laitier,Fromage affiné #345,Aucun
154,Produit laitier,Fromage affiné #171,"Gluten, Lupin, Crustacés"
155,Viande,Canard fumé #495,"Soja, Lactose"
156,Légumineuse,Lentilles du Puy #389,"Poisson, Céleri, Sulfites"
157,Herbe,Thym sauvage #905,"Sulfites, Arachides, Moutarde"
158,Céréale,Épeautre #846,"Fruits à coque, Sésame"
159,Légume,Navet confit #770,Aucun
160,Champignon,Truffe noire #788,"Sésame, Moutarde, Poisson"
161,Viande,Agneau rôti #43,"Œufs, Moutarde"
162,Viande,Canard fumé #480,Fruits à coque
163,Herbe,Romarin #397,Sulfites
164,Poisson,Carpe dorée #516,"Arachides, Soja, Sulfites"
165,Épice,Safran #912,Lactose
166,Viande,Venaison #126,Aucun
167,Viande,Venaison #578,Moutarde
168,Poisson,Carpe dorée #79,Gluten
169,Viande,Mouton braisé #566,"Soja, Crustacés"
170,Herbe,Romarin #280,"Sulfites, Céleri, Soja"
171,Épice,Safran #542,"Crustacés, Arachides, Soja"
172,Épice,Poivre long #703,Sésame
173,Épice,Poivre long #413,"Soja, Crustacés, Moutarde"
174,Produit laitier,Fromage affiné #46,Aucun
175,Produit laitier,Fromage affiné #854,Crustacés
176,Poisson,Carpe dorée #563,"Lupin, Arachides, Céleri"
177,Viande,Agneau rôti #307,"Fruits à coque, Sésame"
178,Herbe,Thym sauvage #203,"Gluten, Mollusques"
179,Produit laitier,Fromage affiné #986,"Arachides, Crustacés"
180,Viande,Venaison #161,Arachides
181,Épice,Poivre long #762,"Lactose, Lupin"
182,Légumineuse,Lentilles du Puy #362,Aucun
183,Viande,Mouton braisé #878,"Mollusques, Crustacés, Lupin"
184,Épice,Épices orientales #372,"Lupin, Lactose"
185,Poisson,Carpe dorée #226,Aucun
186,Produit laitier,Fromage affiné #701,"Crustacés, Lupin, Soja"
187,Céréale,Épeautre #292,Lactose
188,Viande,Canard fumé #829,"Sésame, Lupin"
189,Épice,Safran #62,"Arachides, Lactose, Fruits à coque"
190,Légume,Navet confit #950,"Mollusques, Arachides"
191,Herbe,Romarin #203,Sésame
192,Légumineuse,Lentilles du Puy #546,Aucun
193,Poisson,Brochet en gelée #921,"Soja, Moutarde"
194,Poisson,Carpe dorée #441,"Sulfites, Crustacés, Soja"
195,Herbe,Romarin #750,"Lactose, Gluten"
196,Légume,Navet confit #610,"Céleri, Sulfites"
197,Viande,Mouton braisé #935,Crustacés
198,Épice,Poivre long #347,"Lactose, Arachides"
199,Céréale,Épeautre #296,"Mollusques, Moutarde"
200,Céréale,Épeautre #196,Aucun
201,Viande,Mouton braisé #756,Aucun
202,Épice,Safran #40,"Fruits à coque, Œufs, Sulfites"
203,Viande,Venaison #994,"Sulfites, Soja, Moutarde"
204,Champignon,Truffe noire #73,Crustacés
205,Poisson,Brochet en gelée #691,"Poisson, Soja"
206,Herbe,Romarin #861,Sésame
207,Viande,Venaison #261,"Soja, Crustacés, Poisson"
208,Céréale,Épeautre #824,Aucun
209,Légume,Chou frisé #90,"Sésame, Moutarde, Œufs"
210,Épice,Poivre long #808,"Céleri, Poisson"
211,Légumineuse,Lentilles du Puy #259,"Sulfites, Arachides, Céleri"
212,Épice,Safran #45,Aucun
213,Herbe,Romarin #534,Aucun
214,Céréale,Épeautre #713,Aucun
215,Viande,Venaison #868,"Crustacés, Lactose"
216,Céréale,Épeautre #177,Gluten
217,Épice,Poivre long #372,Aucun
218,Viande,Canard fumé #87,Lupin
219,Légume,Chou frisé #682,"Sésame, Fruits à coque"
220,Viande,Mouton braisé #762,"Céleri, Fruits à coque"
221,Poisson,Brochet en gelée #961,"Fruits à coque, Crustacés, Gluten"
222,Viande,Canard fumé #51,"Œufs, Mollusques"
223,Épice,Épices orientales #511,"Lupin, Arachides"
224,Épice,Safran #802,Aucun
225,Viande,Venaison #609,"Fruits à coque, Arachides"
226,Légumineuse,Lentilles du Puy #361,"Mollusques, Sésame, Poisson"
227,Poisson,Carpe dorée #672,"Sésame, Lupin"
228,Viande,Venaison #7,"Moutarde, Poisson"
229,Poisson,Brochet en gelée #368,"Crustacés, Sésame, Moutarde"
230,Céréale,Épeautre #458,"Gluten, Lupin"
231,Épice,Poivre long #653,Sulfites
232,Épice,Safran #367,"Crustacés, Fruits à coque, Sésame"
233,Viande,Agneau rôti #180,"Œufs, Lactose"
234,Fruit,Verjus #191,Œufs
235,Viande,Canard fumé #470,Aucun
236,Viande,Mouton braisé #769,"Arachides, Œufs, Lactose"
237,Fruit,Pomme sauvage #792,Aucun
238,Épice,Poivre long #973,Aucun
239,Légumineuse,Lentilles du Puy #311,Gluten
240,Épice,Épices orientales #166,Arachides
241,Viande,Mouton braisé #673,Sésame
242,Viande,Mouton braisé #358,Poisson
243,Épice,Safran #146,"Céleri, Arachides, Œufs"
244,Champignon,Truffe noire #123,Aucun
245,Épice,Épices orientales #276,Aucun
246,Légume,Navet confit #675,Aucun
247,Champignon,Truffe noire #484,Crustacés
248,Herbe,Romarin #827,"Sésame, Sulfites"
249,Poisson,Carpe dorée #165,Aucun
250,Légume,Chou frisé #980,Sulfites
251,Poisson,Carpe dorée #355,Œufs
252,Viande,Canard fumé #863,"Soja, Œufs, Mollusques"
253,Épice,Safran #259,"Lupin, Céleri, Fruits à coque"
254,Champignon,Truffe noire #438,"Mollusques, Moutarde"
255,Céréale,Épeautre #70,"Soja, Gluten, Mollusques"
256,Épice,Poivre long #127,Aucun
257,Céréale,Épeautre #207,Aucun
258,Céréale,Épeautre #313,Œufs
259,Épice,Épices orientales #607,Aucun
260,Viande,Mouton braisé #676,Lactose
261,Viande,Mouton braisé #51,"Soja, Poisson, Mollusques"
262,Viande,Mouton braisé #957,"Céleri, Sulfites, Poisson"
263,Épice,Épices orientales #790,Aucun
264,Viande,Canard fumé #787,"Gluten, Œufs"
265,Poisson,Carpe dorée #134,"Moutarde, Sésame"
266,Légume,Navet confit #24,Gluten
267,Légumineuse,Lentilles du Puy #681,"Crustacés, Soja"
268,Poisson,Brochet en gelée #470,Aucun
269,Épice,Épices orientales #568,"Arachides, Céleri, Gluten"
270,Herbe,Romarin #516,Arachides
271,Fruit,Verjus #623,"Soja, Crustacés, Lupin"
272,Fruit,Pomme sauvage #879,Lactose
273,Légumineuse,Lentilles du Puy #194,Poisson
274,Produit laitier,Fromage affiné #368,"Moutarde, Œufs, Mollusques"
275,Viande,Mouton braisé #361,"Œufs, Soja, Céleri"
276,Herbe,Thym sauvage #33,"Lupin, Soja, Fruits à coque"
277,Céréale,Épeautre #961,Soja
278,Herbe,Romarin #655,Aucun
279,Épice,Poivre long #165,"Moutarde, Soja"
280,Épice,Poivre long #378,Aucun
281,Poisson,Brochet en gelée #940,Aucun
282,Légume,Chou frisé #589,Soja
283,Viande,Canard fumé #843,"Sésame, Mollusques, Soja"
284,Fruit,Verjus #678,Aucun
285,Viande,Canard fumé #710,Fruits à coque
286,Poisson,Brochet en gelée #545,"Crustacés, Lupin"
287,Viande,Agneau rôti #456,Aucun
288,Viande,Agneau rôti #718,"Poisson, Crustacés"
289,Viande,Venaison #601,"Poisson, Crustacés, Sésame"
290,Céréale,Épeautre #724,"Lactose, Gluten"
291,Légumineuse,Lentilles du Puy #265,"Crustacés, Poisson, Œufs"
292,Herbe,Romarin #921,Œufs
293,Céréale,Épeautre #539,Lactose
294,Produit laitier,Fromage affiné #680,Aucun
295,Épice,Poivre long #773,Aucun
296,Viande,Mouton braisé #669,"Céleri, Œufs"
297,Épice,Poivre long #54,Gluten
298,Fruit,Verjus #884,Aucun
299,Légume,Navet confit #72,"Poisson, Œufs"
300,Légume,Chou frisé #962,"Moutarde, Arachides, Poisson"
301,Céréale,Épeautre #980,"Soja, Gluten"
302,Légumineuse,Lentilles du Puy #585,"Lactose, Lupin"
303,Herbe,Romarin #118,"Fruits à coque, Poisson"
304,Herbe,Thym sauvage #873,Céleri
305,Produit laitier,Fromage affiné #714,"Crustacés, Lupin, Céleri"
306,Poisson,Brochet en gelée #522,"Fruits à coque, Moutarde"
307,Viande,Venaison #322,Aucun
308,Épice,Safran #736,Moutarde
309,Légume,Navet confit #780,Aucun
310,Céréale,Épeautre #532,Mollusques
311,Produit laitier,Fromage affiné #772,"Mollusques, Poisson"
312,Herbe,Thym sauvage #804,Aucun
313,Viande,Canard fumé #406,"Œufs, Lupin, Crustacés"
314,Légume,Navet confit #431,Aucun
315,Fruit,Verjus #984,Aucun
316,Viande,Venaison #203,"Céleri, Arachides"
317,Légumineuse,Lentilles du Puy #186,Fruits à coque
318,Herbe,Romarin #33,"Lupin, Crustacés, Soja"
319,Herbe,Thym sauvage #968,"Fruits à coque, Arachides"
320,Fruit,Verjus #204,"Mollusques, Fruits à coque"
321,Fruit,Verjus #329,"Arachides, Mollusques, Fruits à coque"
322,Poisson,Brochet en gelée #717,"Lactose, Sulfites"
323,Champignon,Truffe noire #818,Aucun
324,Légumineuse,Lentilles du Puy #305,Aucun
325,Fruit,Verjus #685,"Poisson, Sulfites, Œufs"
326,Légumineuse,Lentilles du Puy #97,Œufs
327,Herbe,Thym sauvage #445,Fruits à coque
328,Épice,Safran #603,Aucun
329,Herbe,Thym sauvage #94,"Lactose, Gluten"
330,Viande,Agneau rôti #636,Crustacés
331,Épice,Poivre long #534,"Fruits à coque, Arachides"
332,Fruit,Pomme sauvage #241,Aucun
333,Champignon,Truffe noire #285,Aucun
334,Fruit,Pomme sauvage #328,"Poisson, Mollusques"
335,Herbe,Romarin #565,Aucun
336,Champignon,Truffe noire #739,"Fruits à coque, Gluten"
337,Viande,Agneau rôti #576,"Sésame, Fruits à coque, Poisson"
338,Épice,Épices orientales #435,"Sésame, Mollusques"
339,Légumineuse,Lentilles du Puy #293,Aucun
340,Herbe,Thym sauvage #305,"Sésame, Moutarde"
341,Légume,Chou frisé #260,"Gluten, Moutarde, Fruits à coque"
342,Épice,Poivre long #250,Aucun
343,Poisson,Carpe dorée #625,"Mollusques, Céleri"
344,Viande,Canard fumé #59,"Fruits à coque, Sulfites, Poisson"
345,Poisson,Brochet en gelée #647,Lupin
346,Viande,Venaison #483,Sulfites
347,Viande,Mouton braisé #295,"Sésame, Crustacés, Mollusques"
348,Fruit,Pomme sauvage #163,Lupin
349,Fruit,Verjus #344,"Gluten, Crustacés, Mollusques"
350,Légumineuse,Lentilles du Puy #361,"Mollusques, Sulfites"
351,Épice,Épices orientales #770,"Poisson, Mollusques"
352,Fruit,Verjus #333,Céleri
353,Viande,Mouton braisé #476,Aucun
354,Viande,Canard fumé #186,"Arachides, Gluten"
355,Fruit,Pomme sauvage #610,"Lactose, Mollusques, Moutarde"
356,Poisson,Carpe dorée #316,Aucun
357,Céréale,Épeautre #720,"Œufs, Céleri"
358,Poisson,Carpe dorée #215,"Moutarde, Sésame"
359,Épice,Safran #906,"Gluten, Crustacés"
360,Légume,Navet confit #786,"Sésame, Œufs, Poisson"
361,Fruit,Pomme sauvage #229,Crustacés
362,Herbe,Romarin #277,"Sésame, Soja"
363,Légumineuse,Lentilles du Puy #963,Aucun
364,Légume,Navet confit #9,"Soja, Fruits à coque"
365,Viande,Agneau rôti #650,"Mollusques, Œufs, Céleri"
366,Viande,Mouton braisé #96,"Moutarde, Fruits à coque, Poisson"
367,Poisson,Brochet en gelée #880,"Sulfites, Œufs, Moutarde"
368,Poisson,Carpe dorée #10,"Lupin, Céleri, Arachides"
369,Viande,Venaison #478,"Arachides, Moutarde, Sulfites"
370,Fruit,Verjus #961,"Soja, Lactose, Fruits à coque"
371,Fruit,Pomme sauvage #355,"Soja, Lactose, Gluten"
372,Viande,Mouton braisé #641,Céleri
373,Viande,Canard fumé #101,Aucun
374,Épice,Safran #406,"Sulfites, Œufs"
375,Viande,Venaison #438,"Céleri, Œufs"
376,Champignon,Truffe noire #721,"Poisson, Mollusques"
377,Épice,Poivre long #927,Aucun
378,Herbe,Thym sauvage #940,"Poisson, Lupin"
379,Produit laitier,Fromage affiné #960,Gluten
380,Viande,Mouton braisé #260,"Poisson, Sulfites"
381,Herbe,Thym sauvage #472,"Moutarde, Sésame"
382,Viande,Canard fumé #981,"Lactose, Poisson"
383,Viande,Mouton braisé #204,"Poisson, Sésame"
384,Légume,Chou frisé #923,Sulfites
385,Poisson,Carpe dorée #565,Sulfites
386,Épice,Poivre long #689,Aucun
387,Épice,Épices orientales #649,Aucun
388,Légume,Chou frisé #270,"Fruits à coque, Lactose"
389,Fruit,Pomme sauvage #823,"Céleri, Œufs, Soja"
390,Produit laitier,Fromage affiné #929,"Mollusques, Gluten, Fruits à coque"
391,Poisson,Brochet en gelée #874,"Arachides, Fruits à coque"
392,Légume,Navet confit #414,Aucun
393,Herbe,Romarin #794,"Crustacés, Lactose, Soja"
394,Poisson,Carpe dorée #514,"Gluten, Fruits à coque, Soja"
395,Fruit,Pomme sauvage #524,Aucun
396,Fruit,Pomme sauvage #935,"Sésame, Crustacés, Fruits à coque"
397,Herbe,Romarin #488,Aucun
398,Produit laitier,Fromage affiné #692,"Lactose, Fruits à coque, Lupin"
399,Fruit,Pomme sauvage #412,Aucun
400,Céréale,Épeautre #972,"Poisson, Moutarde"
401,Produit laitier,Fromage affiné #572,"Moutarde, Œufs, Sulfites"
402,Poisson,Brochet en gelée #52,Moutarde
403,Viande,Mouton braisé #297,"Arachides, Lupin"
404,Fruit,Pomme sauvage #885,Gluten
405,Céréale,Épeautre #778,Aucun
406,Fruit,Verjus #296,"Poisson, Céleri"
407,Viande,Venaison #607,"Sésame, Céleri"
408,Épice,Safran #20,Aucun
409,Fruit,Verjus #211,"Lupin, Gluten"
410,Viande,Mouton braisé #696,Aucun
411,Viande,Venaison #941,Aucun
412,Viande,Mouton braisé #53,Fruits à coque
413,Légume,Navet confit #743,"Sésame, Soja, Arachides"
414,Céréale,Épeautre #900,"Sésame, Lupin, Céleri"
415,Champignon,Truffe noire #188,"Sulfites, Crustacés"
416,Fruit,Pomme sauvage #599,Mollusques
417,Épice,Poivre long #573,Aucun
418,Herbe,Thym sauvage #352,Aucun
419,Produit laitier,Fromage affiné #652,"Mollusques, Arachides"
420,Produit laitier,Fromage affiné #612,Fruits à coque
421,Viande,Canard fumé #931,Soja
422,Épice,Poivre long #537,Fruits à coque
423,Épice,Épices orientales #495,Sésame
424,Viande,Mouton braisé #367,"Céleri, Poisson, Arachides"
425,Épice,Épices orientales #354,Gluten
426,Viande,Canard fumé #366,"Sésame, Lupin, Gluten"
427,Viande,Canard fumé #792,Poisson
428,Légume,Chou frisé #205,Poisson
429,Épice,Poivre long #43,"Mollusques, Céleri, Sésame"
430,Fruit,Verjus #399,"Sésame, Arachides, Fruits à coque"
431,Épice,Poivre long #301,Poisson
432,Légume,Chou frisé #426,"Mollusques, Sulfites, Fruits à coque"
433,Herbe,Thym sauvage #928,Aucun
434,Viande,Venaison #766,Soja
435,Fruit,Pomme sauvage #709,Aucun
436,Épice,Poivre long #764,Aucun
437,Légume,Navet confit #632,Soja
438,Fruit,Pomme sauvage #867,Aucun
439,Légume,Navet confit #233,Soja
440,Légume,Chou frisé #858,"Soja, Poisson, Lupin"
441,Produit laitier,Fromage affiné #795,"Mollusques, Gluten, Sésame"
442,Produit laitier,Fromage affiné #776,"Arachides, Sulfites"
443,Viande,Canard fumé #347,Lupin
444,Poisson,Carpe dorée #621,"Lactose, Œufs, Soja"
445,Herbe,Thym sauvage #546,"Lupin, Crustacés, Œufs"
446,Céréale,Épeautre #359,Arachides
447,Épice,Safran #933,Aucun
448,Produit laitier,Fromage affiné #180,Crustacés
449,Légumineuse,Lentilles du Puy #570,Sulfites
450,Champignon,Truffe noire #320,"Fruits à coque, Sulfites, Mollusques"
451,Légume,Navet confit #584,Aucun
452,Viande,Agneau rôti #479,"Gluten, Céleri, Moutarde"
453,Poisson,Carpe dorée #934,Œufs
454,Viande,Mouton braisé #448,Œufs
455,Champignon,Truffe noire #693,Arachides
456,Viande,Mouton braisé #661,"Moutarde, Gluten, Arachides"
457,Légumineuse,Lentilles du Puy #430,Aucun
458,Produit laitier,Fromage affiné #214,"Lupin, Soja"
459,Viande,Venaison #837,"Lupin, Arachides"
460,Légume,Navet confit #90,"Œufs, Sulfites, Fruits à coque"
461,Produit laitier,Fromage affiné #797,Aucun
462,Viande,Mouton braisé #937,Aucun
463,Légume,Navet confit #463,Sulfites
464,Viande,Venaison #37,"Gluten, Moutarde"
465,Poisson,Carpe dorée #473,"Fruits à coque, Soja"
466,Épice,Épices orientales #304,"Lactose, Lupin"
467,Poisson,Brochet en gelée #208,"Sulfites, Mollusques"
468,Herbe,Romarin #861,Aucun
469,Épice,Safran #101,Céleri
470,Poisson,Carpe dorée #496,Aucun
471,Fruit,Verjus #177,Crustacés
472,Viande,Venaison #795,Sulfites
473,Viande,Mouton braisé #809,"Fruits à coque, Sésame"
474,Épice,Safran #361,"Moutarde, Arachides, Lactose"
475,Épice,Épices orientales #769,Poisson
476,Herbe,Thym sauvage #588,"Céleri, Lactose"
477,Viande,Canard fumé #437,"Sulfites, Œufs, Sésame"
478,Épice,Poivre long #771,Aucun
479,Viande,Venaison #28,"Arachides, Œufs"
480,Fruit,Pomme sauvage #54,"Gluten, Mollusques, Sulfites"
481,Épice,Épices orientales #416,Aucun
482,Fruit,Pomme sauvage #351,Aucun
483,Légume,Chou frisé #631,"Gluten, Arachides"
484,Fruit,Verjus #305,"Lupin, Moutarde, Gluten"
485,Herbe,Thym sauvage #769,Lactose
486,Épice,Épices orientales #916,Sésame
487,Viande,Agneau rôti #254,Aucun
488,Fruit,Verjus #251,Aucun
489,Fruit,Pomme sauvage #75,Aucun
490,Légume,Navet confit #345,"Arachides, Gluten"
491,Herbe,Thym sauvage #351,Aucun
492,Viande,Agneau rôti #209,Céleri
493,Épice,Safran #681,Œufs
494,Champignon,Truffe noire #285,"Soja, Crustacés"
495,Viande,Agneau rôti #368,"Gluten, Sésame, Œufs"
496,Produit laitier,Fromage affiné #681,Mollusques
497,Produit laitier,Fromage affiné #134,Sésame
498,Herbe,Romarin #276,Aucun
499,Épice,Épices orientales #812,Aucun
500,Champignon,Truffe noire #891,"Lactose, Arachides"
501,Légumineuse,Lentilles du Puy #220,"Sésame, Fruits à coque, Poisson"
502,Fruit,Verjus #557,"Gluten, Mollusques, Sulfites"
503,Viande,Venaison #608,"Crustacés, Poisson, Moutarde"
504,Viande,Mouton braisé #803,"Poisson, Lupin, Fruits à coque"
505,Champignon,Truffe noire #420,"Gluten, Œufs"
506,Poisson,Brochet en gelée #501,Aucun
507,Épice,Poivre long #918,Céleri
508,Légume,Navet confit #471,"Sésame, Poisson"
509,Viande,Agneau rôti #654,Aucun
510,Herbe,Romarin #974,"Lupin, Crustacés"
511,Herbe,Romarin #883,Aucun
512,Épice,Poivre long #2,Aucun
513,Fruit,Verjus #52,"Sulfites, Sésame"
514,Poisson,Brochet en gelée #626,Aucun
515,Herbe,Thym sauvage #728,"Gluten, Poisson"
516,Viande,Mouton braisé #1,"Arachides, Gluten, Lupin"
517,Poisson,Carpe dorée #902,"Mollusques, Soja, Gluten"
518,Viande,Agneau rôti #219,"Moutarde, Lupin"
519,Fruit,Verjus #389,"Mollusques, Céleri"
520,Poisson,Brochet en gelée #181,"Poisson, Soja"
521,Épice,Épices orientales #703,"Gluten, Crustacés"
522,Viande,Agneau rôti #544,"Fruits à coque, Gluten, Crustacés"
523,Viande,Venaison #991,Œufs
524,Légume,Chou frisé #983,"Sulfites, Moutarde, Lactose"
525,Viande,Venaison #468,"Soja, Lupin"
526,Herbe,Thym sauvage #199,"Arachides, Sésame"
527,Épice,Épices orientales #108,Aucun
528,Produit laitier,Fromage affiné #776,"Sulfites, Moutarde, Céleri"
529,Poisson,Brochet en gelée #909,Arachides
530,Légume,Navet confit #795,"Fruits à coque, Sésame"
