IdG,IdR
254,1722
255,4260
256,101
257,3915
258,3818
259,1284
260,3318
261,4110
262,690
263,3272
264,1670
265,1455
266,2247
267,3337
268,3970
269,136
270,3052
271,3314
272,4082
273,3904
274,1042
275,144
276,3776
277,2700
278,3469
279,1626
280,2136
281,4948
282,2918
283,4495
284,1798
285,4212
286,3703
287,490
288,641
289,2208
290,3810
291,2376
292,122
293,2315
294,1039
295,1450
296,1065
297,923
298,2322
299,2446
300,3846
301,4248
302,3143
303,4210
304,406
305,458
306,4135
307,1846
308,1381
309,3627
310,1074
311,4606
312,57
313,1062
314,4148
315,2
316,2946
317,1413
318,898
319,1964
320,3326
321,913
322,1122
323,4041
324,2853
325,853
326,1292
327,33
328,4113
329,3070
330,183
331,3976
332,4051
333,766
334,3065
335,4424
336,190
337,2858
338,1204
339,2937
340,2926
341,3879
342,573
343,514
344,2494
345,1297
346,772
347,3069
348,4078
349,3279
350,3285
351,1552
352,3
353,1191
354,200
355,23
356,2038
357,223
358,3466
359,3734
360,2664
361,2123
362,2070
363,74
364,4406
365,4597
366,3956
367,205
368,2017
369,2537
370,1412
371,3764
372,4798
373,2409
374,2856
375,695
376,2646
377,93
378,4091
379,2369
380,556
381,4948
382,2805
383,1733
384,4296
385,3305
386,4092
387,1324
388,2540
389,623
390,223
391,3051
392,1933
393,3852
394,4419
395,3429
396,3034
397,1797
398,763
399,3056
400,4628
401,1556
402,2249
403,1946
404,1969
405,4719
406,2335
407,4
408,4538
409,3118
410,1538
411,1130
412,4852
413,2656
414,894
415,394
416,4095
417,1338
418,4027
419,1817
420,841
421,548
422,4274
423,1100
424,2931
425,166
426,1444
427,3990
428,2780
429,3924
430,890
431,3372
432,4016
433,4687
434,190
435,4759
436,2559
437,3069
438,673
439,3332
440,2970
441,4989
442,4848
443,3086
444,1599
445,2528
446,1851
447,595
448,2318
449,2932
450,4449
451,1282
452,4644
453,2432
454,3109
455,2668
456,3623
457,3817
458,3558
459,3789
460,4648
461,2101
462,2333
463,554
464,91
465,4885
466,2374
467,4647
468,2022
469,2346
470,4635
471,4610
472,2315
473,1679
474,1618
475,174
476,2388
477,4289
478,836
479,1779
480,2015
481,690
482,187
483,4278
484,4401
485,2851
486,1615
487,4008
488,3004
489,1686
490,810
491,1075
492,4435
493,4337
494,1854
495,673
496,2282
497,4276
498,4268
499,4165
500,4048
501,1528
502,4177
503,2334
504,3354
505,845
506,3502
507,2699
508,1414
509,4947
510,565
511,3235
512,882
513,380
514,2686
515,4443
516,2966
517,2667
518,2920
519,2181
520,2517
521,724
522,2437
523,3326
524,629
525,911
526,3705
527,604
528,1839
529,3818
530,4964
531,4881
532,505
533,2081
534,2009
535,292
536,480
537,438
538,3956
539,482
540,4622
541,1775
542,4063
543,3159
544,2666
545,4175
546,667
547,1345
548,3704
549,3491
550,4095
551,4183
552,1017
553,2204
554,252
555,397
556,644
557,2886
558,4779
559,4699
560,2725
561,852
562,4612
563,1289
564,3477
565,41
566,1201
567,1864
568,3110
569,706
570,2392
571,4234
572,1290
573,3525
574,1954
575,1254
576,2204
577,555
578,3651
579,3294
580,1055
581,4372
582,2541
583,1531
584,474
585,4212
586,1135
587,4829
588,1510
589,4738
590,3308
591,260
592,2779
593,4520
594,1690
595,70
596,519
597,755
598,896
599,3719
600,2825
601,4968
602,1415
603,354
604,3066
605,3353
606,4550
607,2739
608,1002
609,4093
610,1912
611,43
612,682
613,127
614,2725
615,1181
616,967
617,1186
618,2846
619,4442
620,3254
621,3906
622,924
623,2121
624,2942
625,224
626,636
627,2162
628,2580
629,1877
630,3997
631,113
632,4088
633,2071
634,4014
635,2482
636,2376
637,2690
638,3704
639,1156
640,3609
641,3212
642,3745
643,1260
644,1504
645,2688
646,217
647,1263
648,420
649,2263
650,1119
651,4100
652,2211
653,1230
654,2549
655,2231
656,2357
657,2321
658,3783
659,870
660,863
661,1723
662,4762
663,2761
664,2238
665,178
666,2677
667,3037
668,1143
669,4970
670,2106
671,4646
672,3324
673,3382
674,2130
675,4720
676,414
677,1481
678,4971
679,4573
680,4820
681,4188
682,2419
683,3061
684,3317
685,2269
686,174
687,4877
688,1129
689,4829
690,1179
691,3847
692,973
693,2739
694,420
695,4714
696,2008
697,1183
698,2822
699,1434
700,487
701,811
702,3886
703,2070
704,1971
705,4597
706,4562
707,1313
708,1572
709,3623
710,4282
711,4724
712,2271
713,1064
714,4554
715,2697
716,2531
717,1312
718,4861
719,441
720,4282
721,2547
722,2171
723,2876
724,4262
725,1040
726,822
727,3920
728,3123
729,3980
730,4497
731,1093
732,4608
733,4049
734,4755
735,3960
736,1780
737,3208
738,3662
739,4901
740,2262
741,3998
742,2927
743,961
744,943
745,2462
746,1263
747,4525
748,1472
749,3130
750,1791
751,4078
752,4567
753,2508
754,1310
755,638
756,2937
757,3141
758,2744
759,2601
760,4393
761,2714
762,4013
763,2465
764,1894
765,3449
766,1553
767,198
768,4383
769,4625
770,2536
771,4695
772,189
773,2039
774,1080
775,4643
776,4187
777,3091
778,2532
779,31
780,4012
781,4830
782,4463
783,4923
784,4362
785,3593
786,4420
787,2072
788,4758
789,3923
790,554
791,2399
792,2368
793,2122
794,2904
795,2842
796,4068
797,4658
798,1626
799,1666
800,1307
801,4961
802,1835
803,4859
804,1998
805,28
806,2708
807,2129
808,2201
809,3185
810,1564
811,4990
812,2401
813,4255
814,2398
815,2311
816,2558
817,989
818,4659
819,4580
820,1050
821,4997
822,1323
823,290
824,3143
825,1928
826,3276
827,1213
828,1760
829,2027
830,2404
831,1619
832,2745
833,4576
834,2900
835,690
836,3904
837,4309
838,4040
839,957
840,1696
841,2224
842,942
843,1739
844,1501
845,1461
846,132
847,4344
848,3798
849,3524
850,1047
851,774
852,913
853,2862
854,274
855,487
856,1017
857,1201
858,1225
859,770
860,1310
861,3013
862,4551
863,899
864,2245
865,3488
866,1169
867,3472
868,547
869,1053
870,86
871,4092
872,1611
873,1647
874,2059
875,4253
876,1209
877,2514
878,4765
879,4393
880,592
881,2412
882,1722
883,1983
884,2357
885,2901
886,4143
887,2614
888,4048
889,3431
890,804
891,1440
892,1034
893,296
894,3283
895,1017
896,4925
897,1480
898,1026
899,4364
900,1132
901,4455
902,376
903,4382
904,3559
905,2508
906,4592
907,502
908,4449
909,875
910,4965
911,3531
912,3485
913,984
914,4060
915,3294
916,1544
917,823
918,3210
919,3215
920,3116
921,216
922,2962
923,96
924,2231
925,1827
926,1612
927,2148
928,876
929,4306
930,4897
931,3195
932,280
933,4802
934,394
935,4891
936,183
937,2360
938,475
939,2924
940,3516
941,2484
942,110
943,3620
944,3612
945,1574
946,4584
947,1713
948,4181
949,3080
950,1799
951,3397
952,3108
953,3949
954,905
955,1559
956,3066
957,3729
958,500
959,1578
960,2045
961,3258
962,4282
963,4281
964,2623
965,3372
966,4274
967,918
968,1977
969,2590
970,2458
971,3933
972,301
973,3734
974,3227
975,3930
976,921
977,3932
978,4839
979,2985
980,1115
981,1455
982,3450
983,2190
984,4693
985,4140
986,4062
987,783
988,2281
989,3039
990,3430
991,3096
992,1282
993,3536
994,4419
995,331
996,1477
997,2822
998,1677
999,3387
1000,937
1001,3731
1002,1086
1003,2428
1004,622
1005,3872
1006,3763
1007,4404
1008,4873
1009,364
1010,4819
1011,1925
1012,3146
1013,2993
1014,244
1015,1634
1016,2500
1017,214
1018,4650
1019,3405
1020,2024
1021,3987
1022,3213
1023,2449
1024,4428
1025,3332
1026,2858
1027,263
1028,1842
1029,2955
1030,2902
1031,3798
1032,3846
1033,2051
1034,839
1035,2863
1036,1483
1037,718
1038,3496
1039,1320
1040,4293
1041,1365
1042,4955
1043,400
1044,503
1045,2343
1046,1791
1047,3546
1048,3523
1049,2184
1050,4210
1051,2059
1052,4976
1053,1696
1054,3129
1055,4294
1056,253
1057,1052
1058,3699
1059,244
1060,1411
1061,939
1062,4321
1063,178
1064,3730
1065,4340
1066,741
1067,3309
1068,3985
1069,4089
1070,280
1071,4776
1072,3535
1073,4315
1074,669
1075,105
1076,1890
1077,2819
1078,2782
1079,4173
1080,1578
1081,815
1082,2095
1083,4696
1084,4563
1085,867
1086,2826
1087,3921
1088,4302
1089,4501
1090,944
1091,4993
1092,811
1093,4166
1094,3366
1095,4268
1096,2320
1097,4552
1098,1178
1099,809
1100,3975
1101,3708
1102,1964
1103,1105
1104,3114
1105,3183
1106,3763
1107,3309
1108,4717
1109,503
1110,1657
1111,3054
1112,3412
1113,1669
1114,4985
1115,3174
1116,4481
1117,3917
1118,3069
1119,3778
1120,4730
1121,2277
1122,2252
1123,1479
1124,3895
1125,2787
1126,1319
1127,1071
1128,3248
1129,2085
1130,3410
1131,4326
1132,2467
1133,1087
1134,2369
1135,2754
1136,3072
1137,93
1138,3853
1139,554
1140,2945
1141,4579
1142,618
1143,4509
1144,3293
1145,4884
1146,4
1147,249
1148,2440
1149,3808
1150,444
1151,4563
1152,171
1153,4628
1154,45
1155,3424
1156,2668
1157,1721
1158,191
1159,344
1160,647
1161,4268
1162,4725
1163,3322
1164,1829
1165,4324
1166,247
1167,1591
1168,1462
1169,1451
1170,1644
1171,2856
1172,4339
1173,1790
1174,4873
1175,1268
1176,575
1177,2883
1178,1107
1179,1278
1180,2351
1181,4224
1182,2478
1183,3377
1184,4590
1185,1269
1186,4117
1187,1091
1188,968
1189,1352
1190,4050
1191,3777
1192,1478
1193,2880
1194,1109
1195,780
1196,2404
1197,2080
1198,2909
1199,2729
1200,3872
1201,4231
1202,4193
1203,4960
1204,1506
1205,905
1206,418
1207,715
1208,452
1209,1711
1210,733
1211,4015
1212,598
1213,3154
1214,1554
1215,3911
1216,661
1217,3533
1218,981
1219,1820
1220,3687
1221,4605
1222,660
1223,2129
1224,2845
1225,344
1226,3712
1227,3856
1228,1859
1229,1460
1230,1572
1231,2602
1232,558
1233,2475
1234,4102
1235,914
1236,516
1237,3437
1238,252
1239,3340
1240,1746
1241,4448
1242,1719
1243,3900
1244,4139
1245,2930
1246,4001
1247,3299
1248,6
1249,2466
1250,1935
1251,1557
1252,3037
1253,4959
1254,4260
1255,515
1256,965
1257,4893
1258,4550
1259,3537
1260,3778
1261,2051
1262,3721
1263,3757
1264,486
1265,1308
1266,3678
1267,1030
1268,3349
1269,57
1270,3212
1271,285
1272,1845
1273,108
1274,4255
1275,669
1276,2507
1277,3308
1278,2330
1279,2921
1280,1361
1281,4675
1282,1370
1283,4089
1284,775
1285,4905
1286,353
1287,147
1288,2819
1289,2951
1290,4536
1291,3049
1292,173
1293,2643
1294,3809
1295,3022
1296,1596
1297,392
1298,649
1299,4634
1300,4705
1301,4636
1302,1540
1303,1741
1304,3866
1305,1384
1306,2969
1307,1881
1308,3665
1309,1242
1310,4631
1311,2493
1312,3401
1313,992
1314,4950
1315,2006
1316,942
1317,4840
1318,141
1319,1944
1320,3798
1321,1325
1322,4288
1323,4648
1324,766
1325,1757
1326,4123
1327,3288
1328,3286
1329,1243
1330,1424
1331,4552
1332,1161
1333,2772
1334,1219
1335,4423
1336,1387
1337,1975
1338,2306
1339,4144
1340,3062
1341,1394
1342,2399
1343,2184
1344,316
1345,3280
1346,290
1347,2237
1348,4439
1349,2204
1350,3986
1351,471
1352,2475
1353,2169
1354,880
1355,1635
1356,205
1357,4543
1358,1044
1359,909
1360,3034
1361,1853
1362,530
1363,2284
1364,1758
1365,1822
1366,414
1367,1965
1368,1865
1369,4591
1370,848
1371,2438
1372,644
1373,2503
1374,1597
1375,3022
1376,4642
1377,285
1378,2965
1379,3925
1380,4965
1381,3865
1382,311
1383,3848
1384,1873
1385,1792
1386,666
1387,487
1388,820
1389,2957
1390,4932
1391,580
1392,3203
1393,3308
1394,2263
1395,4187
1396,3361
1397,4585
1398,4713
1399,407
1400,4449
1401,4804
1402,1412
1403,2820
1404,3919
1405,1011
1406,3113
1407,1811
1408,971
1409,4430
1410,1685
1411,1815
1412,4670
1413,2285
1414,1030
1415,4371
1416,407
1417,1960
1418,1963
1419,465
1420,3875
1421,1726
1422,58
1423,2983
1424,3339
1425,512
1426,3303
1427,500
1428,2636
1429,1827
1430,2696
1431,2427
1432,4329
1433,4609
1434,2560
1435,731
1436,1400
1437,389
1438,1776
1439,2635
1440,2843
1441,2922
1442,4975
1443,2112
1444,323
1445,2555
1446,4617
1447,1109
1448,3730
1449,751
1450,1462
1451,1094
1452,4132
1453,1693
1454,1035
1455,3610
1456,1263
1457,4776
1458,4283
1459,40
1460,4079
1461,1277
1462,4474
1463,4678
1464,2773
1465,3933
1466,560
1467,291
1468,2662
1469,2698
1470,4511
1471,3841
1472,1371
1473,699
1474,3381
1475,2298
1476,4530
1477,3878
1478,130
1479,496
1480,3980
1481,3590
1482,1110
1483,1026
1484,2540
1485,4291
1486,1484
1487,4881
1488,3711
1489,2112
1490,511
1491,438
1492,676
1493,2186
1494,3917
1495,3549
1496,2496
1497,2166
1498,2595
1499,479
1500,3809
1501,4054
1502,3634
1503,686
1504,3972
1505,865
1506,2748
1507,86
1508,2351
1509,3012
1510,1635
1511,4661
1512,4426
1513,2182
1514,1083
1515,3874
1516,2040
1517,640
1518,1593
1519,2724
1520,825
1521,607
1522,2860
1523,648
1524,2665
1525,3640
1526,2537
1527,3740
1528,1024
1529,3561
1530,3843
1531,2621
1532,3963
1533,4953
1534,2490
1535,4568
1536,4223
1537,1575
1538,646
1539,3801
1540,3666
1541,2641
1542,396
1543,4515
1544,3940
1545,3115
1546,2125
1547,2400
1548,4926
1549,2044
1550,3783
1551,4263
1552,3295
1553,2969
1554,3110
1555,162
1556,4335
1557,2202
1558,3721
1559,4370
1560,2647
1561,19
1562,787
1563,4504
1564,3545
1565,3586
1566,1782
1567,1441
1568,4966
1569,3042
1570,359
1571,846
1572,557
1573,3289
1574,4050
1575,4485
1576,220
1577,4119
1578,790
1579,3549
1580,2703
1581,858
1582,70
1583,3922
1584,909
1585,2964
1586,401
1587,4332
1588,3213
1589,2767
1590,3758
1591,213
1592,4610
1593,1532
1594,1418
1595,3927
1596,3414
1597,4904
1598,880
1599,3056
1600,4126
1601,1182
1602,1242
1603,4795
1604,4199
1605,3575
1606,3352
1607,3489
1608,2599
1609,4955
1610,2703
1611,2408
1612,1617
1613,4384
1614,4841
1615,4605
1616,1825
1617,3607
1618,1033
1619,2698
1620,1622
1621,1155
1622,3341
1623,1100
1624,81
1625,2017
1626,1532
1627,3924
1628,1541
1629,4876
1630,1668
1631,4484
1632,4521
1633,1936
1634,4023
1635,4358
1636,544
1637,3072
1638,2979
1639,45
1640,4561
1641,4183
1642,4247
1643,1102
1644,875
1645,1512
1646,3988
1647,249
1648,3976
1649,3232
1650,2308
1651,3546
1652,1957
1653,2701
1654,4084
1655,4503
1656,3968
1657,506
1658,1169
1659,4705
1660,4169
1661,4690
1662,2436
1663,910
1664,3198
1665,2333
1666,3851
1667,830
1668,3297
1669,535
1670,1684
1671,2303
1672,423
1673,3853
1674,3992
1675,3243
1676,4593
1677,2019
1678,2462
1679,1536
1680,4112
1681,4131
1682,4829
1683,3680
1684,619
1685,4439
1686,3390
1687,1612
1688,2289
1689,1235
1690,2088
1691,4453
1692,3589
1693,4814
1694,3567
1695,3023
1696,3389
1697,2422
1698,672
1699,4444
1700,3785
1701,2658
1702,2974
1703,2010
1704,4378
1705,668
1706,2796
1707,598
1708,4963
1709,4219
1710,3045
1711,2821
1712,1485
1713,4485
1714,1449
1715,4718
1716,1880
1717,4520
1718,4796
1719,3280
1720,1989
1721,3575
1722,2833
1723,464
1724,609
1725,1571
1726,14
1727,1673
1728,649
1729,1114
1730,1321
1731,1727
1732,3035
1733,310
1734,3120
1735,4552
1736,3566
1737,4391
1738,3368
1739,983
1740,2068
1741,661
1742,427
1743,4756
1744,3846
1745,2108
1746,1264
1747,1499
1748,2694
1749,4788
1750,1932
1751,2963
1752,3268
1753,1586
1754,4996
1755,691
1756,3404
1757,768
1758,2229
1759,4629
1760,2628
1761,4229
1762,1171
1763,1492
1764,136
1765,4481
1766,4657
1767,4368
1768,2538
1769,3890
1770,2637
1771,4345
1772,3513
1773,4768
1774,4468
1775,605
1776,1283
1777,1989
1778,973
1779,2935
1780,3957
1781,4153
1782,1820
1783,4605
1784,1366
1785,3286
1786,2544
1787,2620
1788,3320
1789,1795
1790,74
1791,2335
1792,2458
1793,205
1794,4179
1795,2458
1796,3739
1797,61
1798,3815
1799,4263
1800,1773
1801,4316
1802,2022
1803,4718
1804,2264
1805,701
1806,2694
1807,3839
1808,1356
1809,2272
1810,2731
1811,2719
1812,560
1813,4094
1814,2986
1815,3594
1816,4605
1817,1494
1818,3259
1819,451
1820,2126
1821,3748
1822,559
1823,3402
1824,2814
1825,3220
1826,4215
1827,983
1828,931
1829,2155
1830,2734
1831,3115
1832,2560
1833,75
1834,1543
1835,3071
1836,4705
1837,1969
1838,4274
1839,2843
1840,2185
1841,1002
1842,1299
1843,1392
1844,4914
1845,3993
1846,1930
1847,1785
1848,2575
1849,2387
1850,1858
1851,3510
1852,1680
1853,2721
1854,414
1855,4517
1856,3639
1857,822
1858,2679
1859,173
1860,2792
1861,4113
1862,887
1863,1022
1864,3373
1865,2257
1866,2374
1867,4320
1868,4531
1869,3342
1870,4528
1871,3354
1872,4394
1873,2859
1874,3123
1875,3342
1876,3875
1877,161
1878,2037
1879,1039
1880,71
1881,159
1882,963
1883,266
1884,462
1885,2496
1886,886
1887,1189
1888,3403
1889,3438
1890,731
1891,4190
1892,1704
1893,1171
1894,4699
1895,97
1896,960
1897,3492
1898,805
1899,3275
1900,1786
1901,1995
1902,2797
1903,4347
1904,1162
1905,3048
1906,1138
1907,3300
1908,3515
1909,1467
1910,4370
1911,1600
1912,1074
1913,3523
1914,4435
1915,1524
1916,4746
1917,2538
1918,358
1919,4820
1920,2862
1921,717
1922,1018
1923,1260
1924,187
1925,686
1926,1937
1927,3636
1928,4821
1929,748
1930,1466
1931,3017
1932,2018
1933,4638
1934,2294
1935,797
1936,1153
1937,4804
1938,3502
1939,1830
1940,3067
1941,362
1942,2391
1943,3380
1944,3886
1945,4485
1946,1288
1947,866
1948,3929
1949,4025
1950,1489
1951,3170
1952,825
1953,55
1954,1191
1955,4882
1956,3223
1957,2771
1958,1132
1959,3844
1960,2269
1961,2538
1962,4751
1963,4070
1964,1802
1965,527
1966,3901
1967,1493
1968,62
1969,3253
1970,2803
1971,2330
1972,656
1973,2341
1974,1510
1975,650
1976,1608
1977,4667
1978,2089
1979,3154
1980,4558
1981,3512
1982,486
1983,2792
1984,4199
1985,4962
1986,2518
1987,295
1988,4394
1989,4438
1990,2092
1991,4185
1992,683
1993,1667
1994,4800
1995,3495
1996,2160
1997,636
1998,3478
1999,1703
2000,3508
2001,3288
2002,887
2003,1191
2004,1838
2005,1659
2006,4010
2007,1902
2008,4745
2009,2747
2010,4772
2011,3786
2012,4477
2013,2316
2014,2217
2015,625
2016,4173
2017,1858
2018,444
2019,3369
2020,301
2021,3174
2022,3492
2023,475
2024,1219
2025,4744
2026,1756
2027,797
2028,930
2029,2457
2030,2712
2031,210
2032,4240
2033,783
2034,121
2035,4134
2036,2222
2037,393
2038,4265
2039,3770
2040,4048
2041,4618
2042,4206
2043,3021
2044,2167
2045,961
2046,4897
2047,108
2048,1857
2049,112
2050,4779
2051,4532
2052,547
2053,2870
2054,1942
2055,639
2056,2305
2057,4383
2058,4190
2059,186
2060,527
2061,393
2062,1656
2063,682
2064,4257
2065,3681
2066,4232
2067,3755
2068,489
2069,3394
2070,3164
2071,3064
2072,4084
2073,1882
2074,4946
2075,1127
2076,3497
2077,1923
2078,4020
2079,292
2080,764
2081,2857
2082,1559
2083,1497
2084,3261
2085,4939
2086,2169
2087,4110
2088,2702
2089,17
2090,49
2091,3614
2092,165
2093,1896
2094,4552
2095,1813
2096,549
2097,2660
2098,3455
2099,3023
2100,4971
2101,4449
2102,2554
2103,3855
2104,3623
2105,4977
2106,3083
2107,4991
2108,4865
2109,4117
2110,2738
2111,2869
2112,3806
2113,4390
2114,2092
2115,4044
2116,4266
2117,429
2118,4327
2119,89
2120,4767
2121,3537
2122,894
2123,1152
2124,4221
2125,4933
2126,3701
2127,1043
2128,3664
2129,3172
2130,98
2131,2844
2132,1077
2133,90
2134,1054
2135,3884
2136,4887
2137,3165
2138,3901
2139,4385
2140,2117
2141,539
2142,3771
2143,1807
2144,2699
2145,2911
2146,1101
2147,3604
2148,809
2149,3949
2150,1302
2151,3297
2152,4863
2153,2049
2154,2949
2155,4279
2156,2273
2157,158
2158,98
2159,289
2160,3802
2161,4448
2162,2679
2163,4903
2164,4019
2165,2958
2166,270
2167,1728
2168,3632
2169,1583
2170,3416
2171,4900
2172,2281
2173,2260
2174,4643
2175,835
2176,4285
2177,2810
2178,3606
2179,3805
2180,425
2181,3640
2182,785
2183,3996
2184,1041
2185,351
2186,1756
2187,4827
2188,145
2189,2808
2190,1216
2191,1760
2192,70
2193,694
2194,1057
2195,235
2196,2025
2197,2105
2198,1114
2199,1104
2200,2611
2201,732
2202,2824
2203,3824
2204,2586
2205,1966
2206,2438
2207,4996
2208,4580
2209,2397
2210,65
2211,4217
2212,3044
2213,2561
2214,2167
2215,4187
2216,38
2217,4256
2218,1501
2219,2511
2220,4524
2221,1777
2222,2140
2223,14
2224,2135
2225,1903
2226,1145
2227,1701
2228,2443
2229,3019
2230,31
2231,2844
2232,135
2233,4924
2234,1456
2235,1219
2236,68
2237,4424
2238,4572
2239,3779
2240,2832
2241,1985
2242,3291
2243,70
2244,1445
2245,4144
2246,3270
2247,4910
2248,2762
2249,3874
2250,3125
2251,4280
2252,1531
2253,4343
2254,1879
2255,16
2256,2987
2257,4086
2258,1999
2259,274
2260,4876
2261,89
2262,2754
2263,634
2264,3370
2265,2942
2266,625
2267,1984
2268,1628
2269,1774
2270,2169
2271,1354
2272,2857
2273,3935
2274,4180
2275,4772
2276,997
2277,3626
2278,924
2279,3455
2280,1065
2281,4266
2282,2040
2283,2835
2284,4670
2285,2720
2286,4509
2287,1597
2288,64
2289,4280
2290,3708
2291,3188
2292,2612
2293,56
2294,717
2295,353
2296,2954
2297,849
2298,4249
2299,2596
2300,4714
2301,4947
2302,4465
2303,1492
2304,4007
2305,1486
2306,2008
2307,127
2308,4997
2309,2145
2310,2578
2311,990
2312,4214
2313,4551
2314,1038
2315,2943
2316,2679
2317,1694
2318,2921
2319,3512
2320,1271
2321,919
2322,4811
2323,1375
2324,4571
2325,2515
2326,1167
2327,2568
2328,68
2329,202
2330,2406
2331,1943
2332,2494
2333,4598
2334,4108
2335,3644
2336,805
2337,653
2338,576
2339,2027
2340,2034
2341,1001
2342,3535
2343,1187
2344,4706
2345,1521
2346,319
2347,225
2348,118
2349,1764
2350,4178
2351,369
2352,2164
2353,4643
2354,1389
2355,2615
2356,334
2357,4339
2358,2189
2359,3413
2360,3810
2361,2789
2362,935
2363,4958
2364,1495
2365,2396
2366,114
2367,3761
2368,3171
2369,3473
2370,4002
2371,3095
2372,858
2373,2951
2374,407
2375,12
2376,1930
2377,804
2378,4364
2379,3014
2380,1803
2381,4745
2382,73
2383,1594
2384,2092
2385,3148
2386,2053
2387,3446
2388,1529
2389,4968
2390,115
2391,1984
2392,4380
2393,4186
2394,1845
2395,2286
2396,2042
2397,1644
2398,2543
2399,2790
2400,3507
2401,452
2402,3109
2403,2132
2404,2681
2405,4797
2406,3713
2407,2356
2408,3253
2409,413
2410,837
2411,2419
2412,2965
2413,615
2414,4727
2415,2895
2416,1198
2417,2079
2418,1343
2419,1534
2420,3114
2421,2682
2422,3948
2423,754
2424,1819
2425,4578
2426,4799
2427,221
2428,4229
2429,4155
2430,2025
2431,2745
2432,3284
2433,947
2434,2302
2435,915
2436,1035
2437,1580
2438,158
2439,105
2440,2893
2441,3873
2442,609
2443,230
2444,1783
2445,3400
2446,4557
2447,3620
2448,3566
2449,26
2450,2548
2451,501
2452,2429
2453,2590
2454,3450
2455,3326
2456,4655
2457,1856
2458,2731
2459,1785
2460,529
2461,1430
2462,1897
2463,28
2464,2901
2465,3718
2466,2411
2467,1720
2468,4763
2469,4349
2470,4936
2471,3516
2472,2748
2473,4765
2474,1028
2475,2207
2476,349
2477,2446
2478,4995
2479,3471
2480,3786
2481,2174
2482,616
2483,3625
2484,4323
2485,4896
2486,230
2487,988
2488,1318
2489,3139
2490,1571
2491,1818
2492,4092
2493,3842
2494,803
2495,4943
2496,2389
2497,3131
2498,3207
2499,2260
2500,2541
2501,4321
2502,2229
2503,2922
2504,3826
2505,160
2506,2041
2507,381
2508,3539
2509,898
2510,782
2511,3887
2512,2311
2513,4933
2514,1212
2515,542
2516,2172
2517,1715
2518,1516
2519,1734
2520,3820
2521,1812
2522,977
2523,3782
2524,3686
2525,2760
2526,4616
2527,1305
2528,2089
2529,2879
2530,4504
2531,1214
2532,1959
2533,4102
2534,2253
2535,2428
2536,1282
2537,605
2538,1706
2539,2026
2540,1526
2541,2471
2542,547
2543,3537
2544,4699
2545,1373
2546,1143
2547,3707
2548,832
2549,2551
2550,3994
2551,2929
2552,3750
2553,304
2554,3688
2555,2442
2556,302
2557,4064
2558,4651
2559,2640
2560,1389
2561,4013
2562,1964
2563,404
2564,4022
2565,2671
2566,805
2567,3349
2568,4881
2569,1384
2570,705
2571,1465
2572,4853
2573,4062
2574,4270
2575,4862
2576,2518
2577,4275
2578,2986
2579,4228
2580,3580
2581,3004
2582,4693
2583,2849
2584,1656
