IdM,IdMo
1402,3410
1740,3382
3339,1084
1385,1836
2547,719
4806,440
1860,891
3812,2594
1825,3234
1640,1924
229,506
4018,3406
2552,2
805,2545
4305,927
4059,3839
703,3013
866,1413
4143,4646
4921,254
2487,3192
4836,4464
4805,186
3702,1631
3370,1720
4687,2342
3705,3519
473,1588
3851,2803
1009,3105
2108,4936
1541,3593
1204,2864
4105,218
1037,3846
1584,1536
751,1430
275,3292
2119,74
3882,3778
4591,2410
4049,2290
4643,383
3812,857
2818,2192
3797,2672
4102,147
3723,1768
810,4666
4671,3447
2846,1551
1264,4154
2146,3907
64,3175
4519,4850
1862,2462
4976,2210
216,1997
4397,1590
2086,4115
1772,4525
338,3760
1355,2926
4120,362
1467,713
2678,1096
4356,43
528,4201
4772,4918
990,4684
4983,1234
4923,1826
2085,1839
2956,465
3557,858
143,4356
697,853
43,1913
48,4044
4561,2912
79,3817
2938,2203
1395,1733
2325,624
2512,4012
3814,2136
2602,1624
4411,1918
678,2322
2781,305
1171,4429
31,2240
48,1809
711,4040
4575,1842
3425,907
2804,4867
4326,1753
1673,453
1062,2089
4836,3735
4426,3002
748,950
506,4947
2757,1150
2139,3069
3219,3125
1658,3046
3480,3676
772,2429
4147,611
4655,1123
1264,3945
1150,4001
1802,2113
3340,582
4408,3134
4216,3365
277,2112
1424,2342
304,1017
1250,4805
1187,231
4649,173
3287,4001
3408,3084
728,115
4482,4169
2000,4030
961,3947
4113,411
763,4998
3622,3205
923,4086
4037,2737
438,395
936,1036
3046,3421
2097,3858
266,3731
3258,3722
939,4410
1696,2207
3607,3623
3297,1582
870,708
2965,893
797,4140
3912,1520
4261,2482
3374,1149
4428,705
4494,884
4063,3116
4499,123
1653,3819
3789,4976
1478,3170
4963,3947
1088,2200
4703,3990
4835,1431
2882,4988
2880,3867
4250,3854
4337,2723
2869,1731
3877,549
317,4187
140,1032
3420,2038
4593,693
2792,239
3386,3282
3159,3174
3648,2294
2215,2086
912,3385
3909,1534
4608,1495
1707,4353
1044,1516
2523,1762
1888,4627
2048,1481
409,2304
4891,1614
1849,1448
4145,2273
2364,3381
2907,2181
1498,4740
2549,3883
432,1927
4834,4783
3093,656
891,390
3544,4834
87,2397
1177,426
1418,2585
1492,1279
1451,4203
4255,2336
1149,4714
4830,4906
1932,3326
3074,2641
2276,2722
353,4802
1731,3791
2690,2526
129,4720
4389,3567
1912,3441
1933,54
1195,747
4606,1523
3846,376
1753,4066
319,4092
4941,4040
2621,838
2136,16
2500,2625
1311,4369
2561,4176
4556,2991
738,4357
4974,4575
1859,1168
3409,2065
1969,183
4063,1260
2852,4927
944,515
371,2696
2216,4386
1569,568
1106,296
411,3040
4460,3596
2018,3729
3695,2490
4637,231
556,744
65,4722
2444,159
915,4771
1208,2225
53,52
1492,1760
2478,507
797,3517
2181,1573
2685,1949
1327,3823
4879,4012
1955,2184
848,688
1673,2805
965,1984
873,2822
3578,719
2070,1902
4282,4539
3728,4564
3677,4878
1239,3112
846,4220
211,3028
1090,4517
924,3066
1267,3964
1076,4693
1730,1332
1291,944
2759,4508
3964,245
2128,1365
3628,4081
3901,2250
442,2821
203,1672
2075,851
4631,3811
2177,3851
2038,4473
2061,2968
1955,4219
451,3626
124,3267
72,628
1748,2230
4482,3294
2010,4923
4653,366
2334,1055
1724,4631
4062,4141
4992,489
683,4596
2215,4842
1590,1434
2888,3308
71,4041
2769,2561
312,2167
2018,289
1331,4634
3081,981
1567,3826
4899,101
2771,2460
1923,2578
2389,40
1515,1111
3207,1777
159,4613
2160,2559
693,3043
3158,2316
3750,993
3228,4289
2512,1541
2527,4571
3391,4830
3233,302
1514,4170
4529,3434
2224,2159
2856,2371
3451,574
1261,2120
2280,3532
2912,808
1754,2718
1437,2982
392,135
2115,4947
1470,2047
4915,1812
4688,2
159,243
232,1604
2351,1825
1372,4454
1370,1163
4222,169
4754,60
769,4289
664,1790
3017,4207
4669,1539
1183,4426
2207,1311
4913,3084
2130,3593
1413,3201
957,748
4811,4781
3936,2870
542,4771
630,724
3039,2905
3503,2026
968,2767
3276,3932
305,2795
1586,868
2938,2707
3074,3398
1943,1440
3931,4763
4480,1824
4075,2282
4325,3748
3305,2877
4077,2691
3677,1933
1694,1148
2000,3116
3820,1902
544,2032
4732,2943
4172,1951
4357,131
2911,147
3344,777
2502,3718
2937,956
3965,808
179,3314
4922,2028
4993,1534
1430,3401
1984,2401
2226,246
147,4264
1726,2411
198,1636
1714,2700
109,2165
2433,3605
2914,3539
4772,2934
3042,802
188,3032
4908,3582
1858,2332
3948,4427
4727,2791
685,888
2113,593
1044,1980
4513,4566
408,4605
4148,3283
1022,485
2840,624
1846,874
874,2227
4778,1096
686,4420
3190,1681
4206,247
3930,4200
2021,1004
4195,649
1485,3511
3676,4056
3077,2151
3019,2647
951,3203
2427,3619
448,2540
394,3489
4554,358
2853,628
3444,12
3119,458
1102,3539
4010,2562
3033,4168
2674,3170
2785,1615
748,2659
3511,681
4625,1032
2417,168
4334,294
3307,3397
2847,3298
4534,3330
747,841
4766,1234
2794,4552
4119,1094
159,154
90,3798
3409,2712
3204,2964
4108,1832
3988,3218
1578,759
3057,1214
4149,4482
428,550
1881,3621
2145,506
1350,1509
1319,1215
2235,1215
1076,2632
4533,400
906,2198
2402,2973
3222,4778
219,4483
1013,241
3612,1390
1625,639
3690,4125
1797,715
3457,4943
3375,643
3087,2905
2015,3900
4603,1252
3501,4843
2022,2297
562,3015
3397,430
1124,2963
3002,1989
2483,2070
2998,4176
4998,2004
3710,4519
4686,4472
3520,3094
2129,4952
272,1148
4205,650
2315,3141
4572,3751
3475,4525
1620,1518
2781,472
4342,2107
646,255
437,2261
1886,4316
1390,2846
3495,3493
4639,4452
2339,587
239,2107
1358,3447
762,2366
3643,2693
1842,4541
3177,2727
442,490
791,4642
3995,2211
4887,1314
941,3857
1935,1571
889,4003
186,2072
3153,461
4231,1911
3420,1143
1571,2875
2907,1993
4831,3907
2033,2247
1813,2277
3390,3866
66,1149
402,167
3040,4764
636,4405
3057,388
4872,3694
1195,336
3443,2695
3282,3228
4372,3749
2706,1569
4440,4921
3944,1497
179,4441
3544,686
4920,4048
461,980
1799,1322
1500,3668
1369,4920
4778,715
92,2261
3670,3684
4909,486
3526,1283
2634,2733
2017,652
432,1791
4452,109
934,4693
3143,3122
1466,3545
3987,3452
3644,3612
4435,3484
4795,2928
539,144
1804,2313
184,885
2433,2538
3360,1438
1842,4527
2551,201
3697,2006
2190,626
4427,42
4598,4298
2191,3434
3168,295
3181,1797
432,34
4536,4164
4811,185
703,207
2174,538
1630,2902
4751,4463
4999,4665
1096,2009
3431,174
4821,2856
4593,1262
3309,1278
311,1799
1510,1256
1637,4188
2755,2175
4907,3803
4886,1984
2858,4886
4660,2222
3799,2384
1442,3711
309,4710
4979,3680
415,1622
2628,2016
1111,1231
2809,791
1368,1705
2176,1143
1754,2362
1676,2502
3846,2982
3271,4401
2620,2220
935,377
1520,4989
2933,1142
1754,4935
1250,831
629,686
4460,4206
2336,1291
4434,250
1465,420
767,3332
3012,3114
1162,1627
1205,3332
3117,2093
744,297
3117,3850
1597,1679
3441,2332
3498,2942
3108,2213
2238,608
2219,2109
1255,2652
1642,449
3383,4531
4528,2468
939,2409
2724,1799
3090,2303
4834,2505
808,3971
4650,292
3636,4079
607,4407
756,2496
1290,3416
243,4489
440,327
1802,1064
1688,3962
4964,3046
4217,1342
2868,3508
2248,4730
1685,930
2826,1552
4337,684
2573,4167
933,1875
1968,1512
664,4269
4529,620
4790,2111
3086,3876
2079,957
2681,983
3864,3060
4712,4473
2808,2841
2728,996
127,4036
4664,3997
1398,3170
411,2516
1345,4309
2897,2493
2984,2541
3321,535
1855,4610
1124,4743
2727,3041
3728,4662
1109,3275
1082,962
3081,625
3236,3241
1379,729
394,2073
481,2553
2266,791
3369,1815
2967,1273
4659,1079
3814,1400
4153,1358
666,4719
1833,1711
2431,1761
2387,4888
2257,3171
1850,638
265,3496
2269,3738
2236,2345
1067,2731
215,2525
3891,2339
4682,4826
1391,1051
2113,3838
3280,4878
2445,3040
1734,1144
4560,3421
3294,1828
685,3214
878,2564
1886,2521
457,3101
957,2295
653,2302
1872,3468
1143,801
1127,2825
1602,3962
2927,75
831,185
3821,142
4853,855
1738,3260
622,389
4598,888
880,3973
4314,1286
4566,156
2314,3084
4387,3810
579,175
3398,4354
3925,2745
4905,1140
812,4693
3244,4314
1370,4555
4820,3574
673,821
1571,1928
4643,139
3194,1555
35,2772
2707,4721
4288,2558
2259,2920
3998,1548
4306,453
4690,3701
2803,1048
2342,3571
811,3861
100,3312
1763,570
30,3528
180,4050
3698,1455
2017,523
519,3721
2324,4530
763,3627
3637,3429
1514,1356
3066,1693
1709,3443
804,2522
341,2595
2213,3419
3559,2827
4457,287
1428,4103
624,4768
370,3204
2631,4635
73,1673
2905,1562
845,224
4532,3863
1603,4645
1321,1839
3794,3721
101,2224
209,4434
4796,1654
818,198
4828,1555
4258,2144
2918,3232
2583,3122
4796,725
1405,3928
1828,4921
2817,1083
190,2775
4909,3787
1362,2834
1242,2171
1143,1467
2844,2755
4929,2080
4737,1409
4104,4394
3929,2470
4637,3064
3303,4821
839,2341
4228,3018
1501,44
2511,1600
3771,1464
943,3600
1208,3519
3333,468
3848,4915
1109,1236
95,1060
282,4415
1976,713
1149,101
1317,4245
3030,2005
2462,4042
2323,15
3854,4746
4815,4252
4589,3080
216,3238
4217,4828
3623,1904
2458,4151
1439,114
3615,1709
3692,1694
3704,509
4768,2302
3776,1635
4958,3967
4367,3953
3066,2326
1377,46
452,2062
1846,1641
1525,4072
2409,467
2673,3443
1689,3448
3775,4301
3797,3207
2518,419
1506,856
964,3739
2314,3832
4089,4999
2274,3591
3755,4109
4581,1012
4039,3474
1529,560
2825,2259
944,3860
2877,3335
2360,3906
1403,1018
2892,3271
4414,189
4701,1994
2326,4363
3018,4940
3536,4130
4503,149
3066,708
887,1382
3434,3798
271,1657
909,1529
3675,1734
1356,1820
2507,1685
1792,1706
3210,4695
775,1569
2034,1964
4728,1193
2288,714
4729,1637
4735,1255
319,882
4150,2002
2396,1392
2071,1197
2201,4451
3104,4611
1904,4078
786,2347
4535,2812
588,1120
4410,1316
2137,3238
1417,1498
4082,1204
4914,4479
4637,222
2336,2365
3567,987
4035,4653
1831,3326
2215,3262
4740,4254
2183,2701
1644,1790
2292,179
2616,3161
1411,4429
1061,4394
2878,3669
2650,1410
551,3430
2997,1869
2325,202
626,2912
2175,1826
1599,3796
3149,1984
2586,4636
1216,2008
1004,2162
1680,2129
583,4283
4815,4082
3377,4227
1985,2455
3623,257
1008,4080
457,1429
3444,3438
4055,3098
558,3948
892,1598
698,2701
118,4071
148,3731
1774,1030
3470,3637
746,1509
3049,2365
2302,4397
1611,1022
1387,138
920,2965
1395,2023
4804,2325
1098,4343
4287,2022
2098,3348
231,1180
4830,1500
2620,763
1386,4799
1409,4870
3396,3250
1781,2117
65,2424
100,902
3160,4132
4628,454
4339,4430
4811,2405
1987,2539
83,4828
3281,4222
4883,3684
4632,2966
1080,4125
4051,661
2786,4674
589,711
3687,1983
4838,210
2935,3449
3640,1990
3608,3574
1751,4729
4758,2748
4725,750
545,1423
3554,3998
3707,2683
182,2921
4676,2454
2519,508
4070,4600
1522,1029
4507,3432
4944,968
2170,3474
3526,2366
28,2160
4861,473
2313,4898
2821,3195
2137,3954
2739,4921
686,2854
2223,4982
1689,3368
614,1362
825,3423
4702,4263
2694,4687
4619,1855
4551,3668
2828,3370
699,309
1901,2670
1498,2816
1184,1614
474,872
4588,458
2413,751
1184,124
776,1320
4260,4430
4582,3717
3451,4758
1798,2076
601,4404
3029,3945
1101,2445
2357,1757
2763,1091
2710,3644
2252,2739
2392,2458
397,4567
4811,3941
3960,2278
656,2311
402,2127
1867,3735
2778,982
2228,3934
2227,4187
833,3173
619,3176
1371,263
1728,2743
2710,2656
4337,4561
7,3301
3603,2554
109,2088
40,836
2047,4895
1346,1693
3428,342
1624,2218
1854,2814
4347,316
1899,3655
274,375
2258,4240
919,4205
2029,3808
856,518
1703,2422
3230,3608
1257,2163
1278,2080
3977,4697
2400,3300
1063,2426
4572,1555
2895,1932
4948,2033
4343,557
778,1652
1917,4357
1550,854
1506,2549
1708,4601
355,1200
2532,732
3797,415
176,86
591,4083
3106,3707
225,21
4302,2890
3389,3665
894,2418
4119,1644
3518,3308
2796,4747
3243,317
3327,4973
3527,4804
4551,3046
1583,1862
1701,974
2928,1282
767,2896
3338,639
4055,2713
2730,1369
2638,478
4263,3858
1147,2126
2705,1380
680,4870
994,4475
3756,2627
1764,3494
1060,253
2777,794
4773,3318
428,1866
2334,2615
3270,2269
494,366
538,2883
4651,4448
3120,816
2964,2544
4026,2464
3199,3715
2663,2852
4250,1607
4706,3816
2440,2234
4833,4641
3492,3997
2352,2886
756,4574
2137,3236
3857,1513
3794,2027
1005,2194
53,209
1514,4900
3903,4638
479,724
3689,4680
3339,4455
1972,466
2933,152
1978,4959
2789,3837
856,3394
2205,1556
2880,2872
1285,2224
1003,3216
1922,3563
2244,4235
3211,3148
3184,63
2980,2637
4186,495
3532,1448
2608,994
4990,3639
1816,950
621,4031
1349,1144
2889,4213
3952,682
1453,2693
3797,40
646,3778
1544,598
2132,2477
1293,4915
4839,3324
683,4314
2168,2371
2150,4731
3297,1046
2409,54
3945,3667
2980,4256
4349,3095
3746,1464
2962,2120
1039,1661
1019,2476
2885,1271
2196,4569
4795,4182
1559,1067
4882,465
4566,2335
1252,1292
586,579
350,1993
1068,2745
3790,3128
684,3354
844,1651
255,2394
41,2428
2657,4623
3440,3525
1014,2699
4523,547
1809,1335
4119,2500
989,2177
1273,2661
4703,4495
2248,3514
4439,2553
2804,3282
833,3951
4642,677
4751,4776
4731,2947
3703,1520
2626,419
2734,4625
1444,4331
410,3011
4425,2214
4010,475
4239,415
4419,4334
4443,1853
1662,2517
2862,402
3770,1854
32,4520
2129,4058
2466,274
3619,1639
3634,834
3435,2783
4533,3360
1617,4851
3990,623
3450,474
2853,2465
341,4901
3157,2448
750,1938
3741,3213
1052,3472
2112,2127
1389,1316
3382,2563
136,570
2770,2197
3101,715
295,3291
4530,2088
305,1696
3964,2266
1192,741
3180,4997
3130,3013
847,1607
3566,2298
1499,880
2783,3390
1967,2394
3935,1507
2971,3240
2739,4680
1559,940
2786,3325
3739,1549
1980,3361
1678,4438
3215,3746
3063,1016
4473,4332
1637,2276
3821,764
2285,1546
3108,1891
1630,1884
2681,4647
4225,3825
2559,1621
1576,4278
3654,4293
226,4979
4827,4950
3177,810
3572,3781
4643,4624
264,3503
4234,711
2618,753
3795,4229
572,406
3367,2574
131,2915
4664,4512
3311,3404
4733,4408
465,71
4674,3232
1757,872
1770,2919
354,4687
4123,2798
4335,870
2744,3546
3337,2043
4631,4746
1114,950
2362,4184
1426,2054
173,4966
4672,2553
1300,2803
822,1854
3706,4110
1616,4503
725,4830
1214,3089
2482,4149
534,3432
1179,1379
4939,3467
4265,4651
1484,1557
2008,552
756,3111
1020,3494
2460,3946
1634,596
4915,3064
80,4917
2754,3110
2747,3186
2533,1484
3440,1055
2029,888
635,1508
2524,426
4433,4194
2483,3016
1333,4808
4748,1246
3221,606
4442,2380
1289,4812
1744,37
2553,3514
3288,4408
4416,3241
2960,1992
4200,3613
3222,1222
2591,243
3440,496
2339,641
3515,908
400,1305
1689,590
3678,1984
4487,3378
2762,2158
4544,1728
4297,3388
812,2000
2998,4289
4817,3525
3340,1334
3344,1771
2932,4732
4252,1472
1802,706
4482,3992
4906,1471
3944,4817
538,2983
1167,618
2085,2888
2895,2391
2069,1807
2415,3712
298,3794
2788,317
3420,4135
2524,1476
3525,2168
4352,2529
4622,4165
1324,2482
2889,3622
2960,3669
1428,1791
2886,4836
4476,736
4296,4407
1808,4133
4209,3528
1461,3505
4984,2507
2506,1209
4504,1600
2017,1953
3375,326
61,3446
2060,4823
4167,1783
2050,4113
4738,1632
75,3563
2405,3346
4314,2536
2785,1983
4110,3691
4374,1201
3423,1064
2405,4532
226,852
3112,2487
2876,863
693,2894
2898,179
4359,1190
399,185
2614,3212
3172,4013
2654,3318
3856,1151
1812,3990
3668,2070
2712,3599
181,4839
4704,3486
862,2957
4063,2987
4727,3790
4127,3415
4089,3918
1534,1065
2287,169
3888,637
1030,1796
1498,4499
2605,803
4773,2836
2864,4859
2781,597
3300,243
619,2786
3299,3933
365,87
2928,303
2040,576
1757,378
3068,3735
462,452
2621,3325
4142,228
2339,1602
1929,2832
1367,4415
1340,3212
4593,4806
4460,3065
2510,4981
4376,667
2430,3065
4038,2141
1141,2027
3245,3217
3494,4793
4152,4218
4875,4104
2525,2697
3845,4305
3483,2037
2135,351
4783,338
2393,2378
1097,1293
2873,290
2053,2293
3281,1969
1479,2201
1458,3522
4687,2807
4524,4633
3680,2733
4701,501
2204,321
4334,2756
3437,2265
3108,2977
4142,3580
823,1051
4743,3933
684,3603
4275,2156
4992,2923
2227,2420
4680,4921
4488,2883
2298,4093
2704,1589
4507,4141
1248,4214
3377,4487
441,2029
2506,1595
1488,3108
1408,3385
4249,982
1992,3800
1133,1818
1661,888
4480,1961
1068,1768
4506,4346
1763,1668
3715,4755
4457,4464
220,616
4983,1012
1096,985
3089,913
4656,1296
4541,1945
4080,4321
4696,1139
2346,774
1891,2937
2261,1291
3447,1122
4827,3640
3027,710
4449,313
3808,845
3534,3211
1593,3408
291,2144
4663,868
1061,1112
3742,3410
470,1811
2505,3585
1675,3527
1449,2805
4764,1733
2147,2736
689,3126
1801,2894
1155,451
859,3302
645,2821
4280,735
4665,1525
2445,3075
2904,2575
4025,1747
4074,4519
404,2491
3838,2608
128,3262
318,1319
4168,4091
3677,637
1550,4524
4044,2014
1131,1679
4666,848
2764,4266
2871,4418
2664,3591
1635,1903
3695,2370
856,3383
2072,4448
2450,3044
2384,2324
1891,3552
2643,1498
2564,4384
3228,1294
3611,4525
760,3770
2049,3267
4108,2476
3789,3627
3044,2560
4332,2866
3507,3018
3845,1533
73,1375
1880,4934
556,1206
3657,4744
4558,4800
1022,2356
4759,3758
3334,1749
3145,239
1755,4258
3869,3654
1822,2877
2353,4863
1352,3263
176,1119
2275,2395
1958,4642
3207,3218
4195,3459
642,4496
2259,212
4791,3446
2331,1642
1195,145
3108,4823
967,4485
2648,4992
3076,2426
3774,3917
553,3281
1708,1941
4907,3421
734,3412
2117,4358
4142,478
3628,834
122,1914
3234,635
3200,550
2990,4521
1211,1207
4555,4599
3866,2047
3452,2767
1471,163
3377,3818
2697,3119
4756,4360
1161,4291
3667,2262
2486,2782
2340,265
4683,3808
1905,4054
3738,3658
2490,4327
787,2966
3236,1598
1543,4110
4291,2421
4647,2295
4314,3676
2584,2234
4559,2555
4551,1050
3860,4647
787,3193
913,183
3992,42
2948,4376
2477,2938
3383,95
966,1341
515,1457
4412,551
1085,4754
3237,4331
47,4969
423,4364
417,3366
4329,4020
2445,924
2545,1388
794,2073
4323,3829
1962,3785
3449,1963
1980,137
4295,3515
602,4831
4468,2824
1033,4920
4726,3662
2461,3186
313,2415
4370,4781
687,2668
2861,4536
3686,613
4462,930
3380,4132
198,3068
1600,1811
211,4344
4969,3883
431,3282
3434,3410
2802,428
1625,2978
564,2311
3643,2925
655,1842
4168,2982
1285,4213
1401,3363
3880,2227
4775,810
4272,1507
3229,2319
1441,4948
1914,1714
3285,540
32,420
3060,2470
2705,1932
2910,4673
459,2988
3108,3167
886,1491
692,2514
4047,946
252,4958
256,3254
3238,4254
2816,3376
1686,4310
3951,4389
4712,3169
598,626
1964,2620
261,4044
3410,2906
1472,1611
1827,4823
111,861
1284,3975
3547,2969
307,1661
1934,2165
4526,396
504,1580
1439,4587
3604,3409
2939,684
3989,3245
2111,4672
3598,4035
540,715
2163,4411
4039,4790
2632,2841
3136,4629
385,3806
1128,1458
3333,2151
215,1871
3736,326
4725,2013
378,4218
1721,3156
836,2568
3271,2010
3087,2689
1248,539
1020,2227
223,4978
4051,4616
4082,2009
2833,1987
892,1671
1532,588
3907,925
489,1584
1879,1648
715,379
4684,2451
4711,3936
4126,4017
1265,361
655,3874
4491,54
2386,2857
292,3903
743,126
826,3366
4311,3043
4839,4872
482,3074
1900,4429
2768,4265
4476,2911
4245,308
2806,4228
4498,3996
401,120
119,1864
4363,1303
2731,459
2946,2085
3794,1807
4627,2048
2420,2336
83,2459
3590,2139
4747,4363
1803,832
2711,1209
684,1320
1433,4005
4471,2750
4622,4130
4880,813
58,625
4599,1969
3331,1848
491,1560
2721,3659
4080,1076
5000,4126
18,781
487,1601
4036,3690
591,1919
3516,4548
1134,1779
1391,2155
2618,3022
3600,3386
4819,4160
4747,71
4567,3953
4617,2502
4023,191
253,3487
553,4547
4411,3307
358,4782
3167,4664
2330,3706
4937,585
54,1409
3868,2213
1028,3695
2137,4461
792,3558
2709,886
1340,2968
3537,4275
2319,445
3296,2584
1908,3983
3232,4650
1230,2650
1541,2510
3695,2496
585,574
4292,671
2964,2485
2785,2448
3088,743
918,969
4883,2332
963,402
4564,3991
2800,2669
840,935
3164,4881
4325,1157
1884,974
4618,1423
3509,1082
2667,4683
4381,3534
228,695
564,4492
3576,4369
3835,1761
540,446
2193,500
626,1179
3779,505
2677,4523
1272,1738
1904,2997
53,118
2809,279
3960,1580
4019,4841
1210,3710
4051,4282
3084,958
2063,3216
4471,678
3215,727
2916,4121
4582,4741
2071,4590
990,4468
4554,4815
2992,1859
3878,6
820,1615
2272,3696
4555,4000
4555,2881
1427,451
1202,979
1697,2826
4472,3948
3434,4796
1689,2140
1204,396
3385,1854
4315,2316
3787,2281
4842,2740
2784,335
4763,822
3737,1403
21,4536
4943,4637
4891,4825
1109,2151
306,4228
4288,753
1243,2493
569,4782
4225,4049
2387,671
3461,2308
1232,2855
711,1157
2620,2234
480,805
4350,4512
2482,4454
4530,147
3793,2824
3453,2231
4530,4896
1126,720
1991,2591
3068,1200
2027,26
2710,4885
1327,4303
2914,3196
3663,1776
2618,424
868,3299
3518,823
3216,716
990,3351
549,3408
4739,1728
3357,3780
194,3389
4373,2069
3551,1549
183,3085
220,2557
2459,4425
332,1706
2874,2407
2038,107
3444,1359
634,1710
4756,4947
1839,1446
4331,2352
3460,1432
1518,316
4660,4364
3959,1651
1436,945
717,1383
2917,2021
572,2846
3933,3486
1941,4113
3921,2499
336,3829
4890,2788
1994,2655
3920,2941
4953,1709
915,4656
2099,4641
2623,427
3792,1875
1338,4005
2309,57
4483,1789
2908,1955
3043,2932
4124,1549
2872,170
564,413
2725,2451
2254,4887
3051,141
2105,2467
87,3998
4624,2815
2005,4300
3356,1626
2522,3892
3232,321
846,2385
688,1771
3299,1125
4865,318
2226,2769
1914,2796
4290,4940
2807,2725
2079,1775
2438,2935
4733,4484
2745,916
4889,1809
2943,941
1671,1683
1970,1842
4993,256
3349,1766
449,1631
4421,4834
3035,212
1972,3229
3225,4586
1654,1183
1865,2611
3465,1978
1539,541
1113,1270
810,1110
4316,3322
4535,4853
3599,1291
