CodeMembre,IdR
3980,4820
70338,3017
28810,3452
92485,929
73668,1644
13861,2954
15680,278
61686,1711
62765,481
29674,3779
99243,198
44756,2251
69629,2529
67991,967
77,171
24937,983
83457,3913
29528,3751
55974,1195
96943,4995
62409,3844
57316,1193
82559,57
90546,4489
95660,2619
86101,2060
1417,2445
62725,1996
64231,2029
49082,3166
82093,3081
62837,3184
90868,3170
71846,2457
6954,2937
87102,2740
32113,1958
61404,3143
61936,3986
18136,3604
31024,4183
60968,1008
6021,1049
98114,749
66144,2260
29304,765
12723,2936
57888,3357
90319,1529
42354,781
61875,4193
11558,4516
67864,3248
39614,1037
28686,4028
96709,4733
62542,4323
49202,3775
21291,2324
43486,108
44272,4219
24740,1599
5692,3497
9138,184
30032,1955
8668,1527
72448,1068
22337,2912
80463,1183
53848,2155
59081,4461
12268,2027
44122,2748
99856,831
97635,3089
53010,1910
58952,4992
74817,2585
77026,3805
79437,2313
59289,61
62799,3447
82746,4745
67478,4834
58619,3432
30529,741
86162,4028
40300,864
57957,2966
28602,4455
50717,2919
88154,4663
57244,4324
11039,2399
22499,160
35971,3141
42492,2499
26752,97
70426,1854
88941,1793
38181,1637
41053,2573
25717,3217
43867,2149
44598,430
53361,4769
31851,4932
85228,2825
19674,3600
84012,4359
93141,1534
71656,4207
99443,954
93816,2752
6250,393
47127,1514
91549,3165
4252,1814
29166,627
43707,1291
66538,244
19558,2735
75656,4911
83636,983
24599,671
56991,2532
57936,3883
32916,4533
44926,3494
25363,2295
65144,1903
4419,3789
31233,185
60500,1504
65336,2896
72392,4451
1704,493
91395,4986
63392,3009
54387,407
92549,4204
33405,1381
40572,47
51904,1003
40060,3693
9849,4652
91762,4998
94494,2375
31554,3402
46810,3423
83321,4264
25841,1370
76938,1169
31594,2943
97665,1746
58361,4496
96026,1292
82343,4405
55655,607
75509,2888
39180,3518
41062,4669
47556,558
62527,2482
49640,4883
49998,164
31361,3434
78148,3259
57643,3763
74733,3914
63676,991
38423,3224
4164,475
73570,4977
5833,3163
31181,4778
55802,2473
12334,1245
97535,447
20195,4871
20988,2821
25822,4897
8165,1586
60002,1769
27605,4461
32291,1596
88242,2515
59918,1386
51654,454
24156,4648
45260,601
65103,1381
47029,885
389,3365
61046,430
45733,1016
85355,1893
72416,2545
5895,572
76612,3977
2795,3841
36167,345
38358,4321
38145,1684
328,3320
42097,698
25145,3753
80541,2252
65542,761
39837,1848
82649,1779
18125,4640
67356,2892
40216,4081
66683,2294
73625,3456
408,3846
75282,2129
88501,289
36313,1276
97073,4153
95006,3118
31528,358
69318,2267
66115,2449
96695,1661
38202,596
31123,4469
38970,3799
44231,188
87498,3073
53054,2736
39305,1421
68648,2437
43525,3374
19812,3179
61065,679
58508,287
50355,594
89974,385
26887,3365
9286,3295
32869,4687
74903,3319
96126,4731
47695,4116
9889,3149
23385,1409
63503,3913
37262,3516
47684,1948
60129,2497
94905,1890
69340,1143
3720,1335
20363,920
90338,1740
22977,4627
84334,2283
77024,4626
74863,2211
9394,4248
58530,3831
65297,3184
55141,1145
16251,3612
56333,2706
98738,4794
69843,2128
71804,2100
67123,1306
19243,3382
92686,1094
36042,4206
84853,2981
14966,360
52660,2440
73173,194
42969,4387
6822,838
51662,1415
61243,3975
1763,3980
77909,4938
21188,2309
94674,2083
25010,4539
86482,4672
95367,2160
91359,3152
23284,2304
2510,609
64213,239
14662,2699
43985,71
29418,4566
51018,319
88720,2496
23916,327
79439,1026
67540,593
50303,3736
36793,1985
118,1985
52830,3318
60813,427
11658,491
67653,4266
81366,4790
28363,1228
52738,2402
95855,624
4786,3106
39076,2892
24207,1087
39764,4715
93298,3869
92104,4613
77837,4456
83118,3224
10876,817
12987,2464
51019,3755
92668,4459
80202,3404
89256,2581
63950,3312
92016,93
17011,3525
95520,1705
39856,3011
75673,4707
9760,3849
77344,3787
10026,397
25392,1986
10102,3326
75703,911
30008,2813
6880,3120
15435,2935
1192,4816
30191,3130
30133,2847
36225,2950
25726,2284
32576,2446
57384,2878
99549,1294
41595,176
5992,1625
4664,1054
54433,550
86661,4802
84985,2513
53286,3501
87509,985
63858,1936
11300,3365
37849,4779
68910,3661
23038,3867
38970,4140
64244,2358
82082,4222
28811,4180
21287,1932
6895,2639
68848,1005
65150,2500
55153,1722
63418,3976
81126,1467
82142,4979
13437,1787
89461,2865
74431,937
1840,3823
61607,3445
22571,2432
83591,2767
68148,2113
39864,4287
65368,4869
97740,3286
43203,3717
55138,616
78002,984
40412,3677
75533,3455
14368,656
93560,1197
89992,3133
81516,1288
2178,2875
7940,1543
11608,4386
67356,4073
56239,1320
97675,545
5868,3391
52472,3517
91076,4076
2287,2062
2879,2783
81491,3272
86658,935
3395,1578
8232,2319
17533,2154
45152,4346
54487,2263
92023,2158
7321,1316
11514,3007
75844,2587
97763,366
45954,722
35515,1780
69603,2861
89278,3903
60633,3177
3632,2237
55033,1961
38563,3391
46134,2734
66974,617
55015,4409
1958,875
77261,1199
43399,633
1290,948
70402,168
5865,3911
36672,2681
7957,468
95091,303
5107,1193
47165,3144
44010,4241
41970,519
72938,3448
64704,3563
42778,2114
50457,428
68546,3244
90036,4938
55731,4314
72865,3716
39448,1916
22266,1617
20438,1110
41187,4365
34376,4117
68300,369
76594,1946
63647,612
48464,3204
42789,3134
37862,4992
69864,2157
90158,1628
87152,4220
74039,3013
37582,2260
48583,3901
53548,1927
93844,3625
3973,2223
93564,4471
44199,3186
85297,2045
34457,1294
20992,3840
7694,488
45204,1914
72171,219
41503,4153
46827,1229
92842,1501
54662,4648
34336,2822
11664,1389
46603,4091
39957,4570
95658,188
5831,1686
33670,4887
37858,1365
43261,1384
29286,3226
23033,2347
22951,1533
54054,1343
58070,1350
33500,306
69863,2389
98293,1287
89579,4128
78108,3172
2310,4008
20861,3172
19429,4409
83215,4631
55005,2721
35957,420
23077,1873
50332,2666
92136,2312
98623,3042
11472,968
15902,956
12032,1468
52007,1251
73798,2053
69739,4285
72811,4958
91677,1128
25655,2429
35137,3812
34742,1817
14309,2638
43949,1692
56912,3091
18206,4248
74133,444
55767,1759
49073,2511
36794,2573
10812,3322
91946,177
46650,396
69083,1754
76492,2190
70839,1333
90645,1205
96481,3404
93715,3489
82109,1054
16120,4034
13057,2276
27526,3395
53428,3695
91216,2116
37905,1901
25570,496
99438,202
74691,2196
35150,3245
21149,1472
52327,3835
95457,3841
54192,1551
46427,3625
39179,728
79808,894
3330,875
18140,4859
98786,2231
19197,4368
35117,2433
9341,4794
32442,2385
93928,4894
98404,2353
79078,3401
99302,1673
71769,2610
58572,3058
21337,1349
3540,278
7319,2132
73653,3678
71043,2901
56490,3610
33756,4002
59502,107
22853,1352
5201,433
48326,2491
50486,1761
70951,440
42371,1723
45771,4146
56896,1901
29264,3435
76401,438
60650,1008
41403,1946
51956,577
75369,1217
88522,539
20884,3316
51017,3640
66011,2441
26954,2220
75665,3126
9815,2372
99806,3701
38075,3845
21675,1965
74963,749
53913,4753
60815,273
31556,986
87494,4682
17221,990
61152,4154
43509,4518
26166,3167
77417,4470
86592,3312
60292,171
78198,1003
40722,147
30066,2744
89168,3245
25981,2109
10134,2101
94935,922
17586,726
57587,2572
52212,3822
78460,2873
45237,4264
13914,1783
71988,2268
16855,1409
16395,802
46154,1906
31005,1982
41394,743
82328,1957
48872,4731
7593,4385
73727,3909
10682,899
45146,3235
71478,4186
45653,2280
78284,4227
79224,1778
88443,4599
93246,246
14231,4838
9567,1406
4576,593
8995,2402
46660,1463
91209,65
73148,2291
51608,2582
75547,1365
90189,976
68551,4481
78800,4
49793,4614
67808,4618
44425,1499
55257,2979
50394,224
85575,424
64422,4208
82456,4408
29156,455
93869,1692
16044,2083
91041,1752
62306,377
85248,4667
43983,2120
87508,1906
90106,4919
35243,286
50705,3627
17278,4531
60920,2118
80354,710
3368,2069
7066,574
70596,1576
15635,686
63574,4384
35528,521
90070,2758
19443,4968
3767,3416
56584,27
97798,1957
29142,2404
79809,332
36174,1171
42777,2256
79868,2700
12527,2332
80590,1618
89744,2243
90270,4517
9476,2397
67291,2279
27015,279
15495,1473
74054,1442
79578,3387
98995,4893
36568,4243
92072,88
76571,229
80003,1834
32823,3137
42107,3505
31472,2320
49796,3656
77567,1011
98399,2816
67305,1451
58092,2501
88631,89
1306,3486
94097,709
30837,2214
76476,3436
79563,3140
18277,154
1574,576
88667,348
43206,1432
44675,2411
96257,3789
5922,3507
49560,1139
86931,3696
97656,4199
66221,849
33396,381
56588,723
50277,723
23883,183
44018,4554
51205,4410
56245,3691
15112,3075
28183,4800
95834,2198
9950,4518
12821,3545
10091,1373
1898,3824
95463,603
28746,1694
20570,119
40546,2669
91444,901
54988,3309
63242,1874
57721,471
48568,1273
6264,1141
50981,71
37070,3294
886,2875
96081,4208
13178,3538
60157,453
48436,460
56577,3828
95905,3512
9746,4992
29641,4111
1316,223
33256,2245
74024,33
10566,1209
2568,1294
73336,3905
94098,3846
32628,1488
50379,427
22909,559
37074,3874
86556,1911
19834,1970
6600,3528
53924,228
43351,2457
36089,2763
61470,3423
85879,423
35149,852
7896,3585
5516,1934
65763,4837
52555,3800
71027,1786
40544,4543
49807,4403
73482,3754
20508,2997
97485,4008
70573,141
14985,4805
7649,1378
74130,2632
11549,2963
87769,4822
11410,1678
28203,836
43507,2950
60128,2937
70641,892
21191,4439
47907,3425
51077,2128
84066,3888
96149,1041
31842,2777
76055,4965
48506,224
33813,3475
26911,2362
71464,3619
83177,4648
72944,3011
28481,4756
10270,2357
97010,3910
19272,4968
31667,757
43421,3661
25822,653
54518,4090
35941,3733
66366,837
28334,1849
66301,1799
38748,4563
66585,4878
3236,4043
9898,1664
38131,4935
69349,33
14208,892
58477,3700
8315,3912
61465,3404
6958,1417
52819,1852
77529,1403
43084,217
39240,4803
62511,3191
66012,2503
2872,1711
73455,2076
82291,245
57954,4439
21838,822
35368,1504
44684,2676
12028,4512
80371,922
7279,622
1611,3585
81915,319
5354,3633
26614,4524
45943,3551
4116,3719
21914,570
14758,908
42791,4545
87149,3072
2097,4214
89699,3732
14543,326
74037,2084
88095,2608
98307,4571
19266,786
52751,357
45497,1108
52382,1293
15383,2933
83144,3301
63236,2136
37368,547
33168,4551
76844,962
17243,4697
24857,584
69575,3367
93640,3041
25379,2380
17269,2037
78698,3660
60166,1889
44177,1448
14631,4424
88100,361
51303,3730
981,452
23029,314
61634,3643
8745,4275
86745,1391
35018,3216
68806,1429
78157,89
53303,359
7165,586
96983,2087
539,4134
84663,1602
78029,3236
20414,2293
51332,3791
18631,3469
26585,4191
92925,3675
89027,4199
3807,3567
20400,1429
63243,4846
71516,45
23104,3338
65576,1784
76724,3137
39323,3662
3935,1752
13883,1777
30207,140
77756,1095
76270,4608
30143,2564
72576,3655
22833,1897
3797,2018
62840,4132
66963,3131
9875,829
60055,3738
81878,3123
34213,409
58766,591
42799,2569
28032,3805
57148,2243
41097,4597
92440,3831
71319,1953
17579,582
38974,2125
33008,2198
55463,1002
34637,846
86470,1456
6621,711
62179,3720
38584,431
72067,2535
83084,828
36567,3121
22199,4807
80111,4194
78119,2585
30863,770
98628,198
81785,3038
39335,4058
22494,223
13682,3503
24221,3229
38807,2721
54132,2319
29166,786
54408,1795
10381,791
80741,1755
30746,1980
16034,4802
62197,3036
61899,284
6014,3120
82966,970
14239,4443
39699,3079
85105,4696
6945,3939
87060,3431
25398,2761
66827,4182
48657,2410
44209,4716
17307,4741
93577,2360
50750,1642
8615,144
10776,2926
56361,4273
67822,3864
41552,3264
62338,1208
46764,2807
23888,2561
27089,4981
91434,4856
68446,3062
8777,513
97404,2751
38438,3328
14005,3675
82322,3894
53673,1215
16527,760
96709,3805
5648,2389
67219,1380
8561,1982
86411,4096
12927,4198
63117,1443
20723,3869
52993,1830
45041,1539
49224,2135
80429,2720
40242,4065
86164,796
17838,3994
43633,4084
57400,2072
44589,4676
48834,3431
90717,3880
64765,1414
33073,2723
84013,2179
53061,3751
82540,1409
55063,848
55173,2651
21941,1800
93081,425
43742,1740
65513,309
20065,4862
76210,2336
84816,4631
79915,1644
79338,153
99185,4303
39278,922
74727,1688
77133,2405
4969,399
87005,3833
21411,196
90939,1846
12800,2909
17277,2157
68952,1333
57298,3084
97444,1530
69518,3069
77087,228
97804,4600
8777,348
10688,1412
67568,923
43401,583
46746,2045
66008,52
82655,3103
23605,3886
38090,1488
88497,2063
54833,974
9472,4950
97027,1027
83764,3997
41731,2730
64582,584
87939,2222
93267,714
10824,255
86505,620
14098,606
22319,380
80141,3371
97563,1279
26029,2575
26652,2264
85440,3908
34063,728
29035,2322
46782,251
54292,935
27029,1152
54946,2637
58514,1668
99768,3823
86094,3000
82033,2416
6022,704
32752,2844
42640,1652
62165,2742
27422,1596
86648,2569
56525,362
74916,2010
2991,2039
27555,637
1339,3520
8676,1542
65318,1025
40378,2863
14266,274
20663,2581
41358,3053
91625,4683
22785,3393
27341,4032
34905,4550
36486,2275
27063,2995
85505,2639
42603,584
82334,2477
58996,1247
94040,569
51750,3335
5623,175
20504,2442
81618,2175
87519,3528
93436,3888
32973,117
71711,1171
74096,3681
70177,175
36573,4937
94324,1689
13295,1020
70234,3756
99423,1002
44479,1485
69637,4450
86130,2989
51907,3614
85858,3970
4034,682
95532,3202
66757,2909
7364,2446
40995,1063
47328,3861
76701,2721
17410,2231
92933,1242
45251,2150
41605,1840
84920,1234
67310,2326
71562,3089
27031,4277
93449,4873
1963,910
11831,2505
84891,4300
58741,4162
40918,3712
13334,1757
22393,1941
74320,4471
39308,1671
42761,2331
91013,4089
74489,1270
58038,763
40725,1573
82928,1592
24806,872
22260,3002
62626,1002
83700,3615
49343,1970
81233,4867
44915,459
36705,1066
3704,2848
20832,4879
32452,4840
30260,3524
70437,2603
59675,225
35116,4190
4440,389
31350,3850
22674,833
95944,4261
1161,1729
84996,3298
45251,1887
70573,3619
18384,2569
83029,983
83073,1909
8842,3669
15576,3418
36085,3643
39617,71
98163,1165
24214,1162
27715,2638
82192,4640
48872,2242
25359,3248
15877,3241
7693,4307
51129,3997
71411,3046
83103,2778
2923,2399
73819,2683
65082,1818
96524,1259
46713,4790
62003,3361
60943,4665
55785,4375
56486,760
57833,4697
35758,3356
65694,2910
82405,3151
38316,2657
47260,4830
10842,2252
52778,3827
50571,1451
9854,2390
34077,2535
91999,3166
7821,2242
94312,4802
97668,361
89025,1833
75444,3566
82223,3310
79984,1900
6574,857
32761,359
66670,1431
26804,3660
72554,2391
53829,1317
95135,4975
76864,1439
60609,4200
74306,925
34291,4558
25262,1245
130,3506
46198,2504
34866,4112
47831,4019
98341,2604
66548,665
587,570
89654,2808
21015,186
96705,3687
73016,4944
4243,1971
14123,907
53522,2783
83948,2188
23513,3072
78784,3814
37611,495
59305,462
28626,4745
15689,2124
37602,1777
65705,1023
64969,3543
22373,3582
58213,3835
82395,2919
72858,3327
20303,3596
46816,2653
16344,4567
39455,3691
90660,2079
15400,236
41520,1926
97444,3911
94058,2330
71313,600
98518,4668
82207,1989
47779,1479
15491,3299
66363,3016
35052,4521
66297,3633
60311,890
59382,706
98514,4140
16370,3469
6534,3516
82077,1487
61962,4007
48655,3696
94582,2479
92949,2416
54127,2483
65599,1764
80696,2855
21526,2510
51232,1118
90035,2661
23541,2692
91787,217
35170,1089
1315,1502
92473,526
19279,562
61064,1653
72633,649
37147,4748
85582,4049
83977,4208
2155,2292
73702,2709
28040,1157
65496,2736
57100,171
55459,99
88227,1602
38224,326
57353,2645
27638,4074
50845,751
50600,4502
72324,506
36169,3038
90328,4645
71254,4876
80757,2667
4757,121
2066,10
83595,3146
52341,15
88038,1217
90783,2050
96685,2161
24194,688
91821,3075
39434,223
99849,1150
22318,2515
24349,2514
1321,751
16161,4140
33161,3485
68587,621
23726,1377
97610,4400
72632,3672
46964,1647
21660,1505
47864,633
88207,3623
97951,3928
26826,4686
94834,2498
46830,2965
41846,3908
30936,4912
31159,2563
50447,1630
20158,3667
90745,1324
85817,1014
14719,2755
42213,7
41791,1519
24110,2568
72368,2169
13635,2627
5038,3996
20385,4957
9905,3586
94900,2134
51620,3726
43466,2883
47855,4432
55730,2637
31066,469
41693,241
69492,4329
93077,1865
4011,4681
66470,3790
83370,3712
57126,2815
48215,4517
1293,3484
67602,3401
2036,317
20379,2891
25442,4506
63903,2341
82463,4397
70699,1675
32586,122
24386,3422
39306,3005
14183,1243
46739,2582
85379,927
18407,420
80557,619
58172,851
66214,2481
3378,3175
9072,3401
7260,3
87756,942
28913,4262
56973,3502
17126,234
76600,3986
22192,726
36927,997
81139,2585
11895,2505
95713,384
78197,4253
74333,1003
12649,147
99672,3244
80664,1796
62338,3231
29821,482
46589,4250
20540,41
98827,573
58905,3857
92780,1001
38511,153
33177,4276
60390,4281
95810,2834
96465,4027
8358,1605
75397,3712
70879,3125
40577,3668
12299,3018
16454,49
7487,3966
84408,1385
94564,596
87567,2466
31149,2172
74211,1
29511,3409
87216,536
7301,3242
10511,1424
39537,470
71589,3302
3362,2172
9208,886
51194,2202
56671,1692
68299,3789
57781,1294
27880,2647
39096,2479
66161,2683
88191,700
88788,4396
44052,1817
1594,507
75670,4739
1197,2394
22637,4320
77599,392
85793,1400
36129,4164
17742,1085
22830,3328
79590,4468
27550,877
52578,2616
69942,3936
76814,3591
94870,2452
78836,4723
10481,64
25382,1458
48508,2054
27206,1791
4431,420
31726,4520
30378,2492
71164,1587
68252,765
52436,2847
10699,870
72192,3919
26431,1716
18714,2356
41525,683
96455,330
64339,847
43865,1498
15051,4969
45496,3169
78531,373
56410,3690
27153,2011
40780,1812
35844,234
93950,4991
84688,4098
18525,2361
94068,2277
32257,4215
1205,2151
29044,1509
49901,3966
14094,3599
58076,4238
10636,4976
95122,2550
20399,1646
8067,3921
21311,1036
14244,2854
84128,80
97952,3420
88078,4242
27313,2237
77986,2336
28064,4420
17593,4045
39738,3176
16348,771
12349,303
25700,3173
94052,1011
81123,2443
86015,1711
89377,3946
91072,4280
91776,1436
45899,113
44909,1730
40208,463
35182,2139
36456,1486
48470,120
30036,2625
91022,3936
14969,4435
4876,4520
218,4007
63819,2508
85708,1260
29072,3302
56314,1874
66668,2349
65842,2470
57522,653
57742,3191
90722,1103
22619,2086
39993,1337
94396,3373
10960,250
123,1006
92202,437
8081,1098
70782,2771
24190,157
41595,1943
32089,2265
44575,748
13094,235
24861,2088
47707,4235
89773,1836
52576,3571
98560,4051
71670,4679
53380,645
84028,1386
83297,2674
59978,410
3304,3677
72369,238
38345,1353
54477,3010
74177,1585
26538,1545
47666,2837
82813,3142
30351,3451
2841,1153
48960,4569
61014,4921
84132,952
78030,2612
44734,1106
83224,3175
64601,754
4825,4156
55544,4726
18171,2379
15492,2150
9502,2749
71209,2562
26323,2625
33803,296
65659,4401
41862,1015
60557,4235
39805,3822
37392,761
95039,4218
76036,3191
29903,2801
15969,349
21585,1539
8956,529
83654,4706
64130,2836
33482,652
95299,897
43344,3289
81573,3570
31547,4536
56121,608
13611,3699
60435,4240
29521,3676
36466,1763
25690,4355
55779,1323
20498,3276
84795,3196
98347,1162
99572,3567
24166,1423
9629,1502
6765,1804
31730,74
45820,3480
30273,3720
55879,1501
72939,2143
74067,230
90019,613
702,2491
40275,4084
87548,3790
87315,1479
53580,1444
36878,107
25071,4905
37639,1352
39879,3098
65196,488
68660,1651
67979,2911
80558,4941
30530,4553
16846,1684
61384,4782
40067,2074
47260,4298
86626,1877
61221,4373
81532,263
69226,4573
44830,3737
80308,4864
94837,619
25532,1728
75000,4600
17406,1825
56654,4342
75809,152
19697,3961
26998,4309
13168,4237
29667,1642
23186,1224
14106,3950
10346,3371
21155,2587
75979,1631
3639,1626
32930,3818
72637,1547
11138,1035
55408,1437
89578,3509
73742,4578
25642,517
40925,4689
31519,4835
23382,3007
66433,30
87922,839
61991,1672
92372,1415
29057,2397
97803,4920
47112,2641
45764,2248
56641,1716
31701,4261
80081,2910
87433,634
72222,4607
30460,3656
22328,2731
34659,392
14576,2801
38713,2502
26743,4253
38435,4058
16397,1093
3707,4252
82205,567
54480,511
16496,3188
76702,4803
28956,3658
74503,1545
45587,1617
78567,3394
56365,4926
13971,1931
66398,2838
7810,3232
54371,2213
35962,285
15109,2896
41637,204
50089,1889
12467,1113
56181,4718
7832,3039
43088,4376
37974,2459
75587,3938
49010,524
38639,158
33976,1088
22655,2967
69888,3534
2943,2774
12421,3236
48694,4792
95713,58
11215,229
57390,2065
65190,2155
31571,3415
12580,2571
41537,559
35868,664
99151,472
99170,1891
31983,945
92598,3545
44917,4823
96219,2780
34437,1612
47857,3879
90362,3733
94996,797
30336,3862
66730,2033
44786,3923
47121,3445
62523,282
49958,963
65369,3290
73400,867
27744,3910
65314,1048
16145,64
29878,3774
87461,1993
92399,2889
32964,1901
79149,1050
44269,974
7365,4131
83994,3219
32879,1369
95980,867
59191,363
62445,2213
2792,1432
88925,2260
96954,4577
69607,4708
24796,3365
3437,3515
24019,1103
89659,870
69042,619
65214,1887
86096,4076
37989,581
7092,760
1139,3101
79279,1120
52361,1589
17718,4969
83232,1580
95138,1524
39008,4989
6206,489
46880,4658
78210,2484
