IdR,IdP
3628,3445
1910,2627
3541,2234
4310,2714
4216,4613
4004,4504
2360,4515
921,1314
4442,4199
3976,3899
1727,3670
1531,374
230,2473
1427,3085
2185,4397
533,1044
2578,2853
4670,4533
2827,1374
126,1010
3060,1143
3931,3335
3666,4685
1850,3220
2167,2962
4485,1527
749,2521
289,3124
2347,4746
3597,4094
3209,3690
2822,39
2770,48
3569,3222
3147,873
1453,356
3443,4965
776,1108
4384,750
4291,2049
1096,4884
2747,964
2958,4576
1695,310
2381,3139
4277,2266
618,3839
3856,917
4177,4510
4749,2016
433,3945
883,4036
1036,3245
556,4490
4073,433
2477,2300
466,2066
3407,2513
1515,4098
1153,9
3501,4756
3878,3364
4563,2496
2287,3082
1308,4779
2270,733
2160,2513
4093,1427
826,3703
845,607
7,4363
2619,225
2518,1298
1655,3478
388,2764
1085,4477
3793,4355
219,2506
2454,3214
145,683
1545,4328
597,4288
4395,3246
1741,290
3904,847
2890,1715
2401,825
613,1252
409,2121
868,2526
443,2066
3703,3232
4202,198
1717,250
3911,2409
3232,990
946,4554
3317,4308
4811,4772
1129,2861
3109,605
765,3180
2779,2538
4704,4177
1558,4789
2762,2123
4302,4452
4558,121
1307,4827
4697,2222
2206,4017
3802,712
1684,1981
3376,1137
1322,3057
2041,4654
951,1268
381,827
819,931
2597,1239
2980,3736
2814,1066
2517,4349
1673,134
1609,1602
4115,1205
3407,2217
1120,3565
4376,125
4263,1397
1169,470
1726,538
2281,4785
417,4648
4260,1888
1077,3269
3425,4461
575,1251
3365,3475
476,3648
1353,2265
3394,2697
36,3909
2206,1523
1599,3578
4573,632
3722,1979
1117,2513
569,1105
2925,3431
4360,963
2637,4032
4750,601
4043,3637
2229,3276
1936,2291
1020,1660
3141,49
171,4408
1237,3196
3616,173
2310,4762
3019,3670
4001,3481
605,1381
4118,4431
2888,2736
4768,15
517,3527
3848,2765
721,3090
4992,4431
742,2189
1283,135
2712,1425
239,2672
4353,223
449,588
3380,2891
3173,528
2425,2105
215,3493
92,3283
1697,4863
2913,349
1001,3109
4290,1452
3459,1602
867,350
1129,2233
1041,1449
936,3841
1331,3525
2858,4830
71,1196
2464,4678
2842,2390
1396,3643
3715,3323
530,4436
48,3524
1340,2501
4976,1573
2361,1142
1535,1644
4525,3095
4810,2270
960,3609
3213,2281
3496,4151
1992,3352
1290,3039
48,1210
1573,3650
131,834
4745,2134
919,1271
4072,2687
4599,2367
2711,974
4499,1996
2952,1193
1530,4824
3847,1974
1919,4539
3944,4021
2717,4553
4205,2464
1703,1227
2841,1016
4932,2086
3176,922
3538,700
3730,3692
4713,581
3251,266
972,2509
4026,2402
2351,4951
4596,1312
3375,3955
2016,75
3993,3672
22,2110
1599,3592
1643,4358
1180,3825
399,4918
4760,3622
2068,4160
1508,2477
1721,529
3588,747
4490,3030
2646,3418
1244,2209
1171,1445
1308,4039
690,1844
125,2256
2746,742
1443,4366
3543,4404
1317,392
3257,1634
2669,3680
911,3766
4304,4867
1105,4589
4221,788
3767,2203
4030,2218
1771,3106
2018,4496
311,1916
4970,1833
2813,1740
2651,4325
2680,569
110,860
4186,2326
3380,3002
1608,4456
3259,4561
1281,2024
4044,2483
1992,3959
3239,2886
2421,4133
3475,3259
691,2615
4153,1878
659,4187
4065,3128
2359,873
1967,2139
4290,4012
3747,1080
140,3801
1159,3671
1239,4737
4546,3720
3488,4479
642,1481
1904,1666
1281,2133
4888,439
4142,1699
3385,3682
2287,4374
1938,4408
1613,2474
3817,2553
2699,3636
4054,3047
4141,1198
3142,2428
4841,83
114,3945
4524,3749
4395,2228
4374,1323
4672,3599
1112,3604
2893,1112
2626,1867
1144,3038
4871,3387
2992,4568
3109,4380
903,4966
780,570
394,278
3836,1109
4739,193
1672,812
3234,2228
2363,1570
2030,1834
3255,4056
3654,2987
4894,169
4715,3891
3586,3616
252,165
35,4591
1660,161
3016,2449
4593,3036
3622,648
1962,1056
2802,2957
4139,3736
143,2465
3861,1795
4014,3830
4922,4123
1517,1113
1412,388
1986,1253
1279,4512
363,3668
1544,3667
4823,1720
3415,2603
1787,4829
3229,4066
189,4256
3347,2017
593,4222
4883,3262
2008,513
842,675
3850,2278
2682,2051
244,708
2911,1540
2664,4705
3413,3719
2465,758
2615,1693
2084,2210
521,1642
2781,2701
964,4344
1378,1560
510,4396
1378,4417
2985,3711
3954,795
4294,3481
16,4579
1565,2606
1293,4854
2613,3033
1299,828
1636,4964
4138,2071
2473,1389
4056,650
4605,4211
3927,1875
4195,4478
4062,4415
4649,2341
2246,1002
3716,179
3946,2260
1458,25
823,915
2429,1689
115,1545
37,352
2197,2173
147,2224
3854,4303
2835,3277
4822,744
4736,4935
2128,773
62,1554
1175,2968
1922,4981
4425,4062
4467,4598
205,1640
2510,4734
4596,4886
585,356
3980,2772
2413,4905
3863,4847
1883,1587
2466,1446
4937,4596
1381,689
1520,2380
450,4062
4901,403
3512,4453
4554,4022
3345,3590
1225,2126
2728,2783
3899,2272
1697,87
3051,1143
3758,3684
4101,531
865,4010
564,4782
273,1511
3617,3378
1156,1354
4175,2675
2271,3867
288,4336
3188,288
4252,2947
1628,2929
2838,3342
771,3440
2337,4902
3879,499
1698,617
1998,2652
1428,4557
2006,2168
3996,1318
4215,852
1374,1639
2529,1799
3314,4842
77,2211
4372,272
4333,1347
3558,12
3904,2766
1695,158
4986,4669
3249,4683
762,849
3466,297
1489,4293
910,3815
3724,3904
3810,295
3155,3717
4347,316
4993,1160
4633,4232
3772,2929
1478,75
3149,4797
521,993
4340,391
1723,2881
1105,1556
4971,4309
2765,2331
1270,4472
323,294
4026,4108
3061,1510
1636,2393
3387,2070
2485,1019
784,1116
4824,3205
4766,134
2306,3991
4911,4533
1927,3251
3856,4800
2334,4552
3435,3349
1789,1767
3735,423
4836,2175
1054,3097
497,1371
102,145
3230,4349
15,728
1901,4419
2959,2565
2,1841
4707,4923
1431,4190
1487,1989
3827,1936
2112,4131
4899,3063
1638,3597
841,205
4604,3354
2593,4066
241,1697
4205,1691
640,1134
4568,3539
1560,3886
2095,725
4282,325
2501,3890
3110,1557
499,3134
4100,2995
1724,3866
2607,2050
4196,4828
3678,4008
4737,4796
759,1350
4261,4963
660,171
1306,3386
2264,2710
1748,386
4942,1629
3154,2324
481,4347
2620,4763
1704,2198
3517,696
3570,4676
206,4453
4770,1997
2893,4957
48,3304
3607,4724
1969,3070
1209,191
1981,922
2872,3424
3052,2468
1496,1145
4598,4882
4514,3774
3154,4953
88,2595
1661,2208
3315,3000
2002,2607
4190,2132
1817,4161
690,1416
1226,4576
189,4985
4541,3794
571,1144
2088,713
2177,2117
972,208
2904,3338
3060,1930
4734,4619
3176,3763
4223,1947
303,2856
1558,2010
4853,1994
16,4320
1956,3694
3557,273
119,2929
1256,143
1127,555
2047,3772
429,3590
4052,3890
2766,521
1208,2592
1868,2162
4440,2366
4589,4265
3758,3706
3222,1629
3984,4654
3459,2756
4016,1872
1537,2151
1790,1475
1225,4623
4003,2571
2408,1605
287,3688
298,2822
1089,4689
4714,1511
2579,3444
2329,4
2067,586
1167,3010
4955,3026
3268,3793
1874,2063
1551,788
4576,1921
2186,3199
2276,1822
3568,2944
1509,1723
4422,2271
841,4036
23,3558
4431,2253
3753,540
4808,4619
4162,2985
539,2583
301,4833
1183,2372
1193,2667
4705,2151
323,1543
1094,2044
4199,1036
4694,3017
181,2240
3396,4767
4671,3645
4843,3228
3771,752
34,1306
2212,2189
2042,3429
4737,4425
3355,2069
446,211
2148,220
2708,3236
1075,220
2188,2902
4272,2479
264,1262
4067,4523
2509,4830
2548,4506
1767,4497
970,652
1842,4548
2622,1594
512,4884
4725,3494
21,2518
4490,1452
915,4168
3410,372
4353,2561
583,1097
2661,1074
2273,1341
1150,113
1077,2659
2317,4287
1626,1890
1812,343
1354,2342
2599,1391
2345,1867
2996,4553
1793,2423
4664,2011
1622,1429
2466,1450
2761,3344
133,1563
1593,4815
1253,4185
4510,3066
333,4148
2950,4772
3042,4225
2867,4994
3413,4360
2774,2625
736,1480
3498,642
4015,4284
1406,3999
958,2133
3364,309
4127,138
2741,425
173,1129
3439,4085
195,1797
3192,1628
2401,922
4100,2889
3214,352
294,80
598,500
1177,2887
2276,717
4374,4989
3369,4059
4789,2508
1116,3328
4431,2656
2477,2856
4887,1579
2793,1095
4680,2800
1059,2441
3191,1091
3573,3643
1380,2554
1957,669
4107,1807
1274,2767
4331,2834
249,1714
2597,943
2275,4971
3044,2489
1283,2040
2012,2205
360,2087
3098,1612
720,2367
2666,2372
3804,3584
2654,1749
2959,4035
181,4477
1183,4105
4174,1702
1106,677
1584,3441
3500,2913
579,692
3960,3995
3450,1015
2426,1014
4720,1188
792,11
4295,2708
1610,658
2867,565
1139,2999
3859,1506
793,135
1858,3993
225,468
197,59
1232,2216
3051,5
625,650
589,1907
112,801
4280,3475
4504,2944
1901,2092
2581,594
4294,3420
1857,4135
1268,475
2308,4517
1156,3303
2101,4988
4572,2885
547,3204
3793,1022
870,4875
854,101
323,4634
633,3996
19,1302
3798,2094
3028,1483
4650,1011
2725,4860
4963,1028
1983,875
1263,1670
4410,1734
4747,3247
4346,3092
568,1273
3996,1663
957,1072
1079,1580
1501,1525
1335,3128
3917,453
3610,637
1234,2080
3194,1107
311,3573
3877,4087
2682,73
1907,4277
4880,1279
2141,2388
1081,1372
4060,799
624,3160
2840,2198
1519,4849
2956,3692
3264,2341
2259,1243
535,3654
4419,3638
871,4751
33,3664
1437,3038
3701,2854
670,1555
4864,714
1205,1130
4626,2686
3686,4323
2056,4606
1271,179
4620,4861
1102,1713
2081,4298
443,3894
3163,3736
2146,4586
3021,3181
4251,2531
1245,4027
4986,1745
769,2837
4919,4048
611,2539
3579,3160
1184,2809
4617,479
2681,1056
3729,857
4889,590
3785,1048
2255,1414
4030,3027
2959,4839
4290,4841
789,4635
860,926
1335,4230
893,4460
1880,3355
3161,890
1613,1029
2422,1348
3560,2240
2583,1526
1544,122
4829,4619
3252,439
3320,1326
4103,1178
4584,2550
3870,1186
1538,4843
1610,4249
1458,742
1925,4521
2212,4759
3255,4191
433,2523
2514,3892
1613,3287
1523,349
2027,1375
1997,4022
3593,2276
4790,2165
794,834
787,2311
3859,1394
1958,3502
1534,3316
429,3643
3415,2818
2765,245
1941,754
2804,4775
3282,2922
2850,3073
4109,635
1150,2870
3697,2864
2454,208
4875,3288
3536,4264
384,1372
3138,3464
4783,1913
2614,4712
4876,2232
3166,533
4787,2892
3100,4014
2176,4569
2175,821
3619,3092
2789,2456
4923,4744
4438,4765
3204,2958
2946,3278
3901,4811
2729,1509
3121,4887
3786,2328
2578,56
2585,220
3281,689
1039,3158
4371,3258
1917,1400
2524,857
4400,3733
3547,3884
4057,2848
2660,1182
2403,4351
3551,3806
3999,3728
2875,4726
4954,3291
4559,4855
2239,1636
4260,2548
54,3133
3313,579
3042,4497
1336,870
395,2223
2561,4996
2533,2708
2071,3296
462,1183
458,3362
253,4309
1891,1064
185,3933
2766,329
468,20
3498,3200
4723,553
2797,4380
2335,3978
4986,3088
3264,998
945,1973
3006,3543
2171,3060
2031,355
4713,728
4771,3537
3356,783
3823,3540
3029,3368
2685,2829
1920,4121
681,1223
3117,832
4731,3685
729,848
32,1824
3983,4166
3108,4649
2303,3627
272,753
4809,3540
4858,3184
3460,14
418,1657
2372,1127
1106,611
98,1003
2816,1194
1572,792
3522,2422
720,1252
1893,3059
1272,396
2880,986
2033,363
3345,4047
4514,3150
1220,286
1686,2661
1511,2338
764,4861
1829,1547
1092,952
3685,3502
1355,1720
741,3034
1495,832
291,2740
1679,4344
2828,4129
4044,1065
539,1506
2855,3989
2191,1147
1676,3206
3162,3130
3489,821
1357,2434
2995,2760
2609,3688
3271,387
454,1511
1231,1342
2318,4745
2675,2256
2122,2855
3236,739
3623,4702
1861,3036
1143,4105
1259,3478
2675,4122
1558,145
4259,441
4625,1548
3322,4453
4783,1781
626,3312
4078,2146
1878,3315
2082,2388
3742,1671
4232,273
4740,2005
4267,2912
3133,1340
1030,2238
30,991
3139,2432
3962,2206
1629,563
3480,29
2947,3495
936,3271
4476,557
434,1264
2318,686
4594,3715
2048,1411
3600,2308
3127,1009
2749,56
347,2521
2942,3112
1499,1696
4333,4678
926,4806
1454,4565
4280,1365
114,394
2754,281
1942,20
21,3279
4231,1009
452,4974
4430,568
1412,4818
2215,4858
1358,3364
4944,2597
3210,2627
185,1465
4588,1183
3209,1219
693,1841
1773,3898
2115,2858
984,2223
3381,4416
3723,1423
4984,1385
938,4216
1364,906
570,2938
279,3047
2092,3514
1245,3587
2637,107
4332,4751
656,2907
3901,383
348,869
2569,4598
3802,3195
4624,729
1382,1445
629,975
543,4391
2478,4701
1005,2169
2487,3807
1493,2937
3977,3090
3508,4
389,4691
3466,1114
3456,2845
701,4873
1995,4881
3381,942
1248,2130
1351,1806
4425,3743
4925,234
4753,4484
3643,1293
2011,1077
1754,1886
4605,453
4378,275
4585,1203
4773,3149
3044,3093
3184,4910
2145,613
876,3348
4535,2714
1102,3397
3813,1283
490,918
2729,1663
734,492
720,2965
3459,2336
881,1363
1438,3627
2949,3558
4161,3777
1563,1074
1025,4925
2192,4933
838,4925
1348,1636
4113,223
4239,425
3631,4466
2018,1811
2930,3941
3124,1250
3991,2984
3106,4272
4345,3646
1845,2574
2058,4822
783,889
1646,1200
4008,607
4790,2703
3083,2737
4849,2250
360,2605
2956,972
1508,2351
946,4631
1221,1056
3014,1906
1249,1449
1042,4136
2851,4274
2378,1429
1500,2858
2223,4933
1078,2748
3676,2885
1040,4715
598,1627
2562,1652
1003,1126
1874,1045
3563,474
4848,1042
2235,1133
3824,4834
504,3804
501,3367
863,3863
2013,3566
1811,2944
1978,3609
3714,1779
4621,2519
450,3613
3252,4120
3388,335
570,1262
2474,4544
2013,3973
3854,1564
1324,1981
581,1390
4902,365
2018,254
2305,3459
412,4599
3390,3889
2201,1861
4638,3756
1602,1022
2055,4225
3625,2636
735,3623
975,1753
3307,4397
1004,3886
115,2071
541,2195
1148,1028
595,1261
4149,3779
4841,529
3000,2430
722,3304
2291,3776
505,3999
2521,715
4348,1527
3091,3158
3100,3060
4321,3490
2982,1498
920,1832
991,4535
543,2213
2103,1070
1986,4349
662,3343
2071,939
3925,1076
4176,3831
3522,333
450,1618
4295,3412
4593,3201
2609,1505
1675,1801
4213,4991
1658,2849
3351,3265
2815,3302
3551,1658
327,41
816,2864
4178,2206
124,1531
3039,3042
690,4695
2376,735
2483,4104
2584,4752
3630,981
176,1196
997,2531
4000,2330
3978,2717
2439,368
1492,4487
687,4262
4525,3309
2234,4682
2142,1238
1023,4588
3138,1732
3007,4591
4868,4429
191,3243
1901,501
667,878
1091,1143
2899,1699
4686,4250
329,1588
2926,3377
1012,2459
1803,1046
1739,4274
3242,4379
443,908
440,3609
4781,3484
3387,2530
2809,4019
4990,4105
3164,2022
1760,208
1259,3675
3223,2967
4850,377
879,307
1807,163
326,4319
4766,1543
2760,1032
3300,1903
2613,3137
3463,1688
4786,2115
2228,1992
2680,1415
114,4726
1688,4878
3378,1481
712,4998
1830,644
4889,2024
4097,1301
1323,1673
108,3046
773,4508
1443,3537
4319,3293
1266,162
178,2954
684,4539
4124,1133
1283,556
2583,124
2157,1131
1015,147
2245,4937
1303,3571
1023,2423
4699,4767
3305,3352
1224,450
3212,3212
4107,632
3282,2697
2302,3105
2612,1523
4800,2967
3983,1354
462,2959
3405,3012
3977,2679
3533,2345
414,3845
1174,251
2656,797
4845,2237
3515,4650
3456,4145
3625,151
604,904
2573,3728
499,3003
514,1679
244,3570
912,3578
3733,3680
3804,2778
3906,992
4380,1892
782,879
1876,615
1740,1146
2437,4797
3240,309
1934,4434
546,2150
884,4095
1826,3844
3245,3187
1779,158
1815,1048
3825,3616
3045,3821
1480,4366
3358,4844
1208,1587
1314,4180
3236,4344
4036,1028
1563,4402
2444,3751
3228,834
3652,313
38,212
2774,739
4902,3126
808,692
2656,4751
1738,1587
2217,4306
4513,498
2101,4161
4993,2018
799,4453
3655,3283
1369,1220
1753,3487
287,4314
2705,164
1735,2026
3213,3054
2654,2211
3726,100
4014,4483
363,4882
535,3127
1833,3823
193,236
2941,26
3921,4575
3798,1414
3204,1838
2910,2378
4334,2516
4848,3908
1893,2643
1194,4052
1764,4630
474,4387
2389,1120
580,4021
4794,4315
3133,1552
3395,4862
713,4180
4341,4887
3108,1213
4365,4280
4745,3749
1033,3636
2086,4722
508,2742
4153,1838
2736,2086
3470,4136
4279,2316
9,750
1114,564
4502,718
3546,4242
1711,464
4725,3470
1042,4153
2334,270
3196,203
556,1527
568,3973
729,1355
3444,2605
3340,3600
3176,377
124,1914
2090,1247
846,4224
976,4784
4752,40
723,3502
3754,4213
2568,412
2867,219
353,3144
1662,3940
4493,144
4682,794
3951,1434
637,187
1293,425
2988,1272
4568,2673
3523,566
3912,1434
332,1520
3200,640
1834,221
1766,4174
3871,1869
3347,947
1714,2104
4844,430
605,2827
2138,4459
3981,1183
1975,1723
3966,3713
2814,1337
4958,2194
976,4939
1058,3702
3088,2957
4780,2382
3641,4510
996,4214
100,3618
3933,1821
2330,128
3097,2705
3466,276
920,4225
4733,811
1694,4949
3597,418
4499,120
2121,271
4472,2791
1059,4749
4220,2582
875,2304
1317,1056
4163,1143
180,3900
4834,4680
2458,614
1371,2749
2573,1087
2812,4215
2863,2745
4712,4113
403,1445
4358,4208
4584,2580
3780,4344
1951,4788
2683,1159
1389,4748
3865,2338
1417,3383
4045,990
432,3893
2884,3800
2856,3837
4242,1139
3067,2601
2778,1030
3169,150
64,3036
467,4248
1233,4536
3102,35
1674,1255
2674,4889
246,1845
4820,25
1842,1465
4491,4179
1509,2961
4313,1689
634,1490
1398,1463
2272,3185
4221,3525
1450,337
52,1740
3145,3678
1540,1594
393,2691
4971,3165
4036,4309
2477,1759
4208,1462
4065,1968
3126,2130
925,471
331,2469
278,2881
526,1900
2738,3087
2584,3132
4534,2663
1892,2264
4022,559
3958,2603
4327,4808
3837,896
286,1316
1251,1772
2452,2307
2692,1381
4557,1076
1432,667
3522,435
1813,4319
2638,4804
4474,2377
3108,348
2029,145
1496,4089
836,4751
3414,1395
4543,4688
5,1771
732,2582
682,3716
214,1930
4565,2129
2912,3814
4187,1250
3540,1748
4908,3055
1160,2080
977,782
184,3839
1511,2002
818,4192
3000,453
3244,1097
975,2155
277,487
3140,248
441,1225
1384,3802
1777,4323
1371,2143
3979,780
1315,3928
4037,3923
3215,3863
3609,2232
1411,2353
362,3178
2730,1785
2925,382
3469,4098
273,4902
1518,2187
2272,1924
115,382
1098,3759
1896,854
3150,3777
2407,3733
581,3741
1654,152
133,2215
1694,1806
4197,2440
2536,3968
4707,2214
3599,358
1239,4161
2163,114
4091,2612
1711,221
3082,3746
651,882
4072,2717
4565,1737
3292,2848
3608,619
3357,2807
3536,3584
1668,4040
2065,2252
1637,991
77,3347
3703,1431
1521,1264
4492,3974
3396,4916
4384,3589
2488,4886
587,2433
3612,2202
3887,2806
1618,1024
3173,3130
1417,3075
1326,19
3392,3641
4283,4260
438,4093
3015,3495
3844,3151
4230,4843
4098,3609
1153,4392
927,2089
4106,971
852,1818
2144,4650
2320,1139
2860,3495
2326,675
4133,1699
4265,1761
3035,3271
1982,1379
3451,3044
3580,4171
3765,1343
799,455
3002,1415
1707,3703
3625,2584
3763,4091
3651,4169
2279,2557
3193,1314
2734,1503
4602,3506
2266,2351
4751,2874
4312,3789
3126,4424
4086,1741
1395,3237
3564,677
936,4215
164,2850
3369,2173
1501,3321
3446,947
3103,1984
2506,3308
4464,3285
2692,3930
4300,259
1245,1344
680,2949
4757,4816
1776,4381
407,315
1150,1905
2665,3439
4139,4654
2192,330
1204,4363
3355,2711
3834,3779
4603,2591
4242,1803
2590,2404
4412,1431
4842,3847
2155,1578
3552,4171
4300,4614
271,681
2839,1670
2211,2788
3289,401
814,60
2857,1893
827,1601
3349,4925
4455,2968
844,239
4334,2848
181,330
1591,3566
416,3003
1111,3863
1811,3985
1114,3286
2193,4057
3815,4028
2149,986
4055,590
3170,92
164,3641
1402,1435
2067,1900
1144,2295
485,4781
4345,238
13,4649
1540,2975
4193,4000
3224,2097
3454,1150
2220,821
258,1179
1834,2832
2879,3507
2277,2520
1084,4370
1113,652
4426,4868
2450,335
1104,158
1768,4392
2946,4172
4269,3044
184,3228
2414,3973
3632,4003
3016,2087
2039,382
594,4116
2118,698
1287,3957
3508,744
3638,3489
2339,4020
2440,2677
2876,4804
2923,4190
1208,4682
3642,3953
4318,2185
2693,2480
4159,1481
2129,3697
547,3951
836,452
2863,2609
703,1209
4522,850
1618,2634
763,4831
4296,3861
723,2965
1753,3568
791,174
679,801
3602,1182
3435,3847
2596,524
4702,2921
4289,2760
1734,2266
3613,909
2321,4496
2492,2991
2543,1758
2583,703
1166,3556
1491,3738
1118,1379
1535,551
1659,920
2509,377
3027,1150
4224,411
3656,1755
4259,278
2593,3592
1155,2481
1616,4958
4823,4525
4390,2401
1831,503
1160,2835
995,3995
2177,1417
1536,2176
878,2381
3716,610
1170,1288
4402,3097
2483,531
1142,2756
1104,3130
3483,3541
4598,3499
967,2429
923,2169
4620,3179
3189,583
973,3043
2319,3761
1716,1352
4691,2776
3833,2251
264,2719
3358,1469
2726,2866
3077,1451
679,1272
995,3691
2345,777
4847,1649
4413,2278
1677,1217
3811,2833
3764,4023
112,3296
538,2445
3088,15
566,504
888,4497
4149,2164
2752,400
4936,3383
751,3478
788,1628
2643,1670
2905,2117
3294,409
2262,2900
3806,3077
4684,390
964,2574
2051,555
1134,2524
1191,3476
3903,4132
1985,1052
4712,354
3227,4998
1688,1331
4095,3227
2909,1529
4149,4981
3619,2709
1798,3820
2151,1759
3062,4517
2210,4978
3581,4320
233,1278
1412,2513
1946,42
912,2489
770,3906
3512,828
3609,4816
4923,4017
2149,492
2304,1272
4064,3926
1432,1811
1239,3043
2404,4391
1390,4692
2993,4787
1971,35
2763,2471
2346,4969
4326,4013
3160,1305
4168,900
2325,2009
4259,4293
3108,2516
2590,203
4672,3921
454,1528
4904,400
399,4727
2951,1762
1535,2300
2049,146
1,4227
1731,4040
1627,4573
1984,1100
3550,2526
1950,3102
3940,3826
1218,1896
1322,281
2404,1451
3650,204
655,3633
4870,1697
4332,1586
3680,874
51,1129
1471,606
3997,2116
3683,3697
2874,183
4290,2615
3061,336
2643,3766
2622,4880
107,3975
4017,2231
4108,1220
609,2454
196,4138
1642,4122
3609,4013
3921,3499
3091,4919
3906,3546
30,4740
4236,976
2197,4740
1794,4496
1915,3832
4252,2740
413,2317
3245,4194
4360,3087
1587,2610
1389,1330
713,2855
1114,1432
2503,3210
1558,2550
1314,2186
4419,4390
1842,2804
1169,4357
1171,3794
1108,3905
2516,2654
2607,292
3959,601
4268,2576
4813,2591
1371,3476
1950,1499
2273,2463
4970,2838
1709,1304
3251,4309
2406,922
2187,4437
2223,4394
3026,3601
4815,426
1556,3244
4829,673
753,4228
4324,3296
831,4867
2311,2836
3878,4119
521,1770
227,4477
4813,2643
3910,415
3492,4879
3012,4143
570,4373
3084,1445
1427,4572
2456,4353
4810,756
3979,4981
3889,1671
