IdO,nom_orga,type_orga,IdT
88,Besson,Confrérie,4318
89,Tessier Weber SARL,Confrérie,3429
90,Martinez,Association,2717
91,Petit Vincent S.A.S.,Association,1795
92,Hoareau Bourdon et Fils,Loge,3636
93,Blanc,Ordre,4093
94,Riou,Fraternité,2894
95,Ferrand,Guilde,3896
96,Bonnet,Club,968
97,Perrier S.A.R.L.,Association,2618
98,Rolland,Association,1133
99,Petitjean et Fils,Association,2306
100,Chauveau,Fraternité,3459
101,Traore,Fraternité,3361
102,Dufour SARL,Confrérie,2539
103,Bernard Charles S.A.S.,Guilde,4438
104,Bernard,Association,3396
105,Maréchal,Association,1748
106,Pereira,Loge,83
107,Gallet Launay S.A.R.L.,Confrérie,889
108,Renault,Ordre,4291
109,Arnaud,Cercle,4025
110,Julien SA,Association,1458
111,Robin,Guilde,2401
112,Dubois Menard SA,Ordre,3321
113,Poirier,Guilde,2587
114,Didier et Fils,Association,3026
115,Laporte Vallet SARL,Club,3354
116,Raynaud Monnier SARL,Cercle,4169
117,Simon,Ordre,739
118,Carlier,Loge,2834
119,Leclerc,Fraternité,1175
120,Chauvet et Fils,Club,2329
121,Ferrand,Cercle,1046
122,Dias,Confrérie,3130
123,Guilbert Brun S.A.R.L.,Association,2004
124,Besson SARL,Confrérie,4674
125,Lombard,Loge,2123
126,Moulin Jacquet S.A.R.L.,Club,4278
127,Guillon,Cercle,1400
128,Fournier,Club,3671
129,Gauthier S.A.,Loge,2695
130,Joly Lefebvre SARL,Association,2054
131,Robert Courtois SARL,Cercle,3376
132,Guillou,Loge,4492
133,Lefèvre S.A.R.L.,Association,1932
134,Pelletier S.A.R.L.,Club,2765
135,Guérin,Association,3770
136,Besson Schmitt S.A.R.L.,Fraternité,4519
137,Marin S.A.,Ordre,3641
138,Fernandes,Cercle,3151
139,Besson,Fraternité,3925
140,Maury Bernard S.A.,Association,2534
141,Mace Bonnin S.A.,Club,1299
142,Hamon S.A.R.L.,Cercle,470
143,Guyon,Confrérie,4641
144,Guilbert,Ordre,604
145,Baron,Guilde,761
146,Seguin,Loge,23
147,Labbé,Association,2696
148,Chevalier,Confrérie,1005
149,Valentin Guichard SARL,Club,999
150,Pruvost,Cercle,681
151,Louis,Association,4184
152,Roussel,Association,180
153,Mace S.A.R.L.,Ordre,2620
154,Adam SARL,Cercle,4095
155,Gaillard Pascal S.A.R.L.,Association,1638
156,Moulin,Association,4347
157,Reynaud,Guilde,4548
158,Perrot,Guilde,975
159,Baudry SA,Loge,674
160,Fournier Paris SARL,Association,4383
161,Devaux et Fils,Confrérie,4968
162,Maillot S.A.R.L.,Ordre,556
163,Vasseur,Fraternité,2807
164,Charpentier Chauvet S.A.,Club,3770
165,Collin Rémy S.A.S.,Confrérie,3210
166,Monnier S.A.S.,Ordre,4319
167,Andre,Association,811
168,Rousset Leleu SA,Club,2248
169,Noël Huet S.A.R.L.,Confrérie,531
170,Leclercq Dupuy SARL,Association,531
171,Vallet,Loge,167
172,Delattre Noël S.A.S.,Association,2629
173,Maillard SA,Cercle,96
174,Teixeira Bazin et Fils,Association,2209
175,Traore Michaud SA,Confrérie,4720
176,Bonneau Weber et Fils,Guilde,2405
177,Moreno,Association,703
178,Martinez Gomes SARL,Club,1300
179,Munoz Georges S.A.R.L.,Loge,4529
180,Poirier Boulay S.A.,Ordre,1710
181,Salmon Benard S.A.S.,Loge,1682
182,Turpin Gomez S.A.R.L.,Guilde,3799
183,Raymond,Confrérie,4028
184,Marie,Fraternité,4844
185,Joubert,Ordre,2410
186,Dupré,Association,1169
187,Vaillant S.A.R.L.,Loge,4652
188,Lecoq,Ordre,707
189,Huet Diallo SARL,Ordre,1437
190,Fontaine S.A.,Fraternité,207
191,Benoit Samson S.A.,Fraternité,1157
192,Raymond,Confrérie,4753
193,Menard Leleu S.A.,Club,2487
194,Gallet,Fraternité,448
195,Pascal,Ordre,632
196,Lopes,Loge,202
197,Costa S.A.,Association,2156
198,Chauveau SA,Guilde,4542
199,Hardy,Ordre,4737
200,Mary,Confrérie,752
201,Laurent Pascal et Fils,Fraternité,3137
202,Delorme Dupont et Fils,Association,4947
203,Foucher,Association,795
204,Traore,Fraternité,2814
205,Normand Morin SARL,Loge,2061
206,Masse Blin S.A.S.,Fraternité,3696
207,Fournier Lemonnier SA,Confrérie,3012
208,Pages,Guilde,767
209,Lévêque S.A.R.L.,Cercle,1156
210,Guérin Hervé S.A.R.L.,Cercle,497
211,Delannoy S.A.,Fraternité,1530
212,Camus S.A.R.L.,Fraternité,1124
213,Chevalier,Fraternité,3418
214,Collet Lévy SA,Ordre,303
215,Garnier,Association,3265
216,Guillot,Association,2099
217,Lopes,Club,1440
218,David,Ordre,4082
219,Michaud SA,Club,2495
220,Munoz,Fraternité,3767
221,Guérin Sanchez SARL,Club,485
222,Tanguy,Loge,654
223,Gautier,Fraternité,3105
224,Lambert,Confrérie,4503
225,Breton,Cercle,1862
226,Torres,Loge,771
227,Maillet,Loge,1992
228,Ramos Lenoir S.A.S.,Loge,3217
229,Laroche,Loge,3918
230,Barthelemy,Confrérie,2537
231,Fournier Guichard et Fils,Confrérie,578
232,Gros,Ordre,3782
233,Courtois,Loge,4307
234,Rey et Fils,Guilde,3217
235,Lemaître SA,Confrérie,2543
236,Laporte Roy S.A.R.L.,Confrérie,4173
237,Texier S.A.S.,Ordre,1403
238,Teixeira,Fraternité,4476
239,Bourgeois,Confrérie,2911
240,Bourgeois Joseph SARL,Association,490
241,Meunier,Association,3460
242,Weiss,Ordre,2760
243,Merle Lopes S.A.S.,Loge,4075
244,De Sousa,Club,3064
245,Lelièvre,Guilde,3288
246,Hoareau S.A.S.,Confrérie,3228
247,Dumas,Fraternité,2119
248,Rolland,Fraternité,478
249,Navarro SARL,Confrérie,1133
250,Nguyen,Fraternité,329
251,Pasquier,Cercle,2299
252,Moreno,Guilde,4665
253,Chauvet,Loge,1760
254,Lefèvre,Guilde,1463
255,Denis Dias SARL,Cercle,3006
256,Evrard S.A.,Fraternité,927
257,Vaillant Fontaine S.A.S.,Club,1523
258,Bègue SARL,Ordre,728
259,Louis SA,Fraternité,1814
260,Chrétien,Association,4330
261,Briand,Guilde,4676
262,Gérard,Club,3092
263,Dumont SARL,Cercle,1925
264,Guérin SARL,Association,1329
265,Bonnet,Fraternité,1543
266,Rivière,Club,3307
267,Arnaud S.A.R.L.,Fraternité,2556
268,Faivre,Confrérie,2741
269,Roche,Association,1353
270,Rodrigues S.A.R.L.,Association,396
271,Legros Normand S.A.S.,Ordre,1943
272,Boulanger SARL,Association,4913
273,Aubert,Loge,2363
274,Maillet,Loge,2923
275,Bouchet SA,Loge,1362
276,Reynaud,Loge,4065
277,Fleury S.A.R.L.,Cercle,4805
278,Poulain,Confrérie,2897
279,Gomes,Ordre,4236
280,Pottier,Association,4878
281,Clément SA,Club,4993
282,Blanchard,Association,107
283,Parent Mathieu SARL,Club,256
284,Olivier,Association,1832
285,Hebert,Guilde,2963
286,Leduc,Confrérie,3832
287,Aubert,Ordre,784
288,Royer,Fraternité,2334
289,Lefort,Ordre,129
290,Wagner,Club,1270
291,Boutin S.A.S.,Confrérie,1923
292,Bouvet Gallet et Fils,Cercle,2700
293,Mathieu S.A.,Association,1706
294,Vincent SARL,Club,4667
295,Rémy,Club,2424
296,Guillet Meyer et Fils,Ordre,3306
297,Vidal,Cercle,5
298,Jacob,Fraternité,1470
299,Delattre SA,Fraternité,1841
300,Moreau SA,Ordre,1833
301,Legros S.A.S.,Club,1411
302,Allain,Cercle,1911
303,Pires,Ordre,1813
304,Colin,Cercle,2115
305,Ferreira S.A.R.L.,Fraternité,1449
306,Vaillant,Confrérie,470
307,Godard SA,Ordre,1037
308,Lagarde Joseph et Fils,Fraternité,427
309,Lambert,Cercle,1970
310,Lagarde,Loge,1694
311,Parent,Cercle,3217
312,Gomes S.A.,Loge,1194
313,Aubert SA,Fraternité,1068
314,Schmitt,Guilde,4880
315,Maurice S.A.,Ordre,2810
316,Chartier S.A.S.,Fraternité,3790
317,Charpentier,Fraternité,4138
318,Fischer S.A.S.,Ordre,288
319,Lelièvre S.A.,Club,1034
320,Grondin,Ordre,4374
321,Delahaye SA,Guilde,836
322,Foucher Andre S.A.R.L.,Cercle,4039
323,Turpin,Ordre,261
324,Loiseau,Fraternité,2879
325,Hubert,Fraternité,4264
326,Fernandes,Fraternité,2043
327,Deschamps Menard S.A.S.,Loge,1747
328,Bonneau,Cercle,1093
329,Fernandez Étienne et Fils,Guilde,4042
330,Martinez Pascal S.A.R.L.,Confrérie,1499
331,Sauvage,Fraternité,2318
332,Grondin et Fils,Club,3806
333,Giraud SARL,Ordre,1510
334,Lévêque S.A.,Cercle,4613
335,Poulain S.A.R.L.,Loge,4451
336,Lecoq Dumont et Fils,Ordre,210
337,Wagner,Club,1907
338,Salmon,Fraternité,4967
339,Prévost SARL,Club,1842
340,Gautier,Cercle,568
341,Roux,Loge,583
342,Aubry,Association,1652
343,Thierry et Fils,Confrérie,1056
344,Neveu,Association,4277
345,Poulain,Ordre,622
346,Meunier,Loge,4592
347,Pichon,Cercle,601
348,Rolland,Association,3784
349,Guillou SARL,Guilde,1052
350,Bonneau,Club,711
351,Pons,Cercle,1209
352,Bertin,Association,1976
353,Regnier S.A.R.L.,Cercle,4854
354,Barbier,Cercle,2105
355,Boulay,Guilde,424
356,Ruiz S.A.S.,Club,2717
357,Grégoire,Guilde,356
358,Moreau,Ordre,174
359,Leclerc,Guilde,3820
360,Cordier Petit S.A.,Confrérie,825
361,Clément S.A.S.,Association,2254
362,Camus,Confrérie,1193
363,Ramos,Confrérie,2544
364,Rolland,Confrérie,1946
365,Roussel Marie et Fils,Club,4499
366,Carlier,Fraternité,3868
367,Jacques S.A.S.,Guilde,3095
368,Rocher SA,Loge,3463
369,Peltier et Fils,Guilde,1193
370,Poulain,Cercle,4580
371,Barre,Ordre,2909
372,Lucas Blanchard et Fils,Confrérie,4258
373,Collet,Guilde,675
374,Normand,Association,3802
375,Maillot S.A.S.,Guilde,2972
376,Hardy,Ordre,2191
377,Goncalves,Cercle,3903
378,Dumont,Association,1759
379,Teixeira Pires SA,Association,2977
380,Guibert,Ordre,2395
381,Marin SARL,Guilde,419
382,Tanguy Marion SA,Cercle,1668
383,Turpin Roger S.A.S.,Ordre,1742
384,Léger S.A.S.,Cercle,1582
385,Marion Charles S.A.R.L.,Guilde,4434
386,Thomas Leroux SARL,Guilde,1433
387,Leroy et Fils,Club,2525
388,Martineau,Association,576
389,Julien Perrot SARL,Cercle,688
390,Blanchet,Loge,864
391,Roy,Confrérie,1316
392,Guilbert Allard SA,Cercle,3542
393,Vallée,Fraternité,488
394,Gay Simon S.A.R.L.,Fraternité,4413
395,Hervé,Fraternité,4499
396,Gonzalez SARL,Cercle,2627
397,Lombard,Club,3418
398,Blin Gay SARL,Association,3054
399,Wagner Guilbert SA,Ordre,3855
400,Maury S.A.S.,Guilde,2891
401,Girard,Ordre,553
402,Verdier Monnier SA,Loge,2133
403,Martinez,Ordre,222
404,Muller,Confrérie,3392
405,Lejeune,Association,2021
406,Berthelot S.A.S.,Cercle,4057
407,Pichon,Fraternité,1662
408,Joseph S.A.R.L.,Guilde,3704
409,Becker,Association,296
410,Dupuis Roche S.A.R.L.,Cercle,1243
411,Regnier S.A.R.L.,Ordre,3664
412,Charrier SARL,Fraternité,4745
413,Bouvet Ferreira S.A.R.L.,Association,4385
414,Texier,Loge,66
415,Riou,Club,4991
416,Alves S.A.,Guilde,109
417,Klein,Club,4324
418,Alves,Club,1657
419,Martin SARL,Fraternité,897
420,Dos Santos,Cercle,3510
421,Allain,Guilde,1962
422,Rocher,Club,1314
423,Berthelot Robert S.A.R.L.,Association,4585
424,Garcia et Fils,Fraternité,2331
425,Joseph S.A.S.,Club,943
426,Breton,Club,4229
427,Munoz,Ordre,4098
428,Riou,Confrérie,2688
429,Lopes S.A.,Cercle,636
430,Benard,Association,4158
431,Noël,Club,2215
432,Da Silva SA,Association,4082
433,Meunier S.A.S.,Cercle,2368
434,Philippe,Ordre,3690
435,Lefort Weber SA,Club,2914
436,Leblanc Delahaye SARL,Guilde,4365
437,Laurent,Guilde,2666
438,Marchal,Guilde,2470
439,Langlois,Fraternité,4908
440,Durand et Fils,Association,634
441,Lévy Morel et Fils,Association,4945
442,Bonneau S.A.,Fraternité,1643
443,Gilles Bazin S.A.S.,Loge,4370
444,Maréchal S.A.,Loge,1493
445,Jacquot Guichard SARL,Guilde,4870
446,Maréchal Julien SA,Fraternité,959
447,Thibault,Association,873
448,Delannoy Couturier SARL,Fraternité,4747
449,Riou,Confrérie,4826
450,Lemaître Thibault S.A.,Confrérie,4188
451,Caron Labbé SARL,Guilde,1244
452,Rousseau,Confrérie,180
453,Seguin S.A.,Ordre,360
454,Germain Allard SA,Fraternité,4319
455,Joly,Club,4253
456,Bazin Roussel S.A.R.L.,Loge,3208
457,Collin,Association,388
458,Laporte Roger SA,Loge,4584
459,Meunier Weiss S.A.,Confrérie,3691
460,Didier et Fils,Fraternité,2595
461,Besnard Roy SA,Ordre,3587
462,Nicolas S.A.S.,Confrérie,4268
463,Bernier S.A.R.L.,Guilde,194
464,Alexandre,Ordre,4623
465,Millet,Fraternité,3915
466,Barre Bourdon S.A.S.,Guilde,1172
467,Verdier,Guilde,1257
468,Payet SA,Club,241
469,Maurice,Club,3665
470,Bernard Hubert S.A.R.L.,Association,3349
471,Verdier et Fils,Guilde,1360
472,Rolland Foucher S.A.S.,Cercle,3892
473,Bourgeois Legrand SARL,Club,2190
474,Garnier,Guilde,1274
475,Hernandez Moulin S.A.S.,Cercle,1194
476,Imbert S.A.S.,Ordre,2358
477,David,Confrérie,1546
478,Coulon,Guilde,540
479,Gaillard S.A.S.,Guilde,2316
480,Louis Cousin et Fils,Loge,2297
481,Weiss Lemaire S.A.R.L.,Fraternité,2971
482,Coste,Loge,3479
483,De Oliveira Raynaud S.A.S.,Fraternité,684
484,Lebrun,Fraternité,1524
485,Rossi Legrand SA,Association,3643
486,Labbé S.A.S.,Ordre,1559
487,Moreno Mace S.A.R.L.,Club,2274
488,Hoareau,Loge,3912
489,Carlier,Guilde,397
490,Boutin,Ordre,3794
491,Rousseau,Ordre,2680
492,Alexandre,Fraternité,536
493,Morvan Baron S.A.,Confrérie,2122
494,Renaud,Ordre,4706
495,Hamel,Ordre,986
496,Royer S.A.S.,Confrérie,1451
497,Buisson,Loge,473
498,Fouquet SA,Guilde,3630
499,Leleu,Fraternité,4436
500,Weber,Association,2909
501,Morvan S.A.S.,Ordre,4026
502,Parent,Club,3231
503,Maurice et Fils,Guilde,4739
504,Auger Dubois S.A.,Cercle,4013
505,Chauvet,Confrérie,2791
506,Buisson S.A.R.L.,Fraternité,3592
507,Pineau SA,Loge,65
508,Courtois,Club,1725
509,Marques,Cercle,3898
510,Dufour,Guilde,1516
511,Jacquet,Loge,3027
512,Grenier Denis S.A.S.,Ordre,1583
513,Dubois S.A.,Association,1743
514,Dupuis,Ordre,1372
515,Delahaye,Confrérie,3911
516,Mathieu Morin SARL,Ordre,973
517,Moreno,Confrérie,841
518,Cousin SA,Cercle,1348
519,Royer,Cercle,4172
520,Legrand,Fraternité,617
521,Benard,Loge,4265
522,Hoarau,Association,1696
523,Vallet Weiss S.A.,Guilde,4445
524,Lévêque Jacob S.A.,Cercle,4889
525,Dupont Dijoux S.A.,Cercle,2598
526,Rossi,Ordre,645
527,Samson,Loge,3427
528,Joseph,Cercle,744
529,Potier,Cercle,3386
530,Gautier Lemaire S.A.R.L.,Guilde,4494
531,Loiseau Bruneau SA,Cercle,4874
532,Bernier,Loge,3411
533,Turpin S.A.R.L.,Confrérie,4041
534,Thomas Grondin S.A.,Association,3722
535,Colin Seguin SARL,Fraternité,4356
536,Hamel,Ordre,166
537,Lopez,Ordre,3116
538,Neveu,Fraternité,87
539,Daniel Paul S.A.,Fraternité,1304
540,Diaz,Confrérie,186
541,Noël S.A.R.L.,Association,4565
542,Meunier SARL,Cercle,310
543,Costa,Club,2321
544,Rocher,Association,3157
545,Guyon,Confrérie,4097
546,Pasquier,Club,4857
547,Roche,Association,1312
548,Allard,Ordre,413
549,Brun S.A.S.,Club,2554
550,Carpentier SARL,Club,339
551,Rey,Confrérie,1532
552,Rodriguez,Loge,3062
553,Klein,Cercle,4685
554,Bertrand Gilbert SARL,Loge,1441
555,Leclercq SA,Cercle,1134
556,Rolland Millet S.A.,Guilde,1833
557,Descamps Rey S.A.R.L.,Association,132
558,Lelièvre Garnier et Fils,Association,3729
559,Pineau,Guilde,2466
560,Camus,Fraternité,1800
561,Laine,Cercle,4252
562,Dias S.A.,Loge,4628
563,Pages Chauvet S.A.S.,Fraternité,567
564,Garcia,Loge,1218
565,Hubert Raynaud S.A.S.,Ordre,835
566,Giraud,Confrérie,1591
567,Lagarde,Cercle,159
568,Benoit Besson et Fils,Fraternité,3871
569,Michaud Charpentier S.A.S.,Ordre,2673
570,Grégoire,Cercle,4336
571,Roussel S.A.R.L.,Fraternité,3252
572,Sauvage,Fraternité,3500
573,Fischer,Ordre,2690
574,Valette,Cercle,2139
575,Bouvet,Club,977
576,David,Ordre,2151
577,Hamel Antoine S.A.S.,Club,1250
578,Valette Briand et Fils,Ordre,225
579,Joly,Loge,406
580,Renault S.A.R.L.,Cercle,93
581,Marchand,Loge,2354
582,Renard S.A.S.,Loge,2963
583,Grenier et Fils,Loge,4006
584,Lelièvre Gaudin S.A.S.,Fraternité,2219
585,Moreau,Club,1092
586,Lemonnier,Ordre,4127
587,Moreno SARL,Ordre,4767
588,Martineau,Club,3189
589,Bourdon Fabre S.A.,Club,4541
590,Meyer Grégoire SA,Loge,62
591,Evrard Marion S.A.S.,Guilde,4644
592,Blanc S.A.,Association,3589
593,Hebert et Fils,Ordre,1804
594,Lesage,Club,4967
595,Legrand,Club,672
596,Dubois,Association,164
597,Leduc,Confrérie,3463
598,Nicolas SARL,Guilde,1257
599,Delmas Blot et Fils,Confrérie,124
600,Hervé Blanc SA,Cercle,2159
601,Leclercq,Association,4113
602,Adam S.A.,Loge,4718
603,Maillot SARL,Cercle,4864
604,Joseph Renault SA,Association,183
605,Lemaître SA,Loge,3643
606,Lucas,Confrérie,4741
607,Ollivier Ollivier et Fils,Ordre,3890
608,Lenoir Lacroix S.A.,Cercle,2401
609,Andre,Association,4246
610,Guillet,Association,3926
611,Poulain et Fils,Ordre,3341
612,Denis et Fils,Confrérie,4282
613,Pasquier Simon S.A.,Confrérie,2409
614,Mercier S.A.S.,Guilde,390
615,Valentin,Fraternité,3667
616,Leclercq S.A.R.L.,Guilde,685
617,Laine Perrin SA,Guilde,4825
618,Weber,Confrérie,1230
619,Guillaume,Guilde,4534
620,Menard,Cercle,68
621,Nguyen Potier SARL,Confrérie,4655
622,Renaud,Guilde,1440
623,Henry S.A.S.,Fraternité,1713
624,Navarro,Loge,3196
625,Bernier,Cercle,3428
626,Perrot,Guilde,593
627,Chevallier,Fraternité,4615
628,Raymond,Ordre,3703
629,Valentin Joubert S.A.S.,Confrérie,765
630,Pasquier Jacob SA,Guilde,1874
631,Wagner Guillot S.A.,Cercle,1174
632,Ribeiro Voisin SA,Confrérie,4651
633,Rousset et Fils,Guilde,261
634,Hoareau Simon S.A.R.L.,Association,2139
635,Weber,Ordre,1815
636,Ruiz Gosselin S.A.R.L.,Confrérie,708
637,Duhamel,Confrérie,4657
638,Lemoine Richard S.A.,Fraternité,2600
639,Baudry Ramos S.A.R.L.,Fraternité,2170
640,Klein et Fils,Loge,3554
641,Pasquier Duhamel et Fils,Loge,1459
642,Robin et Fils,Ordre,2471
643,Fernandes,Association,138
644,Hernandez,Loge,3980
645,Lebon,Guilde,3357
646,Chrétien S.A.S.,Association,3929
647,Baron Julien SARL,Association,4553
648,Langlois Lévêque S.A.,Ordre,3007
649,Roche Bodin S.A.S.,Guilde,1086
650,Lecoq,Loge,3070
651,Munoz S.A.S.,Club,4878
652,Launay Renaud S.A.R.L.,Ordre,1470
653,Fernandez,Association,2219
654,Gomez SARL,Fraternité,4946
655,Poulain et Fils,Loge,2577
656,Gilles,Confrérie,512
657,Neveu Boulay et Fils,Loge,990
658,Jacques,Guilde,4699
659,Le Gall,Association,879
660,Legendre,Fraternité,4569
661,Chauvet,Guilde,1451
662,Philippe,Fraternité,1853
663,Martins Maillet SARL,Loge,3684
664,Labbé Lesage S.A.S.,Club,4282
665,Durand,Guilde,1832
666,Dupont Lemaître et Fils,Fraternité,4678
667,Caron,Loge,3957
668,Seguin,Cercle,2763
669,Joubert,Loge,2914
670,Petitjean,Fraternité,2744
671,Bonnin,Ordre,3998
672,Martins,Fraternité,4136
673,Breton,Club,3803
674,David,Cercle,4983
675,Lemaître SARL,Confrérie,3635
676,Marty,Cercle,4588
677,Humbert S.A.R.L.,Loge,3072
678,Barthelemy S.A.,Confrérie,2502
679,Philippe,Association,2195
680,Boucher S.A.,Guilde,4852
681,Pineau David S.A.R.L.,Ordre,3010
682,Philippe,Confrérie,3143
683,Lacombe Martin SA,Fraternité,207
684,Bonnet S.A.S.,Confrérie,4714
685,Fernandes,Club,3472
686,Marty,Ordre,3212
687,Mendès,Confrérie,1424
688,Carlier,Confrérie,2766
689,Mercier SA,Loge,4239
690,Goncalves,Association,2294
691,Jacquet Valentin SARL,Fraternité,819
692,Bourgeois,Ordre,1017
693,Barbe,Fraternité,2474
694,Imbert S.A.R.L.,Guilde,1365
695,Voisin S.A.R.L.,Loge,1308
696,Lemonnier,Ordre,1205
697,Vaillant,Fraternité,4191
698,Marion,Cercle,121
699,David et Fils,Guilde,4215
700,Couturier,Loge,2427
701,Hardy,Guilde,121
702,Philippe Andre SARL,Association,1761
703,Moulin Maury S.A.,Confrérie,1699
704,Pierre Thomas S.A.R.L.,Association,2336
705,Leclerc,Fraternité,219
706,Berthelot SARL,Loge,4549
707,Fleury S.A.R.L.,Loge,1827
708,Evrard S.A.S.,Association,2985
709,Delannoy,Guilde,3794
710,Devaux,Fraternité,1193
711,Guillon,Loge,4674
712,Allain,Confrérie,4477
713,Ledoux SARL,Ordre,58
714,Ribeiro,Guilde,1665
715,Gilles,Cercle,2752
716,Mahe,Guilde,1199
717,Coste SARL,Guilde,1335
718,Gonzalez S.A.R.L.,Cercle,1558
719,Girard,Association,3176
720,Gauthier Hoareau S.A.,Ordre,1951
721,Chauvin,Loge,2379
722,Turpin Paul et Fils,Confrérie,3295
723,Lejeune Lecomte S.A.,Guilde,4158
724,Teixeira et Fils,Club,256
725,Menard S.A.R.L.,Club,3443
726,Rousset,Loge,2437
727,Blondel Blanc SARL,Cercle,2797
728,Duval et Fils,Club,1813
729,Schneider Arnaud S.A.S.,Association,4396
730,Marchal S.A.S.,Guilde,3692
731,Lombard,Club,1315
732,Roussel SARL,Loge,3822
733,Toussaint Menard SARL,Confrérie,2026
734,Neveu,Confrérie,2056
735,Hoarau SARL,Confrérie,769
736,Marion,Confrérie,2925
737,Gay S.A.,Ordre,2882
738,Fournier S.A.S.,Loge,161
739,Berger,Confrérie,3287
740,Berthelot,Confrérie,4446
741,Regnier SARL,Fraternité,2700
742,Bailly Parent SA,Guilde,854
743,Jacques Riou SARL,Ordre,4471
744,Grondin S.A.R.L.,Guilde,251
745,Fleury,Association,2685
746,Lemonnier,Confrérie,2297
747,Bousquet,Cercle,27
748,Langlois,Confrérie,308
749,Gonzalez SARL,Guilde,4235
750,Marin Dos Santos SA,Association,4092
751,Thierry Bouvet et Fils,Cercle,3563
752,Delahaye S.A.R.L.,Club,331
753,Gonzalez,Ordre,1943
754,Alexandre S.A.S.,Club,2858
755,Hamel Jacob SA,Ordre,2821
756,Fontaine Poulain S.A.S.,Association,995
757,Breton,Cercle,937
758,Le Gall,Confrérie,1271
759,Techer,Loge,1857
760,Navarro Collin SA,Club,4155
761,Durand,Confrérie,456
762,Gimenez SARL,Fraternité,4943
763,Le Gall,Confrérie,98
764,Maréchal S.A.,Association,3539
765,Sanchez Lemoine S.A.R.L.,Association,3872
766,Imbert,Guilde,365
767,Guillon S.A.S.,Fraternité,2290
768,Blot Breton S.A.,Association,367
769,Blin S.A.,Ordre,2167
770,Leduc et Fils,Cercle,642
771,Ferreira,Club,3211
772,Maillet,Confrérie,4762
773,Chauveau,Fraternité,1720
774,Da Silva Moreno S.A.,Loge,1543
775,Guillaume S.A.R.L.,Guilde,2282
776,Hoarau,Club,3073
777,Lagarde Ribeiro SARL,Cercle,4883
778,Regnier,Club,3037
779,Pruvost Bruneau S.A.R.L.,Cercle,471
780,Faivre,Cercle,2085
781,Bourgeois Lévy et Fils,Club,1994
782,Georges,Guilde,3107
783,Mathieu,Cercle,536
784,Michaud,Association,987
785,Vaillant,Ordre,1684
786,Camus SA,Cercle,984
787,Vincent,Loge,3158
788,Antoine,Fraternité,2704
