idS,idI
1549,1428
648,361
2166,1659
2042,451
105,2077
1486,971
353,1489
33,2326
959,1602
1033,2177
1606,1222
114,1686
1627,89
2073,2222
73,605
1769,106
1205,2162
1283,2302
1519,1604
1670,1213
1680,1969
1161,1868
705,1640
850,2
2448,194
1304,2299
597,2470
147,2457
1151,452
1524,2464
1081,2042
1667,832
2245,250
232,1132
138,2272
1173,1363
2184,2057
2151,533
2168,474
1911,1797
2298,1655
1125,885
771,1874
1676,1827
1957,2027
2491,2035
215,429
618,2137
1444,1339
884,830
1163,1268
731,706
1758,615
110,2378
703,1381
690,1521
1734,456
1954,956
150,856
899,1966
1681,444
2335,2193
421,1857
1217,71
2034,2021
5,1402
2456,1646
560,1655
1930,1144
95,1358
1134,985
260,331
1390,1577
4,1204
796,2474
1430,1719
543,1747
1097,38
31,2218
2205,486
2362,1231
1354,2076
2110,1853
8,684
2013,1213
173,1534
206,722
533,1834
234,1868
1637,1077
1666,14
166,24
1680,731
220,1868
543,1583
1042,2498
353,1260
1901,269
805,671
1155,1148
421,1849
655,1921
384,354
822,893
470,1100
979,371
2219,1051
1739,1720
287,624
1138,571
1548,955
253,788
848,44
1642,1473
394,184
1189,686
2350,1177
1619,663
1607,2231
55,2292
2004,343
252,1005
1167,562
1865,830
770,289
1688,1218
98,772
2386,208
904,2006
1181,129
890,379
1771,404
621,37
2125,1145
194,1720
1959,186
92,1372
1712,367
1431,81
1877,1624
109,890
504,812
589,1631
586,1103
1430,1534
2155,521
2050,1158
2109,883
1893,356
947,1597
760,201
684,1302
434,2096
1562,1944
2105,1946
345,783
999,1315
1003,2056
1777,1404
2499,1091
2400,319
614,179
1623,1174
241,1325
915,2151
107,1972
467,1871
910,584
2028,1386
2357,324
794,1164
1144,633
518,1068
1227,1716
119,1960
862,2004
1130,281
1806,1313
1134,768
355,1954
925,438
532,2419
1991,1710
2327,2093
162,1606
2469,565
483,1640
1694,1712
2272,446
939,1521
1897,1411
249,526
1276,372
1842,1069
1790,923
940,1189
21,528
1712,1944
991,1065
148,576
2061,1835
2148,339
2094,1481
896,615
2237,708
1819,2176
1650,2106
1618,319
775,2320
2082,639
1914,462
1465,1273
2299,811
1557,1526
29,530
696,838
1589,532
1723,532
2113,1633
2286,2123
137,1934
408,1478
1553,61
94,981
1846,1408
32,2036
1233,715
866,1580
1462,1580
632,1159
2057,1484
848,920
1311,2496
2126,825
509,539
547,1460
1614,1705
2227,2406
1926,791
1163,952
790,1257
403,1719
653,1221
90,203
855,2192
2045,1277
1053,657
525,1041
737,1538
317,695
1508,690
2492,417
958,605
2256,1678
956,1344
2075,1796
795,1511
358,877
1767,1449
1895,1842
919,1361
353,167
1472,2283
388,727
459,2044
275,1222
1668,823
2068,1266
1116,2091
2156,1983
170,1559
2397,2435
2420,764
239,619
2227,1006
2089,104
333,49
369,1473
723,958
1814,906
1475,2351
1272,2385
922,1511
1288,2334
1146,1880
1551,272
1191,675
1476,81
612,1052
2180,1177
684,2247
1797,1034
880,1237
412,159
602,2253
2097,1049
948,1626
2447,172
1177,1235
1457,984
846,155
1230,2342
828,533
2038,166
1334,461
2457,763
190,364
657,1229
1799,1114
936,884
633,52
1044,1854
1789,2176
968,2174
1125,2484
1885,1163
1826,504
51,225
1322,1180
33,1587
1751,706
591,2237
1670,1214
829,2377
2346,1733
1419,1926
2355,2396
79,1378
2380,1891
1344,809
166,2052
505,1122
1170,1156
1656,986
263,308
264,689
2204,2220
1171,778
1258,833
677,1776
158,1942
481,2448
319,1352
41,1723
156,2375
2412,1349
2435,1447
9,1986
1441,359
1829,1082
201,1278
310,199
878,1684
727,184
193,1105
1630,504
1391,1042
2269,1053
220,557
577,815
1091,2221
1723,2140
1817,784
1677,2494
2493,324
639,1429
634,382
2406,453
1895,1796
482,2421
248,533
211,154
1502,1877
1811,289
2019,1049
1370,296
2296,1409
1590,50
2012,1091
1659,362
845,623
1144,2385
1382,149
800,970
2022,2184
1735,653
1845,377
1434,914
1823,1436
2436,331
108,1325
1398,1570
780,464
1003,1062
2163,1037
2157,2139
655,340
303,1472
438,363
874,1207
1459,575
109,864
371,1758
636,155
1900,1076
2327,1501
73,2472
1492,226
2429,887
454,2296
496,2222
2383,671
2465,2253
241,1405
2169,353
1154,675
537,2198
244,132
1260,379
869,2184
1759,906
2322,1550
1551,2175
784,853
1734,1927
1292,449
2127,2489
337,1318
2404,135
505,1285
1550,2082
1045,2009
942,1864
2278,732
2344,62
2185,2276
1747,508
205,112
238,1691
2372,1801
672,1843
1860,409
1881,161
1940,1991
972,1515
1224,1460
431,2314
1044,2391
342,682
1628,2409
1999,211
1086,1347
1974,2381
2327,837
1455,148
1151,455
1558,262
1544,1979
1195,1437
2354,418
2358,199
1740,1935
1444,1552
1526,849
1803,1717
660,211
1297,2157
1556,1506
2032,1699
322,1744
1958,2319
2120,2108
303,1796
1687,1305
1248,216
2404,1221
2425,1131
1171,378
93,2478
1766,256
1811,1077
1817,2004
1295,5
1559,2148
994,764
1048,1550
2213,660
1685,1944
589,1604
979,830
2302,625
2080,528
447,529
159,241
2181,1456
2067,2204
1117,1164
775,1376
540,182
448,2498
1511,993
2192,376
1243,1035
1063,1649
1821,666
1215,1770
702,2382
2377,1097
1796,463
2215,746
1141,1280
360,2094
4,2272
533,2200
906,1655
1798,477
1410,1222
2117,2439
554,1152
1174,1192
351,1264
963,1683
2397,1992
2140,677
2169,2492
1925,583
168,236
2417,1769
427,782
1013,2153
2326,1816
1635,2396
892,1743
749,988
2230,251
1328,1024
550,1388
2463,2038
2223,1448
1997,97
525,373
1461,1049
2288,2150
834,1350
1963,1376
2059,1711
199,295
2350,1028
902,2399
2294,2405
1785,766
33,1876
2493,2011
1453,1693
728,656
207,1677
455,913
1738,362
2119,106
1787,1869
1169,875
1040,1254
426,441
175,1607
1377,1625
455,375
1166,1940
1277,800
433,1914
2078,2242
1778,715
949,1085
638,641
408,508
1686,1586
2297,160
1567,1049
228,1960
530,2434
2182,173
612,1896
2072,221
109,1413
977,181
79,843
338,1284
1966,2270
1680,429
832,59
1670,67
94,1869
2373,868
507,606
2428,1425
14,706
487,2303
570,240
1224,584
1690,1253
2297,1451
2376,1477
1755,2388
251,1318
304,840
826,1578
1644,2273
1244,2185
1040,2188
2499,1869
1348,1184
1867,682
2272,2060
819,1896
879,609
1641,1306
1327,1093
142,541
1180,1004
1161,1539
442,1683
390,1426
2476,2156
1879,2297
1929,242
1508,1250
573,1714
2350,406
98,1608
1630,2075
1516,1926
1092,30
509,1658
45,1034
2267,1840
1115,1444
919,895
1467,495
1909,29
2150,1154
415,851
1330,2265
2329,731
1922,401
2359,1714
857,140
171,316
2339,472
2037,114
2286,581
541,2400
1500,496
451,1278
1280,976
2310,2103
109,2409
2158,100
139,1087
332,219
607,1154
2160,1297
2445,2124
1318,2203
23,2105
2386,1951
1119,382
363,2176
398,2060
78,882
2187,2201
1600,419
345,2444
2276,1057
2161,1450
1197,458
1935,1674
1400,2472
2205,485
1759,2256
264,1900
993,1431
1147,506
1018,1454
1260,1474
1586,461
1029,1703
1556,20
1331,1162
279,1724
2121,2172
319,2108
310,360
1793,2370
2291,1916
966,410
2010,1506
1678,396
1610,669
71,91
1853,650
1494,655
520,2478
1067,1237
2267,1045
2032,1576
961,319
70,2069
2118,1509
1874,1715
1075,701
2073,1585
711,1593
266,2436
1712,750
2158,1971
1186,709
2394,401
568,1657
1802,787
1632,1221
1879,915
586,674
1487,1539
1733,195
38,1457
799,1537
525,420
93,1575
2219,106
472,1190
1689,634
1365,1875
1721,1757
1440,1316
1711,1420
1191,842
2409,438
86,854
966,545
2211,421
1447,340
1012,1167
764,1269
1293,526
1946,959
2184,59
2420,827
958,2431
1509,1931
414,479
438,621
1904,691
1768,1295
371,59
256,1947
2104,340
347,19
101,786
776,952
1667,1151
736,2130
587,1326
1618,1575
931,2390
819,1153
1117,475
758,2107
493,1531
1124,1986
2020,2242
1338,646
2226,232
1887,804
663,2449
173,1810
207,459
671,39
551,291
2107,1116
335,2305
35,889
1479,540
1741,1170
2033,1431
249,1662
2260,1305
573,126
1602,2230
2423,1952
1999,107
1803,9
137,284
17,2141
26,714
1841,2153
28,132
1186,2351
1152,341
316,84
10,1661
2308,593
1143,2216
125,1687
853,595
591,2320
699,1690
1257,588
2115,1324
547,371
2362,1830
719,2181
740,1084
1227,2343
488,865
2336,2120
1151,193
1096,2072
1562,198
1916,2168
1523,548
1665,1042
1056,322
194,493
1913,1580
979,811
1655,1105
747,156
9,1533
954,1466
633,1855
1251,1938
28,2046
1482,1402
572,1075
2446,855
758,975
127,466
1655,1875
1745,2364
1482,1806
2092,1303
1011,465
1867,1514
2257,934
1647,1995
1441,1311
195,197
2367,1801
547,548
2445,1318
2030,308
1704,998
1323,1231
888,2126
1652,2260
2292,649
765,406
935,1379
78,2014
381,2094
413,1097
1427,937
840,1646
1216,1689
1900,2260
2369,2020
396,1441
2455,1773
2406,192
958,1378
418,1380
1874,1996
1340,858
1505,652
2248,1068
2380,1613
52,1217
1685,944
1347,2044
1304,839
1016,1624
351,936
376,2116
1849,1040
1323,457
776,1376
2052,1953
807,497
751,1434
156,2291
1911,1663
429,1773
1139,2115
1835,520
1800,189
793,2097
1627,1916
69,1853
1327,18
1618,1678
1709,1758
1238,1613
1215,856
241,2408
742,1436
1555,1025
521,2004
2073,597
1706,2286
397,1967
1139,374
1869,1766
848,662
473,544
858,1758
1964,428
1312,2327
164,2061
2110,1299
384,1897
740,877
1049,961
358,1671
1408,2027
1578,1636
1978,1023
1993,412
2332,538
1573,1215
935,676
2002,594
1564,2438
1835,589
2126,2007
1290,1668
1861,612
117,1726
2356,2201
2216,910
306,2215
474,1171
1145,914
1523,865
1383,990
1018,119
97,1103
2077,1349
2455,389
473,613
1761,335
264,2474
1385,1009
2404,2352
1863,1209
1893,82
1098,1363
692,582
259,403
2038,1777
2199,1568
1304,262
1015,2092
1804,488
1767,129
1059,873
2291,673
2085,1023
1006,1998
605,435
2067,2075
1021,1525
1743,1568
95,2003
1662,890
1928,2008
2061,764
1968,479
1321,2493
1243,2267
899,2208
1133,1045
2203,473
1921,598
1268,667
387,894
1669,1891
392,145
128,1107
1181,1870
1425,1634
885,260
995,792
1415,1750
188,1138
2413,1679
1605,1124
69,93
1844,1444
2394,1794
2334,422
2075,2246
1571,2323
1496,947
61,699
1302,421
366,1648
1269,786
1614,75
1774,2096
934,322
987,1010
200,2434
1005,2
243,1988
164,48
729,858
1920,1417
1955,1225
39,1290
225,306
1827,254
416,1576
1403,442
1820,860
25,2307
804,632
1943,36
2091,2093
1865,2354
1707,2292
425,679
705,1933
670,2095
1142,1573
1658,1524
273,723
1779,947
1165,513
63,894
1403,534
2099,469
1668,223
1290,2413
1967,1027
324,86
2361,1185
2132,546
1920,2393
236,2002
1229,2397
1664,1066
1350,2333
1837,2014
649,1819
339,1972
1953,2184
392,1009
760,2329
243,1019
2414,618
893,2367
752,2001
2464,112
1972,1695
1373,1142
1281,667
744,1702
637,1729
2328,554
1846,1089
1294,553
806,2115
1049,2132
332,430
1446,439
1251,2361
202,664
1646,1279
791,2345
1653,1114
2077,306
1088,2171
2043,282
2432,1857
2378,496
988,2413
1593,2194
456,1819
1259,756
1817,1964
1831,2382
1074,1393
2091,2066
2309,424
2213,592
789,1210
2460,1001
1169,855
2449,1719
703,629
1440,1396
2385,640
64,1849
2083,2056
2436,885
1378,1610
1915,1425
945,1924
1096,382
87,2291
173,802
2474,1423
1384,286
290,1411
1385,142
1837,2349
198,1535
790,1374
900,766
1998,375
1626,1572
515,2413
1591,434
147,397
1056,2404
793,1839
805,84
596,1156
2226,854
526,2327
1200,1797
722,2105
1232,66
77,12
2342,2259
567,1133
415,2179
1472,2256
1618,2077
2482,2500
1032,29
1175,926
236,1397
2356,2289
1978,876
228,902
2008,944
2439,1403
1389,189
375,1667
2490,1494
1900,1405
701,597
2030,1882
767,765
345,1049
2199,640
92,2159
955,1521
444,2239
1645,2234
322,1040
706,85
767,718
2059,1781
1116,1732
1601,2035
1529,1001
860,1426
1578,236
664,1409
1295,2270
2129,2120
788,1995
824,1083
2497,554
1095,1965
110,946
1729,1989
2141,791
1015,503
965,110
873,565
76,1283
404,1560
2094,457
1596,2178
2343,2229
752,1064
1954,1367
1503,1736
1647,732
5,1169
2096,2146
1637,234
999,783
2145,719
134,1414
1967,833
1017,469
1637,1182
1474,975
1881,645
733,991
1344,1323
1299,1557
2500,1094
1418,944
1626,2458
470,1502
2458,1904
1734,1206
2318,840
2200,1486
1997,1349
1605,304
994,1541
1783,146
1204,2017
2318,792
553,1966
1656,2071
2074,2131
1401,1893
1376,1176
2219,2223
2244,1349
229,135
108,2493
1301,1926
874,655
518,2132
1881,1985
829,920
1547,1676
713,1794
1038,825
2496,1186
2471,1606
1860,2084
2464,1392
2290,2145
1405,1578
516,2313
1758,2481
308,1953
2414,2117
1187,706
47,209
1127,314
1124,1536
66,1186
1619,1846
1774,2026
884,1610
498,2408
2077,2411
146,2499
2337,2183
657,1803
454,940
1390,396
1994,1160
1352,2179
1941,2110
1335,1705
2095,762
1050,511
1195,2287
828,1586
198,1594
2084,179
1697,2360
1368,1596
2378,1355
2124,192
1490,465
206,1031
814,759
400,2284
339,1046
1753,2006
1189,15
267,2409
2112,737
2202,1560
355,1935
126,770
2364,267
1701,41
1030,2462
1981,1194
1578,1847
164,1915
1430,478
1471,1679
1062,289
2466,410
1089,229
1733,780
180,693
1137,1755
1490,1980
46,1144
780,653
1022,1703
1141,1526
93,1795
865,1120
355,45
1290,1930
614,510
880,2103
1445,2291
1323,1977
2429,512
157,1515
715,2346
1259,2359
1091,1810
2378,924
1629,278
1888,1521
392,2470
734,1681
1542,1769
626,793
461,1016
650,1576
74,1625
1212,2376
510,189
1639,208
1430,2289
2497,73
2134,965
280,1332
27,1822
1898,2372
1175,2329
872,1314
237,711
2294,1523
1510,2113
49,233
1484,742
1311,928
2078,1124
768,525
1766,1124
487,469
1226,718
520,1470
1901,1046
2432,1099
713,701
458,283
822,598
948,795
155,2142
577,116
1269,1268
210,523
1149,2078
1580,642
1579,2091
297,378
1759,240
1234,1569
1646,603
1926,104
1098,2303
702,1161
2344,1125
1718,168
795,624
2042,597
1987,318
1801,82
99,1428
1542,1885
2271,1596
1734,1975
904,857
2417,199
1660,2354
1043,1344
2461,1875
22,687
88,128
1759,1854
2183,588
606,286
1576,1912
88,1878
1603,1387
356,1756
744,2225
3,979
2161,992
1282,778
2033,62
528,419
309,1335
274,2405
1970,1708
1872,1336
1430,1623
244,754
1314,13
2083,843
2106,393
2036,643
826,1769
1204,741
1564,928
1854,558
2146,973
1441,101
1836,781
1988,577
1378,2454
750,77
2460,2296
2181,1821
2256,2281
807,1101
956,233
602,404
1585,365
372,825
1017,1458
1916,1487
1465,1291
2339,1677
717,1310
1858,2197
407,286
607,315
2372,1043
1857,2115
623,973
1311,389
2440,1344
1117,917
864,2242
293,1683
2372,904
1893,65
907,676
1455,788
2269,839
1790,2435
928,1482
1177,1027
1885,1924
1271,2071
2035,1201
388,288
678,735
1425,596
990,1682
1964,562
321,2382
1085,554
2315,2284
1446,351
560,1874
2358,124
815,1098
828,2491
254,500
484,1477
1601,1656
591,393
939,189
1401,916
1372,222
1716,1469
1382,2366
356,1090
1090,868
1473,57
2085,1685
2465,2301
533,1350
851,1412
1403,483
348,2367
512,1798
1365,2318
2370,2308
2371,1408
2115,1516
1676,1946
277,1614
1484,1884
1953,1337
1742,967
939,1043
1003,2384
1952,1605
1882,1165
1813,2281
731,1256
959,1222
2327,1291
584,1173
1726,492
2114,404
2290,1627
642,473
1771,1300
651,1165
270,87
839,1309
1376,73
863,1817
2193,241
496,2003
467,2500
1226,692
1391,2246
581,2026
2476,862
1671,899
1689,556
907,344
2465,1050
2461,1664
308,1829
1790,89
1271,8
490,2035
1485,1493
150,2064
77,1870
1535,1155
40,1241
699,1172
1458,1253
346,529
2118,808
1978,1174
1173,1354
1164,178
584,1309
1859,969
2262,2229
1442,1064
1050,1476
2336,864
2466,2440
1990,283
294,616
571,1089
157,2285
979,1870
291,2277
1135,143
605,2411
327,15
1290,1850
1223,688
487,1873
1868,2458
2212,2213
1369,1647
60,600
635,2078
983,1264
1583,1923
509,1804
1946,960
1665,865
254,876
1852,2471
1397,1176
447,863
1821,1603
1605,2230
774,523
133,414
1352,964
1220,741
468,1509
1667,916
105,1692
145,512
581,213
305,2386
911,1372
197,1545
50,837
1833,1636
1441,1830
2244,1878
2239,2162
1416,1045
2262,888
1186,977
1858,1068
2099,1924
1425,2346
1754,537
2484,2407
846,859
519,1910
1161,1936
1223,2323
1216,1479
1479,612
636,630
393,2341
95,2452
1758,411
1675,7
1645,759
1424,167
1356,1594
1263,1454
1269,1081
295,406
395,884
2238,1441
987,1282
546,449
2239,1079
2167,136
76,894
1772,158
213,2188
2128,1680
2031,2428
41,551
991,1924
1185,318
523,1811
1780,971
292,57
2440,1899
2089,658
2025,2086
1595,1850
787,1770
2156,1973
2403,1124
2461,1966
106,2220
2092,2004
783,1855
26,34
1132,2175
1474,2178
1216,1640
972,2181
1205,1753
811,591
974,887
2133,1275
1601,81
867,1535
1810,939
972,269
2112,342
1786,1343
1544,883
1515,1593
1222,398
2054,340
838,1469
2003,2077
2030,2002
147,1687
1191,2062
759,1340
2173,435
1480,149
1453,1184
2057,1149
1690,1786
1619,402
917,726
243,1860
939,388
1998,1207
1284,271
22,2283
2310,1031
1604,391
1134,1074
2299,1919
2459,1072
212,34
700,1653
1557,1630
688,860
179,1403
113,1039
1747,1852
1622,1001
750,1880
1607,186
320,1471
1988,894
591,777
2273,1730
425,1052
1180,1397
245,1547
1773,2058
1608,1728
1858,2185
27,1465
256,1499
2172,2449
2131,714
425,1583
1115,1976
1062,1254
299,642
1438,423
1876,869
1776,2015
1679,2070
578,315
871,1687
137,872
374,1039
143,173
78,2127
2384,1180
1564,2198
1484,142
219,370
2278,2227
1644,763
2267,239
132,2372
984,2074
2337,1664
2475,2366
2393,479
1327,1673
1914,261
1633,1073
2208,135
523,1366
2195,2315
1014,661
1493,227
103,1759
1982,613
986,1974
273,363
244,460
1666,2309
1716,1139
1408,1448
1574,2388
698,905
2415,63
982,2178
1694,2456
1993,1430
2088,829
748,176
1902,599
211,1864
1938,1048
1034,1739
546,780
236,292
1432,2479
458,918
1130,1656
925,1002
593,2061
876,2162
2335,1894
1136,1223
2109,600
1767,806
487,1540
1022,720
178,2168
1210,1177
2044,2219
1198,1748
2123,2129
2228,1901
764,1350
2253,1355
2362,2276
950,1316
33,1294
310,2045
506,1741
882,1989
563,847
1720,192
1841,836
2232,28
844,1245
1854,1581
1487,584
522,1935
993,547
890,843
1086,2406
992,1510
1433,2049
1798,25
417,731
956,1658
563,1692
2276,1701
2460,1890
924,200
1496,130
1367,2452
38,2232
583,294
787,2403
1739,607
2197,1052
621,2048
120,1094
2082,2256
2218,1302
412,2037
410,2084
1656,1208
1411,435
814,2407
975,654
1793,742
222,2042
2040,579
1355,423
563,27
1243,2450
1674,2392
249,914
28,1749
1767,329
2323,2383
326,1715
2488,806
257,574
969,921
1512,1161
2035,900
458,2014
1244,2265
18,427
2157,1114
2378,748
985,2360
298,1447
1559,2183
1677,1897
1573,1506
151,56
1925,636
787,298
793,1315
471,2280
2083,2304
1036,1921
1402,625
568,1408
726,303
1890,178
1881,2389
631,566
257,1631
841,1340
2384,1361
2493,2280
2223,2349
723,1170
2266,788
2348,1385
949,2192
2100,1086
1265,1167
1985,355
1279,2186
79,2047
1384,2151
1169,1874
953,691
753,614
1424,2054
2271,1843
2366,248
767,1468
93,1840
1582,1675
