idI,IdC
272,80
273,3158
274,3166
275,2055
276,224
277,3186
278,4406
279,3923
280,2265
281,4816
282,553
283,2705
284,2481
285,644
286,623
287,2051
288,1455
289,142
290,892
291,4894
292,4713
293,1171
294,1422
295,898
296,21
297,3827
298,570
299,1172
300,1916
301,1493
302,4516
303,1445
304,4907
305,3130
306,777
307,4712
308,2555
309,59
310,1081
311,4701
312,2668
313,3653
314,4647
315,175
316,2431
317,365
318,1772
319,3000
320,2373
321,4303
322,4988
323,4176
324,2862
325,1517
326,3648
327,1389
328,163
329,534
330,1598
331,4530
332,2220
333,2773
334,27
335,4921
336,453
337,1084
338,1447
339,3673
340,2583
341,1630
342,2621
343,4069
344,1011
345,1233
346,4776
347,4622
348,4224
349,4689
350,1658
351,2318
352,3257
353,811
354,4335
355,2729
356,2480
357,1358
358,3030
359,1725
360,1353
361,1108
362,3120
363,3051
364,3223
365,1915
366,3874
367,1609
368,1164
369,884
370,3242
371,2453
372,4732
373,3300
374,977
375,4439
376,1791
377,3712
378,1718
379,2330
380,3956
381,4444
382,2608
383,504
384,3861
385,79
386,4721
387,3589
388,1657
389,461
390,743
391,1746
392,1874
393,350
394,4083
395,1728
396,2731
397,2567
398,1149
399,2455
400,4845
401,3330
402,4495
403,373
404,4002
405,354
406,160
407,2211
408,2131
409,1606
410,3674
411,2776
412,2587
413,1312
414,1220
415,3142
416,2005
417,2925
418,2429
419,3282
420,366
421,1187
422,4532
423,3836
424,600
425,2231
426,630
427,1478
428,4958
429,2953
430,2875
431,1416
432,3288
433,338
434,2509
435,1843
436,1741
437,4378
438,2573
439,595
440,3664
441,4434
442,4899
443,4987
444,4634
445,4016
446,20
447,428
448,3926
449,880
450,2063
451,719
452,797
453,3466
454,861
455,3474
456,2979
457,97
458,1682
459,1697
460,3184
461,3356
462,872
463,1723
464,3780
465,2678
466,2327
467,899
468,4574
469,4521
470,3248
471,772
472,4541
473,4298
474,2872
475,4272
476,842
477,4838
478,945
479,1971
480,3675
481,411
482,1631
483,4127
484,186
485,2525
486,4032
487,4748
488,4019
489,2491
490,4230
491,3547
492,4957
493,1522
494,2530
495,1450
496,2730
497,1749
498,1943
499,4489
500,1156
501,2081
502,2238
503,2991
504,3420
505,4238
506,4715
507,4779
508,3852
509,4419
510,967
511,4151
512,1744
513,1153
514,2736
515,1505
516,4945
517,3260
518,4225
519,1334
520,4100
521,2710
522,562
523,686
524,2806
525,4065
526,3440
527,4145
528,3425
529,1381
530,3108
531,28
532,1603
533,3301
534,2612
535,3221
536,2757
537,4508
538,4935
539,4329
540,1327
541,3281
542,2635
543,983
544,4652
545,2622
546,2699
547,182
548,3876
549,393
550,3679
551,1944
552,317
553,2890
554,3501
555,435
556,4352
557,1965
558,4087
559,810
560,4063
561,3991
562,129
563,3456
564,3893
565,2127
566,4556
567,2814
568,3561
569,524
570,3868
571,233
572,4477
573,1392
574,3479
575,2149
576,1228
577,2682
578,3632
579,1824
580,1062
581,2500
582,1421
583,755
584,1926
585,1140
586,108
587,362
588,1694
589,2393
590,2439
591,950
592,3662
593,1902
594,4216
595,424
596,2964
597,809
598,3133
599,236
600,2155
601,1534
602,3500
603,328
604,2132
605,4269
606,4013
607,3380
608,4108
609,269
610,2133
611,1820
612,1010
613,740
614,4632
615,1847
616,4128
617,1294
618,4136
619,4190
620,851
621,4573
622,1463
623,1267
624,2534
625,4509
626,1733
627,2039
628,2190
629,4570
630,1578
631,1959
632,2867
633,2140
634,2053
635,4633
636,2687
637,3193
638,2351
639,4930
640,4597
641,2440
642,1037
643,3218
644,1147
645,2521
646,4703
647,3333
648,2747
649,3457
650,4399
651,214
652,4526
653,4745
654,2628
655,4338
656,3398
657,4970
658,4059
659,1582
660,1456
661,464
662,2998
663,2281
664,3805
665,2085
666,1712
667,4037
668,3973
669,3225
670,1215
671,2111
672,4474
673,3509
674,2107
675,2113
676,3429
677,3011
678,3060
679,4324
680,3580
681,3332
682,493
683,2882
684,232
685,4443
686,3778
687,2096
688,3296
689,1910
690,3825
691,2733
692,959
693,860
694,3318
695,4750
696,866
697,241
698,1200
699,4995
700,4663
701,2126
702,2529
703,2631
704,3106
705,709
706,4165
707,1041
708,3597
709,4414
710,421
711,63
712,4046
713,578
714,1195
715,3629
716,2333
717,3213
718,4510
719,242
720,402
721,3706
722,3737
723,699
724,1863
725,615
726,1290
727,951
728,4221
729,3087
730,392
731,1818
732,4517
733,2527
734,4012
735,518
736,2917
737,1241
738,2898
739,2722
740,3097
741,4588
742,1906
743,4967
744,1179
745,58
746,16
747,4097
748,3781
749,3170
750,271
751,347
752,4928
753,4479
754,3006
755,3519
756,1093
757,4685
758,1504
759,624
760,3467
761,140
762,2916
763,733
764,4869
765,4795
766,4487
767,1418
768,1298
769,4887
770,4184
771,2203
772,3095
773,1771
774,4582
775,4728
776,440
777,2419
778,364
779,4360
780,2276
781,189
782,3915
783,1879
784,3073
785,2444
786,2454
787,2087
788,3113
789,4810
790,4893
791,2246
792,1050
793,2036
794,4630
795,886
796,1260
797,3866
798,1268
799,4470
800,1107
801,173
802,1857
803,1941
804,4356
805,1940
806,1490
807,4027
808,1854
809,609
810,1646
811,2366
812,1489
813,856
814,2899
815,4317
816,1315
817,2109
818,40
819,1955
820,1044
821,3622
822,183
823,832
824,248
825,3238
826,3262
827,3371
828,2360
829,143
830,1013
831,263
832,1558
833,1702
834,3405
835,1832
836,4494
837,1740
838,254
839,4429
840,2097
841,4400
842,4144
843,817
844,2250
845,1485
846,3029
847,2369
848,2410
849,2420
850,3027
851,3995
852,2449
853,3967
854,2868
855,1408
856,3245
857,1148
858,2840
859,4613
860,500
861,4600
862,4025
863,386
864,3521
865,3751
866,800
867,13
868,2989
869,3740
870,2982
871,588
872,2590
873,1900
874,1185
875,1470
876,3017
877,2971
878,4956
879,1305
880,2960
881,3083
882,637
883,1580
884,2943
885,3925
886,95
887,1950
888,93
889,3316
890,3041
891,2139
892,585
893,4624
894,3891
895,61
896,3670
897,4955
898,1256
899,4105
900,870
901,4819
902,1452
903,4263
904,4557
905,4646
906,15
907,1338
908,2404
909,4412
910,4976
911,2511
912,3647
913,352
914,3566
915,1125
916,1882
917,4447
918,646
919,190
920,4158
921,3334
922,3486
923,1684
924,1301
925,4746
926,3625
927,4009
928,3902
929,3961
930,901
931,2797
932,3408
933,1898
934,2647
935,2161
936,3127
937,4943
938,1885
939,1886
940,1466
941,339
942,62
943,171
944,2310
945,4730
946,2325
947,295
948,4696
949,4687
950,4172
951,1051
952,1342
953,2850
954,1747
955,1562
956,4348
957,3473
958,1835
959,928
960,2384
961,1249
962,4208
963,199
964,1907
965,2691
966,442
967,4322
968,3998
969,850
970,3096
971,1652
972,382
973,3831
974,1295
975,1173
976,4519
977,636
978,4885
979,2802
980,1966
981,713
982,3584
983,4700
984,3833
985,3195
986,1596
987,2120
988,4614
989,917
990,4404
991,3393
992,1049
993,1464
994,5
995,4407
996,184
997,510
998,1186
999,4964
1000,4198
1001,1648
1002,3549
1003,2339
1004,3342
1005,2273
1006,3600
1007,1781
1008,2150
1009,2341
1010,297
1011,4605
1012,147
1013,2545
1014,2484
1015,612
1016,3202
1017,1023
1018,449
1019,2892
1020,4635
1021,2648
1022,3086
1023,4854
1024,1622
1025,1692
1026,953
1027,3932
1028,3204
1029,2716
1030,4620
1031,4770
1032,2752
1033,1690
1034,3835
1035,145
1036,4186
1037,4873
1038,3111
1039,954
1040,3338
1041,2221
1042,1845
1043,2904
1044,497
1045,1026
1046,3527
1047,4905
1048,1516
1049,443
1050,2591
1051,736
1052,2167
1053,1601
1054,3885
1055,4897
1056,3364
1057,4267
1058,2367
1059,1912
1060,2193
1061,3325
1062,775
1063,2094
1064,114
1065,3172
1066,50
1067,2981
1068,4586
1069,2533
1070,3610
1071,1483
1072,3122
1073,1897
1074,4072
1075,4458
1076,3076
1077,4330
1078,1527
1079,3161
1080,1224
1081,3750
1082,1655
1083,1659
1084,690
1085,1650
1086,4001
1087,3251
1088,4328
1089,701
1090,4780
1091,2425
1092,3407
1093,4248
1094,4619
1095,1775
1096,3109
1097,7
1098,2214
1099,1720
1100,4604
1101,3455
1102,4452
1103,4798
1104,1678
1105,885
1106,848
1107,1848
1108,822
1109,341
1110,3222
1111,1429
1112,2942
1113,3163
1114,4096
1115,3277
1116,1665
1117,4658
1118,4937
1119,4249
1120,4367
1121,2651
1122,2067
1123,4977
1124,4797
1125,3211
1126,4865
1127,3129
1128,4007
1129,2495
1130,2696
1131,2452
1132,3586
1133,77
1134,4631
1135,349
1136,4775
1137,31
1138,2970
1139,4549
1140,2285
1141,3397
1142,2370
1143,2397
1144,3169
1145,685
1146,1557
1147,1695
1148,1380
1149,4777
1150,1486
1151,1618
1152,3302
1153,1614
1154,2885
1155,3640
1156,1194
1157,1236
1158,2200
1159,4829
1160,879
1161,1237
1162,3880
1163,1325
1164,1590
1165,152
1166,3686
1167,303
1168,3020
1169,4898
1170,3276
1171,187
1172,1803
1173,37
1174,4309
1175,1137
1176,3048
1177,3138
1178,1680
1179,838
1180,2677
1181,4332
1182,3764
1183,433
1184,976
1185,935
1186,3980
1187,1442
1188,3609
1189,2516
1190,4305
1191,3224
1192,4109
1193,3560
1194,3009
1195,3899
1196,1814
1197,383
1198,3542
1199,4068
1200,262
1201,1204
1202,2869
1203,985
1204,2024
1205,4391
1206,3174
1207,854
1208,752
1209,4555
1210,1932
1211,283
1212,1946
1213,2387
1214,4830
1215,1807
1216,3731
1217,4240
1218,2176
1219,3716
1220,1242
1221,2261
1222,508
1223,2656
1224,4985
1225,4397
1226,2586
1227,321
1228,1616
1229,4291
1230,425
1231,1710
1232,4805
1233,2225
1234,1905
1235,3814
1236,3872
1237,4673
1238,3627
1239,457
1240,4353
1241,1909
1242,4266
1243,52
1244,4375
1245,3768
1246,3321
1247,2561
1248,3515
1249,622
1250,3649
1251,2028
1252,223
1253,2476
1254,3494
1255,829
1256,2811
1257,2879
1258,779
1259,4491
1260,1412
1261,4889
1262,947
1263,177
1264,3790
1265,4213
1266,1753
1267,2033
1268,1698
1269,3595
1270,178
1271,372
1272,734
1273,4989
1274,2816
1275,2793
1276,827
1277,1721
1278,4436
1279,3310
1280,853
1281,3977
1282,22
1283,3346
1284,4290
1285,1506
1286,4115
1287,2693
1288,1003
1289,68
1290,4106
1291,565
1292,1826
1293,2909
1294,3387
1295,4861
1296,4111
1297,3461
1298,3945
1299,4724
1300,2915
1301,2558
1302,1635
1303,4433
1304,2112
1305,4802
1306,2685
1307,2354
1308,91
1309,2550
1310,2577
1311,4705
1312,44
1313,1352
1314,2259
1315,3788
1316,3829
1317,3070
1318,516
1319,2152
1320,4726
1321,889
1322,2309
1323,257
1324,4925
1325,2290
1326,1970
1327,3668
1328,2632
1329,1804
1330,4342
1331,4480
1332,1715
1333,2324
1334,1150
1335,1054
1336,2092
1337,3518
1338,3028
1339,3141
1340,2066
1341,2817
1342,693
1343,2328
1344,3786
1345,731
1346,2600
1347,698
1348,1538
1349,3654
1350,1433
1351,1414
1352,2263
1353,710
1354,4454
1355,2258
1356,3929
1357,4990
1358,1778
1359,300
1360,3739
1361,496
1362,2199
1363,2165
1364,2294
1365,4702
1366,3280
1367,1318
1368,2649
1369,3298
1370,4265
1371,1141
1372,1370
1373,4093
1374,161
1375,1862
1376,3046
1377,3656
1378,1028
1379,3858
1380,798
1381,4392
1382,3207
1383,2332
1384,4978
1385,2123
1386,3034
1387,1693
1388,910
1389,2886
1390,4973
1391,3779
1392,1162
1393,4583
1394,2791
1395,1230
1396,4355
1397,2048
1398,3799
1399,1755
1400,2435
1401,410
1402,2810
1403,4649
1404,3572
1405,2839
1406,4923
1407,3943
1408,614
1409,3993
1410,931
1411,3171
1412,3970
1413,4831
1414,4276
1415,2403
1416,166
1417,4082
1418,1734
1419,2395
1420,3432
1421,932
1422,1963
1423,2708
1424,2141
1425,1743
1426,2630
1427,3351
1428,2937
1429,4839
1430,1792
1431,960
1432,1016
1433,1316
1434,311
1435,4544
1436,2344
1437,3710
1438,4809
1439,1155
1440,2418
1441,1739
1442,2173
1443,235
1444,1667
1445,1095
1446,219
1447,697
1448,4535
1449,1367
1450,369
1451,1020
1452,2212
1453,1378
1454,4565
1455,650
1456,1383
1457,3931
1458,4094
1459,3267
1460,3513
1461,1972
1462,2015
1463,1873
1464,1311
1465,2923
1466,572
1467,3651
1468,4379
1469,988
1470,4223
1471,3215
1472,3498
1473,4710
1474,2314
1475,689
1476,3416
1477,2721
1478,4640
1479,117
1480,4966
1481,3784
1482,3775
1483,3444
1484,831
1485,2229
1486,934
1487,2049
1488,873
1489,1514
1490,1573
1491,3137
1492,3151
1493,667
1494,607
1495,2470
1496,168
1497,2271
1498,3711
1499,1330
1500,3209
1501,325
1502,188
1503,2375
1504,579
1505,803
1506,1938
1507,4720
1508,2166
1509,4126
1510,3443
1511,280
1512,355
1513,3510
1514,4872
1515,65
1516,1009
1517,2499
1518,4135
1519,3608
1520,1377
1521,933
1522,4086
1523,1066
1524,1399
1525,507
1526,1453
1527,1388
1528,4812
1529,2364
1530,1157
1531,255
1532,1677
1533,2551
1534,2376
1535,989
1536,2535
1537,2508
1538,963
1539,4075
1540,2398
1541,691
1542,1350
1543,1701
1544,2118
1545,4180
1546,4856
1547,158
1548,3226
1549,267
1550,564
1551,2728
1552,2101
1553,3459
1554,4999
1555,4326
1556,551
1557,3617
1558,4842
1559,4983
1560,3159
1561,4584
1562,1673
1563,3464
1564,852
1565,4543
1566,1553
1567,3383
1568,4448
1569,2016
1570,1853
1571,4071
1572,750
1573,3857
1574,204
1575,3312
1576,4813
1577,3806
1578,1782
1579,2050
1580,2337
1581,722
1582,3516
1583,4374
1584,3384
1585,2191
1586,4327
1587,2777
1588,3232
1589,1060
1590,2655
1591,2526
1592,1494
1593,4295
1594,3693
1595,4717
1596,240
1597,3049
1598,561
1599,4095
1600,3445
1601,4851
1602,4110
1603,3849
1604,1227
1605,3192
1606,2820
1607,4499
1608,2969
1609,2624
1610,2830
1611,4540
1612,1575
1613,1113
1614,2566
1615,1994
1616,3749
1617,3286
1618,843
1619,1953
1620,4125
1621,3869
1622,2171
1623,4299
1624,661
1625,2613
1626,3645
1627,4020
1628,611
1629,1348
1630,3216
1631,2206
1632,2311
1633,2348
1634,3722
1635,2378
1636,251
1637,1132
1638,1277
1639,3947
1640,918
1641,408
1642,4511
1643,2286
1644,3896
1645,883
1646,4156
1647,3140
1648,2741
1649,708
1650,1831
1651,83
1652,2828
1653,1560
1654,2504
1655,4354
1656,1247
1657,1547
1658,3269
1659,2170
1660,2847
1661,3005
1662,2086
1663,1459
1664,1823
1665,3818
1666,309
1667,2492
1668,3035
1669,2706
1670,3038
1671,4944
1672,729
1673,4173
1674,1975
1675,3745
1676,2918
1677,2147
1678,356
1679,4122
1680,763
1681,1142
1682,4932
1683,4363
1684,3684
1685,1498
1686,4281
1687,3092
1688,3002
1689,718
1690,3053
1691,2562
1692,4801
1693,2794
1694,1643
1695,3753
1696,3613
1697,2910
1698,2866
1699,1474
1700,669
1701,1518
1702,2078
1703,4142
1704,4114
1705,1097
1706,3196
1707,2889
1708,4233
1709,2559
1710,1031
1711,3920
1712,987
1713,3593
1714,823
1715,2650
1716,1661
1717,4656
1718,3968
1719,359
1720,1617
1721,4706
1722,4409
1723,716
1724,4578
1725,4938
1726,509
1727,3621
1728,1014
1729,4789
1730,3162
1731,2684
1732,4982
1733,1716
1734,1860
1735,4550
1736,397
1737,2355
1738,3132
1739,2537
1740,970
1741,567
1742,2464
1743,479
1744,1446
1745,1335
1746,3994
1747,3763
1748,4343
1749,1628
1750,2908
1751,2900
1752,360
1753,4766
1754,3667
1755,4074
1756,2988
1757,2574
1758,4132
1759,2638
1760,2838
1761,1816
1762,3618
1763,1633
1764,4373
1765,3155
1766,2072
1767,3075
1768,961
1769,2277
1770,4676
1771,1496
1772,4315
1773,2549
1774,791
1775,3846
1776,1056
1777,705
1778,2012
1779,2819
1780,227
1781,2756
1782,4005
1783,4318
1784,2210
1785,4529
1786,1331
1787,1913
1788,916
1789,4692
1790,4426
1791,3603
1792,3508
1793,2074
1794,1396
1795,1997
1796,2475
1797,1317
1798,991
1799,4336
1800,3888
1801,3901
1802,1933
1803,2919
1804,942
1805,785
1806,1077
1807,399
1808,2297
1809,4349
1810,946
1811,3210
1812,3036
1813,1484
1814,1000
1815,979
1816,3729
1817,4653
1818,444
1819,2954
1820,4587
1821,245
1822,1794
1823,4699
1824,652
1825,208
1826,3185
1827,548
1828,2409
1829,926
1830,3504
1831,4662
1832,4562
1833,1243
1834,3071
1835,43
1836,1360
1837,388
1838,4538
1839,2249
1840,4585
1841,2642
1842,869
1843,149
1844,1671
1845,2326
1846,555
1847,2240
1848,3101
1849,3877
1850,1407
1851,2754
1852,3477
1853,2058
1854,2018
1855,3683
1856,2168
1857,4936
1858,654
1859,4358
1860,55
1861,212
1862,3971
1863,167
1864,1177
1865,3348
1866,2069
1867,2428
1868,610
1869,107
1870,4610
1871,253
1872,4566
1873,3340
1874,1042
1875,4537
1876,2579
1877,244
1878,2283
1879,3482
1880,1319
1881,1427
1882,484
1883,836
1884,2961
1885,2045
1886,1192
1887,3341
1888,599
1889,4445
1890,4469
1891,4285
1892,2667
1893,625
1894,4232
1895,1554
1896,1660
1897,4321
1898,4863
1899,2813
1900,4874
1901,4116
1902,1968
1903,4021
1904,900
1905,3001
1906,613
1907,3652
1908,721
1909,871
1910,4603
1911,3067
1912,3104
1913,3773
1914,70
1915,1929
1916,4876
1917,1264
1918,2548
1919,1410
1920,2887
1921,1914
1922,113
1923,4423
1924,680
1925,558
1926,1786
1927,868
1928,3624
1929,790
1930,4742
1931,3417
1932,1599
1933,4866
1934,3433
1935,4882
1936,4297
1937,3039
1938,2224
1939,1373
1940,2054
1941,3250
1942,2098
1943,398
1944,2178
1945,237
1946,520
1947,2417
1948,4035
1949,4817
1950,2506
1951,1351
1952,1738
1953,4486
1954,2305
1955,2623
1956,3529
1957,4934
1958,2809
1959,3937
1960,1144
1961,4778
1962,1363
1963,528
1964,2287
1965,2235
1966,1343
1967,4323
1968,2186
1969,4747
1970,1296
1971,913
1972,4757
1973,4045
1974,1043
1975,784
1976,3638
1977,906
1978,3439
1979,3969
1980,1300
1981,3344
1982,4800
1983,1415
1984,1275
1985,1799
1986,2944
1987,1595
1988,1662
1989,2692
1990,1817
1991,42
1992,2772
1993,1540
1994,1271
1995,815
1996,4621
1997,2195
1998,1551
1999,3544
2000,3940
2001,2790
2002,1748
2003,3430
2004,2383
2005,583
2006,3741
2007,4160
2008,3152
2009,2119
2010,4231
2011,4041
2012,2493
2013,3350
2014,3623
2015,4870
2016,2822
2017,478
2018,891
2019,2540
2020,1114
2021,4257
2022,1154
2023,3147
2024,3890
2025,1197
2026,3347
2027,949
2028,4962
2029,4194
2030,3362
2031,3615
2032,1760
2033,3981
2034,4857
2035,1434
2036,71
2037,1936
2038,4427
2039,490
2040,888
2041,26
2042,2432
2043,4099
2044,288
2045,1576
2046,664
2047,3008
2048,3798
2049,3992
2050,4450
2051,469
2052,2223
2053,451
2054,3099
2055,1764
2056,4428
2057,1214
2058,2858
2059,3472
2060,1216
2061,447
2062,4525
2063,3253
2064,3761
2065,2593
2066,2372
2067,2637
2068,992
2069,1761
2070,3878
2071,3692
2072,1732
2073,2353
2074,3619
2075,2343
2076,3078
2077,505
2078,2411
2079,4004
2080,2183
2081,2174
2082,405
2083,4325
2084,2883
2085,1719
2086,3379
2087,2458
2088,3563
2089,674
2090,2767
2091,200
2092,3762
2093,1106
2094,4881
2095,1115
2096,3297
2097,4415
2098,3548
2099,2023
2100,3864
2101,2241
2102,3933
2103,499
2104,714
2105,122
2106,3254
2107,837
2108,1411
2109,972
2110,2416
2111,3098
2112,1395
2113,3757
2114,1308
2115,2514
2116,4464
2117,2863
2118,3905
2119,3285
2120,771
2121,4553
2122,4034
2123,3062
2124,1766
2125,1544
2126,4992
2127,3304
2128,1927
2129,3767
2130,1240
2131,154
2132,1259
2133,1080
2134,707
2135,1248
2136,3270
2137,357
2138,3658
2139,2466
2140,1175
2141,1012
2142,1644
2143,1488
2144,4569
2145,2315
2146,4456
2147,169
2148,3424
2149,2674
2150,2007
2151,2198
2152,3506
2153,862
2154,14
2155,2965
2156,4953
2157,3206
2158,4847
2159,2829
2160,1116
2161,2187
2162,660
2163,1118
2164,4364
2165,4820
2166,3726
2167,3470
2168,2940
2169,789
2170,1082
2171,2931
2172,4577
2173,2939
2174,3385
2175,1419
2176,4107
2177,728
2178,3511
2179,4843
2180,1930
2181,4164
2182,3037
2183,450
2184,3441
2185,4218
2186,1861
2187,4033
2188,1104
2189,3809
2190,1354
2191,378
2192,1668
2193,1117
2194,2300
2195,995
2196,4011
2197,4261
2198,1495
2199,3481
2200,3530
2201,1274
2202,4408
2203,2252
2204,1957
2205,1008
2206,4697
2207,3795
2208,2513
2209,2503
2210,1272
2211,4141
2212,418
2213,3989
2214,1299
2215,1431
2216,3228
2217,2921
2218,3175
2219,4623
2220,287
2221,2320
2222,1053
2223,2995
2224,794
2225,3327
2226,4852
2227,3103
2228,657
2229,4725
2230,4288
2231,3796
2232,3180
2233,318
2234,4563
2235,2434
2236,3557
2237,2236
2238,4680
2239,1322
2240,4185
2241,4133
2242,346
2243,2222
2244,282
2245,5000
2246,4457
2247,715
2248,128
2249,2865
2250,2215
2251,329
2252,1822
2253,4924
2254,2461
2255,3118
2256,2597
2257,2541
2258,576
2259,2213
2260,3848
2261,1924
2262,1645
2263,2927
2264,1027
2265,4417
2266,4497
2267,2006
2268,1871
2269,3291
2270,1369
2271,4242
2272,218
2273,1986
2274,84
2275,4188
2276,3789
2277,3534
2278,3231
2279,904
2280,3721
2281,3057
2282,1973
2283,4416
2284,2289
2285,1550
2286,2268
2287,3897
2288,292
2289,3264
2290,407
2291,1574
2292,4737
2293,3033
2294,586
2295,3982
2296,3121
2297,580
2298,1729
2299,1918
2300,3713
2301,881
2302,2703
2303,1992
2304,4270
2305,1103
2306,1372
2307,3435
2308,2596
2309,1591
2310,2108
2311,2990
2312,4064
2313,4612
2314,2978
2315,1270
2316,4166
2317,3730
2318,1340
2319,4686
2320,2124
2321,1281
2322,1869
2323,1937
2324,4101
2325,3569
2326,2091
2327,1251
2328,782
2329,2264
2330,1851
2331,2014
2332,4644
2333,2645
2334,3702
2335,1653
2336,4824
2337,2907
2338,2948
2339,2520
2340,4078
2341,2980
2342,2737
2343,1612
2344,2473
2345,3403
2346,2589
2347,3337
2348,4077
2349,1473
2350,4026
2351,2146
2352,2929
2353,2701
2354,4954
2355,94
2356,4320
2357,319
2358,1234
2359,2968
2360,1649
2361,2385
2362,3287
2363,3587
2364,3883
2365,2891
2366,1480
2367,1552
2368,2575
2369,3462
2370,2679
2371,974
2372,276
2373,1642
2374,1510
2375,4677
2376,4418
2377,1923
2378,4192
2379,1278
2380,1989
2381,3331
2382,1479
2383,4420
2384,3834
2385,4836
2386,375
2387,4449
2388,3979
2389,962
2390,2446
2391,2105
2392,4287
2393,1892
2394,3895
2395,377
2396,3754
2397,2196
2398,876
2399,1577
2400,1709
2401,2019
2402,3476
2403,3263
2404,4518
2405,1284
2406,4617
2407,2771
2408,330
2409,3832
2410,4195
2411,2317
2412,4792
2413,1048
2414,778
2415,522
2416,3115
2417,1528
2418,2783
2419,997
2420,1583
2421,1640
2422,1190
2423,1424
2424,293
2425,2547
2426,2184
2427,1121
2428,1420
2429,601
2430,1812
2431,2216
2432,2607
2433,3950
2434,4413
2435,4030
2436,2248
2437,4912
2438,3059
2439,2994
2440,3388
2441,1201
2442,3867
2443,3381
2444,4313
2445,1193
2446,333
2447,2163
2448,1788
2449,4425
2450,1917
2451,3148
2452,4199
2453,786
2454,3490
2455,1530
2456,4483
2457,1345
2458,3324
2459,3810
2460,1086
2461,1539
2462,2421
2463,2957
2464,2950
2465,4690
2466,582
2467,2208
2468,3715
2469,3928
2470,86
2471,3369
2472,3203
2473,2864
2474,4462
2475,587
2476,2689
2477,1109
2478,1366
2479,4514
2480,2781
2481,1191
2482,3949
2483,3019
2484,2897
2485,1856
2486,1531
2487,481
2488,156
2489,4197
2490,3468
2491,1958
2492,3565
2493,4790
2494,3802
2495,4435
2496,4773
2497,4117
2498,1355
2499,1184
2500,2204
