IdL,verifie,nom
298,1,Oignon
299,1,Chou
300,0,Chou
301,1,Salsifis
302,1,Oignon
303,0,Carotte
304,0,Chou
305,1,Topinambour
306,0,Oignon
307,1,Chou
308,0,Ail
309,1,Oignon
310,0,Salsifis
311,0,Ail
312,1,Chou
313,1,Topinambour
314,0,Chou
315,0,Panais
316,0,Ail
317,1,Salsifis
318,0,Navet
319,1,Poireau
320,1,Oignon
321,1,Betterave
322,0,Oignon
323,1,Betterave
324,0,Salsifis
325,0,Raifort
326,1,Artichaut
327,0,Topinambour
328,0,Oignon
329,1,Panais
330,0,Ail
331,1,Raifort
332,1,Carotte
333,1,Raifort
334,1,Poireau
335,0,Oignon
336,0,Oignon
337,1,Salsifis
338,1,Raifort
339,1,Ail
340,0,Poireau
341,1,Ail
342,1,Poireau
343,0,Betterave
344,1,Ail
345,1,Raifort
346,0,Artichaut
347,1,Navet
348,1,Chou
349,0,Artichaut
350,1,Topinambour
351,1,Panais
352,0,Betterave
353,0,Artichaut
354,1,Chou
355,1,Betterave
356,1,Panais
357,1,Chou
358,1,Artichaut
359,1,Artichaut
360,0,Artichaut
361,1,Betterave
362,1,Betterave
363,0,Raifort
364,1,Panais
365,0,Chou
366,0,Oignon
367,1,Navet
368,0,Betterave
369,0,Ail
370,0,Oignon
371,1,Chou
372,0,Ail
373,1,Artichaut
374,1,Carotte
375,0,Ail
376,1,Ail
377,0,Betterave
378,0,Poireau
379,1,Panais
380,0,Topinambour
381,1,Ail
382,0,Panais
383,0,Chou
384,0,Ail
385,1,Carotte
386,0,Navet
387,1,Oignon
388,1,Poireau
389,0,Navet
390,0,Panais
391,1,Chou
392,1,Ail
393,0,Betterave
394,0,Poireau
395,0,Carotte
396,1,Poireau
397,0,Navet
398,0,Topinambour
399,0,Carotte
400,1,Topinambour
401,1,Navet
402,1,Salsifis
403,0,Panais
404,1,Navet
405,0,Ail
406,0,Topinambour
407,0,Navet
408,1,Panais
409,1,Oignon
410,1,Betterave
411,1,Betterave
412,1,Oignon
413,0,Panais
414,0,Artichaut
415,1,Panais
416,0,Betterave
417,0,Carotte
418,1,Artichaut
419,1,Panais
420,0,Navet
421,0,Topinambour
422,1,Oignon
423,0,Ail
424,0,Raifort
425,0,Poireau
426,1,Navet
427,0,Chou
428,0,Chou
429,0,Betterave
430,0,Oignon
431,0,Chou
432,0,Artichaut
433,0,Salsifis
434,0,Poireau
435,0,Salsifis
436,0,Topinambour
437,1,Topinambour
438,1,Chou
439,0,Ail
440,0,Topinambour
441,1,Carotte
442,1,Salsifis
443,0,Salsifis
444,0,Raifort
445,1,Chou
446,0,Ail
447,1,Poireau
448,0,Navet
449,0,Oignon
450,0,Carotte
451,1,Navet
452,0,Raifort
453,1,Navet
454,0,Chou
455,1,Oignon
456,0,Ail
457,0,Raifort
458,1,Salsifis
459,0,Oignon
460,1,Ail
461,0,Navet
462,1,Panais
463,0,Betterave
464,1,Topinambour
465,1,Carotte
466,1,Oignon
467,0,Ail
468,0,Panais
469,0,Navet
470,1,Topinambour
471,0,Oignon
472,1,Betterave
473,0,Raifort
474,1,Ail
475,1,Oignon
476,0,Raifort
477,0,Topinambour
478,0,Betterave
479,1,Chou
480,0,Artichaut
481,0,Betterave
482,1,Salsifis
483,0,Salsifis
484,1,Raifort
485,0,Chou
486,0,Carotte
487,1,Raifort
488,1,Topinambour
489,0,Chou
490,0,Carotte
491,1,Carotte
492,0,Oignon
493,0,Navet
494,1,Carotte
495,0,Ail
496,0,Carotte
497,1,Salsifis
498,0,Carotte
499,0,Artichaut
500,1,Topinambour
501,1,Topinambour
502,0,Carotte
503,0,Topinambour
504,1,Oignon
505,0,Ail
506,0,Poireau
507,0,Topinambour
508,0,Oignon
509,1,Panais
510,1,Navet
511,1,Carotte
512,1,Ail
513,0,Carotte
514,0,Ail
515,0,Oignon
516,0,Salsifis
517,0,Panais
518,1,Panais
519,1,Chou
520,1,Betterave
521,0,Artichaut
522,1,Artichaut
523,1,Betterave
524,1,Artichaut
525,1,Ail
526,0,Raifort
527,1,Chou
528,1,Topinambour
529,1,Salsifis
530,0,Navet
531,1,Betterave
532,0,Raifort
533,0,Poireau
534,1,Poireau
535,0,Chou
536,0,Raifort
537,0,Artichaut
538,1,Topinambour
539,0,Artichaut
540,1,Ail
541,1,Topinambour
542,0,Carotte
543,1,Salsifis
544,1,Navet
545,0,Panais
546,1,Panais
547,1,Raifort
548,0,Salsifis
549,1,Navet
550,1,Oignon
551,0,Betterave
552,1,Navet
553,1,Betterave
554,1,Artichaut
555,0,Artichaut
556,0,Carotte
557,0,Oignon
558,1,Poireau
559,1,Topinambour
560,1,Ail
561,0,Ail
562,0,Navet
563,1,Carotte
564,0,Salsifis
565,1,Oignon
566,0,Poireau
567,0,Artichaut
568,1,Ail
569,1,Poireau
570,0,Betterave
571,0,Salsifis
572,0,Salsifis
573,1,Navet
574,1,Navet
575,1,Topinambour
576,0,Ail
577,1,Oignon
578,1,Poireau
579,0,Oignon
580,1,Poireau
581,0,Chou
582,0,Raifort
583,0,Navet
584,1,Navet
585,0,Chou
586,0,Panais
587,1,Chou
588,1,Panais
589,1,Chou
590,1,Salsifis
591,1,Carotte
592,0,Oignon
593,1,Topinambour
594,1,Chou
595,0,Salsifis
596,0,Chou
597,0,Betterave
598,0,Salsifis
599,0,Betterave
600,1,Carotte
601,1,Poireau
602,1,Raifort
603,0,Topinambour
604,1,Ail
605,0,Betterave
606,0,Ail
607,1,Panais
608,1,Carotte
609,0,Chou
610,0,Navet
611,0,Topinambour
612,0,Salsifis
613,0,Betterave
614,0,Raifort
615,1,Navet
616,1,Poireau
617,1,Navet
618,0,Oignon
619,1,Topinambour
620,0,Ail
621,1,Navet
622,0,Oignon
623,1,Carotte
624,0,Topinambour
625,1,Betterave
626,1,Carotte
627,1,Panais
628,0,Panais
629,1,Ail
630,1,Artichaut
631,0,Topinambour
632,0,Topinambour
633,1,Artichaut
634,0,Ail
635,0,Panais
636,1,Betterave
637,0,Carotte
638,0,Poireau
639,0,Carotte
640,1,Panais
641,1,Topinambour
642,1,Topinambour
643,0,Raifort
644,1,Ail
645,1,Artichaut
646,0,Topinambour
647,0,Carotte
648,1,Artichaut
649,1,Salsifis
650,0,Panais
651,1,Oignon
652,1,Betterave
653,1,Poireau
654,0,Carotte
655,1,Topinambour
656,0,Panais
657,0,Raifort
658,1,Carotte
659,1,Salsifis
660,0,Poireau
661,0,Betterave
662,1,Salsifis
663,0,Navet
664,0,Artichaut
665,1,Artichaut
666,0,Oignon
667,1,Carotte
668,1,Oignon
669,1,Chou
670,0,Chou
671,1,Navet
672,1,Navet
673,0,Topinambour
674,0,Topinambour
675,0,Raifort
676,1,Navet
677,1,Betterave
678,1,Salsifis
679,1,Oignon
680,1,Raifort
681,1,Panais
682,0,Raifort
683,0,Topinambour
684,1,Raifort
685,1,Topinambour
686,0,Navet
687,0,Salsifis
688,1,Poireau
689,0,Oignon
690,0,Panais
691,0,Panais
692,0,Ail
693,0,Poireau
694,0,Oignon
695,0,Salsifis
696,0,Panais
697,1,Salsifis
698,0,Betterave
699,0,Poireau
700,1,Salsifis
701,0,Poireau
702,1,Salsifis
703,0,Panais
704,0,Salsifis
705,0,Chou
706,0,Oignon
707,1,Carotte
708,0,Chou
709,1,Salsifis
710,0,Oignon
711,0,Panais
712,1,Topinambour
713,1,Panais
714,0,Raifort
715,0,Artichaut
716,1,Oignon
717,0,Chou
718,1,Raifort
719,0,Poireau
720,1,Panais
721,1,Betterave
722,1,Navet
723,0,Topinambour
724,1,Artichaut
725,1,Poireau
726,0,Salsifis
727,0,Ail
728,1,Chou
729,1,Chou
730,0,Ail
731,1,Chou
732,1,Artichaut
733,0,Artichaut
734,0,Panais
735,0,Ail
736,1,Salsifis
737,0,Ail
738,1,Raifort
739,0,Salsifis
740,1,Salsifis
741,0,Navet
742,1,Navet
743,0,Poireau
744,0,Salsifis
745,1,Artichaut
746,1,Carotte
747,1,Artichaut
748,0,Navet
749,1,Panais
750,1,Raifort
751,1,Salsifis
752,1,Panais
753,1,Topinambour
754,1,Panais
755,1,Carotte
756,1,Raifort
757,0,Artichaut
758,0,Poireau
759,0,Chou
760,1,Raifort
761,1,Topinambour
762,1,Artichaut
763,1,Carotte
764,1,Topinambour
765,1,Salsifis
766,0,Salsifis
767,0,Panais
768,1,Carotte
769,0,Poireau
770,0,Panais
771,0,Panais
772,0,Betterave
773,1,Chou
774,0,Artichaut
775,1,Betterave
776,0,Salsifis
777,0,Artichaut
778,0,Artichaut
779,0,Panais
780,1,Panais
781,1,Salsifis
782,1,Chou
783,0,Chou
784,1,Oignon
785,0,Chou
786,0,Artichaut
787,1,Topinambour
788,0,Panais
789,1,Salsifis
790,1,Oignon
791,0,Poireau
792,1,Navet
793,0,Salsifis
794,1,Navet
795,0,Poireau
796,0,Navet
797,1,Ail
798,0,Betterave
799,0,Carotte
800,0,Chou
801,0,Artichaut
802,1,Poireau
803,1,Artichaut
804,1,Chou
805,1,Oignon
806,1,Betterave
807,0,Salsifis
808,0,Topinambour
809,0,Salsifis
810,1,Salsifis
811,1,Topinambour
812,0,Poireau
813,1,Carotte
814,1,Carotte
815,1,Ail
816,0,Ail
817,1,Oignon
818,0,Chou
819,1,Salsifis
820,1,Carotte
821,1,Betterave
822,1,Betterave
823,0,Panais
824,1,Artichaut
825,1,Poireau
826,0,Chou
827,1,Salsifis
828,1,Chou
829,1,Carotte
830,1,Oignon
831,1,Salsifis
832,0,Chou
833,1,Betterave
834,1,Panais
835,1,Topinambour
836,0,Panais
837,1,Raifort
838,0,Carotte
839,0,Ail
840,1,Betterave
841,0,Carotte
842,0,Artichaut
843,0,Raifort
844,1,Ail
845,0,Panais
846,1,Poireau
847,0,Raifort
848,1,Topinambour
849,1,Ail
850,1,Ail
851,0,Poireau
852,0,Raifort
853,0,Navet
854,0,Oignon
855,1,Raifort
856,1,Panais
857,0,Raifort
858,0,Chou
859,1,Poireau
860,1,Raifort
861,0,Poireau
862,0,Raifort
863,1,Carotte
864,0,Chou
865,0,Carotte
866,0,Poireau
867,1,Raifort
868,1,Oignon
869,0,Artichaut
870,1,Ail
871,1,Betterave
872,1,Raifort
873,0,Raifort
874,0,Salsifis
875,0,Oignon
876,0,Oignon
877,0,Ail
878,0,Betterave
879,1,Raifort
880,0,Raifort
881,1,Poireau
882,1,Carotte
883,1,Poireau
884,0,Betterave
885,0,Carotte
886,1,Betterave
887,0,Panais
888,1,Oignon
889,1,Salsifis
890,1,Ail
891,1,Poireau
892,0,Carotte
893,1,Topinambour
894,0,Betterave
895,0,Navet
896,1,Chou
897,1,Chou
898,0,Ail
899,1,Panais
900,1,Panais
901,1,Chou
902,0,Poireau
903,0,Topinambour
904,1,Topinambour
905,1,Chou
906,1,Navet
907,0,Oignon
908,0,Ail
909,1,Panais
910,0,Oignon
911,1,Poireau
912,1,Carotte
913,0,Ail
914,1,Raifort
915,0,Topinambour
916,1,Topinambour
917,1,Chou
918,1,Salsifis
919,1,Chou
920,1,Chou
921,0,Oignon
922,0,Carotte
923,0,Artichaut
924,0,Chou
925,0,Salsifis
926,0,Oignon
927,1,Artichaut
928,0,Navet
929,1,Chou
930,0,Navet
931,1,Betterave
932,0,Salsifis
933,0,Navet
934,0,Carotte
935,0,Panais
936,0,Ail
937,1,Poireau
938,0,Raifort
939,1,Salsifis
940,0,Betterave
941,1,Poireau
942,0,Navet
943,0,Poireau
944,0,Betterave
945,1,Raifort
946,1,Topinambour
947,0,Poireau
948,0,Artichaut
949,0,Topinambour
950,0,Salsifis
951,1,Poireau
952,0,Panais
953,1,Chou
954,1,Artichaut
955,1,Poireau
956,0,Betterave
957,0,Artichaut
958,0,Poireau
959,1,Panais
960,0,Poireau
961,1,Betterave
962,1,Salsifis
963,1,Ail
964,0,Oignon
965,0,Salsifis
966,0,Raifort
967,0,Poireau
968,0,Panais
969,1,Navet
970,1,Salsifis
971,0,Carotte
972,1,Ail
973,1,Artichaut
974,1,Oignon
975,1,Oignon
976,1,Panais
977,0,Chou
978,1,Betterave
979,0,Raifort
980,0,Chou
981,0,Poireau
982,0,Chou
983,1,Ail
984,1,Poireau
985,0,Poireau
986,1,Artichaut
987,0,Navet
988,1,Topinambour
989,1,Carotte
990,0,Oignon
991,1,Poireau
992,1,Carotte
993,0,Topinambour
994,1,Carotte
995,0,Chou
996,1,Salsifis
997,1,Carotte
998,1,Oignon
999,1,Carotte
1000,1,Oignon
1001,0,Artichaut
1002,1,Panais
1003,0,Raifort
1004,0,Panais
1005,0,Betterave
1006,1,Oignon
1007,1,Poireau
1008,0,Topinambour
1009,0,Artichaut
1010,0,Salsifis
1011,0,Chou
1012,0,Ail
1013,1,Raifort
1014,1,Ail
1015,0,Poireau
1016,1,Chou
1017,0,Navet
1018,1,Carotte
1019,0,Salsifis
1020,0,Panais
1021,1,Topinambour
1022,0,Navet
1023,1,Chou
1024,1,Oignon
1025,1,Panais
1026,1,Artichaut
1027,0,Carotte
1028,0,Navet
1029,0,Poireau
1030,0,Betterave
1031,1,Ail
1032,1,Betterave
1033,0,Oignon
1034,0,Chou
1035,1,Topinambour
1036,1,Artichaut
1037,0,Carotte
1038,0,Poireau
1039,1,Topinambour
1040,1,Chou
1041,1,Oignon
1042,0,Betterave
1043,1,Navet
1044,0,Raifort
1045,1,Chou
1046,0,Carotte
1047,0,Artichaut
1048,0,Navet
1049,1,Navet
1050,1,Betterave
1051,0,Ail
1052,0,Artichaut
1053,1,Ail
1054,0,Artichaut
1055,0,Panais
1056,0,Chou
1057,1,Carotte
1058,1,Betterave
1059,0,Betterave
1060,0,Navet
1061,1,Salsifis
1062,0,Betterave
1063,0,Carotte
1064,1,Raifort
1065,0,Chou
1066,1,Topinambour
1067,1,Raifort
1068,0,Betterave
1069,0,Raifort
1070,0,Raifort
1071,1,Betterave
1072,1,Oignon
1073,0,Ail
1074,0,Chou
1075,0,Ail
1076,0,Carotte
1077,1,Topinambour
1078,1,Chou
1079,0,Navet
1080,0,Betterave
1081,0,Oignon
1082,0,Oignon
1083,1,Chou
1084,0,Raifort
1085,1,Salsifis
1086,1,Oignon
1087,0,Carotte
1088,0,Salsifis
1089,1,Salsifis
1090,1,Salsifis
1091,1,Betterave
1092,1,Salsifis
1093,0,Betterave
1094,0,Carotte
1095,1,Carotte
1096,1,Raifort
1097,0,Carotte
1098,1,Topinambour
1099,0,Chou
1100,0,Chou
1101,0,Betterave
1102,1,Chou
1103,0,Navet
1104,1,Raifort
1105,1,Betterave
1106,1,Chou
1107,0,Betterave
1108,1,Chou
1109,0,Navet
1110,0,Navet
1111,0,Carotte
1112,1,Salsifis
1113,0,Salsifis
1114,0,Navet
1115,1,Chou
1116,0,Navet
1117,0,Ail
1118,0,Ail
1119,0,Poireau
1120,0,Carotte
1121,1,Carotte
1122,1,Oignon
1123,0,Panais
1124,1,Salsifis
1125,0,Artichaut
1126,0,Topinambour
1127,0,Poireau
1128,0,Betterave
1129,0,Oignon
1130,0,Raifort
1131,1,Topinambour
1132,0,Carotte
1133,0,Navet
1134,0,Poireau
1135,0,Artichaut
1136,1,Carotte
1137,0,Navet
1138,1,Chou
1139,1,Ail
1140,1,Salsifis
1141,1,Poireau
1142,0,Betterave
1143,0,Panais
1144,0,Salsifis
1145,0,Betterave
1146,0,Carotte
1147,1,Navet
1148,1,Poireau
1149,1,Navet
1150,0,Ail
1151,0,Salsifis
1152,1,Chou
1153,1,Topinambour
1154,0,Salsifis
1155,0,Chou
1156,1,Artichaut
1157,1,Raifort
1158,0,Ail
1159,0,Ail
1160,0,Artichaut
1161,0,Panais
1162,1,Topinambour
1163,1,Carotte
1164,0,Ail
1165,1,Poireau
1166,0,Salsifis
1167,1,Salsifis
1168,0,Navet
1169,0,Ail
1170,1,Panais
1171,1,Salsifis
1172,1,Raifort
1173,0,Ail
1174,1,Chou
1175,0,Chou
1176,0,Topinambour
1177,0,Artichaut
1178,0,Artichaut
1179,1,Navet
1180,1,Oignon
1181,1,Raifort
1182,0,Chou
1183,1,Chou
1184,0,Oignon
1185,0,Raifort
1186,1,Chou
1187,0,Topinambour
1188,0,Navet
1189,1,Topinambour
1190,0,Poireau
1191,1,Carotte
1192,1,Artichaut
1193,1,Salsifis
1194,1,Ail
1195,1,Raifort
1196,0,Navet
1197,1,Salsifis
1198,0,Chou
1199,0,Salsifis
1200,1,Artichaut
1201,1,Poireau
1202,0,Raifort
1203,0,Salsifis
1204,1,Chou
1205,0,Betterave
1206,0,Panais
1207,0,Salsifis
1208,1,Carotte
1209,1,Poireau
1210,1,Artichaut
1211,0,Ail
1212,1,Poireau
1213,0,Topinambour
1214,1,Artichaut
1215,1,Raifort
1216,1,Chou
1217,1,Carotte
1218,0,Topinambour
1219,1,Salsifis
1220,1,Betterave
1221,0,Chou
1222,0,Chou
1223,1,Ail
1224,1,Panais
1225,1,Oignon
1226,1,Navet
1227,1,Poireau
1228,1,Ail
1229,0,Salsifis
1230,1,Chou
1231,0,Panais
1232,0,Salsifis
1233,1,Poireau
1234,1,Ail
1235,0,Artichaut
1236,0,Salsifis
1237,1,Chou
1238,0,Oignon
1239,0,Navet
1240,1,Topinambour
1241,0,Salsifis
1242,0,Carotte
1243,1,Ail
1244,0,Artichaut
1245,1,Oignon
1246,1,Topinambour
1247,0,Navet
1248,0,Raifort
1249,0,Panais
1250,0,Raifort
1251,1,Betterave
1252,0,Topinambour
1253,0,Ail
1254,0,Panais
1255,1,Oignon
1256,1,Topinambour
1257,0,Navet
1258,0,Chou
1259,1,Oignon
1260,0,Salsifis
1261,1,Navet
1262,1,Ail
1263,0,Carotte
1264,1,Chou
1265,1,Poireau
1266,0,Artichaut
1267,0,Navet
1268,0,Salsifis
1269,0,Panais
1270,1,Oignon
1271,1,Salsifis
1272,1,Topinambour
1273,1,Artichaut
1274,1,Chou
1275,1,Artichaut
1276,1,Salsifis
1277,1,Navet
1278,0,Raifort
1279,1,Topinambour
1280,1,Navet
1281,1,Chou
1282,1,Carotte
1283,0,Betterave
1284,1,Ail
1285,1,Poireau
1286,1,Oignon
1287,1,Raifort
1288,0,Navet
1289,1,Carotte
1290,1,Chou
1291,0,Raifort
1292,0,Raifort
1293,1,Artichaut
1294,1,Poireau
1295,1,Panais
1296,1,Poireau
1297,0,Raifort
1298,1,Betterave
1299,0,Topinambour
1300,1,Oignon
1301,1,Poireau
1302,0,Artichaut
1303,0,Panais
1304,1,Panais
1305,1,Panais
1306,1,Betterave
1307,0,Artichaut
1308,1,Artichaut
1309,0,Navet
1310,0,Oignon
1311,0,Navet
1312,1,Carotte
1313,1,Ail
1314,0,Salsifis
1315,0,Carotte
1316,1,Oignon
1317,0,Salsifis
1318,0,Navet
1319,1,Oignon
1320,1,Topinambour
1321,1,Betterave
1322,1,Carotte
1323,1,Poireau
1324,0,Salsifis
1325,1,Salsifis
1326,0,Chou
1327,1,Betterave
1328,1,Chou
1329,0,Navet
1330,0,Raifort
1331,0,Carotte
1332,1,Topinambour
1333,1,Salsifis
1334,0,Navet
1335,1,Carotte
1336,1,Betterave
1337,1,Poireau
1338,1,Panais
1339,0,Poireau
1340,0,Chou
1341,1,Topinambour
1342,0,Betterave
1343,1,Panais
1344,0,Chou
1345,0,Poireau
1346,1,Panais
1347,1,Poireau
1348,1,Chou
1349,1,Chou
1350,0,Artichaut
1351,1,Salsifis
1352,0,Ail
1353,1,Navet
1354,0,Carotte
1355,1,Navet
1356,0,Raifort
1357,0,Raifort
1358,0,Artichaut
1359,0,Salsifis
1360,1,Raifort
1361,1,Raifort
1362,1,Navet
1363,0,Ail
1364,1,Poireau
1365,0,Panais
1366,0,Carotte
1367,0,Ail
1368,0,Chou
1369,0,Poireau
1370,1,Navet
1371,0,Artichaut
1372,0,Poireau
1373,0,Raifort
1374,0,Chou
1375,0,Carotte
1376,1,Topinambour
1377,0,Raifort
1378,1,Ail
1379,1,Chou
1380,0,Poireau
1381,1,Artichaut
1382,1,Artichaut
1383,0,Carotte
1384,1,Poireau
1385,1,Oignon
1386,1,Chou
1387,0,Panais
1388,1,Salsifis
1389,0,Raifort
1390,1,Panais
1391,0,Panais
1392,1,Carotte
1393,0,Topinambour
1394,1,Betterave
1395,1,Carotte
1396,0,Poireau
1397,1,Carotte
1398,0,Betterave
1399,0,Artichaut
1400,1,Raifort
1401,0,Navet
1402,0,Artichaut
1403,1,Poireau
1404,0,Betterave
1405,1,Panais
1406,1,Poireau
1407,1,Artichaut
1408,0,Poireau
1409,0,Carotte
1410,0,Chou
1411,0,Oignon
1412,0,Chou
1413,1,Panais
1414,1,Carotte
1415,0,Salsifis
1416,0,Poireau
1417,1,Chou
1418,1,Topinambour
1419,0,Topinambour
1420,1,Ail
1421,0,Oignon
1422,0,Poireau
1423,0,Oignon
1424,0,Panais
1425,0,Raifort
1426,1,Carotte
1427,1,Topinambour
1428,1,Chou
1429,0,Carotte
1430,0,Betterave
1431,0,Betterave
1432,1,Salsifis
1433,1,Betterave
1434,1,Poireau
1435,1,Artichaut
1436,1,Artichaut
1437,0,Navet
1438,0,Salsifis
1439,0,Carotte
1440,0,Betterave
1441,0,Salsifis
1442,0,Poireau
1443,0,Poireau
1444,0,Chou
1445,1,Chou
1446,0,Betterave
1447,0,Navet
1448,0,Ail
1449,0,Artichaut
1450,1,Poireau
1451,0,Salsifis
1452,0,Oignon
1453,1,Chou
1454,0,Raifort
1455,1,Topinambour
1456,1,Topinambour
1457,0,Panais
1458,1,Salsifis
1459,1,Artichaut
1460,0,Panais
1461,0,Artichaut
1462,1,Navet
1463,0,Betterave
1464,0,Betterave
1465,1,Artichaut
1466,0,Carotte
1467,1,Poireau
1468,0,Poireau
1469,0,Poireau
1470,1,Chou
1471,0,Raifort
1472,1,Raifort
1473,0,Salsifis
1474,1,Topinambour
1475,1,Artichaut
1476,1,Ail
1477,1,Chou
1478,1,Chou
1479,0,Artichaut
1480,0,Artichaut
1481,1,Topinambour
1482,0,Poireau
1483,1,Ail
1484,0,Navet
1485,1,Topinambour
1486,1,Betterave
1487,1,Panais
1488,1,Chou
1489,0,Salsifis
1490,0,Artichaut
1491,0,Carotte
1492,0,Betterave
1493,1,Salsifis
1494,0,Chou
1495,1,Chou
1496,0,Artichaut
1497,1,Chou
1498,0,Salsifis
1499,0,Topinambour
1500,0,Chou
1501,1,Artichaut
1502,0,Poireau
1503,1,Betterave
1504,1,Poireau
1505,1,Salsifis
1506,1,Salsifis
1507,0,Betterave
1508,1,Topinambour
1509,0,Raifort
1510,1,Navet
1511,1,Artichaut
