IdM,nom
325,Centrifugeuse-961
326,Perceuse-133
327,Tour-393
328,Perceuse-658
329,Malaxeur-510
330,Robot-786
331,Fraiseuse-357
332,Tour-263
333,Robot-245
334,Broyeur-224
335,Broyeur-268
336,Tour-715
337,Malaxeur-563
338,Fraiseuse-197
339,Fraiseuse-776
340,Perceuse-251
341,Robot-239
342,Étuve-703
343,Presse-809
344,Convoyeur-462
345,Étuve-534
346,Fraiseuse-461
347,Centrifugeuse-967
348,Perceuse-139
349,Étuve-595
350,Convoyeur-649
351,Tour-364
352,Robot-323
353,Broyeur-538
354,Convoyeur-702
355,Malaxeur-474
356,Étuve-410
357,Tour-803
358,Tour-904
359,Fraiseuse-488
360,Malaxeur-417
361,Étuve-883
362,Convoyeur-699
363,Perceuse-138
364,Perceuse-832
365,Perceuse-354
366,Fraiseuse-526
367,Fraiseuse-269
368,Fraiseuse-432
369,Centrifugeuse-275
370,Centrifugeuse-483
371,Perceuse-702
372,Broyeur-666
373,Presse-431
374,Perceuse-987
375,Étuve-841
376,Broyeur-110
377,Presse-504
378,Perceuse-945
379,Étuve-258
380,Fraiseuse-690
381,Broyeur-145
382,Fraiseuse-741
383,Convoyeur-986
384,Étuve-345
385,Perceuse-198
386,Robot-548
387,Broyeur-646
388,Malaxeur-776
389,Presse-278
390,Convoyeur-721
391,Étuve-179
392,Broyeur-325
393,Malaxeur-846
394,Robot-594
395,Malaxeur-106
396,Tour-638
397,Malaxeur-718
398,Tour-754
399,Malaxeur-199
400,Centrifugeuse-313
401,Fraiseuse-738
402,Convoyeur-243
403,Broyeur-646
404,Broyeur-377
405,Perceuse-189
406,Malaxeur-492
407,Malaxeur-313
408,Fraiseuse-763
409,Fraiseuse-392
410,Broyeur-178
411,Convoyeur-696
412,Presse-309
413,Malaxeur-593
414,Centrifugeuse-320
415,Tour-930
416,Presse-769
417,Fraiseuse-847
418,Étuve-672
419,Fraiseuse-825
420,Fraiseuse-109
421,Étuve-709
422,Étuve-898
423,Tour-277
424,Robot-426
425,Robot-951
426,Broyeur-105
427,Centrifugeuse-213
428,Perceuse-938
429,Broyeur-669
430,Tour-874
431,Centrifugeuse-684
432,Fraiseuse-647
433,Perceuse-892
434,Robot-945
435,Broyeur-942
436,Centrifugeuse-350
437,Étuve-645
438,Presse-479
439,Malaxeur-592
440,Centrifugeuse-653
441,Presse-286
442,Robot-515
443,Fraiseuse-352
444,Robot-876
445,Centrifugeuse-279
446,Presse-791
447,Robot-817
448,Robot-693
449,Centrifugeuse-488
450,Broyeur-158
451,Convoyeur-136
452,Convoyeur-310
453,Étuve-738
454,Centrifugeuse-762
455,Perceuse-675
456,Centrifugeuse-605
457,Convoyeur-996
458,Malaxeur-203
459,Convoyeur-743
460,Broyeur-544
461,Perceuse-384
462,Convoyeur-450
463,Presse-347
464,Étuve-570
465,Robot-606
466,Tour-991
467,Robot-889
468,Perceuse-242
469,Presse-222
470,Perceuse-715
471,Perceuse-501
472,Robot-362
473,Broyeur-925
474,Étuve-258
475,Malaxeur-629
476,Étuve-218
477,Broyeur-557
478,Perceuse-708
479,Perceuse-872
480,Convoyeur-665
481,Fraiseuse-169
482,Perceuse-132
483,Tour-927
484,Robot-465
485,Presse-408
486,Convoyeur-998
487,Centrifugeuse-674
488,Broyeur-242
489,Perceuse-972
490,Fraiseuse-760
491,Robot-155
492,Centrifugeuse-513
493,Convoyeur-135
494,Fraiseuse-266
495,Fraiseuse-895
496,Broyeur-298
497,Étuve-739
498,Malaxeur-274
499,Convoyeur-917
500,Convoyeur-190
501,Malaxeur-766
502,Tour-641
503,Presse-477
504,Perceuse-395
505,Broyeur-446
506,Tour-664
507,Fraiseuse-316
508,Perceuse-333
509,Broyeur-365
510,Tour-778
511,Presse-730
512,Broyeur-322
513,Étuve-335
514,Fraiseuse-380
515,Étuve-526
516,Centrifugeuse-102
517,Perceuse-986
518,Presse-593
519,Perceuse-306
520,Tour-744
521,Convoyeur-288
522,Centrifugeuse-173
523,Presse-876
524,Tour-922
525,Convoyeur-364
526,Robot-937
527,Centrifugeuse-542
528,Fraiseuse-932
529,Centrifugeuse-460
530,Presse-693
531,Robot-602
532,Presse-129
533,Étuve-324
534,Étuve-949
535,Presse-242
536,Étuve-380
537,Malaxeur-512
538,Presse-287
539,Tour-724
540,Perceuse-414
541,Fraiseuse-895
542,Malaxeur-835
543,Perceuse-850
544,Perceuse-951
545,Robot-741
546,Perceuse-299
547,Malaxeur-950
548,Centrifugeuse-836
549,Centrifugeuse-109
550,Tour-569
551,Étuve-751
552,Malaxeur-902
553,Presse-794
554,Centrifugeuse-858
555,Malaxeur-888
556,Fraiseuse-667
557,Malaxeur-469
558,Tour-526
559,Broyeur-181
560,Robot-482
561,Presse-652
562,Presse-540
563,Robot-156
564,Presse-626
565,Malaxeur-744
566,Broyeur-638
567,Convoyeur-455
568,Robot-338
569,Centrifugeuse-203
570,Centrifugeuse-673
571,Perceuse-723
572,Tour-123
573,Perceuse-339
574,Fraiseuse-588
575,Tour-455
576,Fraiseuse-400
577,Robot-769
578,Malaxeur-903
579,Étuve-783
580,Étuve-591
581,Centrifugeuse-935
582,Tour-856
583,Robot-283
584,Tour-649
585,Presse-103
586,Broyeur-150
587,Broyeur-831
588,Étuve-723
589,Robot-525
590,Perceuse-145
591,Robot-319
592,Fraiseuse-631
593,Convoyeur-909
594,Tour-792
595,Broyeur-921
596,Broyeur-323
597,Centrifugeuse-261
598,Broyeur-523
599,Fraiseuse-409
600,Fraiseuse-766
601,Centrifugeuse-601
602,Robot-297
603,Convoyeur-528
604,Centrifugeuse-345
605,Convoyeur-202
606,Presse-200
607,Fraiseuse-796
608,Malaxeur-764
609,Malaxeur-507
610,Tour-907
611,Presse-908
612,Convoyeur-603
613,Broyeur-790
614,Convoyeur-855
615,Convoyeur-381
616,Malaxeur-146
617,Robot-681
618,Centrifugeuse-147
619,Robot-689
620,Fraiseuse-999
621,Fraiseuse-622
622,Convoyeur-328
623,Malaxeur-117
624,Tour-589
625,Étuve-143
626,Centrifugeuse-404
627,Tour-453
628,Fraiseuse-195
629,Broyeur-572
630,Perceuse-782
631,Robot-109
632,Convoyeur-830
633,Centrifugeuse-204
634,Perceuse-913
635,Presse-441
636,Étuve-651
637,Malaxeur-307
638,Convoyeur-888
639,Étuve-542
640,Fraiseuse-112
641,Convoyeur-549
642,Robot-555
643,Centrifugeuse-309
644,Convoyeur-960
645,Presse-944
646,Malaxeur-142
647,Presse-949
648,Tour-264
649,Centrifugeuse-622
650,Étuve-800
651,Presse-592
652,Fraiseuse-891
653,Robot-630
654,Malaxeur-448
655,Centrifugeuse-524
656,Presse-334
657,Malaxeur-213
658,Centrifugeuse-581
659,Tour-352
660,Tour-685
661,Presse-747
662,Fraiseuse-563
663,Presse-212
664,Convoyeur-647
665,Broyeur-658
666,Étuve-181
667,Perceuse-358
668,Convoyeur-506
669,Convoyeur-307
670,Fraiseuse-595
671,Étuve-256
672,Robot-297
673,Malaxeur-622
674,Presse-634
675,Centrifugeuse-964
676,Fraiseuse-675
677,Étuve-552
678,Convoyeur-780
679,Presse-257
680,Perceuse-528
681,Fraiseuse-330
682,Convoyeur-566
683,Malaxeur-297
684,Tour-726
685,Perceuse-735
686,Fraiseuse-697
687,Robot-261
688,Tour-352
689,Malaxeur-257
690,Convoyeur-902
691,Malaxeur-458
692,Tour-929
693,Fraiseuse-586
694,Malaxeur-524
695,Broyeur-263
696,Tour-317
697,Robot-407
698,Fraiseuse-617
699,Presse-550
700,Malaxeur-614
701,Fraiseuse-717
702,Tour-846
703,Fraiseuse-605
704,Centrifugeuse-925
705,Étuve-253
706,Convoyeur-352
707,Convoyeur-195
708,Robot-118
709,Fraiseuse-753
710,Centrifugeuse-818
711,Tour-609
712,Perceuse-283
713,Étuve-920
714,Presse-313
715,Robot-598
716,Broyeur-584
717,Convoyeur-507
718,Centrifugeuse-365
719,Robot-592
720,Malaxeur-274
721,Tour-453
722,Tour-672
723,Étuve-959
724,Perceuse-282
725,Tour-737
726,Convoyeur-905
727,Étuve-986
728,Robot-975
729,Convoyeur-605
730,Presse-877
731,Convoyeur-383
732,Fraiseuse-797
733,Étuve-965
734,Broyeur-366
735,Étuve-109
736,Tour-637
737,Centrifugeuse-420
738,Malaxeur-468
739,Perceuse-436
740,Centrifugeuse-899
741,Centrifugeuse-890
742,Perceuse-928
743,Broyeur-202
744,Convoyeur-699
745,Broyeur-966
746,Malaxeur-545
747,Broyeur-546
748,Fraiseuse-466
749,Presse-463
750,Centrifugeuse-420
751,Fraiseuse-120
752,Presse-568
753,Fraiseuse-613
754,Malaxeur-655
755,Malaxeur-598
756,Robot-322
757,Malaxeur-981
758,Étuve-295
759,Broyeur-822
760,Étuve-299
761,Centrifugeuse-985
762,Convoyeur-617
763,Broyeur-866
764,Étuve-971
765,Centrifugeuse-205
766,Perceuse-197
767,Tour-206
768,Centrifugeuse-219
769,Tour-856
770,Malaxeur-734
771,Malaxeur-780
772,Convoyeur-199
773,Malaxeur-265
774,Tour-911
775,Étuve-266
776,Malaxeur-201
777,Étuve-791
778,Broyeur-826
779,Perceuse-884
780,Étuve-207
781,Broyeur-485
782,Convoyeur-497
783,Convoyeur-958
784,Centrifugeuse-984
785,Broyeur-657
786,Broyeur-523
787,Malaxeur-836
788,Centrifugeuse-290
789,Presse-152
790,Robot-338
791,Étuve-195
792,Tour-541
793,Tour-910
794,Broyeur-461
795,Presse-407
796,Broyeur-370
797,Broyeur-858
798,Convoyeur-387
799,Centrifugeuse-508
800,Presse-481
801,Presse-538
802,Perceuse-525
803,Fraiseuse-176
804,Convoyeur-425
805,Tour-512
806,Étuve-765
807,Fraiseuse-643
808,Fraiseuse-462
809,Perceuse-379
810,Étuve-237
811,Presse-731
812,Broyeur-972
813,Malaxeur-562
814,Perceuse-704
815,Presse-611
816,Broyeur-758
817,Broyeur-648
818,Broyeur-200
819,Convoyeur-859
820,Perceuse-742
821,Malaxeur-162
822,Centrifugeuse-622
823,Tour-837
824,Fraiseuse-181
825,Broyeur-509
826,Étuve-532
827,Fraiseuse-757
828,Malaxeur-702
829,Tour-693
830,Convoyeur-155
831,Malaxeur-493
832,Étuve-249
833,Fraiseuse-937
834,Fraiseuse-656
835,Convoyeur-978
836,Tour-411
837,Broyeur-899
838,Robot-447
839,Presse-544
840,Tour-948
841,Étuve-459
842,Presse-275
843,Malaxeur-141
844,Presse-937
845,Étuve-118
846,Convoyeur-154
847,Étuve-122
848,Robot-427
849,Presse-746
850,Fraiseuse-254
851,Robot-573
852,Convoyeur-946
853,Centrifugeuse-717
854,Presse-964
855,Convoyeur-116
856,Malaxeur-978
857,Malaxeur-645
858,Perceuse-555
859,Centrifugeuse-755
860,Fraiseuse-922
861,Centrifugeuse-760
862,Broyeur-983
863,Étuve-399
864,Centrifugeuse-384
865,Tour-429
866,Broyeur-267
867,Centrifugeuse-559
868,Étuve-537
869,Étuve-686
870,Centrifugeuse-855
871,Perceuse-766
872,Centrifugeuse-227
873,Presse-230
874,Tour-340
875,Fraiseuse-695
876,Centrifugeuse-617
877,Tour-301
878,Étuve-302
879,Centrifugeuse-627
880,Presse-202
881,Convoyeur-678
882,Malaxeur-250
883,Convoyeur-121
884,Broyeur-785
885,Fraiseuse-493
886,Malaxeur-945
887,Centrifugeuse-301
888,Convoyeur-689
889,Broyeur-533
890,Robot-206
891,Étuve-405
892,Convoyeur-153
893,Malaxeur-960
894,Robot-981
895,Fraiseuse-399
896,Malaxeur-287
897,Fraiseuse-437
898,Étuve-307
899,Convoyeur-201
900,Tour-819
901,Tour-698
902,Convoyeur-598
903,Étuve-564
904,Étuve-838
905,Robot-741
906,Perceuse-251
907,Fraiseuse-678
908,Convoyeur-271
909,Robot-586
910,Malaxeur-382
911,Robot-143
912,Centrifugeuse-137
913,Fraiseuse-631
914,Robot-453
915,Fraiseuse-311
916,Robot-803
917,Perceuse-887
918,Tour-734
919,Perceuse-281
920,Tour-498
921,Broyeur-865
922,Perceuse-174
923,Étuve-830
924,Broyeur-177
925,Malaxeur-413
926,Tour-798
927,Broyeur-577
928,Perceuse-924
929,Étuve-941
930,Tour-728
931,Étuve-454
932,Convoyeur-817
933,Étuve-346
934,Convoyeur-854
935,Broyeur-947
936,Perceuse-141
937,Convoyeur-240
938,Malaxeur-188
939,Étuve-165
940,Malaxeur-433
941,Étuve-113
942,Convoyeur-516
943,Fraiseuse-165
944,Perceuse-950
945,Tour-188
946,Fraiseuse-402
947,Étuve-253
948,Convoyeur-416
949,Fraiseuse-983
950,Malaxeur-942
951,Centrifugeuse-295
952,Presse-707
953,Centrifugeuse-413
954,Convoyeur-976
955,Fraiseuse-238
956,Broyeur-847
957,Presse-793
958,Étuve-946
959,Broyeur-636
960,Centrifugeuse-115
961,Broyeur-277
962,Centrifugeuse-450
963,Robot-207
964,Malaxeur-426
965,Malaxeur-147
966,Perceuse-984
967,Centrifugeuse-978
968,Robot-263
969,Convoyeur-231
970,Presse-565
971,Convoyeur-968
972,Presse-350
973,Étuve-496
974,Étuve-732
975,Étuve-586
976,Robot-636
977,Étuve-299
978,Fraiseuse-221
979,Tour-456
980,Fraiseuse-183
981,Malaxeur-751
982,Malaxeur-828
983,Presse-156
984,Presse-862
985,Fraiseuse-352
986,Tour-743
987,Perceuse-650
988,Robot-315
989,Fraiseuse-660
990,Convoyeur-739
991,Étuve-303
992,Étuve-924
993,Robot-693
994,Broyeur-828
995,Perceuse-544
996,Centrifugeuse-637
997,Broyeur-874
998,Malaxeur-430
999,Perceuse-520
1000,Centrifugeuse-781
1001,Presse-422
1002,Perceuse-984
1003,Broyeur-589
1004,Broyeur-198
1005,Centrifugeuse-411
1006,Tour-209
1007,Centrifugeuse-854
1008,Malaxeur-674
1009,Tour-464
1010,Malaxeur-560
1011,Perceuse-979
1012,Centrifugeuse-963
1013,Convoyeur-521
1014,Tour-139
1015,Broyeur-887
1016,Malaxeur-968
1017,Étuve-874
1018,Convoyeur-556
1019,Fraiseuse-387
1020,Perceuse-640
1021,Centrifugeuse-753
1022,Étuve-235
1023,Presse-501
1024,Fraiseuse-645
1025,Centrifugeuse-289
1026,Centrifugeuse-367
1027,Centrifugeuse-386
1028,Convoyeur-603
1029,Broyeur-563
1030,Presse-957
1031,Tour-801
1032,Presse-458
1033,Tour-855
1034,Broyeur-967
1035,Perceuse-580
1036,Étuve-973
1037,Fraiseuse-411
1038,Malaxeur-231
1039,Fraiseuse-978
1040,Robot-985
1041,Robot-178
1042,Broyeur-964
1043,Presse-391
1044,Malaxeur-705
1045,Centrifugeuse-747
1046,Tour-200
1047,Tour-900
1048,Convoyeur-290
1049,Presse-111
1050,Broyeur-685
1051,Presse-203
1052,Centrifugeuse-394
1053,Robot-555
1054,Centrifugeuse-380
1055,Broyeur-412
1056,Perceuse-276
1057,Convoyeur-182
1058,Fraiseuse-896
1059,Malaxeur-862
1060,Convoyeur-189
1061,Convoyeur-373
1062,Étuve-950
1063,Broyeur-243
1064,Étuve-221
1065,Fraiseuse-734
1066,Convoyeur-847
1067,Robot-306
1068,Presse-789
1069,Robot-842
1070,Perceuse-684
1071,Fraiseuse-485
1072,Presse-866
1073,Malaxeur-154
1074,Perceuse-145
1075,Fraiseuse-862
1076,Convoyeur-554
1077,Centrifugeuse-471
1078,Robot-155
1079,Broyeur-246
1080,Malaxeur-701
1081,Convoyeur-372
1082,Convoyeur-418
1083,Broyeur-629
1084,Perceuse-380
1085,Tour-757
1086,Malaxeur-352
1087,Presse-586
1088,Tour-792
1089,Presse-934
1090,Malaxeur-272
1091,Perceuse-594
1092,Robot-843
1093,Convoyeur-216
1094,Fraiseuse-322
1095,Robot-820
1096,Robot-657
1097,Étuve-852
1098,Fraiseuse-963
1099,Robot-370
1100,Perceuse-954
1101,Robot-663
1102,Tour-543
1103,Broyeur-412
1104,Étuve-793
1105,Broyeur-516
1106,Étuve-103
1107,Malaxeur-947
1108,Convoyeur-455
1109,Tour-376
1110,Fraiseuse-203
1111,Tour-313
1112,Centrifugeuse-350
1113,Perceuse-771
1114,Fraiseuse-228
1115,Robot-113
1116,Tour-909
1117,Fraiseuse-334
1118,Malaxeur-283
1119,Robot-384
1120,Convoyeur-785
1121,Fraiseuse-266
1122,Centrifugeuse-741
1123,Tour-980
1124,Broyeur-781
1125,Tour-596
1126,Robot-211
1127,Tour-297
1128,Centrifugeuse-676
1129,Broyeur-597
1130,Étuve-350
1131,Presse-742
1132,Centrifugeuse-177
1133,Fraiseuse-570
1134,Presse-986
1135,Fraiseuse-752
1136,Convoyeur-737
1137,Malaxeur-599
1138,Presse-272
1139,Malaxeur-627
1140,Malaxeur-187
1141,Robot-956
1142,Perceuse-105
1143,Centrifugeuse-115
1144,Étuve-202
1145,Centrifugeuse-661
1146,Broyeur-707
1147,Robot-431
1148,Étuve-277
1149,Tour-671
1150,Presse-596
1151,Broyeur-232
1152,Perceuse-419
1153,Broyeur-798
1154,Presse-146
1155,Presse-604
1156,Malaxeur-156
1157,Convoyeur-354
1158,Centrifugeuse-656
1159,Étuve-773
1160,Étuve-218
1161,Centrifugeuse-658
1162,Perceuse-365
1163,Fraiseuse-449
1164,Étuve-136
1165,Presse-875
1166,Étuve-398
1167,Perceuse-930
1168,Convoyeur-429
1169,Convoyeur-424
1170,Fraiseuse-432
1171,Perceuse-105
1172,Perceuse-832
1173,Centrifugeuse-803
1174,Convoyeur-265
1175,Presse-847
1176,Presse-332
1177,Tour-680
1178,Perceuse-438
1179,Étuve-622
1180,Convoyeur-159
1181,Broyeur-363
1182,Broyeur-613
1183,Centrifugeuse-772
1184,Centrifugeuse-573
1185,Fraiseuse-812
1186,Broyeur-891
1187,Robot-104
1188,Tour-609
1189,Presse-954
1190,Presse-952
1191,Convoyeur-775
1192,Étuve-236
1193,Étuve-803
1194,Tour-228
1195,Robot-543
1196,Convoyeur-291
1197,Tour-858
1198,Broyeur-493
1199,Broyeur-167
1200,Malaxeur-866
1201,Broyeur-229
1202,Malaxeur-851
1203,Tour-696
1204,Fraiseuse-440
1205,Perceuse-206
1206,Convoyeur-993
1207,Presse-274
1208,Centrifugeuse-242
1209,Robot-275
1210,Convoyeur-948
1211,Étuve-391
1212,Robot-248
1213,Malaxeur-814
1214,Convoyeur-248
1215,Presse-421
1216,Centrifugeuse-738
1217,Malaxeur-967
1218,Étuve-261
1219,Perceuse-461
1220,Robot-567
1221,Perceuse-944
1222,Fraiseuse-529
1223,Robot-397
1224,Étuve-395
1225,Perceuse-303
1226,Convoyeur-325
1227,Fraiseuse-842
1228,Fraiseuse-636
1229,Convoyeur-565
1230,Convoyeur-366
1231,Fraiseuse-520
1232,Perceuse-568
1233,Broyeur-305
1234,Étuve-245
1235,Convoyeur-910
1236,Robot-867
1237,Étuve-685
1238,Broyeur-465
1239,Fraiseuse-568
1240,Perceuse-315
1241,Étuve-896
1242,Centrifugeuse-638
1243,Presse-794
1244,Centrifugeuse-773
1245,Perceuse-240
1246,Perceuse-371
1247,Convoyeur-292
1248,Fraiseuse-768
1249,Centrifugeuse-618
1250,Centrifugeuse-145
1251,Presse-334
1252,Convoyeur-443
1253,Broyeur-931
1254,Robot-603
1255,Fraiseuse-844
1256,Malaxeur-218
1257,Perceuse-596
1258,Broyeur-142
1259,Centrifugeuse-688
1260,Convoyeur-376
1261,Convoyeur-694
1262,Tour-549
1263,Robot-370
1264,Fraiseuse-894
1265,Presse-702
1266,Tour-709
1267,Malaxeur-675
1268,Malaxeur-983
1269,Fraiseuse-785
1270,Perceuse-255
1271,Presse-568
1272,Tour-216
1273,Robot-142
1274,Convoyeur-583
1275,Presse-169
1276,Broyeur-929
1277,Tour-150
1278,Fraiseuse-144
1279,Robot-560
1280,Fraiseuse-411
1281,Fraiseuse-138
1282,Fraiseuse-792
1283,Robot-191
1284,Convoyeur-179
1285,Centrifugeuse-238
1286,Convoyeur-891
1287,Centrifugeuse-473
1288,Tour-401
1289,Malaxeur-254
1290,Étuve-236
1291,Centrifugeuse-421
1292,Robot-480
1293,Broyeur-286
1294,Robot-259
1295,Presse-367
1296,Tour-807
1297,Malaxeur-427
1298,Robot-119
1299,Malaxeur-202
1300,Perceuse-314
1301,Perceuse-937
1302,Convoyeur-246
1303,Tour-837
1304,Fraiseuse-429
1305,Étuve-483
1306,Étuve-798
1307,Centrifugeuse-793
1308,Presse-526
1309,Étuve-254
1310,Robot-648
1311,Centrifugeuse-421
1312,Presse-332
1313,Convoyeur-478
1314,Étuve-456
1315,Robot-849
1316,Fraiseuse-750
1317,Malaxeur-305
1318,Fraiseuse-480
1319,Robot-520
1320,Presse-104
1321,Presse-267
1322,Malaxeur-919
1323,Tour-916
1324,Étuve-219
1325,Centrifugeuse-941
1326,Centrifugeuse-439
1327,Convoyeur-199
1328,Broyeur-284
1329,Fraiseuse-140
1330,Tour-256
1331,Convoyeur-772
1332,Perceuse-922
1333,Centrifugeuse-865
1334,Presse-422
1335,Broyeur-581
1336,Convoyeur-374
1337,Broyeur-987
1338,Étuve-161
1339,Fraiseuse-873
1340,Presse-835
1341,Convoyeur-459
1342,Presse-229
1343,Perceuse-158
1344,Broyeur-668
1345,Centrifugeuse-569
1346,Perceuse-771
1347,Étuve-121
1348,Presse-507
1349,Presse-264
1350,Fraiseuse-493
1351,Tour-868
1352,Perceuse-370
1353,Broyeur-801
1354,Robot-881
1355,Étuve-636
1356,Broyeur-273
1357,Broyeur-258
