IdE,certificat_entretien,CodeMembre
234,2023-10-30,76817
235,2008-09-27,73654
236,2023-06-29,46418
237,2023-10-13,66514
238,2002-12-08,55319
239,2013-01-18,52358
240,2012-05-22,93100
241,2010-03-13,98290
242,2004-12-17,97814
243,2003-10-15,17000
244,2023-04-19,98150
245,2020-11-28,7292
246,2019-09-22,20737
247,2011-01-10,65180
248,2007-03-18,13208
249,2021-01-16,73004
250,2009-07-11,56073
251,2019-07-30,83808
252,2010-11-16,37034
253,2016-12-07,54260
254,2020-01-09,1787
255,2010-10-30,48993
256,2002-05-02,49881
257,2008-09-17,91808
258,2021-09-25,37190
259,2002-08-06,75531
260,2008-06-20,66531
261,2008-01-01,50180
262,2012-10-26,98700
263,2005-11-10,88568
264,2004-12-04,46425
265,2002-10-16,12232
266,2010-11-25,6624
267,2002-09-03,69352
268,2023-09-11,83132
269,2017-07-25,27785
270,2003-03-19,17946
271,2005-01-29,10863
272,2012-11-15,41486
273,2001-09-06,21120
274,2006-09-13,26715
275,2005-06-15,50088
276,2008-11-12,11542
277,2004-08-30,82520
278,2009-01-21,22094
279,2008-10-31,48797
280,2005-09-14,73908
281,2009-10-27,56119
282,2022-04-23,52394
283,2019-08-19,53570
284,2007-08-12,57630
285,2021-10-17,23023
286,2010-03-27,80978
287,2002-03-05,45773
288,2003-02-17,59562
289,2024-02-19,94867
290,2015-10-17,15146
291,2024-09-23,99380
292,2014-03-12,66911
293,2022-01-31,96121
294,2005-08-14,1960
295,2022-05-25,95855
296,2021-08-14,61141
297,2000-04-25,62482
298,2018-04-15,13007
299,2020-09-02,23990
300,2020-10-15,70227
301,2002-09-13,66121
302,2020-03-29,49794
303,2016-08-13,57942
304,2011-03-15,29316
305,2004-07-13,85894
306,2004-09-12,12508
307,2020-09-04,26746
308,2001-10-05,91944
309,2011-03-23,39424
310,2002-12-23,62318
311,2023-07-10,83960
312,2022-12-16,5891
313,2019-05-10,94287
314,2012-06-13,91828
315,2016-03-21,69849
316,2000-06-30,69341
317,2009-06-26,40692
318,2017-03-25,67130
319,2018-01-07,57575
320,2022-09-26,43269
321,2008-01-09,49425
322,2023-01-09,71042
323,2019-04-07,15887
324,2010-04-06,10279
325,2005-02-03,75217
326,2012-01-27,60107
327,2017-10-29,35157
328,2011-07-28,83452
329,2015-05-16,40447
330,2013-12-14,30253
331,2017-09-29,24556
332,2013-11-05,89041
333,2012-12-25,61720
334,2000-12-11,28611
335,2024-07-16,27102
336,2002-10-05,27960
337,2013-05-07,69945
338,2005-07-23,78785
339,2001-02-08,26767
340,2006-02-20,65171
341,2011-12-28,77194
342,2007-11-27,82956
343,2012-10-07,32540
344,2005-07-20,87233
345,2023-12-09,13679
346,2019-05-12,67540
347,2008-10-28,15739
348,2018-06-10,41270
349,2001-06-14,63986
350,2024-05-13,34183
351,2021-02-01,6983
352,2014-09-05,72339
353,2015-11-01,39106
354,2021-06-02,11387
355,2007-08-04,22713
356,2020-12-16,11048
357,2003-01-23,23746
358,2000-04-21,55677
359,2012-09-01,78584
360,2015-10-15,41316
361,2022-08-14,66913
362,2020-07-12,31422
363,2016-04-04,99676
364,2018-10-03,91270
365,2012-10-01,61353
366,2022-06-29,99137
367,2004-10-03,61053
368,2015-04-07,60502
369,2020-11-24,24637
370,2020-12-06,33093
371,2015-07-12,67697
372,2023-12-05,78023
373,2001-11-28,29821
374,2000-02-18,7419
375,2001-12-21,96627
376,2019-07-06,41613
377,2023-12-04,60385
378,2022-10-01,37883
379,2002-01-11,20702
380,2010-02-20,79662
381,2018-05-22,78928
382,2010-03-13,31474
383,2018-01-03,30327
384,2008-12-29,19348
385,2012-05-27,77097
386,2011-04-24,17168
387,2008-11-29,50801
388,2008-05-02,94207
389,2004-01-15,64514
390,2009-07-26,6863
391,2004-01-12,47517
392,2021-05-13,32894
393,2003-11-18,56011
394,2012-04-30,90628
395,2012-07-01,5405
396,2015-10-21,13787
397,2022-09-17,7851
398,2023-08-10,24173
399,2024-01-24,63729
400,2015-10-21,80053
401,2008-07-09,92114
402,2005-03-30,7429
403,2013-07-13,76094
404,2016-03-03,22020
405,2022-03-17,13229
406,2015-10-30,65232
407,2009-11-26,19523
408,2011-05-23,83584
409,2015-05-28,69254
410,2019-01-31,46353
411,2017-11-20,89359
412,2007-08-28,16465
413,2003-08-07,29628
414,2000-05-11,89296
415,2024-07-14,31471
416,2011-09-06,22555
417,2004-12-15,80417
418,2015-03-03,4586
419,2007-07-29,79231
420,2021-04-25,2206
421,2012-10-21,57069
422,2005-08-18,48113
423,2009-11-14,48941
424,2010-01-03,80600
425,2024-07-30,47678
426,2007-07-14,50023
427,2012-06-05,23392
428,2021-12-07,81222
429,2007-12-03,33194
430,2023-11-15,84879
431,2012-05-04,66396
432,2003-07-18,47837
433,2010-01-11,8648
434,2019-09-17,92575
435,2014-03-24,18926
436,2006-04-12,35567
437,2016-02-16,3275
438,2019-04-01,71154
439,2008-03-29,92581
440,2006-05-04,73879
441,2023-12-20,97690
442,2024-02-01,71683
443,2023-09-20,45133
444,2023-09-11,86697
445,2007-02-10,13176
446,2015-09-17,7628
447,2001-05-18,48615
448,2006-01-02,23183
449,2016-10-12,51959
450,2017-07-30,74823
451,2010-02-03,14062
452,2011-12-22,34316
453,2009-09-21,40908
454,2012-03-03,43005
455,2017-05-10,35697
456,2005-07-06,6792
457,2009-06-18,75649
458,2022-12-20,33963
459,2003-08-10,79882
460,2012-06-27,57538
461,2007-09-03,99725
462,2012-02-10,44282
463,2002-02-01,86795
464,2002-03-01,28526
465,2009-03-04,18889
466,2003-09-17,20424
467,2012-12-08,12190
468,2012-03-11,75584
469,2024-04-20,34817
470,2019-10-23,1342
471,2014-01-08,62423
472,2001-09-04,73626
473,2021-09-20,60967
474,2002-08-29,66329
475,2012-11-05,31272
476,2015-08-23,1931
477,2008-03-27,48157
478,2009-09-14,14647
479,2021-03-22,84511
480,2020-10-30,13663
481,2015-07-13,36818
482,2014-04-08,52648
483,2011-10-20,2155
484,2006-06-20,51544
485,2004-02-16,64839
486,2001-01-04,34351
487,2002-04-09,39833
488,2007-12-20,24136
489,2004-12-11,50679
490,2021-07-17,28268
491,2005-05-29,38600
492,2016-09-18,51595
493,2006-04-30,34509
494,2005-07-13,91113
495,2011-09-17,95129
496,2019-01-09,20852
497,2017-10-31,65011
498,2006-06-07,53467
499,2018-09-14,50870
500,2004-10-28,74397
501,2005-01-21,79769
502,2019-12-23,88499
503,2002-05-29,99790
504,2020-11-06,6447
505,2016-11-04,88475
506,2019-03-18,14944
507,2020-11-01,67018
508,2007-07-22,44720
509,2017-07-16,87478
510,2007-07-10,62653
511,2016-10-08,3086
512,2000-03-23,36228
513,2018-04-22,56763
514,2013-11-24,50223
515,2000-03-11,62375
516,2007-06-17,91137
517,2016-05-21,73802
518,2008-10-18,47031
519,2000-01-29,19563
520,2000-10-19,91998
521,2020-10-18,86541
522,2024-08-02,81571
523,2004-01-16,52144
524,2011-11-15,60610
525,2017-02-02,5808
526,2019-05-19,4272
527,2019-07-06,60044
528,2024-11-29,14041
529,2010-07-21,48516
530,2012-11-05,4537
531,2017-12-19,25919
532,2003-03-29,8516
533,2018-05-24,77148
534,2014-07-05,14653
535,2001-10-24,53249
536,2005-03-23,6347
537,2016-08-04,44948
538,2024-03-23,35968
539,2018-12-05,15071
540,2022-02-20,75690
541,2001-09-25,11614
542,2000-02-25,75058
543,2008-12-04,72394
544,2000-06-25,36615
545,2002-04-24,94740
546,2008-10-21,40937
547,2017-12-04,13041
548,2007-06-19,68330
549,2020-08-22,57733
550,2003-02-10,19553
551,2009-01-12,83552
552,2003-09-05,83362
553,2009-06-07,70178
554,2007-03-27,71064
555,2008-07-11,84412
556,2014-12-21,86943
557,2010-10-08,30343
558,2021-05-18,3508
559,2017-12-08,30450
560,2000-11-22,62436
561,2014-07-14,16371
562,2022-10-30,72540
563,2018-01-31,50803
564,2010-07-20,42688
565,2019-04-25,97035
566,2004-03-28,49630
567,2016-04-14,93895
568,2012-07-07,34310
569,2002-08-24,37562
570,2015-08-18,72968
571,2022-04-16,54857
572,2001-12-31,35648
573,2017-04-16,81745
574,2006-02-10,27804
575,2009-08-19,97259
576,2023-06-27,34753
577,2003-04-27,57261
578,2017-05-09,93993
579,2004-05-04,90607
580,2020-02-15,60173
581,2023-01-30,71459
582,2017-02-18,3974
583,2007-12-10,89471
584,2010-10-12,30059
585,2014-05-30,92744
586,2012-01-04,95914
587,2011-03-08,73785
588,2012-11-21,34325
589,2001-12-05,47964
590,2000-06-05,63472
591,2020-08-24,77571
592,2021-12-31,99326
593,2008-11-07,60832
594,2004-09-20,43795
595,2010-01-04,38495
596,2013-12-14,85055
597,2001-01-26,27929
598,2012-09-02,63930
599,2011-09-26,38275
600,2017-01-11,10563
601,2001-11-22,75611
602,2005-11-23,18340
603,2001-09-02,60048
604,2005-11-05,49991
605,2023-12-08,62180
606,2007-06-28,61622
607,2015-10-26,20434
608,2001-04-30,18870
609,2010-05-15,44581
610,2023-10-02,89009
611,2000-12-13,96178
612,2015-11-02,93165
613,2023-11-12,30224
614,2008-02-03,31842
615,2011-09-22,8996
616,2003-02-24,38782
617,2022-11-13,21259
618,2003-09-11,2329
619,2011-01-31,32822
620,2014-06-17,9696
621,2003-09-27,85787
622,2018-03-06,12374
623,2022-03-05,15649
624,2004-08-06,77491
625,2023-06-28,43182
626,2010-06-02,35641
627,2009-10-12,11963
628,2017-06-23,25008
629,2001-05-22,31677
630,2009-05-26,653
631,2023-03-23,91378
632,2011-05-06,79325
633,2002-10-12,91924
634,2011-12-24,66204
635,2005-01-02,62881
636,2014-08-27,86992
637,2002-10-19,41838
638,2019-11-12,89519
639,2006-12-25,76274
640,2005-02-23,92385
641,2021-06-12,40599
642,2003-08-25,67903
643,2006-08-28,14395
644,2024-11-06,89210
645,2012-02-03,18230
646,2017-04-05,5306
647,2016-08-01,83398
648,2012-09-25,64000
649,2003-03-17,51257
650,2011-06-24,29732
651,2004-08-03,86891
652,2002-04-26,30474
653,2004-01-27,57254
654,2003-09-20,25146
655,2008-06-30,69800
656,2017-04-20,20828
657,2004-03-13,43297
658,2010-06-13,96194
659,2006-10-25,42604
660,2013-11-04,39669
661,2005-03-24,49382
662,2018-08-16,35427
663,2019-12-09,54405
664,2002-11-18,22410
665,2011-11-22,93516
666,2008-06-02,56793
667,2023-04-15,62919
668,2007-09-08,85321
669,2022-12-10,3736
670,2024-01-23,96400
671,2020-08-26,33222
672,2022-03-30,66588
673,2015-09-27,40998
674,2015-08-16,76088
675,2019-09-20,56204
676,2017-10-22,92343
677,2005-11-04,64547
678,2000-03-11,40157
679,2008-02-05,15747
680,2021-04-04,12195
681,2005-07-22,31648
682,2017-01-07,1940
683,2006-07-02,17514
684,2024-02-15,62384
685,2003-07-24,83792
686,2008-02-23,54530
687,2009-11-06,20730
688,2004-06-21,21338
689,2008-01-04,69767
690,2019-04-16,43804
691,2006-06-05,34772
692,2000-12-04,33868
693,2009-03-04,47739
694,2020-09-12,63362
695,2003-04-09,63772
696,2024-11-22,18568
697,2023-11-17,97538
698,2012-01-02,56146
699,2019-03-22,33084
700,2008-08-27,56433
701,2019-01-29,42142
702,2010-04-04,77229
703,2010-09-26,88058
704,2017-04-04,94118
705,2003-07-10,99832
706,2021-01-31,11059
707,2021-01-13,46760
708,2023-12-12,316
709,2011-10-23,55535
710,2002-12-04,62510
711,2004-10-26,69651
712,2023-09-02,68232
713,2001-07-29,12654
714,2003-05-17,12724
715,2009-04-23,83182
716,2009-01-26,41017
717,2004-05-28,82684
718,2004-11-25,6386
719,2022-07-22,80635
720,2009-12-17,82382
721,2007-08-03,16189
722,2004-08-19,41056
723,2015-01-24,26440
724,2014-04-29,81045
725,2010-05-05,243
726,2015-12-14,3250
727,2009-08-22,12143
728,2010-01-09,30078
729,2001-06-12,14142
730,2015-01-20,5682
731,2013-10-26,24303
732,2019-06-18,26914
733,2023-07-21,71687
734,2024-12-07,26501
735,2022-10-07,83518
736,2004-08-27,93363
737,2012-08-07,52955
738,2009-12-15,43271
739,2022-09-02,99935
740,2000-08-05,31948
741,2022-10-25,89760
742,2014-04-15,93598
743,2000-01-18,12565
744,2010-02-26,56598
745,2012-01-07,28450
746,2021-12-24,98844
747,2022-11-05,90488
748,2022-04-09,98948
749,2000-05-01,13288
750,2018-09-06,50875
751,2008-02-08,19434
752,2013-08-25,69634
753,2020-07-25,44916
754,2022-09-04,92791
755,2015-03-17,97720
756,2001-12-24,97834
757,2022-03-19,52395
758,2019-05-10,94026
759,2004-07-19,59979
760,2019-08-19,37943
761,2021-06-20,78435
762,2004-01-15,60458
763,2004-12-05,55590
764,2002-04-08,31491
765,2002-08-14,7717
766,2021-07-30,99298
767,2012-04-01,4381
768,2021-06-20,56617
769,2000-09-11,8745
770,2023-08-22,47228
771,2003-10-15,87515
772,2000-09-11,7245
773,2017-10-17,1088
774,2009-04-10,45215
775,2016-05-26,60242
776,2014-04-10,47407
777,2019-07-10,40599
778,2023-09-04,99564
779,2002-05-11,46848
780,2000-08-11,86798
781,2003-07-09,2498
782,2024-03-31,54952
783,2017-08-27,15996
784,2014-03-09,1333
785,2000-06-20,68730
786,2014-11-20,26229
787,2016-12-24,15677
788,2004-09-07,54954
789,2001-07-30,31481
790,2002-03-20,25171
791,2005-07-16,62736
792,2016-07-06,19461
793,2011-08-20,10491
794,2023-10-30,89759
795,2010-12-27,24823
796,2014-06-23,65356
797,2011-10-24,68130
798,2017-08-26,24774
799,2003-07-18,72684
800,2003-06-01,26324
801,2024-01-13,66754
802,2008-07-15,70587
803,2011-08-04,90930
804,2009-10-09,8880
805,2019-05-04,74663
806,2006-05-17,72771
807,2015-07-23,22773
808,2015-08-07,6011
809,2013-07-17,37102
810,2020-06-06,84179
811,2023-12-24,24294
812,2015-12-18,60644
813,2000-07-10,46400
814,2017-08-08,49835
815,2020-08-27,67264
816,2000-09-08,33756
817,2010-06-07,31066
818,2002-01-04,1548
819,2004-06-14,30277
820,2015-11-28,86863
821,2002-09-10,914
822,2004-09-17,9509
823,2005-01-25,20480
824,2017-05-06,99166
825,2010-01-22,9875
826,2017-01-29,30048
827,2023-05-13,61842
828,2013-03-14,42035
829,2006-09-10,57092
830,2011-10-26,1264
831,2020-01-08,47585
832,2024-12-18,89935
833,2022-06-02,94930
834,2021-07-18,36918
835,2021-09-09,17671
836,2010-08-10,45783
837,2008-06-27,34606
838,2005-12-26,20846
839,2022-10-01,28739
840,2000-12-23,27303
841,2006-08-18,36712
842,2016-03-14,81943
843,2011-08-05,29640
844,2005-12-30,54518
845,2001-03-26,50507
846,2009-01-06,31930
847,2020-10-17,91001
848,2008-09-19,91271
849,2009-10-04,57126
850,2000-11-25,77243
851,2004-09-16,34438
852,2000-07-25,97627
853,2009-11-02,6887
854,2005-02-03,10641
855,2007-09-20,38747
856,2016-02-03,91121
857,2019-05-16,24320
858,2017-10-07,2592
859,2009-02-27,88769
860,2017-03-03,91205
861,2018-09-06,15082
862,2010-05-13,68218
863,2016-02-25,28183
864,2021-04-29,96439
865,2002-07-06,12663
866,2015-06-21,80344
867,2009-06-06,47242
868,2011-12-16,46515
869,2000-03-14,86605
870,2017-09-13,48501
871,2002-07-10,88158
872,2012-08-05,36244
873,2005-01-22,71929
874,2012-01-25,98522
875,2001-04-09,76992
876,2002-01-15,94232
877,2015-05-08,3461
878,2020-06-08,491
879,2023-06-24,33053
880,2001-12-23,90120
881,2012-03-29,17816
882,2000-06-15,8641
883,2003-12-19,82650
884,2007-05-28,28905
885,2024-10-21,27996
886,2023-09-04,44696
887,2001-10-15,46278
888,2013-10-18,95297
889,2023-01-30,91262
890,2016-08-03,84031
891,2009-06-06,5910
892,2011-05-24,56815
893,2018-08-18,7160
894,2008-01-25,18903
895,2015-09-11,17772
896,2024-09-09,44177
897,2001-03-20,44206
898,2012-05-31,46648
899,2001-04-08,3883
900,2012-08-20,49622
901,2013-12-06,66299
902,2009-07-06,94494
903,2014-07-03,19110
904,2016-12-12,96519
905,2019-10-22,10348
906,2023-08-20,78261
907,2002-10-09,51942
908,2022-01-21,10147
909,2021-04-09,69273
910,2005-03-20,38015
911,2020-10-04,55762
912,2006-10-01,87858
913,2010-09-07,90909
914,2012-06-26,81871
915,2020-09-03,13133
916,2019-10-11,24186
917,2013-10-27,79764
918,2022-03-17,91661
919,2024-08-14,38602
920,2008-06-17,73991
921,2024-02-28,27115
922,2015-10-05,11029
923,2006-08-07,29928
924,2021-11-26,94550
925,2020-06-04,28475
926,2016-02-22,87432
927,2019-10-15,98076
928,2003-04-03,59133
929,2004-03-20,16839
930,2008-10-01,4902
931,2019-11-23,96614
932,2012-01-28,22535
933,2006-04-26,54297
934,2018-12-20,62587
935,2016-03-01,59071
936,2001-10-30,16994
937,2008-06-04,86066
938,2024-09-06,58521
939,2024-11-27,63953
940,2011-12-03,44637
941,2007-07-11,28506
942,2001-10-03,51798
943,2005-12-30,94576
944,2003-05-24,93677
945,2013-12-25,63611
946,2017-06-16,6339
947,2017-01-22,81008
948,2014-09-13,61061
949,2021-06-06,64643
950,2002-09-09,14606
951,2002-01-17,28328
952,2021-12-13,30580
953,2010-07-26,71762
954,2019-03-05,53014
955,2002-11-20,72655
956,2023-08-19,36208
957,2016-10-30,83682
958,2005-09-16,9252
959,2017-02-10,26295
960,2015-11-07,51353
961,2002-06-21,22216
962,2019-03-17,51056
963,2008-12-04,68001
964,2011-02-24,65664
965,2018-07-04,74023
966,2012-12-18,89983
967,2003-05-02,73891
968,2020-12-18,36688
969,2009-03-21,89500
970,2001-05-09,8441
971,2020-08-03,47122
972,2014-07-12,84975
973,2018-07-05,23709
974,2004-11-18,96710
975,2014-09-10,50781
976,2017-05-28,93034
977,2018-04-29,21349
978,2001-05-21,37562
979,2018-10-07,47495
980,2013-07-13,27799
981,2002-02-16,13124
982,2011-06-23,70528
983,2000-11-12,9685
984,2021-06-28,18778
985,2019-12-06,29614
986,2001-10-06,58376
987,2015-11-17,84716
988,2005-02-12,93631
989,2005-10-29,2306
990,2001-03-12,85997
991,2022-08-27,75084
992,2000-10-02,41030
993,2002-07-08,88904
994,2004-06-26,6867
995,2002-09-11,73380
996,2003-02-11,26812
997,2020-05-30,3727
998,2019-08-25,22358
999,2019-02-14,60857
1000,2009-11-20,10334
1001,2002-11-01,74343
1002,2005-02-25,66532
1003,2010-01-09,19561
1004,2019-01-26,57179
1005,2004-03-17,83188
1006,2015-02-25,93272
1007,2012-03-13,43984
1008,2007-08-04,63583
1009,2002-01-10,32704
1010,2013-11-23,39831
1011,2023-11-19,63851
1012,2013-12-10,67047
1013,2009-10-05,61285
1014,2013-12-20,22341
1015,2021-09-30,61378
1016,2016-10-02,72366
1017,2017-03-28,4794
1018,2021-06-03,74194
1019,2015-03-04,27535
1020,2009-02-11,55879
1021,2014-05-04,73783
1022,2009-03-14,26100
1023,2022-12-28,40286
1024,2010-08-10,13134
1025,2015-01-18,67571
1026,2019-03-29,24631
1027,2017-05-07,502
1028,2008-12-19,54728
1029,2004-06-14,23347
1030,2009-10-28,57721
1031,2009-09-19,28738
1032,2005-05-17,8236
1033,2002-01-23,12308
1034,2015-02-14,89558
1035,2018-01-30,83994
1036,2002-03-19,15200
1037,2008-11-24,80199
1038,2000-09-17,97201
1039,2018-04-25,34352
1040,2005-10-30,86363
1041,2014-09-04,63436
1042,2000-03-22,22104
1043,2004-11-20,25097
1044,2018-06-14,38482
1045,2021-01-13,70433
1046,2015-08-26,26044
1047,2018-02-09,37442
1048,2001-09-09,97496
1049,2015-03-26,8466
1050,2002-12-24,54420
1051,2006-03-11,78660
1052,2012-02-09,40019
1053,2013-08-04,94643
1054,2017-05-24,41982
1055,2020-03-05,69264
1056,2004-05-26,13803
1057,2007-09-15,66631
1058,2009-04-22,91966
1059,2018-12-12,35236
1060,2024-04-14,62528
1061,2022-10-04,49611
1062,2023-03-18,27853
1063,2011-11-08,95654
1064,2017-09-27,90962
1065,2021-03-17,87846
1066,2024-02-08,17302
1067,2012-12-09,78178
1068,2002-12-03,2016
1069,2024-03-16,39019
1070,2009-07-09,28687
1071,2003-06-29,16169
1072,2012-10-22,45457
1073,2011-04-13,35225
1074,2010-11-16,91962
1075,2002-12-14,53441
1076,2014-02-07,74587
1077,2024-06-30,48049
1078,2004-12-27,50167
1079,2004-05-02,84608
1080,2018-10-13,88824
1081,2006-11-07,26558
1082,2000-04-26,91625
1083,2020-12-06,68607
1084,2006-06-21,16382
1085,2009-04-20,46656
1086,2006-06-28,20441
1087,2021-08-08,12046
1088,2021-07-09,11993
1089,2017-05-10,23772
1090,2006-03-28,93647
1091,2018-09-01,53857
1092,2020-08-16,64747
1093,2022-10-16,43029
1094,2016-12-30,24804
1095,2019-07-07,30528
1096,2000-04-18,25530
1097,2005-05-12,30128
1098,2005-03-16,66138
1099,2008-02-29,60441
1100,2014-10-17,70810
1101,2008-12-20,97711
1102,2000-10-30,52751
1103,2006-06-16,33220
1104,2004-12-19,33839
1105,2017-11-10,8087
1106,2019-09-09,18084
1107,2016-04-18,40921
1108,2011-09-24,50556
1109,2012-11-04,79773
1110,2017-06-25,29868
1111,2007-01-14,61828
1112,2003-09-12,50559
1113,2021-09-23,43432
1114,2006-09-21,33618
1115,2000-03-12,40965
1116,2009-08-23,56988
1117,2012-06-15,81363
1118,2009-12-26,5278
1119,2010-09-29,18205
1120,2021-11-14,39473
1121,2015-03-31,27997
1122,2010-11-15,2023
1123,2015-07-07,33961
1124,2022-09-07,96546
1125,2019-06-11,498
1126,2013-08-23,83163
1127,2002-09-21,7838
1128,2023-12-22,91681
1129,2000-04-09,66209
1130,2003-03-02,76623
1131,2011-07-02,9283
1132,2015-10-04,46539
1133,2012-03-29,87854
1134,2011-04-09,42611
1135,2015-08-17,9996
1136,2001-04-01,21449
1137,2015-01-11,54998
1138,2021-04-28,28427
1139,2014-12-09,24315
1140,2004-06-04,95167
1141,2009-10-17,99796
1142,2024-07-23,45900
1143,2024-10-12,16052
1144,2012-06-25,87860
1145,2015-02-13,30542
1146,2005-12-31,26887
1147,2016-10-03,89625
1148,2004-05-28,95735
1149,2008-07-08,19472
1150,2017-09-04,15076
1151,2006-08-06,65766
