IdP,IdC
626,2742
17,1901
1032,3110
4265,4295
3288,988
1940,4523
84,4262
21,4890
3792,3311
1455,4387
4904,3619
2654,3693
4464,2976
1997,2986
3465,1433
3076,4860
4097,1867
3066,2654
1394,4060
833,554
778,2383
3431,4095
4673,3109
4617,105
4534,2534
1849,803
2163,1068
4860,747
2740,3614
4085,2737
1109,4486
268,1611
848,2284
4418,1539
952,3769
3581,3601
3854,1363
1113,1746
221,600
2826,4132
3863,146
2260,3715
613,1349
2334,1405
2246,3527
937,3496
685,2985
2029,4071
2916,22
1243,2964
2126,366
1146,711
3290,4179
2097,4796
3092,591
2911,1175
1332,1537
1827,4776
4975,4323
2650,4582
2482,3680
1771,2475
1080,2389
3382,4615
1200,2953
4752,2597
3964,4856
2703,4826
4148,3485
3687,505
4445,2258
3094,2885
1745,4922
1557,1503
2510,2038
3279,2802
730,1060
1348,223
3480,914
4527,2664
1699,3640
793,2418
4469,518
2333,988
117,649
2824,283
99,1032
2038,3695
2482,4039
4603,1680
1642,2546
2883,3901
4506,2788
1196,4495
4287,4771
849,584
147,607
1154,1463
3276,4928
3714,3164
1869,916
1458,667
4292,1720
381,807
824,682
3218,1677
1501,3182
3963,1077
446,4510
545,495
391,1523
4825,1322
1617,4844
3085,3842
2518,2740
866,1124
3113,3949
2655,4730
3084,1525
2638,454
1878,2282
3189,2507
596,3915
1565,176
1345,4225
3301,2816
4509,674
3984,3131
2583,2628
2238,3176
2483,491
532,1799
3767,531
4568,2937
2920,711
2222,4483
3651,1930
4924,1016
2092,429
31,3766
3106,4303
2398,3047
2304,4962
4378,2052
3567,1828
4376,1862
3426,4766
589,1934
3927,196
1236,3012
4879,4423
947,1261
1765,3672
2761,519
238,2054
60,3989
2129,1390
2564,1286
1031,3074
2427,731
3939,1339
174,380
4122,1678
3941,1962
1399,4845
3016,1064
2060,4016
4573,186
1669,3545
860,1415
3715,689
1245,3625
3516,2419
721,4361
325,4127
4166,562
520,2948
1410,2630
2029,2496
563,4555
356,3092
3027,1657
423,1506
4310,748
4050,1100
4607,4389
4874,2003
2843,3800
2357,4485
4518,2381
292,2397
244,3486
1556,1464
404,1066
2990,318
117,4643
97,208
1707,1188
466,3288
3337,3778
4319,1419
4739,4448
4388,4690
3330,4648
4232,2047
4485,4657
2511,365
2684,3054
282,3332
4161,1700
2774,131
1065,2190
2587,2192
177,1886
4416,4118
2668,2323
3370,4578
3728,430
4673,4492
121,1235
670,3923
2154,3595
4925,23
4573,3841
3559,2678
477,3788
3870,4812
1580,88
1848,263
2372,3487
2056,1981
951,4008
1445,2114
699,984
386,535
2949,3945
1514,4471
2411,1751
3118,1238
4227,3025
2448,60
1025,4527
1942,954
1897,348
1626,2622
3592,707
1148,241
2752,4269
4916,4937
2628,3735
2512,1642
2578,606
249,2692
565,1052
3830,1406
3991,3249
3234,3158
3946,4723
1161,340
4490,45
1598,2748
2252,2723
4416,4269
665,3859
4652,3920
1797,2739
3632,2292
226,3551
1842,1780
65,4532
2517,2699
4622,1194
519,3719
580,1169
2196,381
2780,1085
1012,1490
1211,550
1858,718
344,410
677,1414
3751,1507
3288,1383
2456,1770
1810,1914
4143,2255
3238,4440
171,3136
411,496
682,498
1709,2860
163,4373
582,4787
2072,488
4884,1765
4395,3913
807,4843
875,9
603,2757
1176,379
3824,3419
556,4674
1814,2185
4938,3240
2225,2098
96,4962
315,3995
53,400
3892,627
1190,3928
4750,2330
190,3471
4794,2511
168,2532
3331,922
1527,765
3349,2392
3023,2627
2424,3818
288,4047
1441,1221
2105,670
4569,1278
2142,2367
759,3747
4068,1284
1157,4662
3855,2669
1187,311
995,2650
2120,175
4608,1302
1093,2772
2398,515
313,623
4621,2750
501,4596
415,2989
2752,809
184,4040
4620,507
1144,1890
2221,4552
558,4011
1396,2730
3458,1449
3771,2911
3485,2614
4718,1932
1151,4866
4080,876
1287,2617
3834,2124
4355,74
4081,2112
3629,2673
2684,3935
1213,3042
2845,4465
1094,4365
791,2042
2516,3332
3640,644
1248,64
137,4385
510,358
3474,4551
2973,925
475,4457
3716,532
1261,3998
4219,4972
2423,3720
195,3614
3753,4194
4862,2981
1140,1919
3469,2579
4295,4018
1212,1165
2522,3934
1466,369
3648,4641
4626,1717
3310,1778
3757,4125
881,2691
1282,2340
2469,747
1316,1940
2680,154
1103,485
2238,654
2981,4804
2760,680
2999,1760
787,398
198,2848
496,693
1875,3734
4225,3243
2402,955
4453,1520
1661,4339
2506,2087
766,685
3104,4616
2286,3103
2331,3451
3712,4576
1606,3587
3885,637
1780,1459
1993,4770
4922,2337
3448,1025
4851,473
2887,1552
2529,3531
482,3553
4226,87
1624,3514
4448,4903
2746,3174
437,3877
1303,1712
20,1540
4488,4783
2117,1979
512,3371
424,3300
2404,4492
3757,1574
1351,3344
3150,484
4582,3974
2584,751
2868,635
4791,300
4445,2862
2669,3902
4511,2631
3465,4329
305,2293
4229,3093
4756,3493
846,1624
2630,4698
3483,4882
2489,2748
2185,279
405,1155
951,4060
123,2144
336,4176
2506,4080
3149,4044
2732,302
1250,2048
1237,1339
2916,1845
2120,1308
3244,4104
1947,4250
3086,2626
3622,2848
244,123
2936,2453
4702,1173
2715,3814
2794,2254
2735,1276
4275,134
4279,3055
208,485
2915,1038
4673,1948
573,2986
1242,156
2952,2334
991,3304
3468,2504
2466,2104
1997,1100
3776,4182
3280,1810
1037,4224
783,427
857,2254
3974,1973
829,4925
2467,2976
96,1636
543,3302
1971,661
473,3367
1587,4458
1077,2306
4237,2878
4158,4774
576,648
1842,3358
2907,3557
3722,427
2686,947
2174,4838
1514,2361
3855,652
1082,1150
3308,4943
4200,881
965,4827
2595,2041
2955,4554
2783,3018
4156,3964
3427,3721
4184,1144
1282,200
2857,1729
1993,3775
2124,3809
1337,3614
2160,2104
4707,516
4305,1567
1629,1631
3881,2721
381,3765
3689,4049
849,2846
3441,4082
2841,2966
3480,274
4516,544
1617,4061
3798,2835
3273,2845
4645,2676
4224,3376
4868,1584
1163,4863
1407,3970
2544,1200
4862,1988
2146,3860
1620,4810
2995,3294
1109,1180
113,1282
3106,3067
2931,1590
930,3486
1990,2911
325,3932
1999,3279
313,3584
1481,527
4850,2089
256,4055
1997,2197
2397,2493
996,666
4793,880
3421,3419
2331,4009
1358,2857
3760,2647
3108,1106
274,3293
4644,1178
3003,312
3282,2806
1655,16
4356,2042
1810,4214
878,1591
4273,2794
2485,199
3303,1059
3414,4238
1289,2265
3435,4296
1295,2290
2650,2932
370,3091
4361,1128
4638,1434
896,1053
2173,2789
3974,157
3314,3615
2373,363
4963,3600
4252,4985
1219,294
2912,2272
857,3335
4797,997
4874,1091
2831,1671
173,1272
4224,1915
2590,1728
4248,2071
813,62
277,2673
1095,1916
1309,2971
4087,1524
3194,1501
4462,1499
2868,2732
1147,3216
3134,1871
2384,2507
3194,2351
3276,3025
4673,807
1024,2959
425,4109
4245,4518
3292,4590
2215,96
4447,4442
2383,927
1038,4710
3404,3675
3192,3486
3540,4415
803,3532
43,57
3404,564
2058,3714
2327,4445
1883,4847
97,3323
4349,903
1664,2725
2073,88
1782,2199
2823,2329
4752,1089
4387,2047
2060,3873
2875,3014
559,3419
929,2006
2334,4435
4591,4339
4665,1507
4973,1096
1856,449
1296,687
3564,183
4453,4220
1823,635
1465,3406
2275,2600
1384,1757
844,2648
1001,942
3120,279
1904,4703
4798,1255
4467,1438
2871,1030
487,4144
2323,1388
3094,1606
4849,2678
2726,618
553,3702
4747,2398
3274,3672
2222,4485
4397,2047
4885,4879
1600,3976
3350,4082
3365,898
911,407
4451,3495
3512,2937
1824,288
776,87
3691,3484
4379,380
280,1639
617,1665
1654,3657
142,3430
2100,3503
32,3125
749,909
805,289
4583,1835
1184,3680
2929,415
3838,4375
755,2497
141,4822
5,3116
3877,4506
474,2741
4493,4354
3756,4492
1535,4966
1981,4550
2822,4998
1470,4957
4819,244
4062,1826
3253,3776
3516,1532
267,4833
3794,3958
1599,3050
2511,998
4144,1385
2669,3301
1267,3832
3523,3852
2794,3532
4518,4540
1753,4530
665,1912
4295,528
4938,3485
3806,274
524,948
4471,2722
1242,3521
1191,4404
4469,4811
1713,4388
4693,598
4988,2532
4007,1012
2584,3088
4490,1179
1572,981
2338,507
1439,3507
4171,4875
3811,1944
2324,3611
2713,4418
982,4362
1528,1546
2926,3440
342,4470
4519,4437
1968,4363
1070,516
1412,2174
857,4114
906,3025
2347,3483
1852,4824
4779,979
3826,3302
2709,916
4200,3282
1130,3679
3876,3722
2846,687
2396,3448
4012,1498
3966,4822
3166,679
4958,2298
915,3610
1836,2947
1166,4305
3702,187
3990,4408
3439,3619
421,3766
1068,1455
662,3971
387,787
51,3705
834,1521
1300,451
2222,4912
1119,1944
1799,2947
4559,2662
994,4782
432,4167
1819,2620
3659,3905
3891,3595
1055,2445
4990,4495
4854,2010
1181,1469
2609,372
990,2364
934,4586
2189,333
2214,2133
2700,4798
542,1266
3946,1243
2282,4418
4567,4644
4399,1417
4067,2943
2779,3619
3411,4268
521,4662
4287,2331
1905,4379
27,4557
3382,1368
2794,1086
560,2333
3473,3547
3876,2241
2139,2172
311,429
1011,1623
3378,864
766,4898
4270,2649
1974,4748
3573,2568
593,4531
1138,2003
3084,2279
52,1910
2973,2762
439,3228
85,700
551,3892
3649,2807
4363,49
4802,3706
2514,169
3354,90
1888,1490
3672,3946
4627,3057
241,596
672,2
4417,2361
2665,3231
2524,4519
3582,1386
952,1314
1278,2035
745,221
1511,2935
405,3302
4210,703
3124,1636
1076,3681
4261,4943
1433,2138
2288,2601
3248,4798
3906,2915
410,931
1933,2035
252,4544
2066,1186
1245,4697
612,2962
3327,2626
2422,4467
4773,4097
3329,1280
406,2328
376,4506
1565,793
4317,2972
3447,1510
1498,2528
1579,2259
4488,1104
4698,1843
4663,3370
650,3437
4638,2912
210,3613
4978,4985
4573,3484
4293,1604
967,4480
522,1407
2176,1521
410,4402
4409,4851
1132,4239
3736,1151
527,4687
2379,2813
1182,4737
712,3557
672,1488
320,1857
4073,4443
227,1971
4749,2784
2520,2720
4421,4306
28,2004
4976,4844
2916,2398
652,382
3942,3272
89,2467
3599,2302
1981,1125
265,2689
1666,1059
4083,405
3976,2853
252,3070
2790,1214
1511,798
168,215
2290,383
1767,3860
1397,71
4468,2112
3924,2848
762,203
4708,199
3235,46
915,1239
4597,2915
782,1120
1035,4064
87,3535
4073,2735
4253,312
2212,2178
2894,3155
1076,3465
4081,3351
1729,1905
2185,31
1011,1260
4638,2388
4871,2696
2779,1946
3633,3322
2035,1371
651,4167
1875,4832
2550,1968
758,1131
630,4047
4904,629
1925,4801
3364,4843
1823,126
267,1429
3704,320
486,372
4246,1292
4892,1327
4732,4876
4576,4791
4121,118
2167,145
4041,4752
4608,1873
2093,1818
402,4981
3430,4314
4063,4026
2605,1628
562,2634
1837,1990
4850,1197
2889,2835
4132,931
2603,129
2674,3635
2149,1392
2521,2213
2704,732
3882,2679
703,4989
3134,2141
3036,2612
1767,2421
598,3993
478,3537
4906,1818
3561,415
4958,975
4999,668
4120,119
1846,1375
2380,2926
1627,2134
2156,4387
2043,4231
3668,193
3586,3043
1328,4389
3070,4413
1256,4952
4190,2267
1658,271
4721,3435
4797,3013
2650,3290
3187,2575
3162,3380
3296,1549
2568,3146
280,3852
3490,3537
2864,3822
4427,885
1363,3912
509,100
3837,1930
3511,3484
3678,2768
2962,1507
619,4601
3370,3464
2346,882
4977,4053
1052,1222
1464,4859
1912,3343
520,183
2210,3399
2354,4565
3447,4670
4709,4887
2610,2584
2674,1287
4335,4870
1854,3546
261,3305
2907,4308
4825,19
3613,4211
3209,1766
4766,3752
3358,2804
4700,3555
2291,4072
991,1150
1817,4735
679,4646
3399,540
3727,1187
3235,3544
340,3470
4843,1936
1182,1371
4927,4271
753,4279
2904,4429
2084,268
118,3833
2622,4376
3468,2308
3380,3018
3021,2455
1064,3485
54,663
976,1240
260,4576
3459,267
2847,751
1630,3708
1871,3669
1422,2961
3563,2816
613,1137
3170,2781
129,3575
1414,1417
1178,2481
3307,1454
4137,2270
334,180
4531,3500
1334,701
4349,4223
588,4842
782,2746
1896,3268
3568,4014
3568,2543
2464,694
4793,4945
3773,3169
959,43
2241,4236
237,3601
2761,2706
3666,4446
4285,2720
3261,3446
3207,805
3444,2241
2287,1060
2948,2006
309,1149
2650,3774
747,274
4717,2106
2133,766
2828,1886
805,3870
1114,4099
1897,2950
275,1484
3173,4629
3331,142
3909,4201
3771,1463
887,2992
3690,681
947,621
4070,3848
1138,37
4382,751
4112,1540
997,2373
1525,2359
3415,974
163,1442
1407,3221
1333,101
1613,3505
4178,4124
425,3085
1197,1754
1481,3820
408,1798
1515,550
4825,2770
224,4420
4506,2310
3414,3468
1556,386
660,1919
61,1990
644,1282
1088,1176
1687,3287
2908,2494
4998,2914
547,4408
1604,4473
899,1498
4891,3517
1775,1149
1220,4757
261,1530
1070,2283
3965,1587
2834,2813
776,2945
4898,578
3725,2477
4252,2307
4437,2211
1803,5000
671,2622
702,3560
2276,475
4309,3787
4937,2890
4201,4461
4769,4207
1444,2421
1951,98
1338,2193
1641,4921
1080,4156
911,2322
2997,4658
1890,2051
2402,358
3411,3931
2889,85
933,1967
100,2290
82,3694
2086,3718
2935,1176
332,4681
3605,4577
4694,634
1019,982
930,4478
1295,1810
3965,2343
120,307
2822,566
2580,3090
1957,1658
1654,2724
4565,1791
4536,733
195,346
870,2788
3961,2282
3608,620
72,3449
1087,616
1398,2156
4756,481
2626,4697
1928,2173
2926,94
3375,1756
2455,2809
2287,4489
2478,3678
2543,4546
3780,1153
1527,4547
1257,4641
1630,953
3909,1906
358,3602
2887,2565
853,1011
647,1999
827,807
3482,1089
1027,4229
3603,486
710,366
4128,1441
2962,3112
4627,97
3641,4007
1982,4589
4374,603
1394,1546
2493,552
2374,842
371,4234
2559,1345
786,3069
1633,839
1332,3528
4106,2202
3923,1589
708,3350
1934,1735
1263,4556
2831,848
2550,463
4065,497
3134,2272
19,4056
3274,2381
4158,850
186,4874
3686,583
4295,2873
3350,3147
4682,4332
1158,311
2632,4031
1343,2790
1059,4167
1413,1484
3762,766
2330,1620
3541,2124
3928,305
3589,3033
2618,3167
946,82
2164,318
2389,2331
1247,1139
3014,3180
484,2787
1935,441
4181,3956
2137,4751
3801,1174
4477,894
461,1949
2156,1320
380,4121
1459,4199
3936,1249
367,117
405,3209
2566,4706
2104,3571
1925,4060
2146,4475
1039,2839
121,2601
120,42
2602,77
1990,2685
2287,2417
3669,950
3213,1205
2123,1387
592,1332
3005,3454
1936,851
2441,2736
4410,1711
4869,3850
3995,3118
4030,1942
3704,633
3522,911
917,4350
319,1812
2529,1454
4920,2107
1371,618
3251,524
3200,2889
4700,3173
980,2393
1486,2735
1799,208
3198,376
2161,2481
3844,1232
298,3952
3674,2515
3813,1418
3428,320
3457,1946
195,4809
2513,3209
4260,3274
142,2564
2169,1730
1511,1873
807,561
4572,3248
3011,3317
3295,4881
2110,326
7,408
3100,3026
4478,3975
552,3969
410,2762
410,2620
3095,2656
3569,100
4806,1644
1325,3285
1269,3834
2896,1606
1197,574
4110,4184
4525,240
1441,4932
3092,24
3711,4850
4523,4197
3324,4036
3130,1772
3879,885
1961,1449
2469,594
3632,4123
4166,1200
3444,2281
3358,2178
3648,4415
4181,4742
4088,1421
4861,1501
378,793
1290,41
4592,3252
921,2451
1459,1806
4497,3519
299,1611
3920,4166
4967,4685
2452,917
2064,3790
3675,3856
2925,2697
1932,2651
4087,3756
2015,1443
2279,2875
4344,2452
3342,545
118,3115
2859,1469
550,618
1008,3284
1296,3496
2479,3900
755,4833
448,1603
4537,4418
909,3643
2425,2418
4878,3502
712,1662
3601,4197
1020,4330
198,1914
10,2561
2607,1131
3756,2041
3588,4056
4194,842
4426,3779
730,458
2297,917
233,2216
3298,4413
300,4865
963,4451
2671,373
3652,63
3135,929
2969,624
340,959
589,1427
3265,1897
422,2668
771,4625
932,4857
4303,1552
4923,1636
1168,425
1796,3289
3093,102
3145,2703
3100,4037
1399,833
407,2144
4234,3241
4946,710
2435,3145
3589,4228
3554,4301
4550,1594
2629,483
933,3997
1627,4503
4461,3297
2865,4970
4595,4871
4929,756
2318,17
3674,4589
4204,950
367,1032
2854,3539
4416,4687
200,525
793,3707
3850,643
3528,29
155,1874
268,2039
4494,52
1517,2811
4557,398
2034,4970
1560,2115
4122,4116
2387,2009
4686,1987
2862,2548
3558,4235
594,833
2937,3637
3368,209
2950,2111
3705,1601
10,4617
372,1888
562,985
2792,4298
4360,3175
4710,4803
3619,3657
1463,955
4953,464
3357,19
1571,3100
3825,1310
815,2383
4013,4596
3159,1638
967,2443
871,3428
3451,599
3094,2016
1952,3836
3600,3813
1821,2958
3330,4732
4764,1593
1150,2648
4241,3258
2671,1343
2840,4147
3188,2030
3117,1170
530,937
4615,1072
1754,1768
2422,4537
1090,234
1542,2773
1672,403
1657,936
4421,2646
3137,4369
4716,3991
1088,2161
4451,2493
3290,3344
572,173
4915,98
3071,322
2840,4796
3207,1653
2445,619
1492,2043
1520,3548
2947,3785
4246,1668
3772,4731
3655,3313
3342,2526
3918,4186
2113,4017
3226,29
2164,1605
4209,3896
1026,3355
24,472
4885,149
529,765
1051,3921
1673,1978
4399,1219
1766,3135
214,3148
481,1187
1748,1852
1090,2135
3717,4895
1562,747
1614,4398
1877,4035
1976,143
865,2018
3389,1779
4688,4767
4751,166
1287,2176
4788,1422
956,2678
2174,3603
3063,1231
2772,4619
1565,4413
1527,4700
527,1422
2502,1142
1947,1350
34,3716
670,2533
3584,1705
2420,2493
3270,3633
624,4116
3662,770
2492,581
4691,3166
4787,2183
3396,3422
2971,2708
1751,3680
1312,4230
4268,1244
2280,4572
3240,3909
1081,2056
4439,370
559,333
4887,725
2552,3586
1911,4607
4418,595
1046,1667
3722,1778
3205,3180
861,1192
1354,3768
2724,4728
3428,3516
955,2545
727,1430
1830,766
2382,1347
656,2691
2709,2260
3800,3615
3957,3146
1772,1565
677,4319
94,2505
905,4843
1701,3042
4896,146
2304,2283
1553,3553
503,274
4530,3475
4390,1518
4602,4758
295,4210
1988,4809
950,1381
3723,4914
100,3653
2300,4783
4463,709
3449,370
2824,4814
807,3938
2046,61
4646,784
3751,1048
2047,2856
4609,698
3566,2526
1724,2142
913,1688
9,4393
4411,3591
4568,97
2254,3472
690,3376
276,3132
1576,4057
1796,2080
850,372
4838,1952
3864,3370
842,4462
2769,3478
3053,3291
2366,2901
3112,1606
3854,4981
2248,4941
655,895
4920,1430
3105,3400
1610,3720
2337,1403
90,927
3059,4331
1593,3313
1760,2435
1274,3248
3023,1050
93,2973
4471,1342
1560,3688
3622,3213
4488,2556
2754,4457
4048,4428
2857,1746
179,3238
4256,2088
2947,817
2300,3090
2955,4657
1346,275
198,3490
1318,4040
3385,804
4515,2054
3596,4799
2067,3740
1225,2037
1990,4370
2598,1381
141,2224
773,3879
1415,3177
2527,1780
3903,3694
129,3483
1713,802
3181,3328
3556,1875
619,3378
2487,3455
358,83
3342,1842
4632,882
581,2828
591,3658
3171,873
3770,1883
403,3219
2828,4119
4173,2860
1266,1941
181,3044
1003,3847
1934,1541
2913,137
2177,1188
1433,287
3043,2209
3856,711
844,3609
922,3592
4540,469
1311,646
1087,2750
698,4589
2471,3976
1948,1750
1143,4472
120,3063
459,1078
2371,2975
2341,3342
3678,4076
1955,967
3575,998
717,3173
2920,4469
4204,1128
718,4971
3894,4672
1957,1800
1370,3304
1325,1891
948,3990
4657,4751
975,1100
1290,1443
2521,2773
3959,2654
4911,3582
4842,271
1566,540
4610,4243
2806,1180
4612,2475
4456,2757
3305,1239
2048,4096
3763,2258
2134,2130
3397,3809
2049,4889
4307,118
1910,2183
372,557
3269,3131
615,3404
1840,2031
2935,1869
4898,1036
4153,258
2135,4956
203,145
1860,3609
2427,4215
4589,3966
134,1810
4172,804
1608,3950
4060,2401
1729,319
4206,1660
3722,2164
985,4602
4352,148
1533,2133
4025,3926
3147,419
3567,460
4193,3310
4079,3381
2562,2031
1468,2048
1656,3175
1746,4586
3613,1681
2201,2053
3656,1760
905,3539
1475,776
3309,3415
2675,4981
3491,3296
1952,1000
1246,1733
4976,2223
4477,3529
1093,3563
2280,235
3067,966
721,3502
1164,1724
3444,1143
4779,4933
4986,3112
1980,2579
136,1981
600,359
4483,4460
1156,2368
2373,337
3992,553
2656,4995
4366,1439
2252,3110
2440,2423
3202,4356
1645,4649
1346,3689
112,3061
1736,4708
1673,4191
4658,776
3167,1839
4206,697
2388,3049
4258,1862
218,4752
3472,1703
4659,1284
2351,1715
2704,448
1880,3988
3271,4810
1393,2634
4105,960
728,955
3204,3404
4810,3386
817,657
3881,4085
3527,1156
1847,1996
1466,2371
3768,1941
2380,3681
1622,2744
1147,768
2144,2497
2203,2309
3347,1233
1641,2188
3741,612
986,1896
3076,1397
2143,1837
2585,3190
3732,173
2464,1275
3801,1990
1312,4218
2962,1023
4103,1306
480,2828
1555,2357
1988,1864
905,1858
2012,493
4841,2327
1888,3343
3347,2077
696,2671
4046,4101
185,1828
2792,3308
1287,655
1725,2051
1614,194
264,4101
2721,1911
387,720
2985,1522
2878,4945
4246,4015
106,3981
68,1173
8,3500
1021,2504
33,3650
229,2951
332,4162
4824,2315
1266,587
2815,2990
1636,4682
2133,1463
4766,1345
1826,4012
3279,2564
1623,4686
4893,202
1241,4036
1991,2159
944,2906
1256,1660
1581,3222
4589,3053
1287,797
2227,1000
107,1850
4067,4023
3431,4209
4244,695
508,1750
3560,1532
2895,1101
4860,3979
4830,3935
2798,4942
2166,1914
2726,995
454,1950
1482,743
928,3639
2007,3354
467,4221
2011,3520
626,4197
4978,2259
1786,3490
2369,2203
4534,3533
1271,4504
887,347
1975,3488
4378,4804
427,890
4044,1692
874,4019
1953,4239
555,2062
3601,4515
409,3986
4584,18
4041,2204
4843,1392
3441,3205
1764,3181
1846,3649
2530,1409
350,575
1119,529
2251,3624
3965,4020
4180,2188
697,4650
1851,2195
4,1426
3873,2795
4001,4581
838,406
2070,3362
4217,2872
3684,4176
3036,3242
1370,4822
3385,990
2394,2655
3729,1037
4609,487
4856,2523
1215,2282
4991,4374
439,2074
1249,1182
657,4443
3765,2940
2619,28
2414,978
2510,4267
3861,4602
4077,1304
4730,930
3086,4875
1525,4794
4168,3065
4416,4895
4153,3841
3749,818
3601,3308
1445,2243
2421,2852
3915,1408
4347,1008
2777,1089
2884,4432
396,1695
216,1384
1261,836
455,2601
4544,4071
2852,2812
230,4380
3878,2123
2761,1139
4935,3761
1098,3795
3921,1876
3708,843
3439,2594
3799,1268
1877,626
4908,1987
4135,4020
3779,1948
683,3716
2686,1447
3556,823
4472,4774
397,4064
2568,1667
3209,2158
195,3750
4434,3129
29,3944
3774,2666
1945,4078
4540,1404
2280,2403
3581,4160
4898,252
4867,1741
1480,4975
3007,3233
2567,1090
220,4052
3607,4393
2155,2768
628,4425
4801,1396
850,4480
1055,69
3469,4153
25,1971
3876,2743
1104,478
407,2494
383,2446
2128,4221
3514,190
1643,1378
2384,2474
1023,3020
2591,2147
2351,2880
1505,2926
1068,2537
705,435
4390,4616
1663,2380
1429,4047
2526,1669
4385,4917
4492,3827
2067,327
3239,2379
939,2805
2652,3504
2119,1735
3016,1212
541,1739
666,874
263,3520
2903,114
2396,2003
310,485
4008,44
3899,1770
2815,4263
3267,4346
2236,4404
4877,4541
1981,818
4769,2516
3621,1759
2214,1034
726,4207
445,2428
792,4349
3541,4948
2023,1800
2776,4918
2111,4232
1767,4770
1458,1019
392,3986
1020,3852
2507,484
3787,3927
3044,4921
1587,4614
2263,372
4912,3247
1204,4483
1073,545
1250,3984
4567,2751
1449,1287
4459,2225
3718,2794
2919,2249
3235,897
3807,884
2558,4917
3138,2350
4020,2320
4780,4476
3781,2331
587,2896
3655,4802
53,4508
3181,1076
2407,1246
132,2627
4567,4825
2383,1619
1537,1627
306,891
1528,2234
1095,1998
3526,4859
3696,323
897,2895
4533,3713
344,4331
2568,1100
3639,349
753,2443
2101,4001
1558,2468
440,3600
3337,612
2917,2694
4207,4764
1416,2736
3387,878
1566,4035
2630,544
2913,4119
3703,3063
1131,3296
4074,4194
1628,4453
4667,2624
3983,2889
3216,1860
3827,2774
2861,3927
2793,3999
3861,4140
2594,208
585,469
3909,1106
1864,739
1174,3412
874,4997
30,3099
331,4105
1726,308
3596,1231
340,4592
3278,2045
4272,927
1159,898
2750,2309
2361,1989
3130,3657
846,3858
3452,4614
2465,385
1107,744
3725,1867
1438,436
912,4179
1783,1672
3481,314
1234,4197
1188,3450
2931,1154
4242,2073
1077,1635
1621,4638
4029,3765
2060,1956
687,4518
1092,2662
4208,1734
464,3988
2225,3721
1103,862
3777,3641
3668,69
2091,3175
544,380
3204,2554
2073,2162
1736,363
2568,930
3304,169
3966,2395
4208,3270
117,4160
1627,3200
644,521
2598,321
4470,229
3799,4478
1228,1084
4292,3158
2849,319
734,2642
3001,339
2297,2555
3240,4177
1858,3429
4677,4876
375,1491
1789,3586
4953,4734
1092,3305
2242,4222
4538,4331
1867,1488
2092,3691
4125,1023
2421,4830
3742,1940
906,4829
1634,4865
3620,4556
652,4690
3566,1429
1664,4880
3653,1006
2217,3505
673,4900
1125,2468
1844,4869
4734,3102
4142,1989
4232,3969
3461,2360
4849,2381
1834,4536
22,4592
3004,18
4658,4828
3997,4449
1452,3352
3410,3245
2288,1763
3501,3036
3876,3528
518,4712
1316,898
4405,4446
2189,1978
3962,77
3249,733
3730,753
1628,3238
2176,3202
561,2689
2120,3097
2959,4099
4404,4371
1362,910
2264,1480
1900,3116
3401,3282
4234,3552
1971,1077
2955,3215
4270,1550
3762,299
1763,4089
4700,763
4361,216
174,3413
889,4356
3347,2050
296,735
4106,2530
