idS,IdC
1078,1
1079,2515
1080,1870
1081,2995
1082,988
1083,3959
1084,1413
1085,3639
1086,3663
1087,2248
1088,2473
1089,1911
1090,788
1091,530
1092,3600
1093,448
1094,4613
1095,1372
1096,3808
1097,2251
1098,4729
1099,3082
1100,2960
1101,1460
1102,3462
1103,3918
1104,2445
1105,2504
1106,4138
1107,2395
1108,1298
1109,368
1110,3537
1111,3250
1112,3525
1113,2137
1114,3819
1115,1506
1116,2093
1117,2066
1118,247
1119,1008
1120,2123
1121,4115
1122,2193
1123,4495
1124,3738
1125,2821
1126,1006
1127,1343
1128,4448
1129,3340
1130,358
1131,4511
1132,2696
1133,1831
1134,2798
1135,128
1136,3072
1137,3433
1138,626
1139,3179
1140,3702
1141,776
1142,1690
1143,2246
1144,4146
1145,1387
1146,2216
1147,3409
1148,2375
1149,4211
1150,2022
1151,1105
1152,399
1153,4999
1154,2374
1155,169
1156,1915
1157,3159
1158,2940
1159,1682
1160,746
1161,886
1162,1850
1163,2420
1164,2521
1165,112
1166,47
1167,4388
1168,3890
1169,207
1170,1341
1171,822
1172,218
1173,1951
1174,4530
1175,230
1176,4102
1177,1695
1178,496
1179,1923
1180,1857
1181,245
1182,4775
1183,2644
1184,266
1185,1683
1186,4808
1187,2071
1188,4040
1189,1742
1190,4565
1191,414
1192,196
1193,4250
1194,4214
1195,4734
1196,1404
1197,4158
1198,4411
1199,2912
1200,736
1201,1937
1202,3483
1203,4256
1204,4667
1205,610
1206,3837
1207,2573
1208,1687
1209,2812
1210,3438
1211,1717
1212,3477
1213,202
1214,1559
1215,3442
1216,2400
1217,280
1218,819
1219,2435
1220,2107
1221,437
1222,1704
1223,3386
1224,2327
1225,4184
1226,3407
1227,4750
1228,1012
1229,1429
1230,4971
1231,3132
1232,3866
1233,4029
1234,941
1235,3795
1236,3350
1237,4258
1238,3444
1239,2536
1240,4696
1241,1741
1242,1825
1243,2054
1244,2367
1245,1315
1246,1749
1247,3103
1248,1945
1249,1030
1250,3514
1251,4978
1252,2096
1253,106
1254,4423
1255,489
1256,2024
1257,1744
1258,2955
1259,3
1260,3744
1261,3307
1262,4685
1263,2167
1264,4276
1265,862
1266,792
1267,2296
1268,2203
1269,2243
1270,719
1271,376
1272,1242
1273,1312
1274,659
1275,3497
1276,4177
1277,458
1278,2148
1279,1279
1280,598
1281,846
1282,3060
1283,975
1284,4285
1285,1993
1286,2174
1287,2331
1288,4837
1289,803
1290,3279
1291,1158
1292,823
1293,4051
1294,3147
1295,3106
1296,4778
1297,3421
1298,2875
1299,1520
1300,806
1301,1766
1302,4050
1303,4919
1304,3030
1305,4665
1306,4915
1307,3009
1308,3564
1309,2359
1310,1292
1311,2726
1312,390
1313,338
1314,3551
1315,4847
1316,4099
1317,4343
1318,670
1319,93
1320,2731
1321,4564
1322,3112
1323,3081
1324,4689
1325,1781
1326,1396
1327,3722
1328,4338
1329,3003
1330,3720
1331,898
1332,4904
1333,1985
1334,3489
1335,1836
1336,4189
1337,1576
1338,2602
1339,2151
1340,3584
1341,4930
1342,1456
1343,1639
1344,4612
1345,1009
1346,1830
1347,3981
1348,2092
1349,3852
1350,2692
1351,1804
1352,3938
1353,1259
1354,3238
1355,3967
1356,3510
1357,3536
1358,1302
1359,2017
1360,4460
1361,2883
1362,1760
1363,3910
1364,497
1365,4125
1366,4021
1367,1301
1368,2904
1369,2272
1370,4941
1371,1862
1372,4281
1373,2300
1374,1412
1375,2968
1376,1666
1377,322
1378,2579
1379,2380
1380,571
1381,1085
1382,151
1383,4574
1384,4792
1385,1421
1386,2078
1387,327
1388,4746
1389,4156
1390,853
1391,4004
1392,755
1393,1503
1394,4995
1395,2756
1396,1656
1397,4903
1398,4657
1399,953
1400,4252
1401,678
1402,3254
1403,1642
1404,4116
1405,1118
1406,3424
1407,312
1408,2233
1409,3603
1410,3791
1411,4603
1412,3673
1413,281
1414,5000
1415,227
1416,265
1417,3943
1418,2403
1419,4937
1420,4590
1421,992
1422,3063
1423,1077
1424,3704
1425,4976
1426,2651
1427,4510
1428,1050
1429,3823
1430,2633
1431,54
1432,1162
1433,2306
1434,3023
1435,883
1436,1648
1437,4373
1438,3470
1439,3152
1440,2514
1441,80
1442,4659
1443,2668
1444,4695
1445,3028
1446,927
1447,459
1448,2535
1449,3051
1450,51
1451,3365
1452,178
1453,2599
1454,4763
1455,2732
1456,2742
1457,2884
1458,1658
1459,136
1460,4559
1461,3851
1462,1536
1463,905
1464,1531
1465,2325
1466,2319
1467,4482
1468,430
1469,1894
1470,4561
1471,1376
1472,3172
1473,4963
1474,1294
1475,3315
1476,2549
1477,3298
1478,4620
1479,2133
1480,962
1481,3729
1482,2929
1483,2511
1484,2543
1485,3675
1486,2924
1487,465
1488,1427
1489,3404
1490,2320
1491,3888
1492,3076
1493,4353
1494,2140
1495,2870
1496,954
1497,3317
1498,1055
1499,2370
1500,2213
1501,1756
1502,1764
1503,4859
1504,2384
1505,2347
1506,3833
1507,3929
1508,4636
1509,2048
1510,3100
1511,2287
1512,1900
1513,2749
1514,1156
1515,3710
1516,413
1517,2700
1518,1296
1519,3575
1520,1501
1521,2773
1522,339
1523,3398
1524,1345
1525,769
1526,4262
1527,2204
1528,3289
1529,2567
1530,2915
1531,4168
1532,43
1533,3416
1534,978
1535,3901
1536,3447
1537,4248
1538,2135
1539,2941
1540,1005
1541,2919
1542,4071
1543,1795
1544,3786
1545,2027
1546,328
1547,3904
1548,3098
1549,717
1550,2734
1551,4798
1552,738
1553,369
1554,1522
1555,1657
1556,1635
1557,426
1558,902
1559,4916
1560,239
1561,267
1562,4303
1563,3780
1564,2183
1565,4124
1566,2399
1567,2086
1568,2241
1569,1854
1570,3454
1571,4929
1572,1335
1573,1965
1574,2201
1575,2788
1576,125
1577,478
1578,81
1579,1627
1580,20
1581,3299
1582,1950
1583,1272
1584,1966
1585,4358
1586,4801
1587,447
1588,1892
1589,4939
1590,2057
1591,3326
1592,2830
1593,1028
1594,2971
1595,4871
1596,2744
1597,4592
1598,3559
1599,4883
1600,4692
1601,1014
1602,2933
1603,1601
1604,1784
1605,4544
1606,1689
1607,4990
1608,3768
1609,1420
1610,3703
1611,3304
1612,183
1613,2364
1614,1957
1615,1151
1616,4190
1617,1904
1618,1519
1619,394
1620,4803
1621,2992
1622,4376
1623,2526
1624,3645
1625,1986
1626,2843
1627,3861
1628,1263
1629,4292
1630,4637
1631,57
1632,4401
1633,2073
1634,2943
1635,1496
1636,4352
1637,2421
1638,2498
1639,404
1640,1686
1641,70
1642,1293
1643,3628
1644,592
1645,4304
1646,301
1647,289
1648,974
1649,270
1650,2446
1651,2110
1652,3286
1653,1494
1654,3834
1655,4309
1656,510
1657,1837
1658,4398
1659,4849
1660,2176
1661,1414
1662,356
1663,2462
1664,4083
1665,35
1666,4107
1667,805
1668,4261
1669,1887
1670,2989
1671,1563
1672,832
1673,1774
1674,2433
1675,2908
1676,3778
1677,2432
1678,3772
1679,4306
1680,1999
1681,1826
1682,3789
1683,3149
1684,4382
1685,4515
1686,3187
1687,3995
1688,4678
1689,2522
1690,466
1691,1820
1692,2055
1693,1400
1694,1949
1695,3743
1696,737
1697,3887
1698,838
1699,2762
1700,2114
1701,4522
1702,3437
1703,1612
1704,235
1705,1565
1706,4225
1707,2103
1708,913
1709,2727
1710,4485
1711,4360
1712,4078
1713,679
1714,1017
1715,3046
1716,3893
1717,262
1718,4443
1719,3111
1720,3907
1721,956
1722,444
1723,2250
1724,2718
1725,2426
1726,3586
1727,597
1728,439
1729,960
1730,3857
1731,3974
1732,13
1733,309
1734,4812
1735,4311
1736,4049
1737,3761
1738,500
1739,3609
1740,3670
1741,1172
1742,660
1743,1434
1744,91
1745,3093
1746,4096
1747,99
1748,3954
1749,2352
1750,1971
1751,4327
1752,4571
1753,3061
1754,1584
1755,2766
1756,302
1757,4283
1758,703
1759,867
1760,2781
1761,4438
1762,355
1763,4730
1764,1203
1765,4441
1766,1467
1767,2658
1768,1289
1769,4830
1770,275
1771,2227
1772,3659
1773,2636
1774,4986
1775,2305
1776,3595
1777,3787
1778,1148
1779,52
1780,675
1781,4724
1782,1833
1783,1209
1784,278
1785,606
1786,802
1787,4733
1788,2036
1789,662
1790,4795
1791,3189
1792,2844
1793,3052
1794,4415
1795,2015
1796,4476
1797,204
1798,1474
1799,4264
1800,1893
1801,969
1802,3432
1803,2056
1804,2550
1805,1348
1806,4745
1807,3753
1808,4600
1809,2188
1810,1859
1811,3906
1812,1511
1813,2859
1814,2077
1815,1268
1816,827
1817,1481
1818,4829
1819,1871
1820,1240
1821,1223
1822,46
1823,4251
1824,94
1825,552
1826,1092
1827,2552
1828,1964
1829,4221
1830,4834
1831,1829
1832,2880
1833,2640
1834,4341
1835,3089
1836,4365
1837,3774
1838,3966
1839,3026
1840,4119
1841,4026
1842,3611
1843,3593
1844,650
1845,1747
1846,4588
1847,4593
1848,2322
1849,60
1850,4589
1851,1479
1852,4556
1853,297
1854,2106
1855,4860
1856,2879
1857,1220
1858,4439
1859,4514
1860,3969
1861,1353
1862,983
1863,2563
1864,4377
1865,4349
1866,2239
1867,4752
1868,4290
1869,4068
1870,4721
1871,4813
1872,4755
1873,3395
1874,2566
1875,704
1876,4811
1877,3621
1878,4797
1879,1914
1880,2706
1881,406
1882,884
1883,4240
1884,2528
1885,4466
1886,981
1887,4625
1888,4711
1889,2896
1890,4477
1891,2014
1892,452
1893,1349
1894,3109
1895,744
1896,2958
1897,1082
1898,2085
1899,4219
1900,4014
1901,887
1902,834
1903,3309
1904,2545
1905,2460
1906,4800
1907,2505
1908,3990
1909,2330
1910,1557
1911,410
1912,4345
1913,1103
1914,617
1915,750
1916,388
1917,1758
1918,1190
1919,3384
1920,1234
1921,2270
1922,133
1923,2891
1924,536
1925,766
1926,2109
1927,1370
1928,3812
1929,1667
1930,4463
1931,3312
1932,3015
1933,4249
1934,3793
1935,1505
1936,2307
1937,910
1938,2911
1939,4454
1940,1968
1941,1458
1942,985
1943,2897
1944,3364
1945,1313
1946,1952
1947,2257
1948,2985
1949,3277
1950,3796
1951,1483
1952,3036
1953,1580
1954,614
1955,3033
1956,2196
1957,4435
1958,1000
1959,1488
1960,4998
1961,4006
1962,4381
1963,4456
1964,2840
1965,4870
1966,62
1967,317
1968,3672
1969,1405
1970,1659
1971,2673
1972,3776
1973,4920
1974,198
1975,1677
1976,4231
1977,4624
1978,1392
1979,4475
1980,948
1981,4864
1982,2343
1983,1927
1984,2945
1985,1990
1986,2772
1987,535
1988,4139
1989,2122
1990,1902
1991,3488
1992,3195
1993,2807
1994,859
1995,468
1996,3394
1997,3358
1998,244
1999,1537
2000,1772
2001,3567
2002,4017
2003,2282
2004,4126
2005,1107
2006,2503
2007,508
2008,1037
2009,4300
2010,4232
2011,1247
2012,3651
2013,293
2014,384
2015,1787
2016,3332
2017,3810
2018,2712
2019,4496
2020,1446
2021,2763
2022,2867
2023,2147
2024,3691
2025,2647
2026,370
2027,2069
2028,601
2029,4598
2030,2385
2031,3311
2032,2656
2033,2927
2034,4452
2035,3320
2036,1022
2037,1089
2038,4966
2039,3198
2040,2009
2041,4366
2042,2256
2043,2142
2044,1196
2045,4499
2046,4450
2047,4853
2048,3469
2049,688
2050,3831
2051,623
2052,2674
2053,1094
2054,4683
2055,2217
2056,4386
2057,2255
2058,841
2059,3203
2060,2173
2061,965
2062,4977
2063,1224
2064,4863
2065,4359
2066,279
2067,2568
2068,1364
2069,4911
2070,1510
2071,1007
2072,4314
2073,3455
2074,211
2075,4458
2076,4241
2077,4617
2078,943
2079,4608
2080,4472
2081,2857
2082,1486
2083,968
2084,4611
2085,1100
2086,2796
2087,2240
2088,3240
2089,104
2090,2225
2091,3355
2092,2284
2093,2754
2094,330
2095,4447
2096,1662
2097,533
2098,3140
2099,3957
2100,2369
2101,1759
2102,1745
2103,4908
2104,23
2105,2443
2106,276
2107,3562
2108,320
2109,4771
2110,1274
2111,880
2112,1490
2113,1649
2114,4623
2115,4599
2116,866
2117,4568
2118,1607
2119,720
2120,2746
2121,59
2122,4165
2123,4455
2124,2794
2125,305
2126,3422
2127,2854
2128,1661
2129,942
2130,3369
2131,139
2132,2487
2133,2229
2134,1270
2135,2267
2136,2864
2137,890
2138,1643
2139,1042
2140,891
2141,4581
2142,1038
2143,1140
2144,1145
2145,4844
2146,3396
2147,2067
2148,4821
2149,542
2150,780
2151,1032
2152,3441
2153,1803
2154,1417
2155,4850
2156,4035
2157,2116
2158,1775
2159,188
2160,793
2161,3769
2162,2441
2163,340
2164,2064
2165,3370
2166,2479
2167,3032
2168,1883
2169,1109
2170,31
2171,445
2172,1761
2173,4333
2174,4199
2175,1925
2176,4305
2177,644
2178,2852
2179,2481
2180,2333
2181,3291
2182,4384
2183,2355
2184,4315
2185,1934
2186,1616
2187,205
2188,3297
2189,4317
2190,3511
2191,2131
2192,3815
2193,2558
2194,1415
2195,109
2196,2584
2197,3631
2198,2616
2199,4956
2200,3126
2201,3071
2202,3849
2203,3361
2204,3553
2205,3613
2206,2345
2207,3570
2208,3523
2209,3784
2210,4529
2211,1374
2212,3991
2213,840
2214,4073
2215,1727
2216,3234
2217,654
2218,4560
2219,2729
2220,3827
2221,2125
2222,1471
2223,2997
2224,658
2225,4428
2226,424
2227,296
2228,2984
2229,2363
2230,4084
2231,3148
2232,1440
2233,1865
2234,333
2235,473
2236,2208
2237,560
2238,344
2239,3451
2240,4025
2241,912
2242,1588
2243,3988
2244,825
2245,3805
2246,480
2247,2290
2248,4052
2249,2595
2250,3383
2251,1654
2252,3531
2253,254
2254,2452
2255,155
2256,3730
2257,3007
2258,1735
2259,2192
2260,3698
2261,4453
2262,3732
2263,930
2264,547
2265,304
2266,1112
2267,603
2268,2118
2269,3013
2270,521
2271,2698
2272,1596
2273,1621
2274,587
2275,1849
2276,1668
2277,757
2278,1078
2279,3589
2280,2717
2281,373
2282,4080
2283,3882
2284,4224
2285,3782
2286,271
2287,4997
2288,1958
2289,3313
2290,778
2291,2944
2292,4092
2293,89
2294,2889
2295,240
2296,4946
2297,3237
2298,3482
2299,3020
2300,612
2301,4106
2302,1314
2303,2739
2304,3854
2305,911
2306,3239
2307,765
2308,4399
2309,1035
2310,852
2311,2623
2312,3091
2313,745
2314,3049
2315,3535
2316,2523
2317,2873
2318,4088
2319,110
2320,3086
2321,3221
2322,2730
2323,1308
2324,4335
2325,2486
2326,2909
2327,4934
2328,1938
2329,4555
2330,1320
2331,3136
2332,699
2333,3855
2334,3473
2335,4926
2336,4323
2337,1674
2338,431
2339,336
2340,845
2341,586
2342,172
2343,1572
2344,4768
2345,640
2346,517
2347,1326
2348,4369
2349,2817
2350,1275
2351,1143
2352,1815
2353,2687
2354,1147
2355,3228
2356,2004
2357,3994
2358,578
2359,1688
2360,979
2361,1641
2362,1369
2363,3936
2364,558
2365,166
2366,1175
2367,3104
2368,3758
2369,3435
2370,3728
2371,1660
2372,667
2373,4897
2374,3428
2375,208
2376,42
2377,1206
2378,2459
2379,1256
2380,4906
2381,3588
2382,100
2383,4551
2384,2437
2385,25
2386,4212
2387,514
2388,1013
2389,4540
2390,4429
2391,3785
2392,4293
2393,4787
2394,3434
2395,2629
2396,3903
2397,160
2398,2121
2399,1470
2400,4346
2401,2987
2402,2606
2403,2866
2404,1049
2405,4186
2406,65
2407,3208
2408,4420
2409,1001
2410,4136
2411,124
2412,1418
2413,422
2414,2922
2415,3708
2416,4991
2417,438
2418,4028
2419,3281
2420,2561
2421,1290
2422,2885
2423,2091
2424,2745
2425,4474
2426,1569
2427,2719
2428,4038
2429,4518
2430,2534
2431,179
2432,389
2433,596
2434,1608
2435,1978
2436,4935
2437,263
2438,3334
2439,3157
2440,1828
2441,762
2442,4887
2443,417
2444,1970
2445,1365
2446,231
2447,4579
2448,2715
2449,1551
2450,374
2451,4274
2452,700
2453,4350
2454,1640
2455,4039
2456,3418
2457,622
2458,4301
2459,1150
2460,1111
2461,2666
2462,2597
2463,1778
2464,1712
2465,1265
2466,1700
2467,11
2468,4523
2469,3760
2470,1842
2471,952
2472,3460
2473,1629
2474,976
2475,2099
2476,2136
2477,4855
2478,2220
2479,137
2480,3680
2481,1430
2482,4362
2483,3721
2484,1541
2485,2351
2486,4275
2487,4179
2488,1170
2489,4583
2490,1425
2491,2643
2492,836
2493,4329
2494,733
2495,3571
2496,2973
2497,545
2498,3821
2499,2942
2500,379
