IdR,IdM
4840,2501
3580,629
3289,1101
4378,522
26,304
2297,1318
1899,450
2786,3100
4059,2323
2954,2384
4124,1918
1079,1672
653,2852
3878,4117
3973,1164
4919,2409
2388,755
2974,2499
3424,1356
2817,1726
1185,939
4854,617
1738,2744
4529,838
4652,2101
293,4318
2344,409
4334,4061
1589,2337
3312,962
164,3271
3376,1347
3544,2900
2963,2814
1017,935
857,4938
4122,198
4210,52
406,2165
4547,3507
242,1060
4721,1000
3088,1139
103,2553
579,4768
1855,669
4377,202
4878,4548
2791,1200
2918,3122
1878,3356
4493,4711
1117,3282
170,2778
3384,3257
4953,4012
3418,4581
2151,4650
962,4408
633,294
1854,3248
1067,3609
3652,2048
4747,4084
733,2407
2321,4059
3946,3066
1878,2728
1450,3116
693,986
3088,4383
2469,3718
4705,3899
1824,2472
4619,585
358,3697
1108,4899
1043,4136
1012,4835
2919,1415
2377,218
1460,1528
2377,3755
1624,4175
2021,3924
4241,1136
3792,3685
3697,3151
1354,2560
4269,383
4792,2738
1957,1851
4705,1506
3357,3132
3011,3489
2420,1020
4383,2613
2464,3729
4471,2369
1191,3587
4876,968
4628,2919
3919,1431
2899,426
1078,4307
1317,801
4632,3359
1662,1270
1238,832
4346,695
3395,1600
4417,657
2026,1027
1185,390
3396,4958
845,3364
4318,1074
2470,4006
2660,3580
2634,1357
1168,2708
372,1122
3005,3628
581,2518
1042,3473
2579,195
1333,1661
2890,492
3723,270
2515,2573
1559,2222
1813,4952
2905,4095
4121,4492
2900,3539
3363,3628
342,4768
4098,2953
2537,1911
3547,165
3230,1993
2869,2315
1707,1929
311,539
412,3981
2287,4140
1622,527
2363,1176
4055,1141
2082,4398
1796,618
2504,3845
4296,1404
1491,2667
995,4720
2932,2491
1268,4033
2698,3277
849,2741
3528,4485
3183,1972
3645,725
2026,1493
261,1926
1871,3986
2523,1065
3215,3042
4923,355
1676,1343
3718,3400
740,1
2205,1202
2553,1054
1687,3450
3295,4625
3685,4284
2096,3310
4321,299
3246,2535
3994,447
3073,527
682,225
1984,3845
2741,963
1688,4963
3047,4907
1383,1778
2716,1403
3977,3075
1664,1359
1479,1388
2577,1087
1660,2871
4970,2923
2792,4512
3993,2968
2718,413
4241,1850
158,1384
1525,1818
3638,3448
3977,664
4405,3296
657,1712
4614,4161
2275,2441
3423,3749
4429,319
4257,3617
1181,1018
1042,3972
3481,1253
249,2695
3533,184
3804,2967
17,2344
2775,3190
4828,2182
1607,4612
1924,2721
4516,2843
1701,2920
4080,2402
1233,3387
4514,195
4127,4832
2939,1259
2401,2681
3929,4372
1325,4107
2287,506
813,343
4942,3103
4941,2852
2979,1816
1755,1774
487,2629
1723,493
2627,300
503,366
1240,1510
599,3891
1779,1914
428,3481
3157,421
4780,2088
538,3969
17,1943
3274,316
1553,4854
1180,3810
154,1903
1530,4052
2749,2272
4078,1175
4844,4398
4726,4248
305,512
4087,3388
3543,1966
4782,4503
4159,4081
1946,726
3152,1461
1286,3137
934,4471
27,2836
3793,4389
4348,2031
44,2523
4516,794
2759,3391
1877,825
3298,2724
1471,4837
3762,4727
3412,3615
2401,3587
1246,2133
4108,3954
2759,4141
3146,162
2300,415
951,4740
4003,4509
4797,230
1725,2290
1700,3566
1449,879
3730,2882
2303,2036
1331,4138
466,2774
1911,4176
1820,3766
4808,3224
502,4941
2161,4108
4450,3289
127,536
2332,4764
1685,4856
3572,361
2450,252
3079,4843
2798,2522
642,4211
2377,3039
33,4269
3625,4682
2401,1687
307,883
1515,3165
2347,820
1686,4356
3676,2048
1862,614
2413,529
2658,4130
1248,674
4116,1997
2228,972
3109,821
3791,3561
2295,946
1094,1487
2829,3305
36,1938
2131,4027
1762,4383
15,4034
4100,4955
3516,200
3545,4496
4888,2333
4962,605
3722,4207
1557,1344
1090,1376
98,357
3562,3127
3316,4428
3149,4844
4938,4436
4859,4276
2103,1056
140,985
1395,2222
2848,46
4519,801
4994,634
2477,2300
3702,1551
3569,4602
3011,2317
4845,2091
2276,3402
4229,4222
4654,2233
4253,2878
4899,359
771,104
3638,3963
1110,3868
3474,2673
4671,3571
2623,4410
4943,1207
4387,3024
2992,3658
25,4689
4454,1346
1157,1973
3187,705
3135,4291
733,4118
2377,126
4843,4525
699,2318
996,1864
2057,1166
661,634
4613,539
1476,3164
550,1447
3431,4216
2479,725
205,3602
4602,3243
3765,1763
4569,895
2215,2649
3239,3916
4008,4521
1365,918
1097,4818
1519,3874
3854,4780
1149,3325
562,3688
2438,4587
3322,4515
1764,351
1068,1794
2454,1017
2313,3955
3908,4105
4569,3629
1779,2117
351,4311
4618,2364
1567,2283
4190,3034
4138,4893
2734,2542
1689,385
3998,2210
613,4792
364,3609
3720,237
1328,183
465,2853
2956,2561
2797,2367
4412,649
882,2672
3530,1188
228,3105
524,1352
2555,4552
585,4515
264,2322
4802,4545
2855,2683
2818,7
3514,2250
3789,1214
3265,3023
802,2484
503,4435
1269,4641
1991,1635
2490,4386
3232,143
4479,4183
63,2523
4975,3809
4121,167
3947,3542
359,38
2796,2783
2294,3196
1323,4515
3907,3771
2882,1465
2855,223
3726,2139
982,1158
1983,4223
30,2265
611,3467
4564,437
421,2039
3120,2219
2570,63
3204,4625
3772,3870
505,3639
3963,2177
1333,2666
1839,3283
3742,3900
4018,1638
1443,2716
652,438
61,1738
4290,2728
4599,862
2391,583
3879,3651
1856,4957
976,4533
2183,1257
3257,4969
1827,3879
2547,921
1810,2833
3430,3747
2391,1876
241,2436
2283,2525
3254,1319
1422,1443
4620,1543
2293,1129
1184,4455
3064,1038
1246,4471
1239,3291
2226,2520
1587,3674
2603,3334
337,619
2065,725
2639,3508
2852,481
1625,4213
1386,1217
527,3413
2911,4470
4639,360
1608,1356
3303,2271
1284,3104
3234,342
2127,52
3615,2780
2873,1199
3308,184
1626,3311
1489,4382
3432,3212
92,186
4799,4664
2342,3901
533,4204
3596,1202
263,4689
2789,1471
1481,811
616,3709
3203,525
2517,1919
3555,1873
3597,3869
3083,919
3920,4051
3668,2519
2270,1036
1129,2433
243,1492
2965,4971
3930,2596
4856,1673
1479,2000
1396,3672
4803,4338
1250,1832
2535,973
3712,1282
761,1771
4519,3741
4261,104
4536,3979
262,4898
3237,2522
1964,1442
4703,3801
4167,344
508,1424
2683,3251
3536,3995
3213,2385
2257,298
3464,4842
3971,2290
2301,4651
4579,3557
3509,4515
2444,3568
2041,4236
2657,2322
1847,2999
4070,4547
3668,795
742,4062
4360,3829
2527,1671
371,395
3618,4999
2096,1391
731,4334
1666,2050
3840,989
1924,3130
161,3692
2860,3897
3717,2986
1479,4335
4765,467
525,2619
911,1126
3268,4086
4318,4065
2126,4818
3580,3658
4753,1766
4766,468
880,1032
3922,3452
899,4518
2326,4993
2490,1603
1255,1175
4300,2372
1264,4915
2403,3348
164,4985
1918,1752
379,2004
1532,3874
2169,898
1713,3574
958,4288
4303,1004
2145,2849
1729,160
1585,1604
957,721
4073,368
3834,3663
4135,188
1528,2397
2527,4913
110,3011
840,2325
2838,1984
4177,4839
2954,4805
4339,1319
4009,1622
367,4721
1591,2158
2219,1943
175,3395
3460,3958
1752,4332
3745,4820
2128,929
2157,2229
1500,741
2344,1702
1000,4186
13,3030
4996,2151
183,2883
2852,1216
1102,1737
4074,1779
3256,3023
4594,1895
2559,3081
3467,4243
4035,3659
2769,4205
4852,4123
2488,1451
1001,4148
4279,3882
441,1852
4337,3596
3274,2800
2477,2735
2967,3263
3380,2567
3194,1438
4820,3960
4309,4496
1463,3074
2878,1367
4319,4160
4235,3565
696,2237
3866,2651
4937,1210
4273,3879
1396,64
4628,1022
980,1140
4654,101
2421,3028
555,3129
736,2770
529,4573
4932,3046
4718,2604
2904,851
3190,1875
3486,667
4233,1215
977,901
1387,3726
600,4021
1730,2043
2586,236
2914,1330
1230,3084
4378,2287
2861,2671
1093,2865
2930,490
2993,1967
1199,3724
3584,2225
8,2680
3113,1756
347,1641
2677,4901
4721,764
2476,510
2559,3790
1431,4023
4390,1992
2986,36
2161,259
4231,1526
3424,2987
2775,2768
4958,4465
1437,4697
1272,1421
363,827
4451,3743
4408,2821
3254,765
70,344
288,3494
4398,4561
2575,1542
2407,2943
1222,414
3932,4512
4710,4278
1078,2642
4087,1159
1556,4473
294,1945
724,2695
2859,2736
2321,3337
528,1077
3600,3517
3106,4273
4097,2074
4689,4787
1082,2987
4098,3336
1902,192
521,4857
655,4742
655,1030
2274,719
4942,4046
325,3276
4860,3179
1769,2774
1222,3256
2326,4806
4647,525
2189,311
2972,1721
2460,926
3830,2335
3490,3853
726,4521
3528,1848
2348,8
3705,2605
1338,3241
1652,4179
262,4591
997,359
646,1617
4024,2575
1488,2866
1560,2446
262,4353
899,2327
641,2597
411,4401
524,3783
2279,2761
969,3367
4323,2210
1188,2791
2540,2863
118,2863
3564,930
4353,3744
2707,3386
1602,4591
3512,294
903,3842
365,4004
86,3923
535,2327
4297,3776
3379,1556
4976,4140
2379,2583
4358,4298
1307,4164
2953,973
1155,4118
1389,409
1345,2459
2654,2484
3555,4622
1889,66
692,781
1476,4932
894,3975
2702,4953
1231,3709
1484,3826
1473,4564
4098,1475
3163,136
3481,3793
1607,3436
4324,1681
1050,3218
3578,501
4517,4563
3184,2227
4751,2777
2677,966
3101,2460
4720,3632
1467,1759
3900,3099
715,915
3028,2662
2165,734
1576,3693
3061,144
2481,1395
206,4467
770,2549
3972,2492
2489,1685
1815,3341
600,538
1549,262
2861,1380
3981,2409
1334,3161
742,3964
1115,4194
344,676
1763,1557
917,115
4543,840
1847,1087
4856,1565
1498,1945
3221,1053
1129,427
2340,2849
4226,2530
4877,1996
4241,2436
2253,418
97,337
399,1294
2308,1892
661,3467
1348,899
2278,3162
256,2957
3889,761
1942,2756
1906,1585
1857,766
3796,3590
1308,2278
735,4105
79,2879
3658,1682
2853,1654
2221,2696
3069,3465
2702,4423
2689,3167
4041,4923
4684,1000
2310,2083
2231,2736
2342,4230
3425,2638
3901,2286
4354,3742
3670,3842
3652,3055
3285,2762
3178,4127
1286,4146
4200,2468
4838,4606
2321,2594
3629,743
595,3941
3823,3765
3210,1372
47,2450
1082,2182
2167,3598
159,1731
3067,3215
1709,2318
4653,17
1996,1663
700,1636
2212,2124
3288,165
329,4422
1865,3613
970,1354
1906,3459
2803,2320
247,1478
3420,2014
3107,443
306,4011
4558,775
3814,4079
4332,99
3315,284
3498,2307
4716,4955
1230,3559
2408,4012
3706,4666
735,2564
4761,1672
2650,471
55,373
2668,3781
1589,4256
2544,3215
4813,1878
4409,3076
1155,4261
2202,815
1580,1529
480,94
4836,3591
3227,494
1284,3620
3111,4748
3784,4822
832,178
4001,4752
1837,1506
3871,3947
2051,1409
536,3457
744,3453
3166,3272
1234,1180
2613,373
1234,3149
20,4545
2496,252
2384,1455
4663,4665
1482,19
3487,4999
768,2325
2245,2999
83,2308
2376,4394
3276,288
3963,3098
2985,4597
1183,3900
3627,2000
2096,875
931,1731
2765,375
2778,3401
632,2115
164,2196
419,1320
3706,627
939,2110
2551,2557
4386,1832
402,2982
2309,91
1923,722
4098,2631
3743,1884
505,348
2434,2311
4199,4728
254,3932
1587,4756
2503,3531
2680,3461
991,4414
1913,3435
118,2081
669,65
4126,2403
4500,1324
4235,814
2563,903
431,2250
3498,3645
3232,4965
2713,1453
1155,2779
3269,2825
2495,3446
2522,3906
558,4752
3162,1785
2434,3356
496,4050
443,4547
3050,95
3503,894
3639,4412
577,3018
2639,2632
4438,2246
754,3996
3182,4594
4578,4966
2926,3748
1758,644
1692,970
1222,4146
1518,2900
3918,4482
1995,4678
4916,115
3116,2320
2329,4428
414,1168
4479,4615
383,4311
2888,93
3969,4317
3063,897
3955,1279
2291,628
408,4350
1248,1499
1532,2627
2241,3135
3617,84
1087,1434
3776,337
4808,679
4502,1679
2795,740
2931,4685
3368,2258
3592,2453
2901,823
3054,1013
1785,3129
4074,4598
3632,563
773,4647
2135,1296
1441,397
1428,1225
4073,3087
2998,1182
2305,545
1443,3629
1071,424
654,1303
4863,4130
1584,1774
3921,3530
1492,3490
4110,15
1586,2495
1127,3322
2312,324
1562,3434
102,2114
3636,956
2096,3257
4941,1859
911,4948
3748,4900
2925,2178
2724,983
881,4143
4718,1260
945,4004
2712,24
256,2571
4350,1325
2354,4654
109,1272
1626,3594
3039,4714
642,3046
2197,3004
2760,3472
3291,828
253,44
494,3911
1355,322
3651,4309
3550,526
1135,4768
4944,2736
4115,911
4573,3056
113,295
4195,4515
4841,1334
3488,2717
4314,1333
2079,215
3711,250
3167,3413
979,659
1882,1092
724,2825
3272,3570
4402,1694
1906,3830
1710,2206
1180,3104
2202,1470
4135,383
481,4403
49,2732
1019,3084
4241,3425
116,4816
3162,154
1329,1371
3858,4529
45,52
4973,1808
903,1158
487,4908
3005,3522
1124,186
1427,2396
3578,3637
926,3225
2512,4822
3340,4899
3350,603
1431,1294
1815,2813
1373,4234
431,4391
4243,2123
327,4810
459,4382
1344,4167
3305,1217
1528,4248
2395,85
1048,1267
1530,3105
2702,2791
123,1756
300,3754
1554,867
1868,2585
2448,1109
4216,2160
2821,1687
4175,4587
1987,4166
1835,444
2443,1328
3860,3811
4511,3530
982,796
101,2810
3123,166
667,751
1554,797
1843,4883
2681,1804
971,13
1074,1020
911,2495
959,3691
2315,2583
4615,4325
3343,4184
2799,2980
984,2115
1721,3206
1288,3626
3641,159
872,4832
2511,2580
1397,4784
498,1995
3073,65
2814,3217
1210,1448
4141,3562
1090,4477
807,1332
4067,1569
4669,1974
965,2149
2906,2574
4555,2677
4320,1077
2063,1302
2705,4185
1637,3336
3887,869
3692,2547
2282,4067
1091,3428
2567,4117
2795,4198
3721,3641
4197,752
2642,2606
3604,41
769,167
2471,4966
4534,4326
3663,4451
293,2635
4275,363
2801,3827
797,205
2986,459
4139,4843
3823,3597
893,4959
1882,3086
2394,3211
4435,4679
4464,793
3623,4905
4991,4530
237,872
464,2126
4571,2377
1644,2820
1260,211
4320,1750
1640,2791
1022,1093
3625,2613
2058,1695
2496,4578
4280,3242
2950,4943
232,1799
10,1981
1690,146
607,4154
1152,400
672,2345
3447,2418
1147,4681
388,3079
1119,2120
530,468
4618,3946
2296,947
340,503
2551,4060
3712,2027
2903,272
1085,4683
244,3754
1889,3036
4538,138
2996,4749
4165,4677
4125,1345
1469,2132
3385,783
2260,2320
3573,208
2561,2688
996,2602
3720,352
596,4913
3276,1205
69,4570
3903,1160
4949,2609
4812,4245
354,3553
2578,4591
1808,2964
2481,501
1761,3159
2127,1256
4596,4669
4970,2839
3264,2260
2527,2200
3250,1278
1318,4212
3494,1526
2675,1068
2825,1515
4290,702
2916,403
2593,4797
3649,3651
2160,4187
3497,797
4050,608
3294,1156
2997,3513
3113,4890
3659,2139
4945,4293
463,2505
4093,3711
4246,4962
4474,4491
3516,956
2098,28
2577,2503
1157,3492
2468,4678
1831,2685
257,1510
4187,4810
2910,415
4983,3330
2634,619
2711,4191
1484,2508
2160,3603
3864,4643
189,3961
2677,2489
1982,1923
3026,352
3951,4386
2045,2858
3518,4762
733,4040
1770,751
4492,2543
4669,1040
4944,3112
4327,557
155,4056
3493,2211
1825,719
3968,3394
374,2879
1784,191
4938,4047
1142,3475
3180,2471
2770,715
3718,223
4387,2296
298,3115
4537,4628
3521,2748
530,3712
2011,2309
2230,2824
2904,2360
3314,2128
3094,4607
3554,1467
2876,235
1457,2884
1798,1829
1646,1927
2615,2725
1840,136
3099,1269
1913,3481
3095,589
4046,3538
1611,3998
2059,134
356,1081
2849,3354
1109,1653
1931,709
1927,3311
4198,301
4121,3341
1736,3202
10,2331
4886,3532
4170,472
4838,3664
1945,4943
4567,2239
4041,540
2874,49
3099,974
4070,1687
1121,2897
2064,796
4381,2125
3946,2389
755,4166
2581,2177
1243,4139
4262,1572
195,4727
2207,1708
4413,2439
3091,245
4355,3506
1507,2312
1651,2303
3252,1603
4922,3655
3722,4947
139,406
3629,4830
156,2692
344,2491
49,3754
2105,4
4135,328
2321,21
108,3954
266,1220
3910,3585
2316,3728
4893,1690
3067,1919
379,444
3812,3978
2604,2259
1572,4270
4032,4555
2901,2763
1608,1024
3015,1340
2112,2371
2164,3863
1521,2435
2859,2214
4853,956
75,3934
4114,3331
4042,3552
1474,3796
1589,4450
4204,4106
142,979
384,4935
4697,1475
1820,1994
2359,3756
2870,3258
4244,2657
1045,1996
4989,3155
1642,18
2893,1187
2427,110
2868,500
4782,2512
2883,3138
2352,49
365,2350
3146,362
2023,2409
1248,958
423,4856
2266,4682
1165,1960
2743,1221
2221,1962
4338,3637
4816,3151
1116,3598
3522,3995
1211,79
1584,2971
86,2534
4371,3894
1223,756
917,3191
1919,4913
547,4383
4971,3233
3112,420
1610,3476
3462,3901
3518,4455
4807,2322
3782,2775
3648,120
2753,19
4468,326
3380,1404
1201,505
2745,4693
671,1392
3395,2241
4449,1834
1131,3473
531,2942
2408,2431
1565,4847
2865,1697
3625,3477
4691,3871
3608,2271
379,1631
1295,3635
3042,2678
517,482
2134,2802
3673,1061
2332,1073
2437,3256
1708,2208
4717,3942
908,504
4614,1784
1651,897
4825,1152
2895,4183
4824,106
1908,2883
4162,754
4791,2955
4334,3722
276,4480
3862,3365
2396,1545
2774,528
1770,1639
2810,3160
1843,4027
2039,971
210,3032
3103,1272
3254,4363
4478,815
1888,1464
1143,4867
1570,4956
3463,4933
2510,2263
4617,4094
769,3854
2267,636
4775,3995
4352,3744
1172,2921
4741,2093
3209,2081
2742,548
4723,2786
1068,2912
2810,4202
3531,1720
3703,462
2425,3205
205,4078
179,2483
4906,3884
2246,3453
3942,3228
2401,2630
2582,1426
1418,112
899,922
1054,3114
4676,99
655,2888
3613,1838
1868,2337
4604,4317
235,2990
4564,3874
4111,663
3189,3277
3392,4361
3192,408
4467,3091
491,3144
3612,831
3196,530
950,3302
2446,620
2603,4456
706,3493
270,4099
3817,468
3106,4434
1420,660
3609,4178
2898,1044
4982,4903
3524,4314
471,1107
1904,3198
4139,1490
1617,2241
1671,2616
3607,4262
4852,2417
1679,2209
4795,3979
2926,315
1695,1018
4822,102
1413,3929
4384,3109
1397,3798
948,3559
1461,4227
2997,4960
2634,3562
4620,375
513,4602
3203,4202
294,1491
3428,2481
465,2604
3778,3583
183,1861
4988,261
2071,4730
2371,4432
1009,862
2283,3248
1434,1085
140,2431
947,422
827,1663
1920,754
1541,1483
1422,214
4715,799
3793,4064
2515,4912
3039,1849
666,2581
3567,3835
2195,1079
2059,2937
2248,4939
1555,2626
224,4851
1924,4882
2482,882
2491,4124
1279,4217
2632,4343
984,2385
1968,549
4336,524
3136,4976
3719,3110
4951,944
1281,1983
2276,828
4686,1856
4361,938
1822,4568
1884,1924
2617,2511
246,887
2529,4884
3174,2229
4911,213
3595,1933
2438,3763
872,947
3534,1762
3151,1309
1118,849
170,2087
1974,142
4095,4425
4764,4757
4040,2005
3904,1758
3738,443
4803,4751
4878,478
165,1982
429,2154
3938,4532
936,4180
2220,1582
2468,1112
818,2186
4401,2439
4824,3996
3210,4916
2206,3847
1982,3844
607,1198
1942,4775
4917,4848
3136,2298
1340,3764
398,4296
3422,2165
138,1885
4240,1445
453,2023
3169,4382
4125,4651
1180,3143
1412,4424
1670,1953
3314,4571
1544,1504
2076,155
2433,4000
4768,3088
2218,2723
2199,1983
3319,4881
4459,2482
507,2678
2022,3647
2312,2732
2279,3547
3514,699
1518,93
4952,2112
2038,907
2982,4028
1707,325
1935,2934
3230,2987
1935,2252
1008,3416
4500,4026
942,1095
1415,53
4271,3942
1081,3525
4505,3256
3410,3111
1180,3704
1039,1817
3154,4475
2723,634
2567,95
4562,4596
2734,2588
2739,1335
2961,4033
2009,2770
2008,1297
4861,513
20,559
3176,4180
48,3702
1036,3771
3069,4792
3312,382
3600,2997
3870,4681
1664,151
4163,4845
1808,1842
1823,2062
4432,4346
30,3139
3108,2497
390,2885
4532,3462
3323,371
3715,1552
4131,3154
3167,1759
4565,4516
2810,1685
3597,3989
2520,4195
2567,3002
3162,570
1491,2958
2767,378
1461,938
3420,2384
2229,4861
1145,167
350,2252
3519,2090
353,1987
332,3709
1695,1330
3975,1609
1406,1447
14,783
2347,4728
3799,3687
4532,3283
2476,3150
4177,3343
379,2434
875,3167
2903,1285
3807,527
3279,4557
2547,2080
3040,4158
2059,2766
4141,4648
3475,3633
988,3790
2228,359
3954,4350
4019,4740
2020,971
1853,3973
576,1777
4875,927
4194,2163
4729,844
4573,3818
4134,3575
1248,134
1108,1001
1848,82
3920,3850
3710,692
254,692
3502,2598
3420,562
2605,1091
790,224
4107,3893
804,3022
2622,4929
2063,2656
1142,1952
2172,2787
2444,2654
511,3060
1960,3493
4147,1505
2045,4229
57,1284
2081,3536
389,3449
2199,2082
575,4278
2288,4071
1377,4752
4094,2642
4298,2932
4353,3722
1172,3812
1760,2812
149,2501
4146,2934
70,4353
2151,2642
546,4402
4175,3127
4172,2957
2381,42
1124,2732
657,3559
2710,3908
3029,947
2352,4378
1463,1786
40,136
2716,4259
3848,4736
1390,1069
4977,2522
4395,3985
101,280
4409,3092
1725,2799
4665,1167
1833,653
4987,2774
2780,3831
3390,749
1364,2766
642,4035
4195,2767
3928,86
2693,4454
3292,2108
552,4828
3017,1903
2642,4860
2163,634
808,1450
3673,1795
2825,2172
4834,4241
4743,52
3672,4106
72,880
3949,2565
1038,1813
3814,1170
1128,3505
100,2722
2777,2636
526,2101
2153,1602
4656,2921
3832,4071
3371,3191
4161,2077
2758,4388
2020,2091
4587,4405
2932,3739
4908,767
2001,2978
3317,3573
369,2405
2503,2456
2935,3666
1498,3855
1051,20
1346,1582
871,2546
4531,4575
3903,1075
