CodeMembre,SIRET
88355,4397945105
26823,2275641923
49019,6572691127
17603,3892771403
97974,1480824227
35631,8674589680
49840,2019308899
68406,7166486612
612,2074617252
77788,8578936330
33802,9067585280
97193,8959623699
62546,8742067557
62800,2531164048
95433,8281762972
14889,1097841320
66102,1480824227
7824,1180897715
59409,1497656289
36639,5195640741
84900,7622308198
42309,7034992019
16651,5669300089
6984,6046914734
34442,3314745623
32648,6447816026
59301,6389891930
76150,1880732858
27657,4146774981
20241,9878134930
55813,8466725543
57764,2284619056
96194,9144621752
54030,9549490488
54072,8357296167
74702,8606380770
83998,4693349795
26815,9683067737
65220,1322842331
9856,7795948908
43713,5673505964
18662,6373295547
61317,9064216050
62773,4231397280
94913,1404663548
11610,8948019761
38434,4155073717
88929,6564067654
13659,1262024783
39828,6662535966
64814,8315491532
19315,5733869386
82627,1418620376
51979,2369970414
30079,2836206995
63985,2947488620
58250,9542205687
38034,4647170167
15421,7671578832
21338,8790598323
36575,5573286902
34300,9788471915
84956,5107605385
11711,6277385094
95300,3584980102
24695,7164923145
69690,4606450918
39554,2497544454
82833,4105259285
56765,8102980898
73553,9582762846
72947,2560501005
87669,1638733082
88302,5505886542
61868,4523419897
64855,4976442302
6286,8781312653
37653,9269752192
13925,2644763325
88564,6747725755
29111,7649678642
95216,6410214945
17467,1395502372
25958,3120511532
91195,2920890265
56545,7786265394
91943,4931216557
66839,3576553015
98501,5791701120
61654,1943401696
38928,5055016350
31991,8684998329
87104,4471248688
79665,4737958550
99169,5953917593
30456,4966862721
45610,4556570653
722,8615458475
35309,2207042588
30163,4707342509
81505,8615458475
97656,1787750165
41934,3382375730
44978,6990009098
36927,2454050853
32825,5347435855
16059,3409311654
31205,3222075077
56185,9441873772
40208,9593135643
74288,3892770978
37247,4341867719
27436,3775434006
16564,5091176161
74780,5180844018
98762,1184670516
19203,8113606962
61712,8517120880
90870,9645508273
11105,5760897243
67448,9335716034
42475,8670041957
75135,4707700190
65739,2795233278
45695,5605917595
14138,9777000651
64621,5639959496
74146,5760897243
51960,4869665965
99813,5809849230
2605,1787750165
76760,5815240872
17260,6104815143
89840,1742073976
86709,3138959139
72408,4957108765
25622,3775434006
59727,5149550027
57814,5811920479
3933,8915308521
24227,3748578583
52842,1602171553
87523,6347164114
55754,2856503522
35714,4035587374
21590,9636389127
26977,8790598323
61117,5755210480
17285,1680964334
93869,5931788848
29967,1376592082
45884,5677452147
9550,8467608600
13905,8322475234
34588,8260890785
55151,1174109970
2096,8764067746
56713,3583430820
46635,3142416133
22876,8764999943
43022,4105259285
35198,2788761790
57268,1553704786
92476,2266420315
3737,5323785451
55080,8341093510
88131,3142416133
68071,9689345496
31307,2230577793
80237,8281762972
4907,8693622674
122,8277073669
71115,6455089833
83885,2237491150
86009,4794677546
64676,5986781621
82287,8979807138
20419,8484610779
97129,5153470979
5039,1316915214
46994,9871051932
28505,3411544508
34721,6313461188
35927,2316099594
70497,3216765460
46439,3217515589
95993,8370157214
12947,8977366039
1183,7195427679
28067,4299933749
96298,6047581674
10873,4702748604
72995,6921756103
95674,5449985250
36611,6206861732
73192,8343024450
39894,5952891604
90934,9592522243
3114,5872979523
52572,5803233090
69127,3711013775
28601,5031372615
38320,8837009992
19205,7044889462
1657,4926735959
61903,8306489630
34515,3725175441
58080,5677054259
2661,7390474164
63462,2541628167
34111,1533657612
37991,9598324103
90344,1344812686
84539,7636709698
73739,2132627822
33348,4640719945
38282,7083085324
68121,5538148912
46272,7148226530
20788,9170244771
64640,2238717090
34428,7019255765
60734,6614655091
14433,3695087641
67867,2272394628
91529,7778474217
30438,7611724682
43676,8313992446
2805,3425278926
58884,2010266741
68051,1041073295
32927,3511087310
83850,6315243764
53867,7180212438
25162,7533476272
72245,6386815688
16868,4505658167
73914,1906464776
97576,5069176755
50414,2156187222
847,7852367215
26463,1711844598
74645,4135135856
15522,7173390346
44346,1083089517
99602,4175132167
26991,6468907575
23203,4167740071
15764,9755965509
25228,2244656275
18605,1738807063
81116,5293623955
20903,9425557538
39124,4016564823
16944,3762438570
84010,2979804300
14250,3991063934
89436,1407254911
73941,7220428120
2012,3315130280
77317,2186894399
77482,5682677799
63580,6313461188
11325,9412208412
8014,1437263114
66022,1244362164
82212,1316915214
17977,2316574454
87067,6415232689
49221,2335763303
29660,1773761817
94363,6921756103
83471,5469277957
39589,4030796486
76742,2167977972
13240,1233194438
94307,2340677074
24398,8870274405
29033,8939003438
36741,5401067558
45485,8931653347
84494,4307452034
88041,1100923980
47091,5806686696
94669,7191131492
11925,5174350386
40259,3459793909
54203,3638938905
72136,9151687444
26838,6347486977
39589,3629658390
35680,1683943398
37675,5824652769
88525,6445239670
86910,7893178157
12531,4327595140
84256,5143578630
90654,9896966089
52227,8004908613
77354,6024953846
26062,7488552980
89972,5791701120
55690,1343965659
86467,4280161539
76942,9871051932
53296,8919918401
435,4686014085
7278,1561287306
31689,3423739542
38523,1812547224
12836,2388571845
52247,8254494569
89283,6358928557
85802,1505792975
19394,8080219703
55728,8433745902
35694,5719051564
86613,4463954713
75815,5188362237
36103,6513915220
58892,9513542695
82298,2059486469
61161,6629379311
43011,4792304434
16679,2424327104
29390,1040242050
95737,6562696242
89956,4050727277
57394,9535375462
94336,2019308899
98243,2837219946
84860,8515155426
15903,3744422384
24368,1322260786
40107,9285543294
43508,3636518027
43475,3016825462
42844,8002202674
9109,4261212566
63091,3159359361
48868,5299800392
91249,6016853004
40146,3619513355
21262,5295023866
34393,3524804081
41343,2857151877
96487,3382375730
90994,9192374013
11555,7460267967
27425,2971125104
94795,4400326152
47316,3557918731
43593,7714800876
68317,1943401696
50871,8900828177
42638,1444575357
7754,1466908441
75171,5563454370
21891,4091021414
54715,5442544140
91837,8147556056
12744,9481428514
29201,3579081028
19740,4688283791
63312,5824652769
74069,1048780469
34814,5070087428
26433,3541987618
59978,4985867463
59552,2208269065
88499,2645595548
45844,7580330115
23771,1130402294
42787,6997391873
25516,5546945542
11730,1510167831
42767,7817295009
68116,5527714911
12038,4175179678
93436,2769820746
71521,1437263114
40662,4266071119
77165,5257352180
26674,5280812184
32458,9617313699
49399,4755627473
37227,8411320140
21948,8487230294
363,6543800540
54886,2539122352
5652,2849090020
20299,2952625739
79539,5272101358
4717,9645399072
92602,7613435730
60115,9122670479
1435,4340573376
9786,7158269061
41045,9528808262
92827,7747870494
620,2647969587
28262,8930050075
56452,6670574201
73355,9460145963
97348,9638766490
73198,4679149351
74257,2149841120
92674,6962580592
44808,7323134678
17370,3398510121
29194,9037717291
61563,3335375175
73777,7373211566
51001,2121474783
89218,1363289349
48157,5171860323
86491,7126117126
6535,7195427679
66789,4085337286
58210,6270944791
97684,7615195904
88487,5071729744
33288,9188705798
76867,5261916731
75538,3309263190
78275,8444382870
89726,2962202869
21371,1688731363
71527,3317531361
75249,6230528476
58837,5970262158
59270,5939277133
28083,4793758700
21296,6315243764
17863,8625389987
90982,7150387467
23247,6585787038
9544,4972591739
50359,6358928557
9310,2541628167
70994,7881813132
85526,6334103237
41135,7843058946
69390,4116114164
11298,6882004544
43758,4076658991
13946,7198137924
3703,4178520718
14462,7899160421
74895,7767272859
95224,3103299211
49622,4658982183
90738,9549490488
54182,6998876713
4305,5121904067
95416,4548166358
84958,1968906146
4762,7488552980
21079,1376592082
78414,1488376791
29513,5146046252
2342,5394414045
16952,7831951442
19581,8853507241
17636,3417119819
18877,5143578630
51340,7577916133
52850,7111405574
27485,6631453853
51520,8668778137
26059,9112234270
85984,2747037456
86639,3097141043
29906,1950207024
67835,9619548740
56533,4623371562
78904,6468907575
44397,7295349301
51594,2248583638
45866,8402385696
72312,1458196052
7189,2000624216
94918,6410214945
27982,2000624216
74819,7029575326
25625,4003467294
37382,4636265899
58184,1742073976
55153,3671292322
51155,6345118783
52924,7871274543
25036,3604659864
64774,7671578832
33943,4580508841
48038,7856472016
52307,9692618359
30939,9170244771
72206,6282381213
78662,5389265525
55084,7865899711
12472,7199683759
53100,3822742242
51207,1689766663
73687,1173063370
83505,5527714911
2618,1866411994
17939,4263816399
96238,3352835151
89565,7400212237
97604,1718379120
97275,9445580848
88035,6038970593
69636,9079887496
9153,4358120625
56821,6802653095
96855,3236843870
53006,3089359643
74644,1538206703
45666,2667666338
14510,3852291153
22350,2550939157
29970,3156488767
46678,7485215829
24662,3747285701
27023,6264864541
27634,6849675314
32310,4209292871
78811,7959657979
74665,8382482464
91755,9404949946
54752,3206072817
32982,9861968958
21715,5311540781
54947,6676782635
56335,2450182151
34452,9573819152
41083,4295222013
52414,3728631156
97889,8983156511
83222,6374864851
53845,6185574380
38604,8170787042
16541,5805652183
6941,9124260376
44068,7354540630
92558,4705296423
38367,9128054322
85952,6835640413
48851,3776090080
43234,1824246393
72583,5017533505
56102,3783104165
74519,7450679026
56259,7460785968
5264,6473354827
40232,4888674569
55502,5128859523
89226,6366396549
31842,5988721830
28639,9255235519
17746,1524159601
15923,9721321654
26378,9060719182
45533,1864811707
97588,8080538425
82048,5584277693
74336,6982106592
41687,7925463716
36503,8199472463
61878,3314198453
65059,5206371025
7931,1015218988
24734,3632928387
58357,3560456069
49856,8837009992
45657,5939277133
30531,4064540962
98747,7402201852
73147,3317531361
3217,1474746289
43133,2257796728
78716,5481236555
66249,2247091935
35801,9187055880
15027,7059713290
92326,3386323779
33456,9828322336
73325,4947504168
89107,8484220863
2442,3570092212
46293,3222075077
69944,4572333281
69424,5511921274
64208,2355884593
65411,1700900773
88067,4550445769
99411,6364866015
52286,6993355597
67167,5647443022
54135,7028877620
29684,2041881802
15500,1237070469
77604,9314267398
1337,7333795008
64,9460848314
9107,5576460877
97024,7697287167
48526,1427756917
34883,4302699574
48136,1024797195
79774,7804708640
30733,3967685339
94160,2082776982
53558,3301263973
34171,8754664582
97950,3412738477
47749,6713429077
82197,6774500573
58452,5673505964
83659,5955818013
4474,9303678805
26617,1727924158
12360,8402383000
7590,7451293577
61763,2439481029
45432,5527216516
12994,4016564823
14048,3632401865
90336,9494941224
83450,6451801440
74947,6941496707
79172,1786362952
5429,5895519344
44514,6737720953
23032,3632871406
29260,4171648237
22709,3281359243
11809,5121904067
56798,7145267163
54569,2091025042
98257,9223721592
34370,6747725755
7649,4828795493
78832,2364888216
62287,7180212438
9035,2510352117
60966,1509004141
66059,6312179453
89238,2483608214
73273,9151687444
44988,6493288161
30146,5744281075
29896,6995369906
23131,4314251367
88836,6347164114
38323,3034555209
20471,4555791865
87343,9530700142
1887,3281359243
11027,6373295547
25514,9693337189
96179,2452719316
83731,1773761817
59081,2510352117
75841,5133426172
49886,6935206142
62442,7103879562
58764,9551734268
42043,9452453307
88693,7254969487
52363,4686062831
67802,2816735089
68290,8341093510
92731,5416374880
63529,7283551771
85913,5297231301
17831,5950658073
38606,2246618117
88810,5954627837
68269,9195895879
76956,4672425061
78847,7150387467
68795,7814496831
56292,9617313699
79031,8414804498
88478,2992429729
1510,4967712878
72108,1357884231
74183,4282843278
10427,4148220467
94162,1557141138
63579,2351970687
80581,4792304434
58938,4112390736
23288,8474759530
96284,3461427888
13716,7718099059
32787,1090712661
89593,8353753728
29698,3769263068
84228,6262045133
83528,7039652495
68235,6683888863
36829,1311527019
30471,8442491118
22723,9342981491
37972,3361464000
84667,3754277398
98583,9559553189
3226,5859121772
48878,9420546511
24410,1505792975
44552,4187318565
43350,6573654879
21427,8308400130
74272,2420780069
8944,8665515530
79353,1034228471
78944,4734131671
27739,7681756566
78591,6314026543
66756,4915715598
30646,1546829126
72591,8658850193
3277,9206260582
61638,8440110262
79360,2541628167
52588,8942585204
59414,5031372615
59941,2450807483
89357,5857246320
43248,5606018602
34241,2603645662
78149,7698741193
85414,6400739653
10048,5132920850
36207,5457526727
51020,5475775001
3099,7683281013
10572,9394492744
32718,5263077711
57080,7082115560
38911,1933865491
76599,7295349301
84060,8379514641
60190,9617313699
27088,8751107010
79902,2671501367
59956,2302150071
72836,2244339639
42784,3775793042
73402,7229170894
47833,2505966180
44467,4091021414
85990,1982979783
93300,4534595362
8941,1780607652
22219,8849999853
50719,5293623955
75672,3184469553
82671,4357291291
83363,2413718537
31490,1447280692
71791,3357303628
68723,6321619765
46479,6211617630
88311,6074868966
46325,2145917711
25756,5809849230
67043,3048871509
70049,5865542596
18994,1893105471
69043,2656439174
73316,8517120880
87968,7059713290
25274,4580508841
64760,4093762828
13484,4797278167
54302,1918929115
2526,7557060892
13805,2057244669
63641,7798057798
43668,5879157523
4715,5458513896
90438,8631551345
48195,8665409250
45044,4636265899
76745,5953040699
33665,2515883993
53932,4603995008
26496,7575087523
36603,2215586950
93252,4994867239
68652,8902124383
54367,7538352261
30558,4105259285
73908,6867080409
75679,8779851514
98841,4315250537
52734,3973931754
7411,8100127904
64324,2543190691
5154,8561500122
61460,7849139014
84773,6497691051
26548,4646790707
702,6191717567
15527,4523778147
31858,8861186254
32909,5153470979
80784,6024953846
11131,2081408510
45342,6738525676
71252,8972494786
84729,2999346145
90324,2546584545
70615,3430408859
93497,8742067557
20201,9195895879
70615,3943864415
73790,3445536430
8500,8448295652
19798,7300640041
12188,8322669537
79304,2410477629
18358,7915381913
63285,7872402706
10018,3728032715
48418,3748578583
99829,6767638482
29223,7737365381
38765,1784831056
72683,5964490479
5071,2711076904
49700,9897697762
2827,6877671769
26504,5563651930
36993,4878295820
66430,7838841823
22238,7382106273
21273,4085337286
99593,1557070771
97540,9105509296
57191,6820936482
81848,7206441585
21504,4792202185
23158,6230528476
45493,3714124155
80554,1364213918
19694,3752123882
79608,5921880460
19719,7667388504
29680,4307452034
57617,1946656776
99047,5415735350
2365,1623417474
96389,8308400130
71944,6737720953
15331,7789376737
97691,8142399971
26183,3398510121
26292,9795049757
12259,1655209572
80240,3742725057
40723,8072239073
80441,2603645662
10933,8703290654
57102,6199882813
57431,3786247292
33592,3583430820
77560,1533657612
27404,6099465062
85891,2185755419
6312,4268877237
44279,3267209438
45873,6072639964
43698,2122801533
53401,3734165151
89841,7507932050
58379,8280801606
35355,7553467164
25489,4968162727
89540,1622397173
11176,2174889276
34143,5907876481
38603,1309303310
77390,8334575089
43118,9668199072
54393,6254515304
89676,3986338939
669,3265006227
29266,9144621752
33076,8891120357
53580,6705704312
40578,1345733436
47945,1311527019
9436,1318642749
19622,5837525400
94704,6493317104
94787,2511629007
6679,1114968839
11303,1668497233
13541,1239694869
48940,3207861033
63174,5831117340
32165,6718903782
74506,9243503042
30605,7837380299
87499,2795233278
34142,4858469383
76858,4623371562
33,5491481735
83861,3481442837
71679,6985789821
48297,4108576201
41243,9109354568
56450,3484075942
78533,4931216557
93569,2351970687
95975,5219146857
33080,4400825058
85763,9320765249
1005,4404133967
31716,5768720339
12386,1688136922
11115,8036153131
6291,6458961041
47641,7443678623
38609,4088032980
65849,8961745310
45974,7698741193
63263,1681355535
27699,6905515561
82763,5976354417
6158,8939003438
8257,8471685242
94755,8135780068
31490,5168607458
9920,5458513896
73292,9772401184
84051,9181192704
40745,9244158774
81162,2415509016
57211,5976519350
6696,6712547453
48570,9737375448
26876,9577162957
9638,8584508721
28430,6774500573
71095,8219664848
72165,8064361125
47105,1622397173
95380,2074958221
22114,6285266262
72326,8525612194
11363,7029287708
58966,7575087523
10504,5301116949
55617,5032874265
80612,6450118794
8548,8336598392
82550,5199806521
96194,6744978044
18657,5584653575
14507,6911562650
47411,6370091940
40540,5859121772
45458,2355884593
16033,9583687259
7262,2013777306
97299,4505658167
48505,3526305266
84167,2840856549
52112,3944267944
39150,5302951405
66315,7420446241
41386,7795948908
82801,3337044539
3490,8082200453
70159,1376592082
91848,6967267857
74320,7254506397
16076,6882004544
5112,6000170412
41490,4810318104
73194,3316163020
26247,1925750073
72979,8021518567
99429,8745151030
66981,6564067654
98050,7507932050
3527,4572548718
65649,5914553670
99535,1553704786
83456,6838051376
51990,8979807138
77244,2410822934
85404,3695126106
25895,9150336303
44168,9432414773
4813,3607068550
33163,9764961412
54346,7238620620
80514,4199669826
55115,8506765746
33737,3597183170
99853,6831453201
45786,7076486422
71965,1529443646
8929,1894772667
9003,7198137924
891,6931010703
22982,1348044942
78119,9602145046
3150,2074617252
16763,5755210480
9373,1987013526
82974,9060909475
97978,1399856468
97586,7308890239
69918,9689800478
14941,8793591655
88558,6650674782
93586,5463158983
17849,8110027610
98107,6236475009
16346,8562475151
86681,7464357060
41998,4808165752
73421,8839411239
43135,8379484006
40130,1718379120
64945,5857246320
42348,1244386234
44773,9549153714
24674,3369917530
38011,1780362869
48652,3101295925
81853,5350054626
60783,3625253842
37604,7875990334
77266,6606587756
17540,2027377276
24925,6517680580
15755,9581968310
71988,1421457285
26415,9712303070
8412,6264864541
88467,4688710050
1506,2483068923
28826,8306489630
69555,5124252316
79038,2230577793
1326,2907189323
79007,3642812455
29513,2225794317
68860,7026350243
75110,7308890239
79967,5561573895
94323,2795233278
53246,5019877509
45754,1943401696
33242,3101295925
49562,1057203942
26713,7592476067
35978,3078262257
23645,4088032980
15863,4290266490
68427,7598590821
96107,7166486612
95615,3602537739
11018,2072979660
44287,4972108283
84013,4893891094
25190,3834290255
44742,3138959139
49350,3833115498
1441,5449853965
1701,5871892618
67645,4053850304
76669,5964490479
59275,9258254803
25064,9251438443
75363,5275187252
67000,9335716034
25416,6873580010
98015,7227910959
40096,1919746529
44205,2299563439
81676,7533719520
48393,5894408327
96991,2996181924
94602,8179499281
23782,5421272809
86452,9913096516
18015,5014531528
88248,5320561607
45700,7915381913
83826,7844187718
5702,6312179453
52487,6121265616
76409,2220226602
7519,1977426752
85987,8529308844
34416,7090172548
45598,9443385387
75725,2683347384
43986,3507487837
72296,2766982885
35257,4206447679
41628,4667112696
62028,9723007931
21658,3329635102
31473,3428320901
34549,3551982102
15254,6176245310
28783,7544504367
60476,8224817553
59084,6074868966
81433,3389041209
46954,4548377710
98198,6426648964
66657,4295162437
45208,9117051481
68991,9888291940
98945,2087990750
26678,5998936630
41351,1237070469
86346,3796353750
89274,9665661081
31428,4316816997
43236,5072780788
30244,3955078612
62298,9929522558
41242,8857341105
70124,2097815629
22756,7285755780
31830,6099465062
29079,8457823867
54692,5116416218
30348,5855953292
27537,6244281897
49640,8606380770
83165,5739152514
29719,7220428120
35169,1135891324
22601,2020374116
10880,4187318565
21311,4471248688
22894,6420690064
43655,7198137924
66446,6335303831
61124,4397945105
89661,4464156132
80225,2721969776
44669,6517680580
96235,7333795008
3311,6099465062
2221,4505658167
26355,3842846890
53704,9926980965
86844,8420487836
54534,9904236341
9658,2340677074
81858,5545938951
72775,7515250357
2592,6176245310
492,6766244494
54352,8686890257
11142,7324272601
83363,7156414954
22833,4440097069
36357,9181192704
13780,4554641814
15863,2121474783
21258,7024394533
21153,2272166755
35410,1533657612
6844,3858504217
16423,9802125569
69226,4984092900
8926,4913548914
3163,6458961041
15834,5362118165
66473,2203603341
68492,7888082513
59790,6691575808
92350,7094100286
67690,8999253229
55675,1380989249
67165,4049810650
66874,9024344484
70893,4729581976
14309,1186227248
67044,4472246597
14253,4050727277
52441,2136972710
47265,2074045504
8446,9904236341
30249,6286859279
5739,8724104687
14634,4632080631
92559,6112293764
98421,4585242883
20644,2080446147
66154,3633817952
13164,5834981022
39186,8306155932
67720,9188126797
57176,3536119029
70887,9689345496
53694,2603110609
15842,4667112696
73917,9397492213
46006,2574123887
37269,4116496700
70815,5163794456
88046,5700392649
77076,6451834849
18751,8920691190
7306,9389992462
21674,6075057541
92875,1977426752
1609,2468413674
85209,3461427888
25391,3583430820
29538,6272565246
63740,1076857043
47129,4865944284
78071,3839359740
79356,2123898668
46794,4058185629
69583,4155073717
300,9689025747
45990,3543626590
8254,9536313545
83214,8202008198
42578,6112293764
19787,6537264218
86457,9207786037
63841,8606380770
18254,3268127461
32309,3386323779
87596,8260890785
74064,5107481271
9059,6373295547
32859,1524282757
98142,7420446241
99410,9780537493
57094,3079569324
16945,4567713089
77054,2689669175
51546,8913263319
79030,4229071793
96936,3768052410
32591,8111883510
78228,7327516436
29377,6913132368
90408,7340645217
25586,9196763707
94400,9482665667
15569,2331309234
8634,3812094254
58506,2309048412
73246,9288977025
40967,9191885011
74726,2132059221
55172,1478903339
77715,8072048511
55836,5936876644
2303,4985867463
7839,5872979523
41097,9636389127
4540,6748813232
34942,8195005165
87954,8496449333
58464,9756966251
73381,4384336879
63696,9258433273
31085,3924751602
312,6676409781
71609,7138537602
55366,4453404039
49869,5395322678
86652,9576826630
1849,1270541557
59864,3467174314
53979,4163837170
28810,4016564823
18395,1951657382
92903,6985789821
66487,5255582870
74442,7615195904
56791,8202008198
62079,7028877620
41677,2420508735
53825,7459914423
7635,1627200947
41169,9060909475
14914,5407500110
67626,6282381213
63781,8446398889
98178,4302699574
51303,4655609381
57177,1768817179
47638,6047581674
62603,2632974536
6318,8111883510
63442,1083241174
3873,3754277398
32774,4925369645
97702,4794994365
80060,9638766490
89919,3428320901
46495,7984862770
70652,9976314620
34929,7751625657
22192,1538206703
53923,5682677799
38050,5694653743
64657,9606533055
22266,9098254436
91583,9488735826
52889,4959673286
44122,6420690064
4484,1345733436
30723,7351393285
52420,1630254679
43804,3789693569
84203,9536528132
62099,4647942943
79692,2002745830
17094,1102418524
8398,9067585280
86746,8484610779
26656,1751525799
17547,5017888364
38057,9473369824
84528,3120511532
52230,9577162957
58196,8645576954
6188,8743870920
12164,8445665602
85563,2386949430
30020,3207022108
65488,1053291186
8596,3775434006
91676,7615195904
29994,9359988729
97661,8920691190
18568,3242768718
9677,6312179453
3172,4485902923
67744,4776073496
11957,2994171789
57226,1901164485
99885,4677267458
71520,5163582990
32583,4084417177
49308,7667388504
15695,1763167814
55529,8444063100
74103,2659193317
24584,6168899667
70863,2508598847
90511,4908490196
41997,4404893166
59018,5813076353
37106,9104390737
70616,7705226856
5296,9594119913
59889,2719655580
5516,4667112696
12958,7505540005
40080,7085524072
59081,7351393285
62792,2816735089
76821,9551734268
7340,4925369645
33112,7824315085
49245,9190399990
97259,4120195646
53669,6262045133
11126,5988721830
27340,5543189384
40774,6500821864
41593,9215360666
14070,1656392842
17834,3142507498
73122,8106106143
86452,3345818074
76889,6931554643
38356,8500455895
58263,4662668178
11207,5555906105
4707,3257390592
65604,3979175343
23245,9573690192
83705,3736603626
24924,2074045504
22770,1581205114
92223,7300640041
19819,1775272089
25901,3210134230
28937,6175913461
27102,5385639307
79063,3299951889
149,3257967220
96551,8725086229
44080,7254506397
52329,7284275805
35664,7908176650
22445,6373295547
35594,6838051376
16521,6034898908
35458,5444052271
91892,8993296902
69947,6913132368
61948,5669701295
7024,8645070297
16713,6864065578
61945,3707106619
80700,8801848610
47194,6570719355
44685,7748465724
1498,5155495071
90198,9635814242
14725,8863475755
5251,2671062285
3587,7021367678
89240,7370186243
61679,9106731645
94294,1560936540
97385,2483338593
88445,1951657382
32351,2520754501
88898,4675053347
23196,3268127461
79775,8777560922
95199,3812782109
66419,3943918276
11205,1821413217
47228,8668778137
50629,6193642985
94393,7475129052
166,3713779975
11214,6916083615
52797,4670061983
85387,1602171553
12446,4167740071
54181,5536284423
42603,6494792627
93611,5481227763
27566,3343348392
60407,2288103842
54793,8751345469
90453,3526305266
35492,9715376159
47861,2216203859
78671,6525627453
67625,4997945845
82119,9608350462
95999,3352107547
54457,4290266490
83420,7544549369
17793,9342981491
75666,2836206995
76191,7594874464
23545,1565481389
43841,4640719945
98527,7656629556
80987,4236427143
1995,5943300451
7541,8420552305
55556,2815288536
7746,9697202167
60163,5939277133
13454,5247311935
30544,4317530220
8037,1442712730
49471,7150387467
6983,5648071268
23556,4704654816
38948,4532654118
30018,9534837041
78197,4676890206
56864,4209292871
44322,9187055880
16919,9074932302
25928,3347111723
61767,1173063370
99618,2310641696
87022,8072239073
8327,1544421057
2732,9149506946
11882,2361750035
57947,1119673237
58548,6000170412
58974,7145267163
48055,3368338356
52270,3632401865
22405,4163874053
44377,8731005568
87374,9482665667
7936,5389604799
26766,1076857043
84058,5998936630
80323,5107918298
59770,8774990821
60254,7681756566
40547,9044549374
10214,7637415199
74131,8657175930
7845,3357303628
81573,4059073847
95093,6905515561
57840,4168139676
9098,3873620708
70141,1150066708
30112,1821413217
94201,9420246076
18133,5407500110
39635,6931554643
31122,3001305586
69278,5014531528
88293,6681826983
849,5287197040
2230,3101233433
79886,3170103833
28278,3329635102
86606,5071832351
56972,9361424652
11650,9267566407
59853,2902023602
48410,6081012481
63206,1943671296
91639,8889016726
76192,3314198453
96057,8941342944
40152,3281902862
62684,3268127461
57857,4705296423
18088,9914223416
80293,7258324056
10051,7164923145
