IdM,IdE
3090,4041
752,751
1273,3866
47,3582
2326,4949
2860,463
3363,3856
1742,756
3863,3719
1630,1588
4958,2559
3112,833
2265,676
2115,1773
3555,4450
1360,2751
618,2830
4561,3385
2898,2608
375,4977
594,4576
2543,305
712,46
2285,3764
3005,3325
2690,4177
2967,4977
248,4196
4862,3468
866,2127
841,1218
3724,4289
1539,1314
2768,3319
1902,873
4108,4838
2054,3138
4981,3498
3052,2932
2428,3770
4881,738
2373,4698
4240,1967
4489,1865
565,3940
3857,2847
2603,2733
575,2470
3293,1901
3008,278
2772,1602
346,2828
2772,4975
507,1026
2249,3847
4347,1299
4659,3915
2049,1183
3181,393
3686,2612
3330,2572
3079,2509
1371,4069
2943,813
4108,1013
3155,2312
1773,3524
2358,3195
3179,4072
711,381
4545,194
1888,1036
1949,1550
2223,2834
4969,11
368,4404
1720,4158
2016,1912
3328,450
1240,3375
3905,2221
4780,2935
1701,1222
4594,1873
4307,2337
1273,521
2499,1923
725,924
1985,3032
689,615
3122,2288
1150,1847
4217,1315
3456,2625
1265,780
3550,4548
3662,1561
1261,2742
1614,4745
2368,4079
2302,1628
2669,127
1160,1479
852,876
3210,469
2402,2485
3142,283
563,25
2090,1717
107,2185
3311,87
1299,1023
1879,1110
4300,1917
4691,2010
1484,440
3333,189
3077,2973
2351,3971
2615,727
4998,309
223,4621
4593,2399
3689,2249
438,4635
2649,2244
2319,2318
423,96
1948,438
4224,3587
4929,3202
3876,1997
4513,943
4164,1460
3738,2934
2257,2987
847,166
4741,1126
914,952
2510,2287
4229,1097
3765,4639
1845,3167
1320,3255
4049,1430
1962,1229
3154,3736
2515,3221
963,4967
3451,3710
1631,1322
4941,200
4398,2066
1569,4861
4734,404
1815,148
2565,3252
4614,3599
4544,2653
4095,727
754,1392
486,952
2407,681
4842,3280
1371,605
3274,3451
3729,3410
2634,3777
648,1050
2419,1979
3161,1722
1262,3722
3444,794
4400,3509
3997,2787
2683,4209
4825,3877
1816,1048
3353,4433
822,3568
1094,785
1927,1417
3680,264
1126,3811
853,3903
4937,1623
3800,2992
2992,257
301,1765
3095,4030
4379,4359
3524,961
1384,3837
2304,2106
1867,3027
2153,750
2413,4910
1748,4147
1454,292
2387,3383
689,4477
1495,901
340,834
3296,1498
4026,4594
3126,790
3956,3046
1291,3915
2522,2773
3092,4939
4154,3782
1445,3759
885,1897
1449,3063
4859,1425
3212,3736
1748,1324
3730,3340
2039,1777
405,3862
994,2975
1336,1829
3164,2519
4362,500
2654,2619
2358,3824
286,3960
4147,3382
1779,103
2338,4530
3158,3473
2626,1914
2518,4137
69,3415
2716,611
491,399
1898,2746
129,1373
1571,4509
2519,1542
3281,4892
1082,655
1929,4721
3141,3385
2635,4163
4208,4440
4365,4273
1314,3117
2382,960
2715,4419
1403,1659
3122,4627
2165,4879
785,3953
1580,1395
2322,3237
4126,37
4569,182
1375,367
1994,3135
3600,1769
617,1353
2730,495
1974,1159
758,611
840,1602
2056,2579
2623,3554
3681,2856
740,3306
1628,4737
520,2776
142,1338
4758,4565
980,1117
2259,3499
2448,556
1953,2552
2089,2056
2051,1208
3131,4787
4666,1788
2848,4236
2762,3447
4343,1691
3144,3694
263,4614
2596,3519
3756,1530
1293,438
1818,3714
3152,1171
1730,2548
4593,3042
3812,3326
3679,651
2492,1308
4393,2568
749,4758
3386,3087
2522,689
145,628
1908,1552
3446,1726
238,1745
3620,640
4150,1812
4813,4526
2822,3941
4934,1087
1492,2368
3924,1835
3749,3202
2671,3153
2089,637
3385,2537
4391,4816
4281,4501
3920,574
1997,2215
1332,2063
3214,4060
3665,3909
1107,918
2990,4341
2265,3311
2243,3491
447,1002
3724,3133
703,1664
467,1276
3398,1605
762,2764
2528,3062
1919,946
610,2866
2455,711
4751,2726
3247,2447
645,112
420,3392
728,2086
1356,4165
1853,818
986,4099
1086,729
4584,3270
691,2861
3306,3108
4788,302
4268,4445
3419,1031
3040,2923
4532,4276
519,2058
616,199
4763,2227
2253,2062
2417,286
1699,4779
295,3960
4256,303
2166,4245
2039,2715
2046,4084
4315,656
4379,1119
4205,2668
3236,3308
4752,3065
4623,2238
2923,895
3864,4244
3380,2438
4134,554
2789,4449
4076,4813
1929,3020
1227,2541
4358,3003
2047,1059
1475,1005
3080,3989
3692,401
1530,2668
4557,780
2301,2586
888,3497
4221,2337
2481,4868
2263,3153
1087,4671
4123,110
151,2150
1070,1185
1529,2300
4585,414
4538,3150
3039,4018
3569,841
4459,309
1885,4480
4580,3730
4729,1379
287,2628
529,2303
2871,4288
3019,1634
1020,3020
4432,4520
1813,4032
1802,1592
125,4382
1965,4902
3246,567
4745,1364
1819,2467
1767,933
1752,4137
2077,4160
4752,2470
1890,3906
2904,4292
4693,452
1634,4404
3326,566
3505,3011
2340,2897
3369,4056
806,3271
4853,4043
722,3975
556,3544
1552,1868
154,1681
238,1404
976,3548
80,1509
2568,4854
4773,4381
4559,110
2354,1810
689,2287
3848,3934
1671,3882
4122,4354
3825,2006
1852,862
3867,1290
1749,1993
2246,3662
3488,2887
2451,644
2248,3031
70,2538
3054,4185
1146,3187
3767,1802
951,4606
3804,1391
3644,1227
3584,4445
356,3989
2606,1946
1979,1716
1902,1429
3340,4159
2568,436
4153,3801
1547,3282
3686,847
4716,76
4679,43
1364,1438
3462,2054
3587,4887
2977,1777
2456,2972
4265,1183
311,946
4989,4674
265,2562
567,624
1178,535
845,4519
4330,595
2506,3618
407,1678
65,1199
193,115
709,3304
4719,1527
1500,990
876,1956
3574,3090
3255,331
3414,956
3336,1517
88,3711
4498,3916
3406,4016
4684,2125
4498,445
1003,4651
545,4631
3407,985
3650,58
3894,1843
1553,2817
676,3120
4641,2706
3405,2450
4932,447
2004,2977
1391,1177
2526,2294
1482,1321
2627,1307
3110,3982
1331,4297
62,1603
1811,2930
2981,515
2878,3310
260,3441
3918,1335
2847,784
555,1729
1372,1882
4851,2295
719,3122
1970,614
44,4899
3139,2750
1602,821
594,1682
2376,1155
515,3408
1790,3343
4866,983
4122,3649
4878,977
4796,1037
3104,1832
2242,2164
2905,3714
1545,4512
2565,2613
1492,1188
3987,1784
2310,2993
483,4415
4355,3242
4643,2828
3487,899
4055,1059
4270,497
1180,291
251,3637
4096,638
1343,3795
743,3287
3255,3841
4124,3022
3947,2574
3926,1320
3103,342
652,4312
4709,3194
2672,3796
2916,2664
2622,3883
4995,2956
3576,2373
786,4211
4565,4978
1127,323
987,1201
4968,4652
3873,3666
2410,3114
1262,1805
4251,3929
1440,282
110,1171
633,3305
3342,1383
3561,4461
981,4981
3682,553
4598,1497
4763,3325
916,1144
1524,1912
701,2002
2266,3097
4745,4042
2743,2186
3496,1867
3022,4263
3735,4842
283,3062
3554,2463
3681,631
582,4476
4973,3975
1028,2312
3380,4653
3161,2369
1174,4551
4000,4846
4852,1604
908,4573
100,2951
4861,3282
136,2110
2018,677
2738,3834
4895,1534
4339,230
3270,2569
8,215
3165,699
1044,174
3325,3098
346,2971
3740,3168
206,4014
4224,2754
2969,3592
3661,3030
1487,4233
3607,706
4243,1164
1,1501
923,1181
1782,3273
405,295
535,1065
1189,234
2080,3576
1746,112
3173,2541
1847,1071
3103,458
4171,817
1638,3159
2565,4258
1246,4387
4690,2780
4697,190
2759,1657
4131,4118
546,2583
3331,434
1416,4920
3879,3143
3668,147
3213,3745
1445,4926
2444,2766
1366,3675
1085,2601
3376,3205
3003,1642
776,2907
3266,2922
3249,3259
4836,1256
4442,541
1966,3618
4409,1328
277,2047
1435,2617
2661,2770
2473,1978
1268,4341
401,3754
4018,3801
711,1246
2448,2580
4012,3664
2709,1373
4495,2369
3640,4082
12,4275
3410,1762
998,506
4503,3277
4133,487
2128,2208
2463,514
213,847
4753,2114
2982,2188
840,4237
3254,3275
2987,1312
1424,1686
1641,1325
3632,537
3309,4611
2046,3553
4491,925
1139,175
2052,2301
2634,349
1690,2729
2905,4841
135,4424
3493,1505
165,4458
3052,4077
4498,2307
742,4266
4441,3365
3933,3980
2907,1904
3518,3564
2877,2860
2370,573
3766,1919
3201,1169
1892,1441
3778,3028
4846,3441
660,2268
855,3815
2813,546
1851,2637
432,4022
2980,1565
689,1875
4330,3419
4510,4749
1346,3836
2294,3865
373,2996
2225,1186
1720,2155
3208,2202
2926,2756
1009,3776
2938,4788
3769,3314
2247,4535
196,3302
3550,1433
3345,1931
873,1035
4474,4420
2812,1209
4102,3400
1373,2785
2663,3246
2082,925
895,1532
3118,2159
3923,1890
120,3002
1324,1061
4822,2921
222,3928
487,4528
4598,3807
3016,3498
4521,4204
3538,2447
2953,420
2091,4893
2115,4958
3351,4714
4651,1532
3113,3299
1626,2942
4986,1303
3278,449
4842,4323
1740,3709
3264,1761
4454,1849
1745,3698
3720,1357
123,1819
3303,2478
4719,4605
4788,4740
1619,565
2381,164
2219,109
4200,3026
1703,3611
1877,1253
1219,2289
1275,4876
3289,3013
1605,1702
2216,493
2057,67
146,1448
1971,476
1399,3672
4167,509
1052,2316
2320,3526
4833,4402
1575,1466
2542,3296
1340,4843
1727,865
45,4457
251,1742
2731,997
2037,3423
2442,1779
1257,2819
1642,1878
1679,2050
2930,271
4124,3966
3407,4565
570,2441
4829,3289
2640,4532
1952,1140
4506,4277
3698,3877
1040,851
395,4542
2501,1343
4734,2769
1006,1093
339,421
2104,2431
647,52
3897,3823
1152,343
765,2957
113,2968
1951,4369
2833,4759
736,807
1265,3854
889,2419
646,3258
1275,2330
4813,4008
290,826
4509,2740
402,3621
3099,951
1493,1221
3154,1180
2313,1941
48,4163
3541,1993
10,1459
3925,4312
2554,582
3323,3081
1040,3696
505,1535
3390,270
2386,671
3812,2991
23,2824
183,26
3943,976
1289,3954
1862,4698
2485,3241
1256,4847
4049,1926
4932,4634
561,500
896,4675
4297,440
390,4139
2911,1120
4885,3677
3127,1776
1789,2689
2665,2866
2702,326
3830,1993
1727,1490
3036,2715
3400,3956
4190,1712
1562,3647
874,3930
1453,3387
1899,1935
4549,3233
798,278
1957,1545
212,3589
4499,1314
2552,2002
107,4954
4330,68
1596,410
1132,3111
4285,2097
1080,1258
141,4691
2297,4585
760,4111
836,3929
1037,1406
89,1679
4895,1089
1334,1526
1510,981
3709,2465
134,4119
2619,450
1252,4814
3323,1560
4592,1126
1198,3036
1995,4549
1341,4658
4613,4193
1357,3699
4346,3154
3349,500
3320,1165
1827,1547
4544,4730
536,4
3142,4676
4243,4653
3987,588
4706,1827
4706,2078
2231,4696
783,1038
2152,4959
3628,4397
3032,219
3466,4625
4001,2192
4181,4428
2080,2073
4429,2550
3343,1023
439,238
2762,1294
4403,1138
1958,3073
4429,3960
4818,3978
1380,513
1587,1920
1971,4929
1531,3891
547,1887
3983,1592
1803,5000
3527,223
1277,3532
4797,111
1811,2766
3037,1423
487,2170
3649,4401
3861,4502
4370,840
3242,301
169,3858
4035,1296
2357,2300
235,1550
277,3437
3738,2627
121,730
4715,960
387,1564
3026,4513
2638,3541
1974,2849
397,1120
4930,3247
2828,4233
1393,4860
3486,1752
4511,4291
2464,2966
1968,2444
1744,2678
4905,1945
142,1336
2812,735
4505,2641
203,2975
3475,204
2339,1658
3171,2514
4401,1711
2932,1682
3692,713
1876,452
4643,1059
2106,2555
3781,437
4991,1358
3147,1343
1055,2075
1371,3377
1537,4392
4604,4400
4482,3534
4496,1038
2783,1338
1602,4994
761,2865
990,1767
4818,2976
278,821
3770,4186
4940,123
3273,4693
3365,4789
2257,1341
3933,1516
912,294
3863,2592
3031,1569
1967,2805
1885,3815
3838,3207
2001,4268
3277,4996
2841,3113
204,3874
422,4159
2582,1710
1086,457
3420,4034
2377,2178
2824,249
3380,4400
2322,418
2295,496
1258,4323
1834,4599
3018,1916
3070,1594
4702,1607
3028,3806
3841,2433
1602,1721
2560,1118
539,4494
2805,4981
4132,1237
537,845
2237,1002
2456,4895
3907,2108
695,3570
3950,49
342,664
3533,1342
4985,549
4495,2752
2550,2610
