CodeMembre,IdO
34033,1331
96391,3302
52238,3512
52825,3525
64178,3501
56962,3584
43364,2240
4406,2824
80545,2192
42379,2320
93686,4148
50319,1571
65930,2614
26385,559
9259,2187
67974,2075
31585,291
6914,4635
27097,1466
10700,1144
59190,1760
94795,3222
33125,866
31760,3798
62943,2423
12546,3472
21180,1303
19355,2453
20749,2777
20285,544
46626,1377
75127,2852
70448,2623
24887,4799
71110,858
1713,628
87825,4897
10474,3664
99698,1487
7015,1168
35136,812
69204,2349
31196,2343
53403,2809
15701,3771
28199,3033
29732,4191
45412,4506
63563,4667
82284,2385
24860,4796
61486,2738
33153,1132
68370,472
65295,3006
90328,3754
30768,3791
6839,4062
90738,4927
86375,4041
96698,4135
56179,1363
38803,324
65696,2506
69831,1310
15991,1819
93912,3784
33947,1786
11413,3579
6293,3984
56487,3973
89934,3107
36071,2856
54293,596
67586,2922
6435,4230
71568,831
11217,4960
44655,2618
17897,560
46344,4172
57412,4554
52314,2541
45976,1778
87688,345
39584,1126
98613,2100
24423,3817
33644,3914
71085,2454
63073,564
79964,1256
36288,2666
23709,2509
3873,4685
83173,573
22839,3658
43377,4715
79436,424
15443,3462
93749,610
59573,4257
88108,878
33998,2897
96825,1168
51429,4476
58709,1465
63468,340
62117,141
83303,2286
88321,1131
96364,3426
37278,1698
87897,1565
1264,2605
66280,3589
13606,2651
79235,907
32165,2778
11087,185
51344,1975
98579,4320
95521,2834
54197,3140
56539,3944
51388,4061
6885,685
38230,1481
40570,4345
27354,2937
91097,1485
41883,2085
51935,2084
94471,1364
83696,803
96968,1625
88830,225
76549,4065
24819,232
88332,2620
42308,1464
34910,1390
36366,1023
29673,1911
25706,3883
46505,4201
57869,141
10565,3986
54740,4401
16017,792
40292,4801
7835,3524
14777,4908
53477,57
26571,4105
19899,2949
29697,349
71953,1409
90188,3644
48617,3676
44302,3276
72390,2477
36826,1755
23709,4119
96354,2125
43428,1939
59076,2645
64083,1967
86379,3677
54985,1540
18664,2894
77685,2749
93625,244
12219,4821
21741,3255
17288,3580
17913,4224
35789,564
67183,4525
35009,3377
17518,3386
98899,1742
33951,25
28143,1466
76520,1535
92977,1672
61435,2960
29371,4567
58320,3950
29160,989
29218,2642
10934,1174
55884,3280
91897,2334
99118,3328
23696,2524
26374,3550
97488,3407
20423,4505
68812,4648
24783,3492
1712,1005
78496,4886
10119,1146
81158,1138
76326,1571
47471,4039
47859,4398
88085,3977
60817,3811
16230,2241
7863,232
35238,4755
71429,1068
30549,2992
12193,1311
42032,1971
5882,4785
82948,2742
22497,2051
23970,3521
13047,3360
4483,1732
43516,3416
46310,427
32196,2669
93611,1175
59455,4061
92951,4606
83076,1553
68526,3037
47957,4175
44713,4308
20440,3664
56850,3980
10396,4596
88011,3511
41268,4780
53929,2063
71734,3269
68795,3450
14232,3751
63756,729
22081,2353
70955,4078
41437,3802
16730,1983
32470,3181
47841,3783
29973,194
26399,4168
31347,3494
32356,913
84321,910
36361,4435
36597,2792
23833,2070
66538,4179
46436,3235
84537,1622
35439,3019
47008,4531
75064,4670
88828,3898
83899,353
14019,4604
81592,3066
80584,54
44020,1633
97642,1255
30153,2543
92798,3656
45316,4558
98656,447
23957,3149
83265,2371
91117,2777
24714,3052
45758,3895
84865,1161
81981,2906
77468,375
97338,655
99250,2858
41347,4473
48102,3202
89832,1960
82927,3113
71427,309
75433,2403
45979,3978
85177,549
31770,29
49845,2586
16246,3338
55692,1112
4715,2949
72401,3464
35797,2314
87349,1683
81426,359
54576,2159
11951,4310
62220,1271
55779,4300
73923,4426
12399,3839
53204,3187
34321,4056
19384,4662
956,1047
70861,3676
14571,4168
3713,4422
78466,2292
82880,2577
40607,21
56015,1949
68994,681
12659,3906
17268,4377
48360,3208
67423,1690
2165,3187
77043,1301
67127,4721
40266,1062
65729,549
91103,2035
38,95
27901,8
46745,4568
43953,237
5672,1647
13486,2569
20903,144
57430,1287
56310,1448
95448,2957
89184,161
8663,3570
45347,1514
78078,1135
15503,4483
63974,4520
29797,3639
28086,2279
12835,2686
5397,3546
80325,4360
80620,30
97887,81
94869,3191
87496,3107
71054,2124
18345,2624
57136,3106
35229,294
32517,4596
30889,4201
19200,1137
79666,1667
82334,2433
66019,4999
11149,2918
49800,4343
25130,2810
43019,3759
94256,1597
30087,3558
51423,2817
15685,1919
75572,316
17078,1892
2804,507
46960,4972
83826,2658
26580,1168
84181,2710
26770,2826
68334,2420
69507,2587
97315,3544
94825,434
24125,3254
89740,1742
63044,1257
40492,1175
93172,1933
57915,1280
90132,4639
99148,4701
65674,3152
12821,2373
42052,1573
94875,582
28272,4628
64725,2754
43893,1322
65260,3078
84341,852
79242,2206
93278,4718
54223,313
21881,6
61812,2705
54620,823
85700,4524
2334,1934
45609,779
60013,1009
39262,3543
21762,1456
28366,4626
40003,2615
32867,2048
25417,1879
56874,3098
32628,3184
27980,2614
3039,1007
39425,4056
49393,828
58131,792
46382,4573
83905,289
99615,4937
95747,3239
20251,1922
60844,4804
33967,3452
18202,4599
4234,2206
50859,931
71439,1863
63367,3798
83373,438
77166,4966
46795,2166
86560,3854
48566,2768
87287,2523
80982,4305
51937,1381
93746,4561
18917,3544
93011,3597
65848,3983
75239,494
61012,1929
81123,4013
232,1427
32852,3844
31988,2640
35651,2565
51073,1492
59565,416
48705,2578
58336,641
41098,4105
39562,4661
57855,675
34401,1803
37337,1174
19156,1322
39495,2845
89067,3296
18204,2413
55096,3915
26642,2150
17111,2010
26328,4848
35044,1569
19699,1367
37609,1878
24788,2239
48612,2301
63957,1220
19294,3761
67242,1361
81079,2067
73810,3664
40395,2528
72077,4501
88565,4032
50829,777
97060,4580
10942,469
75589,3450
97789,223
44205,966
88985,2512
18406,1037
30937,970
34178,4745
80160,3211
56523,2961
88212,1156
41663,2703
98581,3660
1656,2366
89021,422
36613,1655
61570,3723
95344,3412
49871,2848
66905,341
44800,3456
28391,3932
50041,81
75533,2879
81706,4787
29062,1927
38209,1824
9120,3602
78793,1691
2354,3266
42409,2710
87794,3411
83194,3615
99949,3288
30553,4122
16814,1961
53988,4206
62374,3307
50512,1963
87931,4640
52666,3
50872,4742
61010,3997
75949,3010
4657,683
65586,4049
76406,280
86712,4356
52891,4395
67532,2756
67216,4004
16826,803
68188,2332
21132,3326
76999,2959
52838,510
86342,1381
20388,3056
13519,779
1635,1431
63537,4537
10251,1178
33072,2236
65858,4794
36927,792
37826,495
84870,3181
42144,1965
38923,825
77055,2436
39192,4943
42751,2212
91121,3242
49685,4195
67632,3742
88428,893
47146,4131
63823,4332
60102,3577
89814,3536
78289,4484
93539,2794
6565,4192
98528,3805
52410,3852
7306,1779
15772,2363
91910,373
84614,3204
40995,4561
54032,1106
36428,4903
25028,452
76478,1032
91792,3225
76661,3337
89410,4407
83239,2864
64845,4409
57839,1088
3938,1559
1752,3713
25526,1579
58347,4006
44654,3557
7243,560
15204,1146
98120,1997
63375,4162
14339,4820
46696,4041
65060,4953
227,2668
53593,2955
26980,863
44242,4130
79036,4580
36453,728
2235,3706
10649,2347
29796,4798
76631,1858
94978,2957
13702,1017
80481,3855
81163,3174
1967,3083
15060,2916
38842,3966
88276,4373
11693,4886
86742,3299
38665,316
98790,1437
67474,1410
67185,1270
57107,2783
47271,1834
77310,688
27821,3927
22044,2517
71478,79
53784,1458
11768,3832
96425,242
51424,2520
64644,1182
84152,2468
67435,1194
66414,1707
88757,3179
84152,2386
86988,4064
55980,1530
94693,3552
34509,3387
30410,2362
51372,3670
17607,1131
10887,3436
65718,4640
17939,4034
80427,1836
36701,3056
60780,3395
20175,311
71208,3031
8959,3356
87821,4877
64096,2912
96391,2486
24492,4393
40284,3179
53171,1951
55230,549
11287,3254
24286,364
68501,1406
45954,308
63726,1294
88429,3403
64348,2881
60738,3919
86919,2060
86148,1806
74986,1074
69449,822
48033,3809
4838,3334
82706,2747
4545,3388
1496,4226
4764,2069
89566,2082
643,2543
62392,3889
89054,3814
5756,4215
37020,1596
41276,91
86110,3720
46362,3708
26086,2201
7643,1164
21040,3937
72012,1742
52214,3881
9597,54
25312,3927
52715,2882
44585,3289
13100,4615
36406,4628
65611,3414
53425,4038
12470,4082
68377,3129
77383,3179
44659,504
40077,3704
64547,1046
22743,2505
34392,1329
60914,1516
52988,1571
8240,3501
84047,4060
66406,264
89376,2581
84937,4885
86431,4657
45309,1819
97469,545
37703,2724
20627,2348
97189,141
6414,2085
82240,3730
38694,4458
38997,544
61189,2188
58379,3992
87152,1448
58073,3495
76932,1794
17976,1389
36158,4938
74801,4703
47772,3500
79049,3966
53449,3287
72081,694
26283,1763
17960,3014
87310,4785
96170,2753
82984,4735
32738,3106
67633,314
18977,754
6396,2983
15225,1588
64339,1051
12903,3863
67182,81
42422,2005
51593,4361
67831,3612
65274,34
87997,3864
10710,2217
44946,978
86443,4907
48924,416
22133,1824
55770,2139
30344,4617
29373,296
98200,4370
461,1205
21430,1716
48629,3005
86233,494
74113,1832
46832,1631
77059,2288
35692,1958
9468,4861
68518,3288
89682,1550
526,3568
39666,2683
49383,2896
55148,3052
73132,2038
81701,986
5796,2911
80396,1731
48039,2539
99549,2170
41765,4427
66118,1827
88133,1864
59944,2299
30135,4474
13550,4898
78318,3761
29804,497
18374,1321
81935,1590
92660,1931
28459,3114
77746,1677
5189,966
83189,4964
45485,2433
24616,4929
11128,1178
49943,1569
10529,3856
65736,55
98276,4223
8284,3578
44876,367
87479,2983
83114,2022
86471,1547
93939,3019
19589,3402
3612,891
68040,698
72518,55
73017,3513
88566,986
31607,3670
27960,1392
32625,851
15596,506
863,2155
79901,1929
866,871
21620,3875
37591,3892
95332,14
96229,3172
77299,4913
86552,1093
2978,934
13836,1865
91269,2688
64635,2543
50625,320
28979,4528
14273,2405
76890,519
81018,2795
64969,4943
5851,4767
23655,638
79322,3949
93133,2296
40631,2250
69539,1071
96662,4798
64207,910
84579,1912
76001,4258
86691,1842
24371,209
29681,2667
58607,91
18636,3661
61002,2161
69462,4217
55403,1363
75845,2785
272,4972
41361,4574
7361,251
83569,2392
96920,4470
11582,2533
85211,3332
56341,3534
72897,4765
5348,1648
87777,4677
28602,2013
53246,2075
31771,2611
55520,2540
72232,631
43352,474
51875,955
67110,1783
96104,4111
22029,632
6008,2636
26072,1413
74553,1608
7580,2169
10787,1241
28536,1190
39345,4879
61114,611
65371,2931
28316,1571
78257,4623
99462,1516
59087,3010
72971,4296
89240,3107
46832,4794
69754,4930
47137,2214
33388,75
74008,2759
35396,3037
64200,4054
57210,4497
88493,164
47857,3732
40580,714
12246,2429
75722,3140
46804,3888
14535,1381
13324,2658
9356,3637
14065,122
51208,3715
95083,4948
17093,4489
10786,4780
24669,2665
91892,3397
24785,1056
41094,4439
33846,4097
15095,4872
23626,194
3748,2517
22727,238
92666,4207
9011,99
21337,4728
58278,3306
67503,4063
53012,1149
21018,3665
60372,2025
67128,383
39699,208
60494,3982
11842,1288
23754,4902
13491,1419
4774,1220
7032,851
22592,4388
70363,2824
66505,1183
38336,2316
17,3976
75988,1445
35195,300
10303,387
76579,2761
47656,4696
72306,3174
15464,3896
8824,1455
94218,4059
61729,2992
11815,1255
17000,801
63458,880
67173,1544
2012,708
13094,14
58786,2244
38007,2104
14967,3818
79907,3173
53296,1770
13551,4841
44757,2241
21327,373
69043,1716
66991,1182
75631,1732
90225,2641
53796,3982
23033,2413
69265,169
76068,2052
31858,1841
86688,4707
26688,2488
59179,1712
56360,1587
13940,1095
30220,1194
95377,3481
4860,3959
80136,4802
91004,3799
3390,3802
78866,452
39582,2410
32244,637
18183,3904
65928,296
62154,4543
10336,1395
30917,2927
70859,3328
42031,4696
71761,4733
74188,918
7261,4009
8326,864
41287,2448
56130,4246
51414,1948
14332,3678
74224,3921
71861,1273
29527,3178
23107,4578
85565,3498
62356,581
44423,3911
72852,3057
71109,2607
55937,3465
97042,977
30583,657
19529,3685
31918,464
82854,390
87162,4052
53423,1480
80413,3776
61727,4621
47923,1925
42599,1938
34851,1199
73469,4908
17940,3108
90156,3253
81115,1151
3209,2631
3767,604
34448,2053
8385,2879
20703,1547
92380,3403
36013,1750
61615,541
77796,1819
8320,127
3371,4074
11221,192
94553,3685
83069,2198
71518,4096
44315,1046
74883,3723
99397,1407
28544,2344
13310,433
78772,2959
88678,262
35321,3688
26276,2744
37556,621
25143,202
24125,4908
26153,100
16575,1965
37644,2353
71220,1810
20833,2384
18903,1755
89520,1055
31973,552
5517,1058
59014,4207
98869,2353
75447,3581
88442,4744
67048,3571
23761,4664
89047,2412
43733,4345
91717,25
86670,4657
79121,3862
49478,4870
7060,3556
16350,4305
64888,262
49198,3108
64992,4362
77845,786
73581,2108
75808,2398
51936,1028
78420,1408
88153,770
14966,4879
2737,1863
48527,1287
50887,3050
499,2695
90454,2519
54856,3224
63394,4348
96884,4490
71096,1881
8941,1049
95660,2030
37596,363
31529,2745
70671,3429
48818,328
80255,3052
74033,3878
90541,1345
27094,3852
94970,4559
85903,918
56118,3024
86627,1321
42386,4156
48021,2539
21852,2499
89646,3606
45895,2881
42771,1470
77471,101
1813,2174
26880,3702
17138,4828
18182,2845
35243,1027
99408,4744
32862,2239
87705,593
27696,447
46012,3221
46773,4166
38897,4026
90277,159
58761,4950
50660,2455
49619,4614
70413,991
31761,2311
20010,1690
28559,694
5221,4070
22144,1776
39485,2465
32576,3465
2356,194
72451,3257
10110,4148
36184,4178
99106,2485
51224,949
92453,4321
23577,4580
18636,2743
87888,4675
96514,1491
78296,2738
32128,2343
56695,2224
49610,1525
76630,3759
9488,2118
20331,1949
56806,4762
20072,3216
95011,613
55349,3927
4900,2549
42146,2571
12856,2249
533,2089
62152,2462
49078,664
88345,689
54183,328
58161,2355
17157,3114
44069,1863
61,816
52111,1255
86740,3392
77159,1864
37421,1841
59207,318
5349,4321
7080,4303
8335,2982
63011,2899
3701,544
26632,3944
19035,1569
52754,4872
65679,1972
65312,1176
74473,1668
64375,828
36156,10
58697,2693
16647,1255
99728,1629
41108,541
36635,2389
72951,577
68413,1274
15301,3716
15376,738
16527,4684
11280,1569
76708,4680
84817,1187
34962,3025
60082,2709
6627,2117
29650,2747
65141,1212
99500,230
35650,4593
86125,4533
38825,2950
60671,3971
84129,1920
95903,4097
70315,506
15714,3964
24240,2785
27118,682
91514,3855
36475,10
21060,3506
1776,4922
48789,2249
71516,1965
78791,721
22707,4927
48448,1484
98695,4569
13970,4499
74712,4173
71709,300
28690,1029
70685,743
7720,4002
74310,4790
29442,3738
93014,656
77827,3255
13160,2417
79777,4856
85242,2946
67668,2741
85046,4922
93603,1147
12550,1318
99135,1530
50389,2131
27407,4859
37346,1563
82042,3104
33845,606
63304,2126
29196,4088
66070,815
95414,4966
94401,3856
10902,2765
55194,2026
16093,3019
28835,2462
84280,1842
96944,3708
70515,1195
11654,2150
28783,2878
16577,601
29234,1691
71835,877
94724,1002
78266,2439
9176,626
52014,3166
32126,3720
93189,4712
7839,1672
85927,933
15937,1060
96361,3266
65146,446
29135,1022
84603,4145
63991,4008
14704,4927
21713,57
16308,2878
77302,4059
94794,3256
96766,3182
30693,460
85521,1235
82279,3651
6970,4106
99654,4973
47066,3832
78764,2804
8068,1771
35956,3436
71611,971
22487,1507
17756,4420
88371,3519
76402,3459
57976,1850
40942,1387
1316,3181
45779,2139
74516,3113
22373,822
7257,3591
47809,4766
96162,4548
50578,1152
49409,1633
88022,2542
28790,1293
46622,2959
57561,3163
95767,4062
3258,4202
84048,1462
85105,776
90986,587
47473,4044
14614,3390
98421,2022
3094,1316
42351,861
99549,1011
35370,773
27374,2628
78556,1061
35724,4716
30301,3008
75402,823
29914,686
13603,4852
96019,394
57154,1934
91999,2026
85249,498
61686,2624
43530,1312
59151,79
98576,1794
13282,2966
37307,2941
47110,4829
58916,4718
68233,1865
26961,4322
4410,1049
26397,4054
81343,4944
47436,1124
5826,1882
85067,2237
49379,4004
72070,246
73013,3565
60643,308
76,1838
64778,1268
32134,527
16995,297
72472,2497
28789,3580
30828,1701
3413,2871
94741,172
39141,3692
47204,3742
88097,4138
20539,2369
59314,999
11670,1861
54227,939
81295,4355
64032,2324
41957,441
67723,2064
17416,634
96156,857
26998,4113
3280,4289
28380,4698
7073,2025
9222,4322
36494,2189
42713,2270
13489,4677
17100,4364
46976,3591
15626,1987
90511,1365
34752,2589
24483,1763
95705,167
91839,1046
84148,3179
19472,1132
48564,109
1872,2730
99974,2136
21927,3471
36991,186
66337,4296
4845,483
23082,4059
35364,449
68437,1306
74529,1654
44109,3119
7470,610
70947,2349
31014,954
2892,4221
3057,4065
46068,3713
50723,2402
80505,3482
97057,1352
79498,4166
2352,678
31382,4950
32568,3899
37131,3450
80643,3428
24457,3174
43656,130
60604,2661
9432,1286
44077,4942
89086,3068
57690,4620
62157,953
32222,161
32986,2526
62674,4915
97792,2348
99485,1687
32732,4041
46956,2125
70121,4216
44278,2976
38878,322
3240,2258
34097,2502
52028,3525
49291,1605
49189,376
13514,3858
18037,4239
77460,3078
44917,2166
7574,2826
70342,4863
36144,1513
81877,4400
90906,2927
59520,357
79603,834
75573,620
90628,4918
71219,3117
37747,15
10622,833
67348,2135
82227,3038
26055,4769
90152,3116
82470,3343
48038,2
67574,6
52487,4712
17469,3367
50168,109
80896,1583
16289,2349
8406,2311
92278,4860
64981,715
96364,3835
95901,4639
92663,3101
45112,1493
97351,2549
59986,4886
50308,3628
33422,3016
21125,1170
82969,599
1370,15
60801,2099
92002,2254
66639,143
16164,3685
46608,2820
23095,2108
75159,1291
78864,1403
63072,3457
98828,927
35913,3932
84242,4178
47376,1476
96013,937
27186,3843
89907,2274
89651,4898
20815,2903
14207,774
56476,2850
83751,1420
98520,1854
42019,3656
96,1530
19590,4590
80583,4426
56687,532
23603,3326
64044,3345
10603,220
75301,4542
5377,682
91675,312
19834,2982
52699,361
7129,4990
96639,4244
42881,1454
58713,4423
68644,557
89816,4605
67381,4598
50254,320
70271,196
79977,2893
33473,3969
89509,1280
82120,4326
87874,2044
2802,3765
82760,3835
80951,305
88469,4708
68508,3313
1149,4505
71694,806
94418,1569
23174,572
27139,1023
28445,4377
73143,3960
26085,2392
66840,1631
75960,1858
82906,4044
87504,2539
53792,839
98847,1481
38085,2049
20201,3369
16672,2136
80546,733
50607,1860
6619,518
77347,828
52212,253
93159,322
33593,3892
77597,1654
70735,4311
90589,2626
16534,159
25233,4
93889,437
94735,1942
19932,4703
92798,2030
13652,1683
16635,2191
19175,2249
31301,1125
50648,4139
29902,4305
27719,1452
39655,4834
31617,4968
20132,4142
20106,4997
69302,1719
91515,1609
40270,4080
89071,2517
58683,3129
96141,4685
59829,3446
82897,4178
94861,2144
82861,2834
7980,2251
15744,2475
40760,2012
86692,1150
95449,4033
67191,2692
87003,584
21860,25
29216,4751
44542,3896
92943,4386
80467,1876
78844,3772
4912,845
6568,91
81129,408
36203,1292
66087,1091
36207,2850
1241,979
6657,4395
74377,1762
55465,1179
43000,631
36462,1521
74319,47
68367,4661
66274,923
97711,4441
54865,301
69026,839
42279,3407
96020,2189
77274,249
41901,4564
78339,505
37395,1149
21778,4982
39308,4094
28784,4195
97319,4221
80187,2970
17447,1633
7203,2689
52959,862
6667,731
68449,4868
44696,913
20258,1803
29933,634
30900,4536
86027,1648
43062,1730
44645,3898
21729,3948
31574,455
44356,3602
4822,2502
47545,3024
43750,4690
58925,1483
46214,1057
11805,2081
17484,4580
73594,3347
3540,1229
34677,4303
60023,2944
91065,2239
18167,2042
61941,3918
55249,1543
73959,145
52663,2606
13820,3213
86413,2140
74822,4166
13587,2145
29348,671
66964,3821
83576,2084
17985,844
2995,4942
6492,1596
28457,1967
44978,3685
87943,2926
11089,3870
88065,4296
52186,2760
44013,3360
74817,3169
36284,4567
34915,1208
2560,2768
11441,1687
41083,346
52705,919
1480,3144
45998,2170
5886,1797
48091,1312
87910,4902
91268,2013
25745,550
67507,102
45448,3763
9844,4640
90767,2353
79941,1029
68616,2622
40481,242
94349,4296
45954,4129
37328,229
47867,3488
82049,1803
48863,1524
98736,2450
63732,2277
98901,1712
93418,2525
8117,2124
29264,1544
4603,3860
15855,4978
68584,226
56070,4697
46192,2262
98773,4353
6075,1899
3569,3512
88814,3578
39151,2876
60401,3051
52270,4791
30582,4837
85759,151
58724,4119
34721,3210
11145,2407
44608,318
11540,4386
558,4496
5780,2486
79008,2460
16579,950
51267,376
89527,2030
90155,2792
6759,3437
70604,3036
35562,3231
42914,1295
42050,3452
46482,1679
54154,2700
68411,4455
11878,1371
28520,4462
67927,162
50692,1321
65945,3506
15729,873
16554,2391
1300,695
10701,1021
96023,1013
48368,4917
11212,1950
13360,1558
11908,4533
98631,3188
60828,1648
31361,3167
55023,1712
54615,4917
5320,4672
48225,2369
19729,3403
75972,2244
87223,3647
4128,4129
8865,1899
59066,1067
93409,1797
43223,2436
30261,2810
50667,1129
23146,4003
83498,457
56208,1146
34840,4309
13579,1953
95600,3618
1088,2632
52502,1025
41694,2128
8097,646
70127,4558
76131,2815
33106,944
95587,2642
26471,1233
54932,4802
30336,2188
85098,1457
72658,738
37003,4784
1257,3505
3562,312
98044,618
84458,3799
17553,1577
36679,4499
9869,2224
8229,4512
9311,2081
97642,56
96201,279
29139,4218
70361,2447
42796,1269
94658,2195
58909,2531
8146,2022
74474,2019
84320,3862
56438,3672
2961,518
33391,4642
67298,3463
17700,4273
14430,4461
4257,292
31629,2513
72241,4929
99607,1453
53899,4372
17843,395
61985,2183
7122,2127
14051,1925
16917,892
2266,2135
1016,4142
60686,511
38736,936
63479,689
31715,2022
23991,3707
80575,4770
16033,1755
43929,2257
3646,4661
19958,1762
77415,2325
85781,3655
59231,2371
17113,1608
66254,873
22788,3088
62813,307
45701,3433
54648,1825
45896,4483
80103,217
401,4487
30710,65
71382,2927
4253,257
73537,1708
99499,4105
74270,4172
9195,4160
99896,1648
81115,2555
14292,612
57582,1091
95653,4356
41481,4093
64335,316
11516,1895
58248,3172
79379,554
53222,4219
2716,4901
22385,2318
92312,1576
58735,674
7561,1895
49334,238
81997,3479
61398,880
53104,4607
93571,1317
47164,4434
5311,4538
24803,313
64919,1531
27446,1820
29564,2603
68766,4738
3570,947
34329,2686
54727,881
29565,3553
71440,4261
82071,4900
52388,2769
46578,4481
41850,4063
10047,22
51310,4449
22925,359
97509,4608
69043,810
24518,4469
80058,3919
40469,3835
81481,4741
76968,2940
34812,1174
83958,4024
54421,882
82975,2072
99957,4967
53361,3016
60906,767
7879,3493
2823,3277
5859,4990
74943,3094
15117,3016
25702,459
984,2180
55973,1228
93822,2643
24963,2920
2650,4830
50556,59
79147,2098
19790,3059
75217,3508
24933,1569
64173,4188
82086,3712
12889,4114
49364,1653
97482,1267
5435,2881
45283,1216
22727,215
44277,2204
76495,2284
80866,1687
34,2459
3439,616
28566,2108
1767,4308
31694,4495
66793,1397
12693,2717
4168,3160
64855,577
67341,4072
5311,4944
88039,2349
7811,830
95879,2218
50454,4480
30757,1484
73703,3929
59160,1505
81439,607
96048,2068
95711,1046
64616,480
98392,1691
61347,4588
