IdT,nom_territoire
112,Champagne-11
113,Auvergne-95
114,Lorraine-44
115,Alsace-82
116,Auvergne-91
117,Alsace-37
118,Champagne-15
119,Provence-39
120,Auvergne-56
121,Provence-76
122,Normandie-63
123,Lorraine-15
124,Lorraine-68
125,Bourgogne-07
126,Auvergne-22
127,Picardie-57
128,Provence-90
129,Picardie-59
130,Lorraine-77
131,Provence-26
132,Auvergne-61
133,Bretagne-64
134,Bretagne-05
135,Alsace-79
136,Bretagne-26
137,Champagne-79
138,Bretagne-46
139,Alsace-69
140,Bourgogne-78
141,Limousin-46
142,Normandie-67
143,Auvergne-50
144,Limousin-14
145,Limousin-64
146,Bretagne-93
147,Bretagne-81
148,Auvergne-05
149,Lorraine-92
150,Auvergne-80
151,Lorraine-98
152,Picardie-33
153,Picardie-36
154,Auvergne-14
155,Bourgogne-22
156,Provence-47
157,Champagne-62
158,Lorraine-62
159,Bretagne-44
160,Bretagne-64
161,Bourgogne-25
162,Provence-32
163,Limousin-80
164,Bretagne-72
165,Alsace-30
166,Auvergne-19
167,Champagne-58
168,Bourgogne-97
169,Picardie-59
170,Champagne-95
171,Normandie-99
172,Limousin-87
173,Champagne-15
174,Normandie-28
175,Provence-74
176,Champagne-50
177,Limousin-60
178,Champagne-27
179,Provence-82
180,Champagne-62
181,Champagne-56
182,Champagne-45
183,Champagne-93
184,Champagne-28
185,Lorraine-19
186,Auvergne-13
187,Lorraine-44
188,Champagne-71
189,Bretagne-54
190,Bourgogne-61
191,Bourgogne-12
192,Auvergne-22
193,Bourgogne-84
194,Provence-78
195,Auvergne-17
196,Provence-47
197,Champagne-03
198,Bretagne-11
199,Lorraine-43
200,Provence-91
201,Bretagne-94
202,Limousin-33
203,Picardie-31
204,Limousin-09
205,Normandie-45
206,Picardie-61
207,Normandie-91
208,Limousin-50
209,Lorraine-18
210,Bourgogne-93
211,Bourgogne-23
212,Provence-03
213,Bretagne-52
214,Auvergne-40
215,Normandie-80
216,Bretagne-78
217,Champagne-49
218,Bretagne-22
219,Bretagne-15
220,Normandie-06
221,Limousin-35
222,Provence-99
223,Bretagne-72
224,Picardie-41
225,Lorraine-55
226,Bretagne-77
227,Picardie-61
228,Alsace-44
229,Bretagne-07
230,Alsace-80
231,Alsace-98
232,Picardie-33
233,Picardie-42
234,Alsace-14
235,Lorraine-91
236,Lorraine-98
237,Lorraine-25
238,Provence-82
239,Provence-11
240,Bourgogne-79
241,Normandie-33
242,Bretagne-42
243,Champagne-46
244,Alsace-47
245,Normandie-28
246,Bretagne-84
247,Bretagne-09
248,Alsace-35
249,Bretagne-75
250,Limousin-69
251,Provence-76
252,Picardie-88
253,Lorraine-17
254,Limousin-25
255,Limousin-26
256,Picardie-06
257,Bourgogne-06
258,Picardie-34
259,Picardie-51
260,Provence-53
261,Lorraine-74
262,Bretagne-51
263,Bourgogne-23
264,Normandie-39
265,Provence-04
266,Provence-92
267,Normandie-42
268,Alsace-73
269,Bourgogne-72
270,Bourgogne-14
271,Bretagne-44
272,Picardie-39
273,Bourgogne-67
274,Picardie-28
275,Champagne-56
276,Alsace-10
277,Normandie-78
278,Champagne-02
279,Limousin-08
280,Alsace-22
281,Alsace-54
282,Champagne-26
283,Lorraine-59
284,Provence-50
285,Bourgogne-44
286,Champagne-05
287,Limousin-34
288,Normandie-14
289,Auvergne-64
290,Bourgogne-30
291,Auvergne-52
292,Normandie-26
293,Auvergne-32
294,Alsace-03
295,Picardie-46
296,Bourgogne-64
297,Limousin-43
298,Bretagne-81
299,Alsace-04
300,Auvergne-37
301,Auvergne-05
302,Bourgogne-21
303,Auvergne-31
304,Champagne-33
305,Normandie-76
306,Bretagne-74
307,Limousin-80
308,Limousin-18
309,Bourgogne-21
310,Alsace-96
311,Picardie-44
312,Normandie-01
313,Auvergne-53
314,Provence-04
315,Alsace-97
316,Bretagne-03
317,Normandie-20
318,Normandie-79
319,Bourgogne-99
320,Bretagne-86
321,Auvergne-52
322,Limousin-39
323,Lorraine-11
324,Bourgogne-62
325,Provence-15
326,Champagne-71
327,Lorraine-54
328,Limousin-04
329,Lorraine-48
330,Lorraine-08
331,Limousin-28
332,Alsace-62
333,Lorraine-92
334,Provence-05
335,Provence-80
336,Limousin-08
337,Limousin-99
338,Bourgogne-40
339,Normandie-07
340,Provence-18
341,Lorraine-66
342,Alsace-60
343,Bourgogne-88
344,Bourgogne-03
345,Bretagne-66
346,Bretagne-51
347,Lorraine-85
348,Auvergne-19
349,Picardie-81
350,Provence-54
351,Picardie-16
352,Bretagne-58
353,Normandie-27
354,Auvergne-98
355,Picardie-61
356,Normandie-76
357,Picardie-56
358,Picardie-59
359,Limousin-70
360,Bourgogne-48
361,Champagne-17
362,Picardie-29
363,Champagne-66
364,Provence-56
365,Provence-67
366,Alsace-29
367,Provence-63
368,Normandie-60
369,Champagne-61
370,Lorraine-96
371,Limousin-43
372,Normandie-61
373,Auvergne-85
374,Provence-98
375,Bourgogne-40
376,Lorraine-83
377,Auvergne-85
378,Champagne-37
379,Bretagne-26
380,Champagne-70
381,Auvergne-26
382,Normandie-75
383,Picardie-87
384,Bretagne-41
385,Provence-26
386,Bourgogne-40
387,Alsace-20
388,Auvergne-18
389,Limousin-77
390,Alsace-16
391,Bourgogne-99
392,Auvergne-77
393,Provence-33
394,Limousin-63
395,Provence-94
396,Lorraine-55
397,Provence-15
398,Auvergne-40
399,Bretagne-72
400,Normandie-72
401,Normandie-50
402,Alsace-40
403,Picardie-32
404,Limousin-54
405,Lorraine-34
406,Limousin-48
407,Limousin-06
408,Limousin-07
409,Champagne-35
410,Bourgogne-93
411,Picardie-56
412,Bretagne-09
413,Alsace-65
414,Champagne-72
415,Picardie-37
416,Normandie-10
417,Alsace-51
418,Limousin-37
419,Limousin-70
420,Alsace-81
421,Champagne-44
422,Lorraine-43
423,Picardie-26
424,Provence-46
425,Normandie-99
426,Bretagne-80
427,Picardie-39
428,Limousin-77
429,Lorraine-93
430,Champagne-95
431,Auvergne-28
432,Lorraine-75
433,Champagne-53
434,Limousin-98
435,Normandie-63
436,Picardie-16
437,Normandie-09
438,Provence-14
439,Champagne-12
440,Normandie-87
441,Bretagne-20
442,Picardie-69
443,Limousin-08
444,Lorraine-90
445,Champagne-28
446,Picardie-42
447,Bretagne-29
448,Provence-72
449,Limousin-50
450,Normandie-14
451,Limousin-69
452,Provence-55
453,Provence-70
454,Lorraine-66
455,Lorraine-76
456,Normandie-48
457,Lorraine-64
458,Normandie-44
459,Champagne-89
460,Alsace-55
461,Auvergne-31
462,Alsace-41
463,Limousin-23
464,Champagne-12
465,Normandie-03
466,Normandie-56
467,Provence-42
468,Limousin-21
469,Bretagne-22
470,Bourgogne-02
471,Provence-81
472,Alsace-50
473,Provence-91
474,Picardie-63
475,Picardie-63
476,Alsace-12
477,Bourgogne-07
478,Bretagne-05
479,Auvergne-25
480,Bretagne-42
481,Picardie-08
482,Limousin-07
483,Picardie-82
484,Alsace-57
485,Champagne-85
486,Auvergne-20
487,Bretagne-29
488,Alsace-55
489,Normandie-40
490,Bourgogne-82
491,Alsace-52
492,Bretagne-53
493,Champagne-59
494,Normandie-65
495,Bourgogne-51
496,Picardie-86
497,Lorraine-53
498,Alsace-40
499,Bretagne-44
500,Normandie-21
501,Picardie-91
502,Alsace-78
503,Bourgogne-16
504,Picardie-49
505,Limousin-63
506,Alsace-92
507,Lorraine-56
508,Alsace-22
509,Bretagne-10
510,Lorraine-31
511,Lorraine-02
512,Normandie-44
513,Provence-47
514,Provence-75
515,Bourgogne-64
516,Auvergne-27
517,Alsace-07
518,Lorraine-13
519,Provence-15
520,Lorraine-32
521,Alsace-12
522,Lorraine-08
523,Picardie-30
524,Picardie-39
525,Bourgogne-54
526,Bretagne-79
527,Alsace-92
528,Provence-95
529,Picardie-05
530,Bretagne-53
531,Bourgogne-15
532,Champagne-31
533,Bretagne-70
534,Lorraine-79
535,Lorraine-20
536,Picardie-70
537,Lorraine-43
538,Provence-90
539,Lorraine-60
540,Picardie-29
541,Picardie-44
542,Alsace-81
543,Limousin-37
544,Picardie-11
545,Limousin-41
546,Limousin-16
547,Provence-04
548,Alsace-09
549,Alsace-30
550,Lorraine-01
551,Champagne-75
552,Limousin-46
553,Alsace-60
554,Champagne-90
555,Lorraine-60
556,Bourgogne-92
557,Alsace-38
558,Alsace-25
559,Champagne-66
560,Picardie-78
561,Lorraine-26
562,Bretagne-78
563,Lorraine-07
564,Limousin-78
565,Bretagne-39
566,Auvergne-90
567,Normandie-84
568,Alsace-88
569,Picardie-68
570,Picardie-33
571,Champagne-98
572,Picardie-27
573,Bretagne-08
574,Alsace-99
575,Picardie-84
576,Champagne-21
577,Provence-19
578,Champagne-84
579,Champagne-02
580,Picardie-24
581,Champagne-95
582,Provence-29
583,Bourgogne-02
584,Limousin-24
585,Champagne-85
586,Picardie-39
587,Provence-30
588,Normandie-61
589,Alsace-87
590,Lorraine-12
591,Champagne-31
592,Bourgogne-05
593,Normandie-93
594,Champagne-56
595,Limousin-68
596,Bourgogne-96
597,Lorraine-24
598,Picardie-43
599,Auvergne-10
600,Champagne-91
601,Auvergne-35
602,Normandie-03
603,Lorraine-55
604,Limousin-29
605,Provence-61
606,Provence-39
607,Limousin-01
608,Bretagne-90
609,Provence-44
610,Limousin-75
611,Picardie-44
612,Limousin-68
613,Bourgogne-63
614,Champagne-63
615,Champagne-48
616,Normandie-85
617,Lorraine-31
618,Lorraine-76
619,Bretagne-55
620,Champagne-53
621,Limousin-60
622,Limousin-93
623,Bourgogne-58
624,Picardie-96
625,Bretagne-21
626,Alsace-14
627,Picardie-27
628,Alsace-04
629,Bretagne-42
630,Provence-04
631,Provence-77
632,Lorraine-30
633,Normandie-67
634,Picardie-28
635,Bretagne-18
636,Provence-69
637,Auvergne-93
638,Provence-21
639,Alsace-11
640,Lorraine-23
641,Picardie-59
642,Picardie-07
643,Normandie-05
644,Auvergne-68
645,Auvergne-79
646,Alsace-79
647,Auvergne-04
648,Alsace-65
649,Bourgogne-09
650,Champagne-32
651,Limousin-43
652,Provence-84
653,Normandie-12
654,Champagne-41
655,Alsace-31
656,Bourgogne-31
657,Bretagne-69
658,Picardie-11
659,Lorraine-43
660,Lorraine-26
661,Bretagne-08
662,Bretagne-51
663,Provence-41
664,Limousin-36
665,Champagne-39
666,Alsace-50
667,Auvergne-42
668,Picardie-29
669,Champagne-41
670,Bretagne-74
671,Auvergne-17
672,Normandie-21
673,Bretagne-19
674,Limousin-32
675,Limousin-95
676,Lorraine-98
677,Normandie-19
678,Limousin-73
679,Auvergne-93
680,Limousin-79
681,Lorraine-77
682,Alsace-56
683,Lorraine-79
684,Picardie-29
685,Provence-10
686,Alsace-54
687,Picardie-10
688,Alsace-67
689,Alsace-42
690,Alsace-86
691,Champagne-84
692,Bourgogne-36
693,Bourgogne-24
694,Bretagne-58
695,Alsace-76
696,Provence-78
697,Alsace-91
698,Provence-84
699,Bretagne-88
700,Auvergne-98
701,Lorraine-37
702,Auvergne-47
703,Bretagne-44
704,Alsace-33
705,Lorraine-87
706,Bourgogne-47
707,Picardie-01
708,Bretagne-63
709,Alsace-21
710,Auvergne-54
711,Normandie-74
712,Lorraine-72
713,Champagne-65
714,Bretagne-78
715,Limousin-55
716,Provence-33
717,Picardie-16
718,Picardie-81
719,Bretagne-77
720,Champagne-93
721,Bretagne-47
722,Bretagne-05
723,Lorraine-17
724,Provence-90
725,Bourgogne-54
726,Bretagne-88
727,Auvergne-42
728,Provence-35
729,Provence-93
730,Normandie-97
731,Bretagne-72
732,Limousin-68
733,Auvergne-92
734,Champagne-28
735,Champagne-37
736,Picardie-01
737,Normandie-64
738,Picardie-22
739,Normandie-87
740,Bourgogne-19
741,Lorraine-28
742,Auvergne-55
743,Provence-78
744,Champagne-92
745,Normandie-03
746,Limousin-58
747,Limousin-50
748,Bourgogne-87
749,Bourgogne-50
750,Picardie-25
751,Normandie-43
752,Limousin-53
753,Auvergne-35
754,Alsace-65
755,Provence-35
756,Limousin-40
757,Auvergne-04
758,Champagne-26
759,Normandie-62
760,Limousin-37
761,Limousin-76
762,Normandie-50
763,Limousin-69
764,Lorraine-79
765,Alsace-56
766,Normandie-78
767,Bretagne-91
768,Bretagne-20
769,Limousin-51
770,Limousin-76
771,Provence-51
772,Normandie-90
773,Auvergne-83
774,Alsace-53
775,Provence-19
776,Auvergne-02
777,Picardie-59
778,Lorraine-97
779,Alsace-83
780,Champagne-92
781,Lorraine-12
782,Bretagne-44
783,Bourgogne-38
784,Auvergne-22
785,Normandie-71
786,Champagne-99
787,Alsace-96
788,Bourgogne-51
789,Provence-05
790,Limousin-99
791,Alsace-95
792,Bretagne-41
793,Provence-43
794,Limousin-34
795,Lorraine-15
796,Bourgogne-23
797,Lorraine-78
798,Auvergne-63
799,Normandie-65
800,Limousin-26
801,Picardie-49
802,Limousin-52
803,Bretagne-11
804,Bretagne-37
805,Provence-23
806,Bourgogne-69
807,Normandie-85
808,Limousin-23
809,Picardie-94
810,Lorraine-90
811,Champagne-65
812,Bourgogne-83
813,Auvergne-85
814,Provence-08
815,Lorraine-93
816,Alsace-44
817,Auvergne-21
818,Alsace-90
819,Bourgogne-73
820,Lorraine-56
821,Champagne-18
822,Limousin-88
823,Bretagne-60
824,Alsace-17
825,Champagne-78
826,Auvergne-93
827,Alsace-91
828,Provence-19
829,Limousin-23
830,Auvergne-33
831,Bourgogne-95
832,Limousin-64
833,Bourgogne-14
834,Picardie-48
835,Champagne-41
836,Champagne-22
837,Normandie-11
838,Provence-90
839,Normandie-22
840,Champagne-75
841,Auvergne-01
842,Limousin-32
843,Alsace-75
844,Normandie-37
845,Provence-36
846,Normandie-95
847,Provence-52
848,Provence-66
849,Bretagne-84
850,Alsace-18
851,Bretagne-01
852,Provence-87
853,Provence-36
854,Lorraine-91
855,Limousin-55
856,Auvergne-27
857,Provence-88
858,Bourgogne-15
859,Picardie-29
860,Picardie-30
861,Picardie-66
862,Lorraine-53
863,Bretagne-07
864,Limousin-87
865,Normandie-35
866,Provence-82
867,Champagne-42
868,Normandie-48
869,Auvergne-72
870,Champagne-97
871,Lorraine-72
872,Limousin-43
873,Limousin-11
874,Lorraine-73
875,Lorraine-10
876,Normandie-49
877,Lorraine-91
878,Alsace-74
879,Bretagne-43
880,Auvergne-38
881,Bretagne-31
882,Picardie-76
883,Normandie-33
884,Provence-10
885,Lorraine-29
886,Alsace-15
887,Provence-46
888,Bourgogne-37
889,Lorraine-90
890,Limousin-26
891,Auvergne-61
892,Lorraine-45
893,Normandie-43
894,Normandie-23
895,Provence-70
896,Auvergne-58
897,Auvergne-27
898,Champagne-33
899,Provence-15
900,Alsace-97
901,Bretagne-63
902,Picardie-98
903,Normandie-13
904,Lorraine-97
905,Picardie-53
906,Normandie-63
907,Picardie-16
908,Provence-18
909,Bourgogne-44
910,Normandie-21
911,Bourgogne-67
912,Bretagne-06
913,Auvergne-54
914,Provence-72
915,Picardie-85
916,Alsace-37
917,Lorraine-50
918,Limousin-93
919,Picardie-42
920,Normandie-42
921,Alsace-59
922,Bretagne-12
923,Picardie-21
924,Normandie-55
925,Alsace-90
926,Alsace-52
927,Auvergne-23
928,Limousin-72
929,Lorraine-18
930,Lorraine-64
931,Normandie-14
932,Provence-74
933,Lorraine-14
934,Auvergne-97
935,Auvergne-19
936,Lorraine-37
937,Champagne-21
938,Bourgogne-31
939,Normandie-45
940,Bretagne-11
941,Champagne-95
942,Alsace-16
943,Lorraine-59
944,Auvergne-68
945,Champagne-54
946,Lorraine-65
947,Bourgogne-67
948,Champagne-20
949,Provence-84
950,Bourgogne-62
951,Bretagne-18
952,Limousin-49
953,Bretagne-25
954,Picardie-89
955,Bourgogne-21
956,Bretagne-94
957,Auvergne-03
958,Champagne-06
959,Bourgogne-76
960,Normandie-88
961,Lorraine-36
962,Provence-18
963,Lorraine-43
964,Normandie-50
965,Limousin-88
966,Bourgogne-07
967,Bretagne-52
968,Provence-78
969,Limousin-81
970,Auvergne-65
971,Picardie-69
972,Bourgogne-60
973,Normandie-20
974,Bretagne-30
975,Provence-82
976,Auvergne-24
977,Limousin-81
978,Auvergne-09
979,Champagne-89
980,Provence-31
981,Limousin-02
982,Provence-67
983,Limousin-72
984,Lorraine-39
985,Champagne-54
986,Provence-03
987,Alsace-43
988,Bretagne-20
989,Picardie-29
990,Lorraine-16
991,Bourgogne-64
992,Bourgogne-07
993,Limousin-94
994,Champagne-53
995,Bretagne-92
996,Provence-97
997,Lorraine-99
998,Picardie-56
999,Lorraine-42
1000,Normandie-51
1001,Auvergne-63
1002,Alsace-27
1003,Auvergne-60
1004,Auvergne-48
1005,Bourgogne-24
1006,Champagne-17
1007,Lorraine-78
1008,Lorraine-09
1009,Picardie-39
1010,Bretagne-07
1011,Bourgogne-38
1012,Provence-21
1013,Lorraine-61
1014,Limousin-59
1015,Bourgogne-08
1016,Auvergne-16
1017,Auvergne-15
1018,Picardie-13
1019,Bretagne-28
1020,Champagne-88
1021,Picardie-52
1022,Picardie-11
1023,Auvergne-58
1024,Auvergne-54
1025,Normandie-75
1026,Auvergne-84
1027,Normandie-66
1028,Picardie-87
1029,Lorraine-25
1030,Bourgogne-71
1031,Provence-61
1032,Normandie-95
1033,Alsace-99
1034,Auvergne-89
1035,Limousin-41
1036,Provence-03
1037,Provence-09
1038,Limousin-96
1039,Champagne-56
1040,Lorraine-18
1041,Auvergne-38
1042,Champagne-14
1043,Provence-75
1044,Bretagne-10
1045,Bretagne-43
1046,Champagne-31
1047,Normandie-30
1048,Limousin-09
1049,Normandie-60
1050,Normandie-69
1051,Lorraine-42
1052,Normandie-58
1053,Bretagne-34
1054,Bretagne-71
1055,Auvergne-54
1056,Normandie-24
1057,Bretagne-37
1058,Limousin-22
1059,Bretagne-73
1060,Bourgogne-36
1061,Bourgogne-96
1062,Bourgogne-09
1063,Lorraine-30
1064,Limousin-99
1065,Auvergne-97
1066,Alsace-29
1067,Auvergne-79
1068,Limousin-04
1069,Provence-90
1070,Lorraine-31
1071,Bretagne-49
1072,Limousin-29
1073,Bourgogne-57
1074,Champagne-40
1075,Alsace-89
1076,Alsace-32
1077,Champagne-25
1078,Normandie-10
1079,Bretagne-53
1080,Alsace-33
1081,Bourgogne-87
1082,Champagne-59
1083,Alsace-24
1084,Provence-59
1085,Bretagne-75
1086,Champagne-50
1087,Alsace-46
1088,Normandie-08
1089,Bretagne-90
1090,Champagne-84
1091,Bretagne-72
1092,Alsace-85
1093,Picardie-48
1094,Champagne-30
1095,Picardie-30
1096,Champagne-73
1097,Normandie-35
1098,Provence-13
1099,Auvergne-11
1100,Lorraine-34
1101,Limousin-67
1102,Limousin-14
1103,Provence-75
1104,Champagne-84
1105,Limousin-61
1106,Auvergne-48
1107,Normandie-58
1108,Normandie-89
1109,Lorraine-24
1110,Limousin-63
1111,Alsace-46
1112,Bourgogne-21
1113,Normandie-27
1114,Normandie-23
1115,Champagne-20
1116,Champagne-99
1117,Bourgogne-05
1118,Normandie-06
1119,Auvergne-15
1120,Alsace-96
1121,Provence-35
1122,Champagne-91
1123,Champagne-35
1124,Lorraine-84
1125,Auvergne-84
1126,Provence-90
1127,Lorraine-86
1128,Picardie-34
1129,Picardie-99
1130,Champagne-86
1131,Limousin-58
1132,Alsace-71
1133,Lorraine-62
1134,Alsace-84
1135,Bretagne-17
1136,Auvergne-70
1137,Champagne-59
1138,Picardie-08
1139,Limousin-86
1140,Normandie-53
1141,Alsace-77
1142,Bretagne-63
1143,Lorraine-94
1144,Normandie-73
1145,Alsace-74
1146,Lorraine-72
1147,Lorraine-09
1148,Alsace-44
1149,Champagne-66
1150,Normandie-20
1151,Alsace-22
1152,Lorraine-98
1153,Alsace-52
1154,Champagne-47
1155,Bourgogne-55
1156,Normandie-57
1157,Champagne-44
1158,Provence-85
1159,Limousin-48
1160,Lorraine-68
1161,Champagne-07
1162,Alsace-33
1163,Normandie-09
1164,Alsace-10
1165,Champagne-82
1166,Normandie-02
1167,Bretagne-34
1168,Limousin-14
1169,Champagne-57
1170,Bretagne-57
1171,Bretagne-89
1172,Auvergne-83
1173,Champagne-30
1174,Lorraine-64
1175,Normandie-91
1176,Normandie-54
1177,Picardie-15
1178,Bretagne-21
1179,Alsace-83
1180,Auvergne-87
1181,Lorraine-35
1182,Provence-24
1183,Bretagne-73
1184,Bretagne-66
1185,Limousin-23
1186,Bourgogne-73
1187,Alsace-51
1188,Limousin-89
1189,Auvergne-56
1190,Provence-41
1191,Alsace-84
1192,Auvergne-94
1193,Bourgogne-41
1194,Provence-31
1195,Normandie-80
1196,Lorraine-51
1197,Picardie-52
1198,Bretagne-93
1199,Bourgogne-40
1200,Bourgogne-26
1201,Alsace-54
1202,Picardie-99
1203,Normandie-81
1204,Alsace-12
1205,Lorraine-76
1206,Lorraine-82
1207,Bourgogne-82
1208,Provence-22
1209,Auvergne-80
1210,Provence-31
1211,Normandie-74
1212,Auvergne-83
1213,Lorraine-58
1214,Limousin-83
1215,Bourgogne-14
1216,Picardie-85
1217,Champagne-88
1218,Bourgogne-31
1219,Alsace-22
1220,Limousin-70
1221,Lorraine-77
1222,Normandie-57
1223,Alsace-78
1224,Normandie-84
1225,Champagne-80
1226,Picardie-29
1227,Bretagne-58
1228,Alsace-70
1229,Picardie-51
1230,Alsace-81
1231,Bretagne-90
1232,Bourgogne-78
1233,Auvergne-20
1234,Lorraine-81
1235,Lorraine-66
1236,Normandie-17
1237,Champagne-17
1238,Normandie-90
1239,Picardie-63
1240,Champagne-39
1241,Bretagne-95
1242,Alsace-69
1243,Bourgogne-03
1244,Bretagne-02
1245,Limousin-19
1246,Alsace-61
1247,Alsace-27
1248,Champagne-33
1249,Bretagne-94
1250,Auvergne-24
1251,Provence-51
1252,Auvergne-36
1253,Picardie-87
1254,Provence-70
1255,Lorraine-94
1256,Alsace-47
1257,Lorraine-55
1258,Normandie-37
1259,Picardie-11
1260,Auvergne-31
1261,Limousin-11
1262,Provence-44
1263,Champagne-35
1264,Provence-22
1265,Provence-46
1266,Lorraine-22
1267,Normandie-90
1268,Lorraine-47
1269,Normandie-91
1270,Normandie-53
1271,Provence-79
1272,Bourgogne-10
1273,Alsace-23
1274,Limousin-02
1275,Normandie-41
1276,Auvergne-85
1277,Alsace-61
1278,Picardie-38
1279,Lorraine-82
1280,Auvergne-44
1281,Limousin-85
1282,Lorraine-45
1283,Alsace-76
1284,Bretagne-17
1285,Lorraine-36
1286,Normandie-01
1287,Normandie-41
1288,Normandie-13
1289,Bretagne-62
1290,Bourgogne-23
1291,Provence-09
1292,Provence-01
1293,Champagne-73
1294,Normandie-80
1295,Normandie-86
1296,Alsace-64
1297,Bourgogne-29
1298,Limousin-44
1299,Provence-81
1300,Alsace-57
1301,Normandie-44
1302,Auvergne-06
1303,Lorraine-39
1304,Auvergne-47
1305,Bretagne-62
1306,Bourgogne-49
1307,Alsace-80
1308,Picardie-05
1309,Bretagne-03
1310,Provence-42
1311,Picardie-04
1312,Picardie-71
1313,Lorraine-65
1314,Bretagne-34
1315,Picardie-28
1316,Auvergne-34
1317,Bourgogne-49
1318,Champagne-25
1319,Auvergne-41
1320,Bourgogne-41
1321,Provence-31
1322,Auvergne-40
1323,Alsace-91
1324,Lorraine-32
1325,Picardie-68
1326,Lorraine-24
1327,Normandie-11
1328,Alsace-91
1329,Bourgogne-54
1330,Limousin-52
1331,Alsace-97
1332,Limousin-29
1333,Alsace-47
1334,Lorraine-12
1335,Lorraine-49
1336,Auvergne-69
1337,Limousin-82
1338,Lorraine-88
1339,Provence-11
1340,Champagne-69
1341,Provence-01
1342,Lorraine-13
1343,Normandie-47
1344,Alsace-02
1345,Champagne-40
1346,Auvergne-48
1347,Picardie-18
1348,Limousin-70
1349,Lorraine-45
1350,Provence-50
1351,Provence-24
1352,Provence-39
1353,Provence-89
1354,Alsace-37
1355,Alsace-99
1356,Bretagne-25
1357,Alsace-89
1358,Normandie-65
1359,Limousin-33
1360,Bretagne-32
1361,Limousin-25
1362,Champagne-55
1363,Alsace-17
1364,Provence-27
1365,Champagne-67
1366,Picardie-31
1367,Limousin-13
1368,Provence-64
1369,Bretagne-76
1370,Alsace-89
1371,Normandie-14
1372,Bourgogne-35
1373,Champagne-30
1374,Limousin-07
1375,Champagne-48
1376,Limousin-98
1377,Alsace-04
1378,Provence-84
1379,Alsace-58
1380,Alsace-97
1381,Lorraine-76
1382,Auvergne-65
1383,Bourgogne-96
1384,Normandie-25
1385,Auvergne-20
1386,Provence-86
1387,Provence-52
1388,Picardie-13
1389,Auvergne-49
1390,Bourgogne-31
1391,Lorraine-57
1392,Bourgogne-38
1393,Auvergne-77
1394,Limousin-01
1395,Limousin-18
1396,Normandie-29
1397,Bourgogne-60
1398,Limousin-10
1399,Limousin-87
1400,Bourgogne-90
1401,Lorraine-91
1402,Champagne-51
1403,Champagne-52
1404,Provence-32
1405,Auvergne-66
1406,Lorraine-28
1407,Champagne-08
1408,Picardie-73
1409,Champagne-13
1410,Provence-26
1411,Picardie-33
1412,Bretagne-83
1413,Provence-41
1414,Bretagne-29
1415,Provence-11
1416,Picardie-80
1417,Champagne-74
1418,Normandie-97
1419,Bretagne-36
1420,Normandie-20
1421,Auvergne-69
1422,Normandie-64
1423,Alsace-72
1424,Alsace-95
1425,Limousin-11
1426,Lorraine-39
1427,Provence-66
1428,Champagne-60
1429,Limousin-13
1430,Limousin-01
1431,Auvergne-76
1432,Champagne-48
1433,Limousin-65
1434,Bretagne-17
1435,Normandie-77
1436,Champagne-03
1437,Champagne-38
1438,Auvergne-73
1439,Alsace-68
1440,Picardie-20
1441,Alsace-61
1442,Provence-37
1443,Bourgogne-95
1444,Provence-75
1445,Picardie-63
