IdM,IdE
2158,2389
3512,1826
3544,2720
3650,235
1829,3753
332,4480
2605,3888
3503,723
2192,1674
2163,646
1127,201
1740,2658
1695,3014
1596,2828
1630,3571
1840,233
4132,1130
1724,1275
1703,3859
937,3918
1117,1162
4891,795
4365,71
734,1475
2052,3417
357,922
1862,4809
2720,474
2915,587
1760,3325
2902,1647
161,2854
1911,3681
4952,3112
3761,3384
1739,3319
4407,1410
3977,4751
2512,857
517,830
551,4929
341,4344
2081,1640
1687,2863
638,1732
1646,3679
317,688
2475,2382
905,2477
3931,2849
238,396
3373,463
3636,285
2947,3005
2949,4653
839,2404
4866,566
4155,4566
270,4471
4030,2965
4458,4917
482,2020
2118,3394
959,3740
1211,3548
4958,975
843,2030
2753,3829
2199,1275
754,1809
4652,3446
3897,1656
1502,3990
2799,1201
545,833
923,3419
3115,23
4837,1094
4627,2625
3225,1357
4791,3218
2337,4316
1990,2929
1585,4989
2273,676
785,2179
206,1339
4877,673
2736,3256
4299,2803
1103,2334
2620,1947
2692,4978
4892,2433
3549,2857
2990,1562
1317,4952
1946,854
830,1048
3613,2012
4767,467
1153,402
858,3183
2027,767
2479,915
3819,537
2507,4224
565,3948
546,1986
1273,619
4830,2419
2888,135
3901,1560
2345,1945
4517,4111
154,4581
2107,4952
4530,603
14,3121
502,2593
4863,3963
469,4493
3892,609
1372,619
88,284
2970,3997
2096,3373
1736,57
4727,880
3880,1375
1083,3562
74,191
4545,4260
3809,1346
2334,1252
781,3333
4814,2724
4142,3065
2059,1971
1946,1677
2603,2788
4162,2426
3622,2773
2710,1763
2681,1546
977,1457
4652,441
4310,2499
2092,1987
4414,4098
3543,2499
4844,4518
1351,103
1154,1288
2611,2326
2399,2718
4305,2859
3918,1413
1375,3660
3877,2061
764,1508
2496,2478
1215,4849
357,1035
1016,1355
2602,3599
430,562
1786,34
3597,3616
1332,3160
2999,3484
4597,3340
3073,4954
2054,3664
3866,3678
1183,4751
4923,4150
712,4894
2049,4896
2732,526
3118,505
2215,883
1398,1936
2879,2765
824,4479
1317,3555
870,3490
872,2852
3387,2829
686,683
1647,4860
4022,2473
1760,1456
142,1766
4251,1990
3767,4357
823,4596
2357,4378
4452,4028
3547,4242
1765,398
3518,2786
3426,2420
3336,1465
1481,2127
2655,4943
3143,2724
934,1284
1257,3672
2765,2503
1097,2721
2785,4775
800,4347
4719,553
3123,3409
701,1708
3136,3103
4356,1224
1601,1359
3580,1848
4270,4182
181,632
4427,1423
637,1461
4083,2568
2399,613
2064,2971
3519,399
2266,4291
4403,3726
1898,1881
3973,3859
1724,1552
847,2211
1897,4336
1532,582
2753,2171
3866,3359
1091,2411
3745,274
3808,2946
1529,1909
4735,312
449,2829
3158,953
2530,1918
4797,3344
3539,922
3618,4234
1282,2420
2769,1223
3619,2517
4947,3898
4341,4789
346,84
802,4816
3929,789
3290,189
2545,3247
3742,2711
2361,3416
4098,949
101,3487
4941,1879
2323,3377
1613,1092
2328,2064
3549,2222
1910,4685
206,2237
574,4298
1138,768
1635,3679
2207,2215
4616,4352
4262,2025
4164,4471
4592,481
754,2215
1927,2293
4633,366
1421,3337
3853,1672
3985,2176
1211,3311
3531,2135
938,2070
1909,2178
2885,382
3314,930
993,708
80,4926
1772,2730
1511,602
342,2302
2641,3589
3766,1756
1022,2011
2397,1165
1945,4875
4404,4266
3626,2861
477,2350
2767,3587
2889,1588
508,16
2683,4832
1306,915
2206,4362
153,981
3667,3361
3344,1613
4309,945
2093,493
1294,2124
4802,1877
4411,2235
4831,2308
4952,4338
1540,4552
552,454
3166,2087
1607,3562
633,3038
3392,739
2104,2532
1234,2356
265,891
1016,4423
2294,4081
3827,1354
2154,4019
3058,4120
3500,4641
4563,1817
2261,4156
418,3310
1215,351
2874,166
3183,4142
4648,4084
1778,4494
4382,1931
26,2020
2883,4967
4507,2089
4895,3971
1080,1807
1804,3719
1067,2601
393,3712
537,250
4087,1465
4468,3490
2532,1693
119,671
4651,1806
1756,1733
4555,1046
62,3416
300,4120
3997,3765
2694,2933
438,3628
2266,1958
1809,1477
2385,2083
3005,3845
1750,4065
3009,154
3366,3137
1829,866
265,2133
33,2276
4449,2859
904,1406
3575,3495
1798,4035
3950,4394
4261,1607
2118,4400
1431,204
3601,22
187,2889
4745,3703
34,830
2124,2613
4455,4087
1148,2953
2944,1222
4692,3036
2967,700
1241,2256
1643,3041
4747,898
3357,3345
3241,4582
3468,2675
95,4478
1997,3259
422,1195
3973,457
4243,588
1504,571
1839,3460
1132,4329
2000,950
4383,3935
3091,2612
919,2219
4461,1312
4189,625
2845,977
255,4303
4157,495
3258,2379
1695,4816
4069,2043
4765,2305
3339,2852
295,3263
2032,1913
3886,2150
30,2695
4687,3832
3022,1442
3475,4756
304,4076
1536,1846
2159,70
3781,1976
4279,1341
1188,805
2166,2908
2970,3631
93,3456
140,1080
2824,1099
1519,3255
4228,1821
3700,4981
3383,511
147,3147
833,2784
4406,1992
557,864
4264,3564
1858,4762
4670,651
3169,3870
1767,1566
1042,2645
3334,3234
3544,3813
4132,2266
4844,3533
4170,2471
4580,3314
3734,972
3080,1724
4623,402
2733,2920
3255,1225
2960,3028
220,3009
1185,775
4107,3210
1400,651
1600,2932
4356,4258
4978,4128
1329,227
4577,119
1546,2423
661,1165
1791,3269
41,3132
498,3522
159,3180
1002,1427
158,4191
987,3529
2672,2030
1506,1165
64,2069
18,643
1231,2826
1706,3745
3608,2691
3217,795
2520,4600
1316,2632
2874,3227
4338,780
4787,2265
3770,4887
4971,2438
4359,3790
3444,1804
4878,2664
1387,1978
4408,3217
1628,3441
3259,3110
172,1066
64,2954
587,3946
4267,578
3380,2551
4861,3896
2352,2004
2723,4749
167,4303
4438,4834
2318,4750
2355,1936
2823,4428
3030,4171
1254,939
2371,1909
2100,4849
392,867
3201,2515
2150,746
1278,2811
3324,3703
2520,1746
127,499
876,87
3687,2104
4450,574
815,2303
2594,4440
4397,4462
2501,4108
1831,4183
1469,4119
2056,4199
1744,185
2745,1028
1973,1848
2264,2644
4897,2896
4440,1758
1625,3669
1047,4789
3724,4634
1694,1256
3782,2043
253,2138
3821,3155
2981,2450
4296,4136
4381,1874
3444,1435
3884,1455
2387,635
3316,3252
1141,4495
4752,1004
3412,1029
3210,3406
2851,4256
726,2009
1498,3196
4189,1848
3545,3708
286,3448
2333,251
1537,4848
4702,4780
855,4618
3358,2117
2295,3797
3248,3265
3738,3849
649,4077
3223,4468
1806,48
4380,4334
603,4252
1982,4212
845,538
2583,563
428,2213
3166,4839
475,3572
1811,3603
184,4348
152,1940
3050,1502
4493,4764
4851,3500
1039,3636
4240,98
3194,689
1423,869
3525,291
4684,2610
2539,93
4681,4125
2669,531
1064,484
387,4376
1642,4905
3501,3385
2990,411
4668,3167
2605,1451
1563,4479
1709,271
1756,1889
2765,587
325,904
1346,4451
3078,4780
1232,639
4667,1508
3817,997
179,3928
3788,1633
2653,3136
766,320
896,277
1656,1622
1088,518
2045,3082
2353,1065
2283,1920
2039,1287
221,3403
4720,4179
1437,3314
6,558
3956,2982
576,3927
2033,3721
4321,593
4804,1761
3884,1987
4637,1109
2353,677
3290,888
3654,3310
1971,2352
3568,2838
2036,3244
2316,4648
3270,1569
1435,4218
3613,4243
2565,1705
929,2301
1266,2258
1136,3596
1000,1523
4276,4232
484,1046
1932,3740
4980,3736
1354,3693
3231,3563
4477,1862
2688,797
2030,63
331,2026
3690,2997
482,2126
4958,3141
303,3853
3225,3471
294,3944
1151,3253
3580,2505
539,3585
979,119
2777,4434
4672,514
263,1026
3111,1677
4294,947
2728,289
797,954
2609,340
1985,4701
269,3925
814,825
385,2113
4970,2341
4285,3655
4656,113
4093,327
4779,2163
3523,1720
4591,2379
1219,4091
1150,3812
626,1634
4080,1027
4301,833
1982,4548
1507,4624
4045,875
1716,4126
2162,4277
2845,4140
4494,4828
1535,1747
4880,4270
4465,2246
612,898
4099,91
350,3277
4777,3493
3893,4754
4749,4507
3348,3772
1929,1449
1296,1076
564,1504
1225,3348
2816,3720
1520,2213
308,2672
603,1650
2147,1965
3917,3275
4436,3318
2766,2307
2003,3023
2854,886
259,2733
3351,4770
2686,2521
2546,4193
231,2568
2612,318
3800,2357
250,297
4096,4995
4372,4522
1533,1740
520,1224
355,1177
2445,2340
3670,1402
3769,3816
1817,1154
4353,3461
2761,1123
1766,1403
2040,4164
1950,571
3713,3430
2921,4400
4389,1783
2787,428
2539,4201
1410,3857
4405,3478
2797,4860
366,2609
3517,288
1475,661
1639,264
4091,58
1721,1238
4980,2146
2127,1971
90,1156
3996,1662
2278,1763
1534,4266
4234,2049
13,3489
1695,335
2762,3934
3371,2604
905,1840
4682,4265
3968,1239
3633,4769
23,602
4086,2785
3444,1882
2025,2393
4818,1664
4409,3058
3935,3523
2634,346
2657,2022
1670,3176
924,1090
180,715
1584,3160
1757,2320
891,1673
479,2282
2040,3201
1279,786
4165,3772
2534,994
2733,2068
587,1568
3599,201
3473,372
3130,1192
857,477
1000,4023
1421,3261
3727,1758
2248,1987
1756,254
2960,1731
706,4505
768,3760
3716,771
2078,3817
3813,2382
2878,1155
3018,2597
4921,2285
1244,768
1195,2187
120,116
163,1973
1163,3856
1913,3893
1392,664
1899,974
2726,2668
1483,3255
4667,2458
3428,2665
1064,647
3051,789
3495,4968
4607,3348
2778,3571
4241,2409
301,3428
3309,441
2572,4961
4491,2642
514,1781
3356,2294
4365,485
73,4171
545,3763
4507,114
3903,3166
3661,3108
4613,3167
3690,1915
4482,112
1131,4486
4345,291
3465,3318
2072,2425
1790,2210
1332,92
203,2949
4766,1899
4445,2439
4990,2401
2652,776
581,23
3466,1737
4315,2381
4045,1132
4715,3481
2,46
3119,3279
792,1860
999,2286
3373,2763
3999,3452
4628,548
1348,2868
1911,2672
2813,187
36,4197
3474,3172
2213,4362
3232,1594
4439,2948
914,2999
2142,1606
1197,2945
1724,2522
2010,944
2675,3841
1943,1864
4638,2895
4541,652
4808,2361
3238,953
4998,2111
744,495
1789,464
2611,1500
2781,4904
179,1642
3641,757
3414,1902
3303,1869
1763,302
571,4682
3305,1423
3136,2012
1097,4611
3918,2743
2177,400
3676,1509
4608,3556
2659,561
3999,1764
1004,4615
2730,1639
2336,3917
403,2567
4729,4135
3109,4523
450,3447
1565,4724
4122,4808
251,3219
2976,2474
4990,724
2827,1537
4645,4065
5,2304
2114,4267
1897,3670
1572,4164
2716,3520
1685,1476
3465,1468
2351,2550
1619,186
196,2343
1305,4735
3152,943
3878,1577
4586,3294
327,706
1855,18
521,1464
3657,4812
4019,4349
1773,4792
3002,2700
3935,2295
4179,1950
4869,32
3800,2807
4193,1525
3726,3942
4846,3598
2062,606
1480,1478
4051,4346
314,2542
2699,3084
1721,3561
3240,716
164,3944
2201,1138
2757,651
4782,3940
3944,2301
4088,2419
266,2634
1025,948
4513,3338
4874,748
1213,3681
979,4053
4919,335
1257,3304
1422,3014
1264,3658
3951,3522
802,1393
3852,4939
2262,4492
4248,233
3577,2985
1969,2751
413,208
4459,3999
2088,2996
3519,363
3138,4312
1620,3490
4618,849
3862,2665
3619,2784
4554,2968
920,2891
3069,4594
2400,3394
3865,1162
3335,2414
4726,1658
3786,1819
4229,3490
461,490
2231,3102
2986,4321
330,3015
1210,777
2005,1206
1483,1504
2707,2932
3546,772
2879,315
433,1899
3348,2580
2860,3105
92,4732
460,1412
4377,1494
1162,2646
1623,2602
1802,3185
1459,3421
4534,1577
1473,3750
2993,4052
3976,2536
2882,3060
3351,4308
1862,2666
4162,2546
3183,2195
3686,1092
4950,1997
1916,3618
4521,2462
4241,1997
1794,2999
824,4346
3602,595
2805,4285
2810,2260
4564,1640
4550,1001
2234,877
2948,2352
733,4853
728,4597
771,4482
3761,2671
4532,2914
2666,3095
658,3463
4585,1466
1870,2229
1412,4138
1735,2447
2179,2373
3733,807
4596,4348
2324,4295
468,1737
2392,1528
2296,4906
3407,2712
2045,1409
4643,3026
2009,6
2631,17
1798,1440
4794,4068
523,3536
3614,418
3036,2386
4278,3208
1706,3321
1581,788
700,1125
1966,4333
38,3002
1327,1137
2964,1065
2589,2206
972,2044
1826,3935
834,3916
2941,4833
4283,61
3531,1655
1116,4397
1947,730
750,3368
3074,4446
4409,1248
1697,1000
2386,3013
624,894
4678,278
4629,2981
2275,1335
2066,945
3195,3855
4395,1769
4084,3932
1968,1037
419,820
971,243
3675,3224
1469,1064
491,3919
4587,3385
1338,140
134,3851
3901,2524
1044,2944
1932,1739
1329,4775
3447,1354
4845,2773
4189,42
4223,4031
4414,3182
3469,4716
2334,1347
1269,2135
354,4009
3284,2087
1109,3769
1008,2607
469,3047
1614,3413
3850,4736
2447,4633
3218,3074
4749,2052
257,3562
181,1924
3609,2615
974,3741
567,4037
368,3350
4132,2025
1093,493
3470,4151
844,3380
679,3835
786,2936
386,4089
4535,4404
2072,2903
4415,122
1361,1885
2619,1796
4127,1388
2016,4225
2602,91
4935,3745
973,242
3887,3799
3312,1577
1387,3379
3175,3264
548,3621
2617,219
3831,2804
1818,4910
3512,3213
4808,4155
1881,4523
1582,698
21,4113
3157,1373
4674,2460
3101,4179
1409,4101
4112,4372
4220,3882
2570,4635
752,2994
2515,2602
1189,4813
3690,2674
265,4781
2162,2894
3382,1721
3623,674
991,2857
3121,2811
281,2426
17,3359
2381,2108
2710,4543
440,1910
4809,264
3759,4498
4748,2669
2734,1427
2462,2710
2913,1832
1774,1240
4832,4858
181,3864
4930,3100
628,4200
379,319
1818,1799
4832,1986
1509,151
3918,687
3161,2761
3377,3498
3565,3573
2440,4230
4511,767
1998,4667
2226,656
1115,4256
4338,1700
3405,2773
2944,2125
1018,128
3365,1714
1528,4646
1800,1403
1266,1124
3938,3781
4072,1555
4195,303
3468,476
2516,1575
3436,1957
2293,3408
1187,4227
700,4895
1373,2040
1574,4745
3470,867
4558,283
1863,1234
4709,633
2716,4784
3936,1384
4471,292
2870,1630
3310,946
937,3387
1918,4944
407,1400
2445,3490
4857,343
1535,4078
3635,1882
3491,247
4345,304
1773,2574
4355,78
3537,2835
762,3137
1922,1967
4023,1757
1622,1033
2642,854
3823,140
4899,3816
3593,4125
4616,2949
1223,2074
4440,252
4652,1294
2743,1235
656,4267
3925,4969
3786,1992
631,3745
2128,2165
561,4552
2056,4898
1226,1155
2259,1476
2922,2443
4304,2865
201,608
3591,4565
2386,3029
2204,2914
3889,3601
3903,3377
3690,2755
2059,727
4768,2267
1832,1215
3397,2934
536,640
3313,1029
1817,2581
4793,4092
1961,4600
3964,139
866,3968
2026,1911
2324,2355
2918,2420
301,834
4044,3878
3333,4463
3600,604
379,4826
2651,270
3204,3246
449,2143
4866,3912
1906,3093
4014,435
3528,3133
119,1826
2728,580
274,1428
3642,1615
4015,2009
1729,405
4357,1350
4485,4779
3270,2336
4660,4905
2209,567
2355,4288
3511,822
489,2412
1153,3520
3848,2507
2741,1844
4558,1965
4036,1313
4252,2045
3065,2912
3570,4273
2446,2418
2586,3728
2016,552
534,4141
151,1172
558,1449
4305,3658
1748,3627
1955,4942
668,2579
1971,1540
4062,1499
4115,2775
782,4604
2772,2858
4429,4425
3931,433
531,3077
3685,339
2456,3754
2853,1432
4240,2207
2868,2453
1707,1413
4752,1718
2303,902
4597,2092
4521,4804
586,2585
2518,4181
720,993
381,4209
4931,3275
495,1064
2561,514
38,1497
397,3666
139,4515
4092,3394
1853,3168
4073,3374
1507,2111
4777,2677
83,3154
2384,2000
479,2015
856,2194
4242,3139
3374,3292
1222,2696
1543,3463
1256,1572
110,2918
1760,461
2200,1513
1957,65
3072,916
1299,271
2151,4931
846,2771
1932,590
3944,3117
2388,3685
3331,2855
2092,1720
4578,1196
2837,4231
1970,335
3794,3570
1628,4929
1274,591
3529,530
964,3306
2244,3137
4042,145
3672,1893
4355,4641
4019,706
2472,2779
1318,2857
4374,328
3727,1392
1049,1938
3747,3735
2842,3845
2971,148
384,3123
4549,2389
4506,1628
2499,4246
3304,4938
1362,1511
4809,2918
4872,4478
1503,1138
4281,3477
1392,2102
1960,1601
3587,4268
932,4405
3373,4014
4502,1562
3490,692
1805,3850
2288,1335
4824,4466
2775,3002
4523,2017
1860,4076
3545,2244
1096,3765
1514,2053
2845,446
1387,3840
4087,1611
38,3471
3092,4787
1014,3409
3435,2516
3944,1355
1550,3115
4096,896
1836,486
2398,201
303,671
2026,4145
3816,3559
2861,1321
913,3775
1541,2565
879,1066
4737,718
2358,1932
4425,440
4487,3736
3490,1190
4389,2609
3772,3747
2597,4741
1951,1005
1802,692
4859,1750
1993,4157
4235,1042
1205,2889
3222,3355
4181,4952
1924,4059
3988,4021
738,2752
1061,2289
1286,3510
460,2167
305,1687
2532,4353
804,65
3651,4700
4853,1070
1121,1330
699,3749
2099,3517
1905,1484
4283,621
4372,2509
3979,4771
522,4431
1528,3394
2166,287
1663,2646
2843,4657
3181,2992
3292,1699
2169,4670
4315,1887
4292,3000
3481,2737
4667,4107
3555,476
3151,2909
1040,1397
4991,1663
4582,4953
3419,2504
372,497
4786,628
42,2732
1826,1234
4134,4427
3034,1400
838,236
4531,1548
4049,4508
3355,3492
4675,4324
3221,899
1456,359
3558,4479
132,2067
3797,1392
2716,3527
3120,4149
2106,109
436,3838
4242,243
1085,753
1404,2037
1258,3364
903,2729
2561,56
2233,282
1550,2446
1954,2068
1994,1214
1376,3645
401,4015
824,3629
2215,2068
3427,1850
4492,132
2415,3762
4585,650
4365,4631
4278,1135
1495,3778
1599,3896
1646,1997
4038,4631
3111,524
1772,3708
65,1976
2034,2245
2748,1977
3402,3772
946,3414
1545,1397
3995,859
3084,3568
2732,4282
1521,3119
726,2852
2661,4157
797,138
2470,3014
2630,4209
618,1758
2036,2168
14,2510
4769,4055
2036,2215
4873,1515
1237,3803
1037,3589
2907,620
326,4339
1427,2288
4573,438
2436,1450
4324,3119
1997,1271
3298,3437
4798,4046
2596,1800
394,1971
2734,3326
3861,2386
2317,3563
625,503
439,2279
2378,788
3132,430
4799,343
2228,1944
266,4694
2896,4182
1723,1433
4359,3899
2878,4360
1513,2736
922,4349
4978,4225
2104,3525
604,2407
374,762
3971,293
90,645
295,1485
888,2968
3892,292
2291,4478
462,3261
3897,1064
1583,1335
1348,2514
2263,4902
940,4725
2499,3528
1721,3985
1724,2344
2437,3122
894,4598
237,491
2470,4651
3061,349
3427,919
1503,3658
610,2555
3367,2452
739,1124
943,2107
1628,1406
160,903
4724,2935
1896,4332
3912,1459
3960,3984
2883,1404
4420,4004
1119,579
4589,1936
2597,2144
514,2500
4766,1075
3028,2122
2947,2108
394,2877
1180,3475
2424,2456
2563,610
2285,3827
2340,4895
1053,4778
351,2653
4297,2141
2773,4344
4619,916
210,2056
1728,158
3793,1709
2987,1961
1718,816
606,2046
2739,4475
3682,4310
559,4479
2062,1822
4582,3298
2375,3614
2195,990
1415,2069
24,181
410,1758
3762,3154
157,2628
3442,1316
3457,1306
3362,4724
329,2584
1557,2206
3061,655
1826,574
4073,2218
3329,4237
3519,273
4195,4413
2358,1149
2949,2768
934,3874
3613,1201
2361,4980
2347,2934
3313,4309
1475,2308
4157,166
4068,2539
3993,1062
4694,4871
4400,3142
1227,1625
2786,2071
2532,469
4513,2796
604,3568
1480,4133
4555,536
202,3144
3033,3338
1870,3140
1294,3979
2413,2788
880,2200
3877,4622
2056,2360
4975,1578
231,2985
2929,1217
2901,3293
3830,3547
2780,3789
2769,3788
4686,2526
3090,1464
2814,3012
4959,314
1791,3893
997,3158
3939,4527
408,2275
1679,79
3937,2207
1675,4402
1141,548
2305,2145
244,518
4598,1908
2722,417
4672,2873
825,1989
721,2745
4082,2275
2522,1502
3201,3846
471,4961
2313,3321
2085,4207
704,3949
3403,2897
4134,824
1929,3252
3873,1138
1021,2236
2728,3989
3856,4155
4098,4574
1806,277
2631,4118
4558,4060
1745,156
4593,2187
4964,2850
955,2405
3767,4356
2415,4236
523,4238
1293,3627
3136,4
3907,3884
636,1742
897,2047
4918,4422
4748,3703
134,55
2260,2792
1862,3773
3598,4370
868,3073
1144,3325
2744,3475
4497,3720
4032,2294
4744,2524
3686,2853
3371,617
1916,831
4281,4244
148,3299
3988,1509
4051,2720
1939,661
1008,4798
3778,1444
2724,2549
1622,3431
237,3194
3083,4108
772,2515
4987,4
1959,205
1134,2198
1989,2526
3062,4643
3998,187
621,2035
1095,89
2261,4475
179,2500
850,2644
2032,3759
3646,3645
1723,484
2912,15
763,1843
4183,816
1578,1166
634,3468
1747,1989
3398,2125
946,4343
1677,4957
233,3174
2671,4656
1530,1789
2004,4851
735,4684
2591,3869
3308,1349
2872,798
