CodeMembre,IdG
86961,4444
10699,1863
47896,614
8927,4874
33773,4557
689,206
20452,1638
80190,2334
38315,1997
34020,299
39951,4556
71071,123
36791,1883
87359,1160
25746,4304
3139,3160
53248,4181
3815,839
45323,3617
39348,155
16841,1175
55770,1113
62936,34
66942,2986
67216,1124
54819,3222
28420,2305
53748,4456
36968,3841
30603,3767
22490,3165
95518,4931
36376,2941
92766,2331
82488,1893
73999,3091
73326,1132
72237,3889
44547,3310
9805,1491
70694,4698
89844,1469
36869,2000
20793,1195
88599,1734
29216,1561
55511,2592
65994,3026
13536,31
3576,4299
74425,1959
38311,529
61577,715
73812,3589
13719,3670
66145,3796
20015,1295
84694,2289
57573,2066
89221,4798
51569,1840
6506,4010
91654,74
26979,117
41115,3235
26407,2402
15131,1421
74792,3163
90495,1302
43408,1594
92939,2634
88380,660
82168,2082
28353,4062
57972,1817
54107,3472
64254,104
52030,2226
93345,1914
41556,113
95924,3223
88188,675
78188,4818
18294,1048
38562,296
99825,454
30327,700
29101,4179
67754,613
91570,639
35976,1826
29672,4628
59716,247
29766,3827
34130,3715
61392,2035
88729,2844
3836,804
38399,4460
57712,4362
27504,1876
61900,1989
27907,1347
79822,2231
99519,3593
93317,2197
79221,3817
94515,4256
46089,2188
78253,778
19481,3893
12163,1208
38173,2565
68651,3131
56026,4402
91202,4238
52263,2858
32060,1704
69558,2441
85281,2864
96635,996
74180,4466
76443,4233
434,3696
28670,3513
707,2836
78612,1248
12631,4617
6240,2412
66618,191
92988,2042
95658,2961
16439,3487
93207,4147
91049,3079
89060,4155
64547,240
86004,827
78221,4061
82260,4136
99125,767
56989,3229
89002,1292
3561,2823
3618,4266
95067,3466
19150,161
53409,641
7616,2348
59159,3457
63613,3916
44921,3798
25607,4568
71496,663
77304,3041
18551,997
67521,2079
8923,2631
26356,3801
3582,811
11602,2105
68076,892
2062,1511
92812,3867
8619,4536
45049,2415
43954,4465
82105,1398
68992,4622
86987,4547
18021,4865
84419,889
91934,2383
1204,2230
45622,4497
67459,3982
57567,4424
85910,17
29955,1983
23008,434
50373,332
22588,1128
49122,4180
27916,51
92910,545
49323,4554
68127,587
13293,175
62623,1608
2530,3733
19483,3303
23522,3173
13693,2461
11663,1738
99551,3541
8380,1702
15546,1847
40394,2210
48474,2614
68597,3770
3849,628
97249,4716
38814,813
58935,2494
11730,966
40483,12
35020,2537
90484,3138
73096,661
66553,3281
32550,4666
11177,4359
43430,594
72990,3741
66198,4100
57786,3453
44214,3366
16083,483
93552,321
38601,4524
17654,2784
70103,1918
35080,4286
50638,39
37176,2833
75915,2407
53477,2244
71585,1091
16047,1809
51171,2586
36751,4577
55537,840
70516,3357
79362,4594
39356,3908
72275,4472
9628,1678
16073,145
39305,3879
11613,1127
80181,2124
51956,621
26144,4227
90501,870
52661,1442
56477,3651
8624,1659
85725,3008
62835,3897
56635,4325
13482,2832
20170,501
96433,2258
30086,514
81602,4908
76461,211
96981,4350
93201,4258
52031,4394
36877,4190
2778,1442
92423,4852
96608,3134
930,4380
46859,4068
98331,4004
6087,2369
22200,4002
456,3343
83640,2284
77309,4218
38175,560
7677,3739
35407,3733
42491,4663
79023,73
52769,3504
37996,2432
18,776
91662,3755
21338,3152
59604,1534
22421,4140
34658,23
81251,3793
81077,3964
83817,1324
52503,4124
83406,800
71977,1208
23085,1422
45069,3204
51974,130
30575,4181
25430,3328
59100,1520
92478,3940
56801,1348
23736,4557
76994,540
86991,3281
19392,1722
274,3574
59702,1094
43798,1157
33849,3668
71751,3681
47466,943
14780,354
21266,3435
1498,4614
12162,3277
58772,629
403,143
71957,3403
99500,1327
34720,4065
69191,1143
12172,527
45392,608
63144,2852
909,3734
62660,1347
5552,3968
41997,297
9141,1306
2320,2841
86413,4559
67821,2004
6901,3946
70575,3819
12058,4207
8476,2694
20574,3310
99800,1643
30359,3324
49393,1696
90826,4098
24559,932
19171,3321
9495,499
37892,1299
61455,2020
90627,4684
13306,755
79373,2178
97270,1891
98946,6
82423,4023
21493,4772
15686,785
86009,2002
82836,385
75051,618
24643,2552
6985,3950
53115,2931
13414,1593
86783,2508
38431,4607
55363,1153
73417,374
52268,112
88106,490
57688,321
66654,2849
28054,2780
37078,1159
86598,4245
83727,2210
86338,1212
47864,1631
23609,3678
27424,2912
65028,4111
27570,3813
17934,372
26960,2258
59902,3908
10260,2541
25150,207
99818,4773
64803,2169
6265,1223
95438,3365
98144,2575
33638,3119
66802,4092
491,3329
22379,2544
72865,4564
83370,3604
8599,2844
51205,2713
39117,2743
7912,678
98844,2971
16309,2477
15968,1547
59673,875
39803,4665
75152,2710
36968,3179
2687,4118
37780,310
95928,3573
22662,1503
44547,3559
49054,3152
22882,1953
11646,1488
17252,4042
32144,1500
94025,1831
73947,4047
95864,4504
79328,3789
86492,2881
58357,4750
71400,2376
60071,300
54468,3143
6310,2865
7509,933
83348,2271
62085,2584
72267,4464
88858,2118
80948,1113
98023,929
20722,2123
16893,3380
9242,425
85348,4386
25511,2095
38990,1633
99640,2971
5044,895
16598,1207
46120,318
91979,1194
4453,2575
57798,3215
10710,2373
21569,635
96978,3910
85679,4727
47502,4660
51972,4665
99532,4390
41913,186
84988,3625
84843,1822
80033,329
63720,587
19853,4797
39352,3981
58899,2340
96734,2008
55636,2961
21958,3132
8779,56
69418,4042
751,914
645,3450
30039,747
37688,3432
41930,3563
90143,62
41401,3244
62432,3251
83492,4485
90214,636
91414,1010
57621,3921
15886,2588
16555,3407
73023,2124
29395,2886
20192,2550
47557,4604
37883,2759
77473,141
56480,1221
93637,1685
53927,2313
30964,3782
90048,1221
27040,1190
55267,2237
24424,4412
99421,4635
23480,2025
12320,1634
40381,883
75395,3981
93584,2812
43425,3627
52676,4976
8026,4540
948,4600
98025,2794
47130,759
89048,1882
48368,4782
83705,3828
10514,2059
11638,4971
77578,1357
96779,830
7675,1468
5216,1644
92796,444
65442,4691
88198,2165
54795,4723
64264,3810
87848,3528
21674,1702
48135,3255
62364,2510
82328,1536
88404,1862
31048,3980
94061,2827
55066,750
7800,4689
81700,2886
18363,1747
57754,4575
28442,4599
94521,2760
12708,2121
87233,1652
18635,703
5961,2716
13623,2691
35572,1731
67837,394
37018,422
35455,3387
88679,1253
85973,4232
24338,3095
4583,506
37603,908
88743,4602
82182,3779
40875,717
29219,2094
23029,1325
63597,1093
7178,4918
26699,4312
51674,1571
66096,2342
13362,1515
2205,4305
51474,2555
5284,1101
88148,4858
11494,1718
14478,871
68060,3001
81712,394
66136,3838
41081,2376
57863,2238
50890,2080
89178,1113
59311,880
80675,2332
45391,1472
21059,2277
29598,800
39744,2846
70943,4525
48666,4321
65934,1663
73137,3431
99389,1839
91820,4813
11474,3205
19489,1722
93473,3113
71819,2358
65524,4402
75867,2359
58425,2900
80233,4865
75805,1395
43820,1783
73523,2426
56679,2260
97408,4377
73555,252
6733,2308
11271,386
39207,2797
94101,344
36236,150
37215,2947
80098,3922
70154,795
10507,864
61816,4321
7855,4649
38020,4785
93140,4665
17642,1780
13986,369
31796,1485
61331,3265
40672,4309
11779,4079
55890,2216
35771,1540
9143,3016
63558,2302
6873,2973
36403,1815
90611,2327
5408,2806
85399,2759
89205,380
85030,4284
90364,2972
1590,3173
38199,372
48955,3211
96739,3466
9897,2035
96245,3810
56463,3185
99660,2044
81087,2911
97607,4958
31035,366
84054,1071
89192,1140
52620,4422
30833,3362
76939,4226
22019,2279
16064,4020
88329,2624
23071,2253
30005,1040
80609,2921
90079,4519
52032,4557
67568,2821
3142,1731
30234,3931
48805,635
56714,4583
73961,2244
71924,1066
44770,693
85795,2427
40423,861
71732,1240
72322,4606
67879,1823
80007,2750
7698,2101
72083,4786
24585,4204
67958,1045
15174,1059
72566,556
50762,1357
18835,4649
11028,2233
33775,348
17082,3045
25017,3624
76736,458
12140,4453
42707,726
22996,2663
32266,4192
91734,59
29094,4677
55088,2770
55429,397
98850,4923
68879,348
8760,4447
77871,52
87227,414
37143,3424
20677,3103
27862,2532
63923,2776
23081,1266
2278,3332
78868,4925
44733,173
97604,3958
73729,2029
49541,2468
88990,893
53422,488
45515,4944
94179,2507
3736,2412
68798,4587
22893,537
28807,4851
27500,3230
75939,470
99878,180
10193,1195
50608,1599
98673,2640
13986,2252
10250,4667
34227,3622
2874,2177
23938,760
87676,13
64995,2120
82537,2729
64974,3316
19563,4135
86650,4129
52039,2249
2669,3193
20304,4554
2446,4082
78955,4901
73689,3369
8834,1101
75885,3985
69309,1120
42742,1420
50853,346
99174,2482
81596,3144
97520,2683
68101,4817
62683,4158
77380,964
29769,3659
99268,161
61365,3698
59145,1911
39057,2448
96744,1504
71350,3977
89256,258
17857,1516
9078,248
76361,3821
36622,969
90451,536
25814,1974
55814,1006
36488,4737
40483,2220
21439,4247
25668,2219
51081,363
50098,1026
46387,4811
78638,2086
99272,4768
79734,3893
25500,2020
99610,3207
30907,3193
46405,1742
80368,1787
25254,191
54269,4382
97078,1440
35317,4223
19886,2280
75477,2640
75597,311
57605,1353
50381,4609
61896,4680
756,930
66760,3693
61095,4505
84761,2859
76380,126
40552,4619
98439,4830
18256,2293
4594,518
54780,4160
18319,2098
11530,50
89050,1796
72463,3994
21471,4025
40147,1089
79950,3850
22774,2158
10508,3304
9908,2221
63966,1734
83800,3294
18687,2809
11132,3236
3874,1171
64313,3359
77509,2282
24074,679
89247,1206
16240,1985
3134,129
74666,4880
82143,4638
94344,4803
52050,526
33843,2503
62074,2350
13449,3893
99494,1850
92925,1549
30582,39
28876,3697
28815,477
4943,2920
88167,1607
19365,1976
54289,1819
38628,7
37704,2027
98635,1939
14507,189
59266,2232
55161,519
60729,4592
79658,608
2974,4416
36363,2510
85560,648
44386,2496
22822,1988
3328,2
6689,1156
93933,4771
40297,1979
10904,2084
1048,1017
67578,1179
37486,1535
77325,4221
93113,2491
71291,794
79250,3101
78479,356
14514,1052
86093,4326
14856,4497
26395,4565
80598,2983
28970,3768
53686,2275
611,4238
40601,1431
24828,4145
77998,3567
13474,2607
13899,614
78538,3189
70707,2603
73648,3316
4839,1897
34479,1205
74543,1577
24390,2777
35753,4896
88327,767
62534,1790
55864,242
23182,2673
66697,4746
24252,3476
90726,4823
82891,1586
45732,2674
3773,842
41092,4111
60319,2230
9909,2524
79699,4487
58714,3039
79322,4475
23819,4216
62163,113
54658,2305
88493,4635
61992,4627
50806,891
97584,2550
62075,1189
77119,934
72287,4493
66065,3593
26403,2448
89910,2625
75454,1381
6259,3279
58578,4809
39004,605
64175,1627
12336,4257
6246,4432
38180,2931
18664,894
83059,4129
70894,2878
70372,4461
9597,122
64630,3657
84981,1180
26949,3851
48465,2532
42832,1692
71206,4745
39365,4234
95318,3123
552,3478
96247,286
93806,189
67791,3051
85705,357
48068,3367
45418,2191
84456,4868
37115,4289
35933,4088
52299,2132
56963,1028
15634,1436
45684,2403
98171,4958
81248,1190
73714,3923
5925,3534
62715,2179
21891,3896
55613,1701
26240,4562
10632,1652
66923,4043
34807,4661
31705,1667
94870,4696
58918,2596
45155,2692
97203,2116
21197,2123
60156,2121
48006,4488
31082,3604
38519,754
59757,2234
12782,2040
73762,3134
59171,1379
57299,4100
43529,353
21865,4902
30768,145
44561,1379
76847,4398
2498,3326
23996,872
15347,4285
36983,1904
73502,3393
92719,4186
10734,3681
4941,374
475,4647
79651,4720
52176,122
88495,3468
38998,3564
25729,4793
72316,3455
97973,2756
44520,1199
88273,2289
25434,3366
2324,1775
4296,4765
27149,241
74725,171
88569,1698
38752,3348
724,733
69828,1786
24662,1808
90669,1933
30158,1516
68524,1093
87377,2763
51028,3576
77422,2177
78654,10
69915,3913
82407,3389
54815,1082
56691,3241
83820,4523
92967,4471
78816,1263
72573,2003
78604,2031
98157,192
7359,2206
27479,4588
34257,4525
77204,4735
34088,402
62646,820
62691,1362
30507,597
507,172
89408,2263
55488,3001
63219,135
867,2773
88637,3334
95452,1067
9513,1137
66209,3021
53149,4398
8026,2824
53152,3630
36213,3568
69751,1052
21653,3768
22088,1548
78120,1647
89326,22
86613,3125
91963,2893
68304,1304
97972,2150
83321,1805
75433,1752
70906,2898
5459,1651
56375,3056
46924,4232
91463,3191
85240,914
23514,2622
16341,2125
58913,4598
24438,2925
65227,2356
16674,2010
85928,4821
80913,4006
4360,2055
49588,2307
74330,3969
4222,2537
24635,2356
59415,4987
74457,1601
51522,2988
20292,3915
45961,1348
28082,2573
44002,2954
51722,1369
43707,1328
40829,713
95007,2639
77243,568
21385,4814
55414,1094
35742,2574
68328,325
60187,561
60848,2044
64736,399
25988,2205
87423,2554
41484,1675
62290,699
46664,3208
59389,42
77290,3508
77522,4716
18304,3787
57974,3834
59811,3471
17966,3279
96710,4020
23241,72
43559,353
58096,3490
91312,4957
45522,1590
52854,1458
80774,2988
80075,4171
17090,4948
37967,3773
23261,4897
37570,11
94986,176
85951,2294
80630,3511
61434,495
91739,2963
91377,4387
38016,2405
23664,3049
56331,2591
2596,528
59850,259
50548,2882
1346,814
84115,2806
17478,2316
51825,3472
19867,2215
88055,1039
40345,3352
31891,322
48923,858
53826,68
18213,1603
80369,1472
47952,3443
19350,3052
68235,2031
3249,896
69909,3889
53038,241
44306,2328
55874,1648
69245,3912
9445,3660
75887,1581
6787,3401
24208,2782
17664,1723
63899,1053
14156,2318
95948,4222
29308,1382
73964,1110
60710,830
82968,807
344,1857
75123,1882
22290,219
11791,2148
57087,4536
2596,2637
31304,3145
10262,414
26740,2063
73607,2787
65434,1562
75939,1418
21006,2145
52053,205
60446,2865
61125,3905
7399,4987
81,3720
5522,1322
2943,1759
59205,3167
76300,2398
15923,4431
2686,581
70696,2198
3698,4466
16528,2909
13997,4824
28088,135
44623,882
14395,1261
8394,3318
73848,3073
64525,3067
92214,46
12801,820
95225,2797
81206,3087
44565,2520
59922,42
23532,2522
6538,1412
16922,4209
11165,4038
27800,3218
37214,2204
24811,4851
66320,4419
3737,2085
67923,3426
97099,4165
77177,91
5824,2182
81869,1412
7361,3061
31480,3679
16420,3702
83375,2437
34248,1223
2163,823
34207,4716
17390,1502
67671,1098
30654,4393
69764,1623
49257,1469
24811,1233
45297,4123
2976,4043
21541,4822
32562,1332
52003,3777
28685,1540
85836,3128
91574,1552
23055,2840
60964,1380
8855,1694
21888,2829
4111,4791
72682,3598
7606,1654
16845,1528
18418,2241
16314,2153
33892,1610
2929,1901
18596,2971
21210,4004
38385,416
93506,1043
60858,3504
63741,3520
23989,4824
10761,2734
53946,1242
30828,865
11800,767
84429,2350
20708,722
29102,2442
39505,23
23833,2712
92799,4088
14973,2828
4872,1926
38559,3595
49965,885
89701,1467
18007,1581
24527,2070
21007,3962
16172,2591
98501,1807
92757,4064
216,2945
11844,2674
31556,828
64102,4918
12241,2523
99437,182
61465,2833
50166,130
16400,4279
31531,4390
86700,2679
97169,2674
13527,2621
3058,3429
60949,4279
566,2938
7514,839
42899,4976
13263,1022
32778,3302
97039,479
29913,3845
48490,3606
83469,614
69788,4091
97361,3973
2958,1695
41367,4526
44284,2280
8478,3071
37706,610
84867,4608
80219,4597
29607,1967
77902,2155
27571,3413
22005,4997
16572,565
35296,1439
2114,2489
77071,3829
11664,2764
75884,1794
44464,2102
56146,1526
74582,3661
18285,3957
10444,810
98713,4753
38758,621
49060,609
23758,1654
38610,3786
8032,488
19117,436
2252,1154
85847,1578
58806,833
82829,3877
5822,2976
11468,741
78165,2751
6876,3747
26550,2930
75449,2399
62624,3648
57450,37
54650,2524
29705,3641
8139,432
77961,2209
63371,646
21777,3658
23719,3485
61892,4374
50443,93
26048,291
22010,4599
35268,3641
24295,3637
56666,314
50550,2951
4012,3599
14905,2316
80042,4676
6024,984
17606,1737
29810,1457
19728,815
40307,1919
97117,244
51161,1127
67516,3350
57876,3279
55079,1532
83828,4113
50485,3024
63946,1592
83908,718
89292,644
68507,4895
25007,2517
79813,824
33522,1260
47851,4165
3450,2491
11614,4009
21256,208
22295,3140
66274,2030
82406,2288
512,5000
69080,3409
89757,2725
12499,1085
1011,1019
40268,4105
37964,2472
32608,2019
76497,4319
5931,1138
55627,1762
85538,1631
53203,2403
54104,406
84953,790
47709,1688
52412,2485
14346,2344
18295,2413
11537,4379
85650,4018
79836,2789
96442,3784
24594,2360
93511,3876
11722,123
79269,4551
83948,3604
96728,4600
99138,1828
30012,2998
25979,756
81429,3919
96621,4764
88355,346
41745,1998
37537,1171
26015,4417
64043,606
95811,291
88460,774
82779,176
39305,3775
17999,1054
83760,1313
65777,136
8404,2531
66859,4633
99876,952
5440,3157
74920,3098
98615,2112
67013,2567
39018,4805
7844,1725
65527,700
91034,1839
81201,4370
61810,3208
61953,4652
71592,3687
61504,2237
95299,2984
412,1474
66518,1111
3665,908
90546,4965
61410,2778
77989,2320
63986,1956
65036,3843
91757,2242
59206,856
75992,2089
10930,1898
27047,2627
80486,1761
23202,134
78513,2252
4234,4724
65856,4377
83349,1722
37608,4288
16260,4267
50521,541
84029,4073
34035,395
4969,2981
84796,2733
55519,1442
34391,1618
63342,1221
4873,3919
61889,233
33283,4886
78467,3837
30308,475
99092,1415
7102,3437
57082,2894
39756,3574
30138,4861
67273,825
25306,1389
40152,4908
11778,3562
5452,67
90539,4779
32657,1401
89700,2393
76915,3528
72284,2645
51632,835
29546,4692
38348,2704
28496,3636
67232,1010
942,749
42746,2993
98126,1958
41748,454
64410,4573
19210,2992
21507,85
71779,1540
12597,3865
43323,4488
20174,2159
65965,3473
37059,511
1701,4898
1769,3490
91074,139
69550,3990
55874,4593
31160,4558
85093,4609
80691,1242
66143,597
14663,1322
60263,825
43504,1012
37655,699
44553,950
88777,193
15917,2229
11688,2815
73933,2664
63387,1138
40631,232
85908,2431
94745,3470
46179,323
32088,2477
93250,3160
51536,4627
56798,2939
16630,3621
64959,3782
93436,2351
45984,3903
73791,1654
61113,1957
29087,1500
57348,625
95307,2253
17136,2415
93359,4880
3581,3761
19498,173
64083,4742
19831,1566
33460,3077
832,568
796,3990
66675,1706
67426,2129
6234,38
36444,4223
73068,3666
66722,4920
68874,4341
37186,3743
49706,1998
84199,3769
41512,557
59820,2746
51599,4754
33731,3713
5014,1721
94354,511
38547,3163
64029,2148
89225,2128
22016,3991
22576,2866
66248,1189
2547,985
3942,2722
58408,3091
6739,3347
92166,4782
52025,3314
17279,2055
94636,1221
87954,102
6429,2691
12692,1429
63389,1324
57511,3342
98246,2594
26203,203
18504,2209
74715,3219
6390,2369
55300,2388
81408,3660
37090,2624
61194,3377
42719,577
91577,3827
92697,254
42170,1890
75419,401
23119,3888
81828,3236
79435,3978
44795,3625
433,4391
6886,379
29161,946
42515,4102
54165,2475
75776,1081
7813,3011
56483,4338
90319,4765
13952,217
84605,795
94834,1256
50246,4082
36315,2834
67994,540
81950,4171
18397,3142
84346,1198
58115,4796
22556,3023
8020,551
48078,831
95397,3355
56406,4210
28872,680
35594,4854
35300,4777
97695,3708
36114,3582
81661,4503
69926,4888
13252,2409
86962,65
92844,2074
66871,3572
33874,1507
85724,4306
90588,144
49135,3110
7246,647
23352,334
6969,1082
9100,4162
67359,3730
93763,3513
10578,2697
91292,339
76783,2562
11377,2662
83344,3809
63453,1431
32673,3351
10133,666
19922,4332
47984,4338
68485,4238
7176,141
34442,2848
66577,2105
32001,2438
26927,2805
47771,895
53807,1610
80681,4419
84844,1395
89509,3555
66224,976
58797,2417
80169,4582
33908,3944
37504,3773
40710,4943
77501,3821
64624,2353
94516,66
94244,615
25965,3843
4666,1485
31951,757
60118,4652
2100,4634
90910,2433
21106,4998
46310,867
88054,3578
62538,3928
43867,1402
87968,1522
90275,1147
5388,628
30128,213
6387,1240
77944,5000
82404,1834
27793,699
19313,4887
81922,4584
68145,4939
86209,3415
97689,3623
47380,2785
44128,761
31414,4911
59294,3478
81255,602
20300,3912
70659,3512
4866,735
31262,298
53094,3507
53789,4085
69928,724
37791,4196
45239,2308
91713,1588
50441,3537
74534,2233
43581,1934
31460,2795
33223,372
42082,3864
76850,931
84828,384
86358,3572
29951,26
90927,1792
13957,4579
58403,2148
7288,3463
36208,4597
50290,3363
58797,3469
26533,477
93924,1992
59792,842
83624,1538
53082,324
19302,1515
25483,2370
20215,2818
64025,977
91840,2289
10887,4757
99539,2348
56529,2010
63980,3883
22204,765
33664,4385
88810,2717
48990,1812
19121,2853
21178,3281
2197,3470
65204,779
17346,1416
69680,3799
28418,1720
65021,3587
14686,709
75364,3893
45494,4725
73999,934
91628,1690
79581,4990
84946,1897
82358,2839
44813,2673
82846,1449
97304,3533
12711,466
3675,1292
76785,2442
20134,879
84957,2219
98446,731
4072,3543
3628,2451
52911,3897
4871,3519
75097,4405
86742,2197
35419,3295
25055,2174
59746,679
88473,247
70600,4797
88212,3426
55899,3237
52570,2803
94811,3645
72740,3713
23947,1760
80520,4404
72517,3745
39577,3351
33927,3676
37952,155
65612,1152
26179,667
96791,2752
96045,3682
39512,3351
25163,1616
35165,2575
3661,117
84906,744
61394,3513
74250,4526
6896,2627
40109,4491
43888,2269
85462,1667
9442,3785
70541,4710
34280,2311
36199,557
45860,3595
48078,3021
5192,1081
87578,2227
4138,4049
99029,1902
99305,2941
87480,1672
90567,3157
60085,2851
47239,3056
91727,1972
30355,1584
67673,371
94076,4792
18347,2544
25681,1162
58184,1110
52186,1556
44734,1462
43202,3453
40556,3122
64667,3887
64702,1761
26418,110
5578,1765
31094,156
10855,2370
87613,2602
62084,2505
57194,4030
99571,1960
49320,1802
15211,377
83213,3736
82096,1373
59678,4055
29208,541
91936,3321
22843,222
69816,930
58353,948
86190,3405
53479,3332
17434,1199
46184,196
50683,448
60147,1245
17006,3097
32501,2412
87439,2013
4192,3669
21494,2785
39744,16
24103,1059
29329,4239
13317,1130
44752,589
27495,931
78173,706
16309,4891
87569,2731
20334,968
9204,2105
36675,3148
68729,18
29199,174
57142,2741
19982,4607
43698,3339
79093,1577
97887,2794
97719,3004
99511,4781
24,1881
55463,3884
18054,961
25450,2860
71071,4815
7863,717
36256,3935
84430,3784
33379,819
87374,1548
91299,68
30636,4901
80708,1716
56342,4480
64872,2730
55504,2397
51293,3481
16473,3265
48795,4378
30808,683
85256,1374
29708,3506
46055,4760
90457,4799
90755,818
18775,2992
22419,3286
73743,1191
41937,4671
15739,582
10740,4025
90425,800
43842,256
59100,4907
28584,2575
89268,1514
45275,1243
71668,2655
34755,3013
22172,2793
74608,4394
58868,49
46904,1932
96216,3383
45300,2900
50012,3932
96047,3065
94509,4305
98851,694
70264,614
23364,617
70752,2328
55895,3805
21717,4695
92699,1462
17928,2619
34946,2719
55510,2451
20285,1555
50879,3414
25544,278
72030,269
72059,2939
37005,3776
58493,4788
4467,46
25778,421
39078,2157
13251,4818
15940,4910
78996,50
73093,4430
74594,3984
71156,1454
15217,181
84045,4081
37465,3470
42115,499
96724,817
92885,3438
77406,2108
25518,2815
11275,3422
41828,4437
73049,3009
89509,2967
68106,2498
83714,4059
17233,4428
83872,4150
66871,3361
33811,3637
45874,841
4560,2098
28436,2419
95057,4054
50190,4681
52080,3918
96567,238
26551,4920
75110,282
84678,4549
38347,2741
10437,3812
2630,66
81886,535
75618,315
51505,2021
51199,4949
43265,2629
44098,2457
99063,3905
1326,2648
65152,2344
22037,3465
99583,3763
12325,4227
53131,290
31492,4411
1884,3969
67284,490
77848,900
73298,2890
29031,4266
90377,4597
12048,3573
84171,393
75558,3820
96659,4061
21901,3239
36339,2096
72614,3007
99,2748
23709,4535
53164,1888
54897,2835
73122,802
45508,3214
55033,1547
21289,3019
68268,888
39925,472
5327,305
92389,214
49188,3870
65509,1588
40604,3330
60566,2716
