IdL,verifie,nom
267,1,Topinambour
268,1,Topinambour
269,0,Carotte
270,1,Carotte
271,1,Betterave
272,0,Carotte
273,1,Panais
274,1,Salsifis
275,0,Artichaut
276,1,Topinambour
277,1,Artichaut
278,0,Carotte
279,0,Salsifis
280,1,Raifort
281,0,Raifort
282,0,Topinambour
283,1,Oignon
284,0,Oignon
285,1,Ail
286,1,Betterave
287,0,Salsifis
288,1,Ail
289,1,Topinambour
290,1,Artichaut
291,0,Raifort
292,0,Oignon
293,1,Topinambour
294,0,Artichaut
295,0,Chou
296,0,Salsifis
297,1,Artichaut
298,0,Carotte
299,0,Poireau
300,1,Carotte
301,0,Poireau
302,1,Raifort
303,1,Carotte
304,0,Panais
305,1,Betterave
306,0,Poireau
307,1,Ail
308,1,Navet
309,0,Raifort
310,1,Poireau
311,0,Salsifis
312,0,Raifort
313,1,Panais
314,0,Oignon
315,0,Carotte
316,0,Oignon
317,0,Topinambour
318,1,Betterave
319,1,Betterave
320,0,Poireau
321,0,Navet
322,0,Carotte
323,1,Poireau
324,0,Artichaut
325,0,Raifort
326,0,Chou
327,0,Navet
328,0,Betterave
329,0,Panais
330,1,Panais
331,1,Ail
332,1,Salsifis
333,0,Raifort
334,0,Topinambour
335,1,Artichaut
336,1,Poireau
337,1,Navet
338,0,Salsifis
339,0,Betterave
340,1,Artichaut
341,0,Chou
342,0,Chou
343,0,Panais
344,0,Artichaut
345,1,Salsifis
346,1,Panais
347,0,Raifort
348,0,Poireau
349,0,Raifort
350,0,Poireau
351,1,Carotte
352,0,Chou
353,1,Betterave
354,0,Betterave
355,1,Artichaut
356,1,Oignon
357,0,Artichaut
358,0,Raifort
359,0,Betterave
360,1,Panais
361,0,Carotte
362,1,Chou
363,0,Poireau
364,1,Oignon
365,0,Artichaut
366,0,Topinambour
367,0,Panais
368,1,Navet
369,1,Chou
370,0,Navet
371,1,Topinambour
372,1,Ail
373,0,Carotte
374,1,Artichaut
375,1,Navet
376,0,Raifort
377,0,Panais
378,0,Oignon
379,0,Panais
380,0,Navet
381,0,Betterave
382,1,Salsifis
383,0,Poireau
384,1,Chou
385,1,Artichaut
386,0,Ail
387,1,Topinambour
388,0,Oignon
389,0,Panais
390,1,Carotte
391,0,Poireau
392,1,Ail
393,1,Oignon
394,0,Poireau
395,1,Oignon
396,1,Panais
397,0,Chou
398,0,Betterave
399,1,Carotte
400,1,Panais
401,0,Carotte
402,1,Raifort
403,0,Betterave
404,0,Raifort
405,0,Navet
406,0,Ail
407,1,Chou
408,1,Oignon
409,1,Ail
410,0,Oignon
411,1,Topinambour
412,1,Poireau
413,1,Carotte
414,1,Carotte
415,0,Poireau
416,1,Artichaut
417,0,Topinambour
418,1,Ail
419,1,Salsifis
420,1,Chou
421,1,Panais
422,0,Betterave
423,1,Artichaut
424,1,Panais
425,1,Betterave
426,0,Betterave
427,1,Panais
428,1,Navet
429,0,Carotte
430,1,Ail
431,0,Betterave
432,1,Carotte
433,0,Panais
434,0,Chou
435,1,Raifort
436,0,Topinambour
437,1,Panais
438,1,Oignon
439,1,Artichaut
440,0,Betterave
441,1,Betterave
442,1,Salsifis
443,0,Raifort
444,0,Chou
445,1,Betterave
446,0,Carotte
447,0,Poireau
448,0,Topinambour
449,1,Panais
450,1,Ail
451,1,Artichaut
452,0,Artichaut
453,1,Raifort
454,0,Topinambour
455,0,Artichaut
456,1,Topinambour
457,0,Chou
458,0,Raifort
459,0,Carotte
460,1,Poireau
461,1,Navet
462,0,Panais
463,0,Oignon
464,0,Navet
465,0,Carotte
466,0,Navet
467,0,Panais
468,1,Poireau
469,0,Topinambour
470,1,Artichaut
471,1,Topinambour
472,1,Raifort
473,1,Artichaut
474,1,Salsifis
475,0,Chou
476,0,Betterave
477,0,Topinambour
478,0,Panais
479,0,Navet
480,0,Chou
481,0,Oignon
482,1,Carotte
483,1,Raifort
484,0,Chou
485,0,Raifort
486,1,Oignon
487,1,Chou
488,1,Topinambour
489,1,Chou
490,0,Ail
491,0,Oignon
492,0,Carotte
493,1,Salsifis
494,0,Topinambour
495,0,Betterave
496,0,Ail
497,0,Poireau
498,0,Raifort
499,0,Betterave
500,0,Ail
501,1,Navet
502,0,Chou
503,0,Ail
504,1,Chou
505,1,Chou
506,1,Poireau
507,0,Panais
508,1,Carotte
509,0,Chou
510,1,Oignon
511,1,Topinambour
512,0,Oignon
513,1,Ail
514,1,Ail
515,0,Betterave
516,0,Betterave
517,1,Navet
518,1,Poireau
519,0,Artichaut
520,0,Salsifis
521,1,Carotte
522,0,Raifort
523,0,Navet
524,1,Poireau
525,0,Ail
526,0,Betterave
527,0,Oignon
528,1,Oignon
529,1,Oignon
530,1,Artichaut
531,0,Salsifis
532,0,Poireau
533,0,Carotte
534,0,Topinambour
535,0,Salsifis
536,1,Ail
537,0,Poireau
538,0,Oignon
539,0,Panais
540,0,Salsifis
541,0,Topinambour
542,1,Chou
543,1,Salsifis
544,0,Artichaut
545,0,Poireau
546,1,Navet
547,0,Panais
548,0,Raifort
549,0,Raifort
550,0,Oignon
551,1,Poireau
552,1,Navet
553,0,Raifort
554,1,Carotte
555,1,Raifort
556,1,Salsifis
557,0,Panais
558,1,Oignon
559,0,Panais
560,1,Navet
561,1,Salsifis
562,0,Panais
563,1,Artichaut
564,1,Oignon
565,1,Artichaut
566,0,Carotte
567,1,Oignon
568,0,Artichaut
569,1,Navet
570,1,Ail
571,1,Poireau
572,0,Artichaut
573,1,Betterave
574,0,Ail
575,1,Raifort
576,1,Raifort
577,1,Artichaut
578,1,Topinambour
579,0,Betterave
580,1,Navet
581,0,Raifort
582,1,Topinambour
583,0,Navet
584,1,Poireau
585,1,Carotte
586,1,Panais
587,1,Panais
588,1,Topinambour
589,1,Ail
590,1,Topinambour
591,1,Raifort
592,1,Topinambour
593,0,Carotte
594,1,Artichaut
595,0,Artichaut
596,0,Raifort
597,0,Chou
598,0,Poireau
599,1,Topinambour
600,1,Chou
601,0,Chou
602,1,Carotte
603,0,Artichaut
604,0,Chou
605,0,Carotte
606,0,Navet
607,0,Navet
608,1,Betterave
609,1,Ail
610,1,Carotte
611,0,Artichaut
612,0,Carotte
613,1,Artichaut
614,1,Topinambour
615,0,Artichaut
616,0,Chou
617,1,Raifort
618,0,Ail
619,1,Poireau
620,0,Carotte
621,0,Poireau
622,0,Panais
623,0,Poireau
624,0,Ail
625,1,Chou
626,0,Poireau
627,1,Salsifis
628,0,Poireau
629,0,Artichaut
630,1,Chou
631,1,Panais
632,1,Artichaut
633,0,Panais
634,0,Topinambour
635,1,Ail
636,1,Ail
637,1,Poireau
638,1,Navet
639,1,Ail
640,1,Topinambour
641,1,Carotte
642,1,Raifort
643,0,Salsifis
644,1,Raifort
645,1,Salsifis
646,0,Panais
647,1,Poireau
648,1,Oignon
649,1,Ail
650,0,Chou
651,1,Chou
652,1,Betterave
653,0,Ail
654,1,Salsifis
655,0,Carotte
656,1,Artichaut
657,0,Panais
658,1,Ail
659,1,Ail
660,0,Raifort
661,0,Raifort
662,0,Oignon
663,0,Navet
664,1,Topinambour
665,0,Oignon
666,0,Oignon
667,0,Topinambour
668,1,Topinambour
669,0,Salsifis
670,0,Oignon
671,0,Panais
672,1,Topinambour
673,1,Artichaut
674,0,Chou
675,1,Navet
676,0,Raifort
677,0,Oignon
678,0,Raifort
679,1,Navet
680,1,Ail
681,0,Poireau
682,0,Panais
683,0,Raifort
684,0,Topinambour
685,0,Raifort
686,1,Artichaut
687,0,Chou
688,1,Carotte
689,1,Panais
690,0,Oignon
691,1,Artichaut
692,0,Betterave
693,0,Raifort
694,1,Ail
695,0,Oignon
696,0,Artichaut
697,1,Navet
698,1,Artichaut
699,1,Topinambour
700,1,Carotte
701,1,Artichaut
702,1,Navet
703,0,Topinambour
704,0,Ail
705,1,Artichaut
706,0,Salsifis
707,1,Raifort
708,0,Betterave
709,1,Betterave
710,0,Ail
711,1,Navet
712,1,Carotte
713,0,Navet
714,0,Raifort
715,1,Navet
716,0,Panais
717,0,Navet
718,1,Poireau
719,1,Salsifis
720,1,Topinambour
721,0,Poireau
722,1,Chou
723,1,Panais
724,1,Topinambour
725,1,Raifort
726,1,Panais
727,0,Oignon
728,0,Panais
729,1,Poireau
730,1,Chou
731,0,Chou
732,0,Carotte
733,0,Ail
734,1,Panais
735,1,Salsifis
736,0,Raifort
737,0,Panais
738,1,Navet
739,1,Poireau
740,0,Carotte
741,1,Ail
742,0,Carotte
743,0,Chou
744,1,Poireau
745,0,Carotte
746,0,Panais
747,1,Topinambour
748,0,Chou
749,1,Betterave
750,1,Oignon
751,1,Raifort
752,0,Salsifis
753,0,Poireau
754,1,Topinambour
755,1,Navet
756,1,Raifort
757,0,Salsifis
758,0,Artichaut
759,1,Salsifis
760,0,Panais
761,1,Navet
762,0,Salsifis
763,0,Chou
764,0,Topinambour
765,1,Artichaut
766,0,Poireau
767,0,Poireau
768,0,Raifort
769,1,Betterave
770,1,Raifort
771,0,Poireau
772,1,Betterave
773,0,Oignon
774,0,Carotte
775,0,Panais
776,1,Topinambour
777,1,Navet
778,1,Salsifis
779,0,Carotte
780,0,Panais
781,0,Artichaut
782,1,Oignon
783,1,Oignon
784,0,Salsifis
785,0,Ail
786,1,Artichaut
787,0,Poireau
788,0,Navet
789,1,Artichaut
790,0,Betterave
791,1,Carotte
792,1,Panais
793,1,Ail
794,1,Chou
795,0,Oignon
796,1,Carotte
797,1,Raifort
798,1,Poireau
799,0,Topinambour
800,0,Carotte
801,1,Carotte
802,0,Betterave
803,1,Ail
804,0,Salsifis
805,1,Carotte
806,1,Oignon
807,0,Ail
808,1,Panais
809,0,Topinambour
810,0,Panais
811,1,Carotte
812,1,Poireau
813,1,Betterave
814,0,Navet
815,0,Poireau
816,1,Artichaut
817,1,Artichaut
818,1,Panais
819,0,Topinambour
820,1,Navet
821,1,Chou
822,1,Raifort
823,0,Carotte
824,1,Panais
825,1,Betterave
826,1,Ail
827,1,Panais
828,1,Poireau
829,0,Poireau
830,0,Oignon
831,0,Navet
832,0,Artichaut
833,0,Ail
834,0,Artichaut
835,0,Salsifis
836,1,Poireau
837,1,Ail
838,1,Panais
839,0,Poireau
840,0,Navet
841,1,Betterave
842,0,Betterave
843,1,Raifort
844,1,Poireau
845,0,Salsifis
846,1,Navet
847,0,Salsifis
848,0,Salsifis
849,1,Ail
850,1,Oignon
851,1,Ail
852,1,Ail
853,1,Poireau
854,0,Chou
855,1,Carotte
856,1,Ail
857,1,Carotte
858,1,Carotte
859,0,Oignon
860,0,Navet
861,0,Betterave
862,0,Oignon
863,1,Artichaut
864,0,Raifort
865,0,Betterave
866,0,Salsifis
867,0,Ail
868,0,Chou
869,1,Ail
870,1,Ail
871,0,Raifort
872,1,Chou
873,1,Topinambour
874,0,Chou
875,1,Poireau
876,0,Panais
877,0,Artichaut
878,0,Salsifis
879,0,Navet
880,0,Carotte
881,0,Ail
882,1,Poireau
883,0,Panais
884,0,Chou
885,1,Artichaut
886,1,Carotte
887,0,Carotte
888,1,Betterave
889,0,Chou
890,1,Chou
891,1,Panais
892,0,Salsifis
893,0,Artichaut
894,0,Salsifis
895,0,Salsifis
896,0,Chou
897,0,Poireau
898,1,Salsifis
899,1,Panais
900,0,Chou
901,1,Chou
902,0,Salsifis
903,1,Panais
904,0,Betterave
905,1,Topinambour
906,1,Artichaut
907,1,Artichaut
908,0,Oignon
909,1,Betterave
910,1,Betterave
911,1,Topinambour
912,1,Raifort
913,1,Navet
914,0,Carotte
915,0,Artichaut
916,1,Navet
917,0,Raifort
918,0,Poireau
919,1,Topinambour
920,0,Raifort
921,0,Navet
922,0,Ail
923,1,Oignon
924,1,Raifort
925,1,Topinambour
926,1,Raifort
927,1,Ail
928,1,Raifort
929,1,Carotte
930,0,Ail
931,0,Salsifis
932,1,Ail
933,0,Chou
934,1,Navet
935,0,Oignon
936,0,Topinambour
937,1,Navet
938,0,Salsifis
939,0,Chou
940,1,Salsifis
941,1,Topinambour
942,1,Navet
943,1,Oignon
944,1,Panais
945,1,Betterave
946,1,Topinambour
947,1,Poireau
948,1,Carotte
949,1,Salsifis
950,1,Chou
951,1,Navet
952,1,Artichaut
953,1,Chou
954,1,Topinambour
955,0,Betterave
956,0,Panais
957,0,Panais
958,1,Navet
959,1,Ail
960,1,Raifort
961,0,Navet
962,1,Oignon
963,1,Betterave
964,0,Oignon
965,0,Chou
966,0,Artichaut
967,1,Raifort
968,0,Betterave
969,1,Chou
970,0,Carotte
971,1,Oignon
972,1,Topinambour
973,0,Artichaut
974,0,Oignon
975,0,Raifort
976,1,Oignon
977,0,Panais
978,1,Topinambour
979,0,Oignon
980,0,Chou
981,0,Salsifis
982,1,Topinambour
983,1,Artichaut
984,1,Salsifis
985,1,Panais
986,0,Artichaut
987,0,Betterave
988,1,Navet
989,1,Raifort
990,0,Ail
991,1,Topinambour
992,0,Oignon
993,1,Panais
994,1,Oignon
995,0,Carotte
996,1,Poireau
997,0,Navet
998,1,Carotte
999,1,Panais
1000,1,Poireau
1001,1,Betterave
1002,1,Oignon
1003,0,Topinambour
1004,1,Raifort
1005,1,Artichaut
1006,1,Salsifis
1007,1,Carotte
1008,1,Carotte
1009,1,Salsifis
1010,1,Topinambour
1011,1,Betterave
1012,0,Oignon
1013,0,Topinambour
1014,0,Artichaut
1015,0,Topinambour
1016,1,Carotte
1017,1,Chou
1018,1,Raifort
1019,1,Panais
1020,0,Oignon
1021,0,Betterave
1022,0,Betterave
1023,0,Carotte
1024,1,Raifort
1025,0,Ail
1026,0,Betterave
1027,1,Panais
1028,1,Carotte
1029,0,Chou
1030,1,Panais
1031,0,Navet
1032,1,Oignon
1033,0,Artichaut
1034,1,Topinambour
1035,1,Panais
1036,1,Chou
1037,0,Oignon
1038,1,Artichaut
1039,1,Artichaut
1040,1,Carotte
1041,1,Carotte
1042,0,Poireau
1043,1,Panais
1044,0,Poireau
1045,1,Oignon
1046,1,Oignon
1047,0,Chou
1048,1,Oignon
1049,0,Betterave
1050,1,Oignon
1051,0,Carotte
1052,1,Panais
1053,0,Artichaut
1054,0,Panais
1055,0,Navet
1056,0,Carotte
1057,1,Navet
1058,0,Betterave
1059,1,Oignon
1060,0,Chou
1061,1,Carotte
1062,0,Ail
1063,0,Betterave
1064,0,Topinambour
1065,0,Ail
1066,0,Navet
1067,0,Topinambour
1068,1,Betterave
1069,0,Raifort
1070,0,Salsifis
1071,0,Artichaut
1072,0,Salsifis
1073,0,Panais
1074,1,Navet
1075,0,Betterave
1076,0,Salsifis
1077,1,Raifort
1078,0,Chou
1079,0,Panais
1080,1,Navet
1081,0,Carotte
1082,0,Carotte
1083,0,Artichaut
1084,1,Topinambour
1085,1,Panais
1086,1,Chou
1087,0,Carotte
1088,0,Betterave
1089,0,Ail
1090,0,Chou
1091,1,Salsifis
1092,1,Chou
1093,1,Salsifis
1094,1,Topinambour
1095,0,Raifort
1096,0,Navet
1097,1,Ail
1098,0,Raifort
1099,1,Raifort
1100,1,Raifort
1101,0,Panais
1102,1,Raifort
1103,0,Ail
1104,0,Artichaut
1105,0,Topinambour
1106,1,Artichaut
1107,1,Raifort
1108,0,Chou
1109,1,Artichaut
1110,1,Artichaut
1111,1,Navet
1112,1,Raifort
1113,0,Raifort
1114,0,Betterave
1115,1,Betterave
1116,1,Oignon
1117,1,Betterave
1118,0,Chou
1119,0,Betterave
1120,1,Navet
1121,1,Artichaut
1122,0,Poireau
1123,0,Chou
1124,0,Navet
1125,1,Salsifis
1126,0,Ail
1127,0,Artichaut
1128,0,Poireau
1129,0,Salsifis
1130,0,Betterave
1131,1,Chou
1132,1,Carotte
1133,0,Salsifis
1134,1,Navet
1135,0,Chou
1136,0,Panais
1137,0,Oignon
1138,1,Artichaut
1139,0,Carotte
1140,1,Topinambour
1141,0,Ail
1142,1,Ail
1143,0,Raifort
1144,1,Navet
1145,0,Raifort
1146,1,Raifort
1147,0,Chou
1148,1,Panais
1149,1,Ail
1150,0,Topinambour
1151,1,Artichaut
1152,0,Poireau
1153,0,Panais
1154,0,Navet
1155,0,Oignon
1156,0,Oignon
1157,1,Oignon
1158,1,Artichaut
1159,1,Betterave
1160,1,Betterave
1161,0,Navet
1162,0,Salsifis
1163,1,Oignon
1164,0,Carotte
1165,0,Artichaut
1166,0,Carotte
1167,1,Topinambour
1168,0,Topinambour
1169,0,Poireau
1170,0,Raifort
1171,1,Oignon
1172,0,Raifort
1173,1,Ail
1174,0,Panais
1175,0,Chou
1176,0,Ail
1177,0,Salsifis
1178,0,Chou
1179,0,Navet
1180,0,Salsifis
1181,1,Ail
1182,0,Betterave
1183,0,Panais
1184,0,Carotte
1185,1,Topinambour
1186,0,Carotte
1187,1,Oignon
1188,0,Artichaut
1189,1,Poireau
1190,0,Topinambour
1191,0,Poireau
1192,1,Poireau
1193,1,Navet
1194,0,Artichaut
1195,1,Panais
1196,1,Chou
1197,0,Topinambour
1198,0,Poireau
1199,0,Salsifis
1200,1,Raifort
1201,0,Poireau
1202,1,Poireau
1203,0,Navet
1204,1,Topinambour
1205,1,Ail
1206,1,Ail
1207,1,Chou
1208,0,Oignon
1209,1,Artichaut
1210,0,Artichaut
1211,1,Betterave
1212,1,Raifort
1213,0,Chou
1214,0,Oignon
1215,1,Panais
1216,1,Poireau
1217,0,Raifort
1218,1,Carotte
1219,0,Oignon
1220,0,Salsifis
1221,0,Topinambour
1222,0,Carotte
1223,1,Betterave
1224,1,Chou
1225,0,Ail
1226,0,Topinambour
1227,1,Carotte
1228,0,Salsifis
1229,1,Topinambour
1230,0,Betterave
1231,1,Panais
1232,1,Poireau
1233,0,Salsifis
1234,0,Panais
1235,1,Salsifis
1236,1,Panais
1237,0,Ail
1238,1,Ail
1239,1,Oignon
1240,0,Artichaut
1241,1,Artichaut
1242,0,Raifort
1243,1,Carotte
1244,0,Ail
1245,0,Navet
1246,0,Poireau
1247,1,Chou
1248,0,Raifort
1249,1,Panais
1250,1,Poireau
1251,1,Salsifis
1252,0,Artichaut
1253,0,Panais
1254,0,Topinambour
1255,1,Poireau
1256,0,Panais
1257,0,Betterave
1258,1,Topinambour
1259,1,Panais
1260,0,Poireau
1261,0,Navet
1262,1,Topinambour
1263,0,Carotte
1264,1,Oignon
1265,0,Artichaut
1266,1,Carotte
1267,1,Topinambour
1268,1,Panais
1269,0,Artichaut
1270,0,Carotte
1271,0,Artichaut
1272,1,Carotte
1273,1,Carotte
1274,0,Carotte
1275,0,Artichaut
1276,0,Navet
1277,0,Panais
1278,0,Poireau
1279,1,Carotte
1280,1,Carotte
1281,0,Poireau
1282,1,Chou
1283,1,Navet
1284,0,Raifort
1285,0,Salsifis
1286,0,Oignon
1287,0,Salsifis
1288,0,Oignon
1289,1,Chou
1290,1,Topinambour
1291,1,Topinambour
1292,0,Ail
1293,0,Carotte
1294,0,Poireau
1295,0,Topinambour
1296,0,Salsifis
1297,0,Chou
1298,1,Raifort
1299,0,Carotte
1300,1,Topinambour
1301,0,Topinambour
1302,1,Topinambour
1303,0,Poireau
1304,1,Topinambour
1305,0,Carotte
1306,0,Salsifis
1307,0,Ail
1308,0,Chou
1309,1,Artichaut
1310,0,Betterave
1311,1,Carotte
1312,0,Chou
1313,1,Poireau
1314,0,Navet
1315,0,Navet
1316,1,Salsifis
1317,0,Betterave
1318,0,Panais
1319,0,Carotte
1320,1,Betterave
1321,0,Betterave
1322,0,Betterave
1323,1,Ail
1324,0,Oignon
1325,0,Raifort
1326,1,Ail
1327,0,Salsifis
1328,1,Betterave
1329,1,Topinambour
1330,0,Panais
1331,0,Raifort
1332,1,Panais
1333,1,Topinambour
1334,0,Chou
1335,1,Topinambour
1336,1,Navet
1337,1,Raifort
1338,1,Ail
1339,1,Chou
1340,1,Poireau
1341,0,Ail
1342,0,Navet
1343,1,Navet
1344,0,Salsifis
1345,0,Chou
1346,0,Raifort
1347,0,Artichaut
1348,0,Navet
1349,1,Carotte
1350,1,Navet
1351,1,Artichaut
1352,0,Poireau
1353,0,Navet
1354,1,Navet
1355,0,Chou
1356,1,Salsifis
1357,1,Poireau
1358,0,Navet
1359,1,Salsifis
1360,0,Betterave
1361,1,Salsifis
1362,0,Navet
1363,1,Poireau
1364,0,Panais
1365,1,Oignon
1366,1,Salsifis
1367,0,Ail
1368,0,Chou
1369,1,Carotte
1370,1,Panais
1371,0,Panais
1372,1,Panais
1373,0,Carotte
1374,1,Chou
1375,0,Carotte
1376,1,Panais
1377,1,Topinambour
1378,1,Salsifis
1379,1,Chou
1380,0,Raifort
1381,0,Oignon
1382,0,Oignon
1383,0,Navet
1384,0,Panais
1385,1,Raifort
1386,0,Navet
1387,0,Ail
1388,1,Chou
1389,0,Oignon
1390,1,Carotte
1391,1,Betterave
1392,0,Raifort
1393,0,Oignon
1394,1,Salsifis
1395,0,Topinambour
1396,0,Raifort
1397,0,Ail
1398,1,Topinambour
1399,0,Chou
1400,1,Navet
1401,1,Chou
1402,1,Chou
1403,1,Ail
1404,0,Carotte
1405,1,Ail
1406,1,Oignon
1407,0,Carotte
1408,1,Betterave
1409,1,Carotte
1410,1,Ail
1411,1,Chou
1412,0,Ail
1413,1,Navet
1414,1,Poireau
1415,0,Poireau
1416,1,Raifort
1417,0,Ail
1418,0,Salsifis
1419,1,Artichaut
1420,0,Oignon
1421,1,Salsifis
1422,1,Poireau
1423,0,Panais
1424,0,Oignon
1425,0,Salsifis
1426,0,Betterave
1427,1,Salsifis
1428,0,Chou
1429,1,Betterave
1430,0,Ail
1431,0,Salsifis
1432,1,Oignon
1433,0,Raifort
1434,1,Salsifis
1435,1,Oignon
1436,1,Carotte
1437,0,Betterave
1438,1,Oignon
1439,1,Chou
1440,0,Betterave
1441,1,Topinambour
1442,1,Navet
1443,1,Panais
1444,0,Poireau
1445,1,Panais
1446,0,Carotte
1447,1,Artichaut
1448,1,Panais
1449,0,Poireau
1450,1,Poireau
1451,1,Oignon
1452,0,Panais
1453,0,Poireau
1454,0,Oignon
1455,1,Artichaut
1456,1,Oignon
1457,1,Poireau
1458,0,Betterave
1459,1,Carotte
1460,0,Topinambour
1461,1,Salsifis
1462,1,Artichaut
1463,1,Topinambour
1464,0,Chou
1465,1,Poireau
1466,0,Oignon
1467,0,Navet
1468,1,Ail
1469,0,Topinambour
1470,1,Betterave
1471,0,Salsifis
1472,1,Topinambour
1473,0,Oignon
1474,0,Salsifis
1475,0,Betterave
1476,1,Artichaut
1477,1,Topinambour
1478,1,Carotte
1479,1,Poireau
1480,1,Panais
1481,0,Raifort
1482,0,Salsifis
1483,1,Artichaut
1484,0,Raifort
1485,0,Salsifis
1486,1,Oignon
1487,0,Raifort
1488,1,Topinambour
1489,1,Chou
1490,1,Betterave
1491,0,Navet
1492,1,Salsifis
1493,0,Chou
1494,1,Raifort
1495,1,Betterave
1496,1,Raifort
1497,1,Poireau
1498,1,Ail
1499,0,Carotte
1500,1,Carotte
1501,0,Chou
1502,1,Raifort
1503,1,Carotte
1504,1,Ail
1505,0,Panais
1506,1,Oignon
1507,0,Panais
1508,1,Salsifis
1509,0,Poireau
