idS,IdC
582,1143
583,3974
584,869
585,4746
586,1867
587,4874
588,4419
589,4916
590,2639
591,653
592,725
593,1120
594,4954
595,2562
596,1136
597,2954
598,1602
599,3330
600,4792
601,3817
602,175
603,843
604,1995
605,2544
606,2506
607,1250
608,1930
609,3169
610,2322
611,1862
612,4721
613,4855
614,4708
615,3703
616,19
617,1945
618,968
619,2347
620,4740
621,3234
622,761
623,4761
624,1331
625,3186
626,1193
627,2741
628,3434
629,908
630,3937
631,2960
632,3508
633,4986
634,488
635,755
636,2759
637,1728
638,1432
639,3839
640,2752
641,260
642,3575
643,4734
644,458
645,1676
646,3714
647,4908
648,1613
649,3164
650,2414
651,1743
652,1795
653,1587
654,3128
655,671
656,143
657,4627
658,2158
659,2675
660,13
661,3881
662,728
663,1813
664,1505
665,2703
666,2413
667,2427
668,2630
669,453
670,3628
671,1841
672,79
673,3627
674,1111
675,3214
676,4142
677,3818
678,2603
679,3387
680,299
681,4397
682,4013
683,1579
684,4319
685,2848
686,3706
687,802
688,4321
689,1496
690,333
691,4204
692,1534
693,2493
694,3635
695,348
696,4514
697,3895
698,4523
699,98
700,2841
701,2543
702,1510
703,1400
704,1251
705,3166
706,2023
707,3277
708,1278
709,1634
710,3591
711,1217
712,2649
713,4208
714,4209
715,4536
716,4332
717,3363
718,3139
719,3123
720,3785
721,4004
722,2576
723,3532
724,4614
725,2625
726,2691
727,1178
728,2899
729,1992
730,3232
731,1519
732,104
733,709
734,2372
735,1575
736,4800
737,4873
738,1230
739,1022
740,4692
741,4233
742,1344
743,1787
744,91
745,2286
746,2740
747,889
748,4313
749,4096
750,2591
751,2415
752,4099
753,548
754,2922
755,2647
756,3450
757,26
758,1179
759,1888
760,3798
761,124
762,3116
763,3612
764,323
765,2588
766,3813
767,689
768,3533
769,1842
770,93
771,3105
772,766
773,2780
774,3011
775,429
776,2720
777,65
778,1660
779,3949
780,2894
781,1807
782,2340
783,4195
784,25
785,1800
786,1034
787,204
788,4179
789,3127
790,1032
791,1220
792,4714
793,3195
794,1686
795,1788
796,1780
797,834
798,3211
799,4759
800,769
801,4023
802,986
803,2291
804,162
805,1893
806,3158
807,4925
808,3053
809,914
810,1081
811,1030
812,166
813,697
814,4063
815,2640
816,1355
817,602
818,736
819,2494
820,4999
821,200
822,2503
823,4615
824,2727
825,1707
826,1825
827,4268
828,1168
829,2753
830,396
831,3775
832,2068
833,1709
834,1417
835,2866
836,360
837,177
838,1177
839,4977
840,3420
841,4342
842,2631
843,1117
844,2870
845,117
846,533
847,2534
848,4786
849,275
850,4269
851,943
852,4640
853,4824
854,4882
855,2783
856,4011
857,2434
858,4055
859,710
860,1390
861,266
862,3397
863,436
864,1148
865,1748
866,1440
867,4398
868,3010
869,2204
870,3846
871,4002
872,3549
873,636
874,441
875,3779
876,608
877,944
878,1760
879,3581
880,4952
881,1863
882,3227
883,218
884,1373
885,3334
886,4575
887,2947
888,331
889,2452
890,1348
891,3121
892,1429
893,1352
894,2884
895,3741
896,1049
897,2315
898,531
899,2273
900,408
901,1558
902,1414
903,3807
904,1986
905,3335
906,2712
907,1561
908,1910
909,563
910,778
911,724
912,3517
913,3212
914,2669
915,2449
916,2800
917,4868
918,2240
919,2351
920,3114
921,4236
922,3483
923,4697
924,3595
925,500
926,3749
927,4224
928,1028
929,3130
930,380
931,1372
932,4603
933,3298
934,243
935,4943
936,4635
937,3411
938,1920
939,3362
940,2626
941,130
942,1993
943,4774
944,251
945,1190
946,2374
947,4672
948,1328
949,4139
950,2213
951,3772
952,921
953,4347
954,450
955,1757
956,3102
957,2665
958,1395
959,544
960,2536
961,4164
962,4771
963,637
964,3470
965,2367
966,4106
967,2335
968,963
969,281
970,1861
971,427
972,10
973,1350
974,4687
975,2883
976,3582
977,4535
978,1029
979,2895
980,2916
981,3891
982,1864
983,3489
984,899
985,1714
986,3269
987,1403
988,1103
989,2196
990,847
991,4979
992,3994
993,4994
994,2408
995,141
996,3518
997,690
998,1761
999,3609
1000,2645
1001,4751
1002,1672
1003,4140
1004,2199
1005,4595
1006,3745
1007,2584
1008,627
1009,2909
1010,647
1011,2353
1012,4027
1013,862
1014,4104
1015,1617
1016,2736
1017,346
1018,4552
1019,1112
1020,4590
1021,3953
1022,930
1023,1325
1024,4101
1025,497
1026,4501
1027,2586
1028,2734
1029,2653
1030,146
1031,343
1032,3340
1033,2793
1034,154
1035,895
1036,893
1037,3993
1038,272
1039,856
1040,4465
1041,3057
1042,462
1043,319
1044,2868
1045,792
1046,1808
1047,2314
1048,3987
1049,466
1050,3941
1051,1399
1052,4508
1053,2532
1054,596
1055,590
1056,3435
1057,4488
1058,3615
1059,2401
1060,870
1061,971
1062,2261
1063,2781
1064,1050
1065,3150
1066,2867
1067,2949
1068,1012
1069,4594
1070,1909
1071,1719
1072,86
1073,2084
1074,1569
1075,494
1076,698
1077,4605
1078,1180
1079,3571
1080,859
1081,3921
1082,4100
1083,4766
1084,3758
1085,1944
1086,3414
1087,4705
1088,2979
1089,4273
1090,1133
1091,4223
1092,652
1093,2460
1094,2392
1095,1089
1096,2112
1097,2429
1098,3617
1099,196
1100,3092
1101,1570
1102,4923
1103,4034
1104,296
1105,748
1106,4051
1107,4624
1108,2770
1109,1461
1110,1313
1111,4748
1112,2210
1113,3931
1114,1537
1115,868
1116,3911
1117,4864
1118,4530
1119,4918
1120,723
1121,4901
1122,4200
1123,220
1124,3642
1125,68
1126,1553
1127,1392
1128,1286
1129,2981
1130,2263
1131,3894
1132,3858
1133,1232
1134,107
1135,2519
1136,583
1137,4430
1138,1036
1139,4645
1140,911
1141,2458
1142,2917
1143,3129
1144,4599
1145,878
1146,1108
1147,1021
1148,304
1149,3322
1150,2471
1151,4444
1152,303
1153,2871
1154,4802
1155,2528
1156,2574
1157,972
1158,2393
1159,704
1160,1364
1161,3138
1162,2616
1163,327
1164,776
1165,4157
1166,291
1167,191
1168,2113
1169,1337
1170,4420
1171,262
1172,1616
1173,4427
1174,1522
1175,571
1176,2840
1177,2488
1178,121
1179,4533
1180,3787
1181,1444
1182,706
1183,4511
1184,2877
1185,2608
1186,1957
1187,1560
1188,2405
1189,538
1190,2407
1191,703
1192,2810
1193,4985
1194,4885
1195,1516
1196,1835
1197,4829
1198,2910
1199,3814
1200,920
1201,3325
1202,4476
1203,4685
1204,4217
1205,2595
1206,1291
1207,3780
1208,282
1209,740
1210,3907
1211,3442
1212,1002
1213,2550
1214,2064
1215,2061
1216,4458
1217,4067
1218,660
1219,2238
1220,2030
1221,4669
1222,3059
1223,2377
1224,373
1225,1020
1226,1814
1227,2768
1228,1694
1229,1820
1230,240
1231,3856
1232,4005
1233,4857
1234,410
1235,1288
1236,1079
1237,3760
1238,4911
1239,253
1240,3922
1241,3885
1242,1124
1243,210
1244,3644
1245,991
1246,1345
1247,1453
1248,915
1249,3769
1250,1210
1251,284
1252,3669
1253,3838
1254,2159
1255,1307
1256,70
1257,2792
1258,3965
1259,4877
1260,1066
1261,4540
1262,1936
1263,4659
1264,1859
1265,4338
1266,482
1267,3619
1268,3501
1269,1410
1270,313
1271,4963
1272,1270
1273,625
1274,1502
1275,2941
1276,3831
1277,4924
1278,3343
1279,1053
1280,4902
1281,2233
1282,4719
1283,4904
1284,4861
1285,1199
1286,52
1287,1959
1288,4387
1289,3028
1290,4207
1291,2518
1292,1682
1293,2310
1294,3956
1295,4790
1296,308
1297,1476
1298,354
1299,3734
1300,2709
1301,74
1302,116
1303,2546
1304,3372
1305,4311
1306,4971
1307,2397
1308,479
1309,1007
1310,3722
1311,3071
1312,3653
1313,2102
1314,2634
1315,4587
1316,1229
1317,3283
1318,1167
1319,1320
1320,3843
1321,165
1322,3834
1323,1755
1324,1475
1325,1234
1326,1791
1327,1005
1328,31
1329,3784
1330,3655
1331,3897
1332,4970
1333,4886
1334,4579
1335,3306
1336,1321
1337,2754
1338,888
1339,1413
1340,1465
1341,3924
1342,3761
1343,3852
1344,247
1345,1764
1346,3245
1347,4457
1348,1495
1349,4928
1350,3935
1351,874
1352,3398
1353,4779
1354,4978
1355,3933
1356,4683
1357,2858
1358,2312
1359,539
1360,2566
1361,3041
1362,1631
1363,3254
1364,1004
1365,4940
1366,1114
1367,2902
1368,4151
1369,1991
1370,2252
1371,617
1372,2323
1373,2672
1374,648
1375,1162
1376,2153
1377,350
1378,4019
1379,3421
1380,4452
1381,2872
1382,537
1383,3748
1384,3515
1385,4560
1386,3445
1387,2289
1388,3391
1389,4653
1390,4012
1391,3939
1392,4782
1393,1208
1394,2986
1395,4043
1396,1975
1397,4461
1398,1635
1399,1785
1400,1126
1401,577
1402,2956
1403,2182
1404,1206
1405,2972
1406,2955
1407,3602
1408,1962
1409,1601
1410,2690
1411,1026
1412,1069
1413,4024
1414,2249
1415,1688
1416,2309
1417,2903
1418,1827
1419,4065
1420,1834
1421,232
1422,3082
1423,4770
1424,1769
1425,1599
1426,1113
1427,1293
1428,1663
1429,4167
1430,3799
1431,4383
1432,2344
1433,1668
1434,788
1435,3964
1436,3384
1437,4712
1438,2464
1439,2799
1440,193
1441,4957
1442,3690
1443,4930
1444,326
1445,4288
1446,434
1447,2096
1448,2520
1449,168
1450,4896
1451,793
1452,3816
1453,885
1454,1099
1455,1267
1456,128
1457,1721
1458,4966
1459,4149
1460,1072
1461,4758
1462,4440
1463,1538
1464,2606
1465,3378
1466,2383
1467,1705
1468,928
1469,4517
1470,4968
1471,279
1472,2944
1473,440
1474,4117
1475,3024
1476,4486
1477,4941
1478,1470
1479,213
1480,929
1481,586
1482,423
1483,1241
1484,4253
1485,24
1486,2696
1487,3970
1488,1201
1489,3715
1490,3243
1491,2032
1492,2820
1493,3704
1494,1933
1495,2255
1496,1919
1497,3659
1498,1736
1499,1038
1500,3390
1501,1695
1502,1567
1503,4515
1504,2281
1505,4029
1506,4651
1507,3350
1508,3060
1509,2404
1510,3112
1511,661
1512,1361
1513,4375
1514,3700
1515,3271
1516,3007
1517,2018
1518,2380
1519,4367
1520,1037
1521,1146
1522,2146
1523,3923
1524,3471
1525,1949
1526,2968
1527,4565
1528,278
1529,1812
1530,1381
1531,2483
1532,3686
1533,3444
1534,2358
1535,635
1536,4035
1537,4832
1538,345
1539,1737
1540,1128
1541,2698
1542,306
1543,4956
1544,1875
1545,4371
1546,2932
1547,4447
1548,4090
1549,989
1550,2622
1551,2771
1552,4870
1553,2953
1554,2706
1555,2059
1556,3728
1557,553
1558,469
1559,4267
1560,1116
1561,2284
1562,657
1563,363
1564,181
1565,2613
1566,71
1567,3492
1568,463
1569,1343
1570,444
1571,818
1572,4193
1573,988
1574,2439
1575,3342
1576,4815
1577,2865
1578,129
1579,2621
1580,2198
1581,1164
1582,2024
1583,2079
1584,3089
1585,3660
1586,3498
1587,1887
1588,528
1589,404
1590,945
1591,2074
1592,1084
1593,2569
1594,2212
1595,4797
1596,3806
1597,1551
1598,2680
1599,254
1600,4639
1601,4863
1602,4424
1603,4634
1604,178
1605,765
1606,3203
1607,390
1608,3359
1609,2887
1610,4132
1611,2435
1612,693
1613,2186
1614,4562
1615,61
1616,1456
1617,4330
1618,1763
1619,1845
1620,2830
1621,2454
1622,1326
1623,375
1624,4251
1625,1329
1626,4115
1627,4996
1628,922
1629,4175
1630,2995
1631,1147
1632,4300
1633,2005
1634,2610
1635,2075
1636,4400
1637,3960
1638,4264
1639,3980
1640,4699
1641,2961
1642,4340
1643,3037
1644,211
1645,898
1646,719
1647,1330
1648,1048
1649,4144
1650,1094
1651,1068
1652,4212
1653,2235
1654,4726
1655,2607
1656,330
1657,3757
1658,271
1659,2135
1660,1134
1661,2386
1662,359
1663,400
1664,60
1665,2875
1666,3113
1667,514
1668,1039
1669,3920
1670,2450
1671,2784
1672,169
1673,4602
1674,2072
1675,4165
1676,1756
1677,518
1678,4990
1679,2045
1680,932
1681,4756
1682,4709
1683,3036
1684,4294
1685,3151
1686,4484
1687,2908
1688,4180
1689,1420
1690,2230
1691,8
1692,378
1693,1773
1694,2842
1695,1332
1696,4415
1697,3724
1698,136
1699,2168
1700,1896
1701,4597
1702,1848
1703,4509
1704,1481
1705,2280
1706,1284
1707,3733
1708,669
1709,3090
1710,540
1711,799
1712,2461
1713,4285
1714,4720
1715,3791
1716,3353
1717,4441
1718,1019
1719,3033
1720,3755
1721,4867
1722,2987
1723,3295
1724,2062
1725,2502
1726,2993
1727,1090
1728,4062
1729,3147
1730,3267
1731,798
1732,860
1733,4041
1734,2136
1735,4351
1736,4525
1737,1216
1738,2836
1739,4352
1740,2695
1741,2813
1742,97
1743,1035
1744,2512
1745,4555
1746,4548
1747,700
1748,4475
1749,554
1750,40
1751,4592
1752,1572
1753,4676
1754,2432
1755,2762
1756,568
1757,3370
1758,206
1759,1598
1760,2440
1761,4143
1762,4772
1763,2602
1764,1140
1765,448
1766,1655
1767,2714
1768,188
1769,2881
1770,3771
1771,1669
1772,212
1773,2533
1774,328
1775,4812
1776,3475
1777,3587
1778,3875
1779,219
1780,1994
1781,4181
1782,3810
1783,137
1784,1170
1785,3539
1786,3307
1787,1923
1788,3680
1789,2013
1790,2409
1791,4299
1792,4809
1793,101
1794,4729
1795,2258
1796,2041
1797,4363
1798,1443
1799,3405
1800,4710
1801,215
1802,2811
1803,679
1804,3156
1805,4220
1806,1152
1807,1195
1808,2217
1809,261
1810,2930
1811,1828
1812,3284
1813,4107
1814,4819
1815,4537
1816,688
1817,3905
1818,36
1819,2915
1820,1958
1821,1989
1822,2229
1823,1296
1824,2021
1825,1698
1826,729
1827,2411
1828,984
1829,4376
1830,4046
1831,4506
1832,946
1833,1987
1834,151
1835,3984
1836,4037
1837,1437
1838,435
1839,1396
1840,2264
1841,3977
1842,1906
1843,1937
1844,1683
1845,1056
1846,3142
1847,187
1848,295
1849,384
1850,1932
1851,2282
1852,2090
1853,1881
1854,4203
1855,2750
1856,4622
1857,2260
1858,2590
1859,3274
1860,238
1861,4496
1862,4503
1863,2747
1864,3241
1865,953
1866,1730
1867,147
1868,4358
1869,364
1870,1258
1871,1042
1872,3564
1873,3898
1874,4374
1875,460
1876,884
1877,1620
1878,2151
1879,1782
1880,2175
1881,22
1882,4336
1883,4677
1884,2197
1885,1163
1886,1031
1887,1624
1888,927
1889,4722
1890,4119
1891,4554
1892,966
1893,1040
1894,1967
1895,1433
1896,1839
1897,2094
1898,3529
1899,3131
1900,2689
1901,1554
1902,3262
1903,1713
1904,4418
1905,4216
1906,631
1907,1556
1908,558
1909,1889
1910,113
1911,1710
1912,4210
1913,472
1914,3495
1915,4507
1916,3776
1917,4743
1918,2038
1919,668
1920,3316
1921,1535
1922,3841
1923,329
1924,3614
1925,682
1926,4723
1927,3075
1928,1119
1929,4586
1930,2037
1931,1354
1932,612
1933,2540
1934,3826
1935,1860
1936,1868
1937,1197
1938,1447
1939,683
1940,122
1941,3463
1942,2722
1943,4001
1944,3251
1945,1865
1946,2285
1947,3842
1948,1472
1949,4015
1950,4539
1951,503
1952,3522
1953,4856
1954,1380
1955,2348
1956,4494
1957,865
1958,3013
1959,2732
1960,1627
1961,4848
1962,939
1963,2497
1964,4118
1965,3514
1966,1203
1967,4451
1968,3726
1969,1219
1970,3995
1971,3600
1972,4938
1973,3380
1974,3857
1975,4546
1976,3954
1977,2777
1978,1681
1979,2056
1980,473
1981,3948
1982,3645
1983,4022
1984,1870
1985,3890
1986,4126
1987,957
1988,4643
1989,835
1990,2148
1991,622
1992,3040
1993,4432
1994,454
1995,3588
1996,4569
1997,2482
1998,1805
1999,2053
2000,3198
2001,1913
2002,1740
2003,3682
2004,4814
2005,3152
2006,4520
2007,872
2008,3098
2009,317
2010,34
2011,2394
2012,4109
2013,4074
2014,1892
2015,781
2016,4662
2017,4014
2018,1129
2019,2491
2020,1520
2021,4050
2022,925
2023,2356
2024,2843
2025,3577
2026,4469
2027,2436
2028,3326
2029,4893
2030,3433
2031,270
2032,549
2033,3368
2034,2896
2035,3452
2036,3833
2037,4436
2038,2002
2039,4255
2040,3282
2041,901
2042,385
2043,3797
2044,2787
2045,527
2046,579
2047,1370
2048,4646
2049,3972
2050,4568
2051,854
2052,3395
2053,555
2054,2251
2055,2927
2056,406
2057,4471
2058,2628
2059,4988
2060,4307
2061,407
2062,2091
2063,1716
2064,4435
2065,2707
2066,1268
2067,876
2068,4665
2069,4089
2070,592
2071,3285
2072,3753
2073,2359
2074,1941
2075,239
2076,2668
2077,3080
2078,1421
2079,2479
2080,1940
2081,3392
2082,1061
2083,1023
2084,1269
2085,692
2086,1767
2087,4522
2088,2737
2089,681
2090,2270
2091,4303
2092,1260
2093,4682
2094,1823
2095,4016
2096,2133
2097,2632
2098,2172
2099,1281
2100,1806
2101,2445
2102,2187
2103,2205
2104,3291
2105,687
2106,3663
2107,863
2108,817
2109,1016
2110,422
2111,3048
2112,72
2113,3934
2114,3988
2115,1424
2116,4872
2117,4359
2118,824
2119,3547
2120,3410
2121,3650
2122,2324
2123,1950
2124,2985
2125,1607
2126,2826
2127,3957
2128,3792
2129,1333
2130,1999
2131,4463
2132,135
2133,1459
2134,3191
2135,2802
2136,1633
2137,1071
2138,361
2139,4369
2140,4827
2141,3388
2142,587
2143,3811
2144,1092
2145,2718
2146,1451
2147,4275
2148,366
2149,1651
2150,222
2151,2837
2152,1626
2153,4276
2154,3081
2155,3633
2156,532
2157,3111
2158,2973
2159,624
2160,712
2161,4265
2162,807
2163,3287
2164,2462
2165,1365
2166,2974
2167,4042
2168,2538
2169,3717
2170,4304
2171,3394
2172,1718
2173,3606
2174,3967
2175,2725
2176,666
2177,4840
2178,1436
2179,694
2180,2055
2181,924
2182,1283
2183,2971
2184,638
2185,1338
2186,2835
2187,1939
2188,4755
2189,3313
2190,2467
2191,138
2192,742
2193,4354
2194,2817
2195,3573
2196,1067
2197,4229
2198,3909
2199,417
2200,2795
2201,2991
2202,3344
2203,1382
2204,2587
2205,1454
2206,1003
2207,4631
2208,3504
2209,1588
2210,887
2211,4906
2212,2051
2213,1340
2214,4532
2215,3499
2216,4608
2217,794
2218,4876
2219,3883
2220,2708
2221,1742
2222,2929
2223,2772
2224,1468
2225,4542
2226,3929
2227,1816
2228,4479
2229,3305
2230,2804
2231,2890
2232,1487
2233,1565
2234,6
2235,4150
2236,1506
2237,3070
2238,2537
2239,3594
2240,411
2241,401
2242,1264
2243,1073
2244,2294
2245,2485
2246,1662
2247,92
2248,1010
2249,3747
2250,813
2251,302
2252,1637
2253,2589
2254,1362
2255,630
2256,1573
2257,3032
2258,603
2259,4686
2260,1856
2261,3990
2262,4573
2263,2552
2264,510
2265,4909
2266,1366
2267,2473
2268,2578
2269,110
2270,1466
2271,3179
2272,3044
2273,3646
2274,2101
2275,195
2276,4674
2277,3096
2278,1677
2279,1194
2280,2029
2281,1228
2282,674
2283,4693
2284,287
2285,2179
2286,2733
2287,3183
2288,4227
2289,4981
2290,69
2291,1204
2292,2115
2293,1096
2294,1612
2295,3473
2296,2117
2297,3106
2298,3239
2299,164
2300,4577
2301,2123
2302,1149
2303,1334
2304,1438
2305,3358
2306,3848
2307,937
2308,4254
2309,2391
2310,1458
2311,4890
2312,3958
2313,225
2314,4601
2315,2036
2316,3702
2317,3268
2318,4038
2319,2682
2320,495
2321,3042
2322,3252
2323,499
2324,3871
2325,3134
2326,926
2327,4596
2328,3093
2329,3770
2330,4323
2331,3975
2332,1419
2333,2923
2334,4362
2335,2177
2336,156
2337,2236
2338,3027
2339,3355
2340,3120
2341,1926
2342,743
2343,1171
2344,3510
2345,559
2346,2369
2347,3264
2348,2807
2349,399
2350,983
2351,4178
2352,1363
2353,1545
2354,3546
2355,3631
2356,3242
2357,4136
2358,2527
2359,203
2360,1758
2361,1277
2362,3178
2363,4504
2364,1341
2365,4070
2366,53
2367,1981
2368,616
2369,604
2370,3638
2371,1908
2372,4120
2373,1667
2374,4188
2375,3311
2376,4781
2377,1929
2378,1076
2379,4145
2380,292
2381,1427
2382,3266
2383,4584
2384,3837
2385,3509
2386,4357
2387,367
2388,3608
2389,4283
2390,4266
2391,4329
2392,3004
2393,1978
2394,4270
2395,4456
2396,1715
2397,1347
2398,3999
2399,409
2400,1477
2401,797
2402,4718
2403,2268
2404,3908
2405,1629
2406,4166
2407,935
2408,28
2409,3819
2410,185
2411,803
2412,2758
2413,3709
2414,3735
2415,618
2416,2674
2417,2150
2418,4593
2419,1231
2420,3788
2421,4248
2422,609
2423,2419
2424,3248
2425,2308
2426,2541
2427,2118
2428,4572
2429,2898
2430,4745
2431,1463
2432,4413
2433,4368
2434,85
2435,732
2436,3805
2437,4116
2438,3230
2439,717
2440,864
2441,1947
2442,2688
2443,2976
2444,1095
2445,4619
2446,3667
2447,3773
2448,144
2449,4225
2450,2911
2451,3062
2452,371
2453,1951
2454,4754
2455,3193
2456,3292
2457,1704
2458,1552
2459,3932
2460,1996
2461,2965
2462,4760
2463,1259
2464,1775
2465,2431
2466,903
2467,3091
2468,3133
2469,3853
2470,2301
2471,242
2472,2185
2473,1404
2474,3597
2475,909
2476,1595
2477,3171
2478,572
2479,1248
2480,2346
2481,2855
2482,4389
2483,1205
2484,3356
2485,485
2486,4360
2487,4378
2488,759
2489,80
2490,4054
2491,2803
2492,795
2493,2049
2494,4292
2495,3046
2496,3830
2497,2531
2498,4309
2499,1212
2500,4512
